timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
539821926,539821540,0.27529892,0.013014884,0.008607019,0.961232,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,4
540319667,540319270,0.2752927,0.013362388,0.008655328,0.9612286,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,4
540822274,540821978,0.275534,0.011982409,0.008678571,0.96117747,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,4
541319991,541319708,0.2757061,0.011930356,0.009292605,0.9611231,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,4
541817755,541817439,0.2757417,0.012462073,0.009235679,0.9611066,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,4
542320608,542320146,0.27592823,0.01338225,0.009184761,0.9610413,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,4
542818419,542817877,0.27617902,0.012796016,0.009360585,0.9609755,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,4
543320887,543320584,0.27627212,0.012369391,0.0092896065,0.96095496,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,4
543818596,543818315,0.27644962,0.011573102,0.008656062,0.96091974,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,4
544321472,544321023,0.27670902,0.011743486,0.008276778,0.96084636,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,4
544819139,544818753,0.27672094,0.01228348,0.008548718,0.96083385,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,4
545316898,545316484,0.27683145,0.0122931795,0.008550977,0.96080184,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,4
545819470,545819192,0.2771623,0.011872923,0.008558202,0.9607117,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,4
546317199,546316923,0.27733207,0.012000328,0.008489477,0.9606617,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,4
546820040,546819631,0.2774229,0.01313322,0.007817943,0.9606263,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,4
547318074,547317362,0.27764642,0.013261642,0.007112926,0.96056557,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,4
547820380,547820070,0.2777644,0.01318788,0.007115329,0.9605324,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,4
