timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
655373644,0,0,1,0,0,0,0,0
655883644,0,0,1,0,0,0,0,0
656393660,0,0,1,0,0,0,0,0
656903645,0,0,1,0,0,0,0,0
657413664,0,0,1,0,0,0,0,0
657924710,0,0,1,0,0,0,0,0
658433646,0,0,1,0,0,0,0,0
658943664,0,0,1,0,0,0,0,0
659453664,0,0,1,0,0,0,0,0
659963667,0,0,1,0,0,0,0,0
660472645,0,0,1,0,0,0,0,0
660982646,0,0,1,0,0,0,0,0
661483947,0,0,1,0,0,0,0,0
661994437,0,0,1,0,0,0,0,0
662504707,0,0,1,0,0,0,0,0
663014647,0,0,1,0,0,0,0,0
663523644,0,0,1,0,0,0,0,0
664033644,0,0,1,0,0,0,0,0
664544644,0,0,1,0,0,0,0,0
665054761,0,0,1,0,0,0,0,0
665563644,0,0,1,0,0,0,0,0
666073644,0,0,1,0,0,0,0,0
666583644,0,0,1,0,0,0,0,0
667093040,0,0,1,0,0,0,0,0
667603304,0,0,1,0,0,0,0,0
668112975,0,0,1,0,0,0,0,0
668622769,0,0,1,0,0,0,0,0
669133644,0,0,1,0,0,0,0,0
669642645,0,0,1,0,0,0,0,0
670152645,0,0,1,0,0,0,0,0
670662646,0,0,1,0,0,0,0,0
671172665,0,0,1,0,0,0,0,0
671681645,0,0,1,0,0,0,0,0
672182429,0,0,1,0,0,0,0,0
672691711,0,0,1,0,0,0,0,0
673201659,0,0,1,0,0,0,0,0
673701687,0,0,1,0,0,0,0,0
674212077,0,0,1,0,0,0,0,0
674721853,0,0,1,0,0,0,0,0
675231827,0,0,1,0,0,0,0,0
675741766,0,0,1,0,0,0,0,0
676250647,0,0,1,0,0,0,0,0
676750893,0,0,1,0,0,0,0,0
677260675,0,0,1,0,0,0,0,0
677770647,0,0,1,0,0,0,0,0
678280664,0,0,1,0,0,0,0,0
678790644,0,0,1,0,0,0,0,0
679300646,0,0,1,0,0,0,0,0
679810645,0,0,1,0,0,0,0,0
680310667,0,0,1,0,0,0,0,0
680820938,0,0,1,0,0,0,0,0
681330920,0,0,1,0,0,0,0,0
681840772,0,0,1,0,0,0,0,0
682351692,0,0,1,0,0,0,0,0
682861664,0,0,1,0,0,0,0,0
683371645,0,0,1,0,0,0,0,0
683881645,0,0,1,0,0,0,0,0
684391657,0,0,1,0,0,0,0,0
684900645,0,0,1,0,0,0,0,0
685410896,0,0,1,0,0,0,0,0
685919646,0,0,1,0,0,0,0,0
686429644,0,0,1,0,0,0,0,0
686939967,0,0,1,0,0,0,0,0
687449901,0,0,1,0,0,0,0,0
687959859,0,0,1,0,0,0,0,0
688468644,0,0,1,0,0,0,0,0
688978644,0,0,1,0,0,0,0,0
689488644,0,0,1,0,0,0,0,0
689998645,0,0,1,0,0,0,0,0
690508644,0,0,1,0,0,0,0,0
691018664,0,0,1,0,0,0,0,0
691528645,0,0,1,0,0,0,0,0
692038645,0,0,1,0,0,0,0,0
692548645,0,0,1,0,0,0,0,0
693059645,0,0,1,0,0,0,0,0
693560645,0,0,1,0,0,0,0,0
694071003,0,0,1,0,0,0,0,0
694580691,0,0,1,0,0,0,0,0
695090647,0,0,1,0,0,0,0,0
695600645,0,0,1,0,0,0,0,0
696110644,0,0,1,0,0,0,0,0
696620658,0,0,1,0,0,0,0,0
697130680,0,0,1,0,0,0,0,0
697640646,0,0,1,0,0,0,0,0
698149666,0,0,1,0,0,0,0,0
698659662,0,0,1,0,0,0,0,0
699168645,0,0,1,0,0,0,0,0
699678665,0,0,1,0,0,0,0,0
700179646,0,0,1,0,0,0,0,0
700689664,0,0,1,0,0,0,0,0
701199664,0,0,1,0,0,0,0,0
701709664,0,0,1,0,0,0,0,0
702219646,0,0,1,0,0,0,0,0
702728665,0,0,1,0,0,0,0,0
703237645,0,0,1,0,0,0,0,0
703746645,0,0,1,0,0,0,0,0
704256645,0,0,1,0,0,0,0,0
704767188,0,0,1,0,0,0,0,0
705276645,0,0,1,0,0,0,0,0
705787333,0,0,1,0,0,0,0,0
706296945,0,0,1,0,0,0,0,0
706807535,0,0,1,0,0,0,0,0
707316855,0,0,1,0,0,0,0,0
707825645,0,0,1,0,0,0,0,0
708335647,0,0,1,0,0,0,0,0
708845644,0,0,1,0,0,0,0,0
709355646,0,0,1,0,0,0,0,0
709864644,0,0,1,0,0,0,0,0
710374645,0,0,1,0,0,0,0,0
710884645,0,0,1,0,0,0,0,0
711394644,0,0,1,0,0,0,0,0
711894659,0,0,1,0,0,0,0,0
712404646,0,0,1,0,0,0,0,0
712914644,0,0,1,0,0,0,0,0
713424644,0,0,1,0,0,0,0,0
713934663,0,0,1,0,0,0,0,0
714443726,0,0,1,0,0,0,0,0
714953658,0,0,1,0,0,0,0,0
715464644,0,0,1,0,0,0,0,0
715965719,0,0,1,0,0,0,0,0
716474645,0,0,1,0,0,0,0,0
716985155,0,0,1,0,0,0,0,0
717493645,0,0,1,0,0,0,0,0
718003645,0,0,1,0,0,0,0,0
718513658,0,0,1,0,0,0,0,0
719023644,0,0,1,0,0,0,0,0
719533645,0,0,1,0,0,0,0,0
720043644,0,0,1,0,0,0,0,0
720553645,0,0,1,0,0,0,0,0
721062644,0,0,1,0,0,0,0,0
721572645,0,0,1,0,0,0,0,0
722082645,0,0,1,0,0,0,0,0
722592644,0,0,1,0,0,0,0,0
723102646,0,0,1,0,0,0,0,0
723612644,0,0,1,0,0,0,0,0
724122645,0,0,1,0,0,0,0,0
724632663,0,0,1,0,0,0,0,0
724991036,0,0,1,0,0,0,0,0
725500645,0,0,1,0,0,0,0,0
726010646,0,0,1,0,0,0,0,0
726520657,0,0,1,0,0,0,0,0
727029643,0,0,1,0,0,0,0,0
727539645,0,0,1,0,0,0,0,0
728049644,0,0,1,0,0,0,0,0
728559648,0,0,1,0,0,0,0,0
729069644,0,0,1,0,0,0,0,0
729580645,0,0,1,0,0,0,0,0
730090645,0,0,1,0,0,0,0,0
730600645,0,0,1,0,0,0,0,0
731110644,0,0,1,0,0,0,0,0
731620664,0,0,1,0,0,0,0,0
732130664,0,0,1,0,0,0,0,0
732640646,0,0,1,0,0,0,0,0
733150644,0,0,1,0,0,0,0,0
733660645,0,0,1,0,0,0,0,0
734160664,0,0,1,0,0,0,0,0
734670645,0,0,1,0,0,0,0,0
735179646,0,0,1,0,0,0,0,0
735689645,0,0,1,0,0,0,0,0
736199645,0,0,1,0,0,0,0,0
736709674,0,0,1,0,0,0,0,0
737219645,0,0,1,0,0,0,0,0
737729645,0,0,1,0,0,0,0,0
738239646,0,0,1,0,0,0,0,0
738749644,0,0,1,0,0,0,0,0
739259645,0,0,1,0,0,0,0,0
739769644,0,0,1,0,0,0,0,0
740279645,0,0,1,0,0,0,0,0
740789645,0,0,1,0,0,0,0,0
741298647,0,0,1,0,0,0,0,0
741808644,0,0,1,0,0,0,0,0
742318645,0,0,1,0,0,0,0,0
742829929,0,0,1,0,0,0,0,0
743339700,0,0,1,0,0,0,0,0
743849805,0,0,1,0,0,0,0,0
744359648,0,0,1,0,0,0,0,0
744869646,0,0,1,0,0,0,0,0
745379645,0,0,1,0,0,0,0,0
745889673,0,0,1,0,0,0,0,0
746399947,0,0,1,0,0,0,0,0
746909901,0,0,1,0,0,0,0,0
747419798,0,0,1,0,0,0,0,0
747930048,0,0,1,0,0,0,0,0
748439645,0,0,1,0,0,0,0,0
748949645,0,0,1,0,0,0,0,0
749459646,0,0,1,0,0,0,0,0
749968865,0,0,1,0,0,0,0,0
750478645,0,0,1,0,0,0,0,0
750988662,0,0,1,0,0,0,0,0
751498665,0,0,1,0,0,0,0,0
752009003,0,0,1,0,0,0,0,0
752518871,0,0,1,0,0,0,0,0
753028760,0,0,1,0,0,0,0,0
753538804,0,0,1,0,0,0,0,0
754048645,0,0,1,0,0,0,0,0
754557645,0,0,1,0,0,0,0,0
755066645,0,0,1,0,0,0,0,0
755576644,0,0,1,0,0,0,0,0
756086645,0,0,1,0,0,0,0,0
756596664,0,0,1,0,0,0,0,0
757106645,0,0,1,0,0,0,0,0
757616645,0,0,1,0,0,0,0,0
758126646,0,0,1,0,0,0,0,0
758637708,0,0,1,0,0,0,0,0
759146645,0,0,1,0,0,0,0,0
759655645,0,0,1,0,0,0,0,0
760165645,0,0,1,0,0,0,0,0
760675645,0,0,1,0,0,0,0,0
761185644,0,0,1,0,0,0,0,0
761695646,0,0,1,0,0,0,0,0
762205645,0,0,1,0,0,0,0,0
762715645,0,0,1,0,0,0,0,0
763225644,0,0,1,0,0,0,0,0
763735647,0,0,1,0,0,0,0,0
764245644,0,0,1,0,0,0,0,0
764754666,0,0,1,0,0,0,0,0
765264646,0,0,1,0,0,0,0,0
765774645,0,0,1,0,0,0,0,0
766284644,0,0,1,0,0,0,0,0
766794645,0,0,1,0,0,0,0,0
767304645,0,0,1,0,0,0,0,0
767814644,0,0,1,0,0,0,0,0
768324645,0,0,1,0,0,0,0,0
768834645,0,0,1,0,0,0,0,0
769344664,0,0,1,0,0,0,0,0
769854665,0,0,1,0,0,0,0,0
770364658,0,0,1,0,0,0,0,0
770874645,0,0,1,0,0,0,0,0
771385645,0,0,1,0,0,0,0,0
771895645,0,0,1,0,0,0,0,0
772405645,0,0,1,0,0,0,0,0
772914659,0,0,1,0,0,0,0,0
773424922,0,0,1,0,0,0,0,0
773935386,0,0,1,0,0,0,0,0
774445183,0,0,1,0,0,0,0,0
774954944,0,0,1,0,0,0,0,0
775464646,0,0,1,0,0,0,0,0
775974647,0,0,1,0,0,0,0,0
776474666,0,0,1,0,0,0,0,0
776983646,0,0,1,0,0,0,0,0
777493645,0,0,1,0,0,0,0,0
778002664,0,0,1,0,0,0,0,0
778512666,0,0,1,0,0,0,0,0
779023984,0,0,1,0,0,0,0,0
779534104,0,0,1,0,0,0,0,0
780042645,0,0,1,0,0,0,0,0
780552645,0,0,1,0,0,0,0,0
781062692,0,0,1,0,0,0,0,0
781572645,0,0,1,0,0,0,0,0
782082645,0,0,1,0,0,0,0,0
782592646,0,0,1,0,0,0,0,0
783102672,0,0,1,0,0,0,0,0
783612978,0,0,1,0,0,0,0,0
784123205,0,0,1,0,0,0,0,0
784633644,0,0,1,0,0,0,0,0
785133858,0,0,1,0,0,0,0,0
785643644,0,0,1,0,0,0,0,0
786153644,0,0,1,0,0,0,0,0
786663644,0,0,1,0,0,0,0,0
787173658,0,0,1,0,0,0,0,0
787682660,0,0,1,0,0,0,0,0
788192665,0,0,1,0,0,0,0,0
788702646,0,0,1,0,0,0,0,0
789212644,0,0,1,0,0,0,0,0
789722664,0,0,1,0,0,0,0,0
790232645,0,0,1,0,0,0,0,0
790742645,0,0,1,0,0,0,0,0
791252645,0,0,1,0,0,0,0,0
791762645,0,0,1,0,0,0,0,0
792262664,0,0,1,0,0,0,0,0
792772645,0,0,1,0,0,0,0,0
793281883,0,0,1,0,0,0,0,0
793791658,0,0,1,0,0,0,0,0
794301647,0,0,1,0,0,0,0,0
794811645,0,0,1,0,0,0,0,0
795321645,0,0,1,0,0,0,0,0
795831645,0,0,1,0,0,0,0,0
796341645,0,0,1,0,0,0,0,0
796851644,0,0,1,0,0,0,0,0
797361645,0,0,1,0,0,0,0,0
797871645,0,0,1,0,0,0,0,0
798381644,0,0,1,0,0,0,0,0
798891645,0,0,1,0,0,0,0,0
799400856,0,0,1,0,0,0,0,0
799910644,0,0,1,0,0,0,0,0
800420661,0,0,1,0,0,0,0,0
800930663,0,0,1,0,0,0,0,0
801440644,0,0,1,0,0,0,0,0
801950644,0,0,1,0,0,0,0,0
802460644,0,0,1,0,0,0,0,0
802970646,0,0,1,0,0,0,0,0
803481741,0,0,1,0,0,0,0,0
803990644,0,0,1,0,0,0,0,0
804500645,0,0,1,0,0,0,0,0
805010645,0,0,1,0,0,0,0,0
805510669,0,0,1,0,0,0,0,0
806019887,0,0,1,0,0,0,0,0
806529666,0,0,1,0,0,0,0,0
807039664,0,0,1,0,0,0,0,0
807549645,0,0,1,0,0,0,0,0
808059644,0,0,1,0,0,0,0,0
808569644,0,0,1,0,0,0,0,0
809079645,0,0,1,0,0,0,0,0
809589645,0,0,1,0,0,0,0,0
810099646,0,0,1,0,0,0,0,0
810609644,0,0,1,0,0,0,0,0
811119647,0,0,1,0,0,0,0,0
811629644,0,0,1,0,0,0,0,0
812139707,0,0,1,0,0,0,0,0
812648851,0,0,1,0,0,0,0,0
813157645,0,0,1,0,0,0,0,0
813666647,0,0,1,0,0,0,0,0
814177474,0,0,1,0,0,0,0,0
814687138,0,0,1,0,0,0,0,0
815197165,0,0,1,0,0,0,0,0
815706800,0,0,1,0,0,0,0,0
816216673,0,0,1,0,0,0,0,0
816726644,0,0,1,0,0,0,0,0
817235645,0,0,1,0,0,0,0,0
817745645,0,0,1,0,0,0,0,0
818255645,0,0,1,0,0,0,0,0
818765645,0,0,1,0,0,0,0,0
819274656,0,0,1,0,0,0,0,0
819784645,0,0,1,0,0,0,0,0
820294645,0,0,1,0,0,0,0,0
820804649,0,0,1,0,0,0,0,0
821314647,0,0,1,0,0,0,0,0
821824644,0,0,1,0,0,0,0,0
822334644,0,0,1,0,0,0,0,0
822844644,0,0,1,0,0,0,0,0
823354646,0,0,1,0,0,0,0,0
823864645,0,0,1,0,0,0,0,0
824374664,0,0,1,0,0,0,0,0
824884880,0,0,1,0,0,0,0,0
825394847,0,0,1,0,0,0,0,0
825903646,0,0,1,0,0,0,0,0
826413646,0,0,1,0,0,0,0,0
826923645,0,0,1,0,0,0,0,0
827423661,0,0,1,0,0,0,0,0
827933645,0,0,1,0,0,0,0,0
828443644,0,0,1,0,0,0,0,0
828953666,0,0,1,0,0,0,0,0
829464027,0,0,1,0,0,0,0,0
829973900,0,0,1,0,0,0,0,0
830482867,0,0,1,0,0,0,0,0
830992646,0,0,1,0,0,0,0,0
831502646,0,0,1,0,0,0,0,0
832012645,0,0,1,0,0,0,0,0
832522645,0,0,1,0,0,0,0,0
833032645,0,0,1,0,0,0,0,0
833542666,0,0,1,0,0,0,0,0
834052664,0,0,1,0,0,0,0,0
834562931,0,0,1,0,0,0,0,0
835072825,0,0,1,0,0,0,0,0
835582775,0,0,1,0,0,0,0,0
836092647,0,0,1,0,0,0,0,0
836603644,0,0,1,0,0,0,0,0
837113646,0,0,1,0,0,0,0,0
837623644,0,0,1,0,0,0,0,0
838133664,0,0,1,0,0,0,0,0
838643644,0,0,1,0,0,0,0,0
839153646,0,0,1,0,0,0,0,0
839662645,0,0,1,0,0,0,0,0
840172658,0,0,1,0,0,0,0,0
840682836,0,0,1,0,0,0,0,0
841192739,0,0,1,0,0,0,0,0
841701645,0,0,1,0,0,0,0,0
842211645,0,0,1,0,0,0,0,0
842721645,0,0,1,0,0,0,0,0
843231705,0,0,1,0,0,0,0,0
843741141,0,0,1,0,0,0,0,0
844251222,0,0,1,0,0,0,0,0
844761116,0,0,1,0,0,0,0,0
845270786,0,0,1,0,0,0,0,0
845780645,0,0,1,0,0,0,0,0
846290645,0,0,1,0,0,0,0,0
846799645,0,0,1,0,0,0,0,0
847309645,0,0,1,0,0,0,0,0
847819645,0,0,1,0,0,0,0,0
848329646,0,0,1,0,0,0,0,0
848839988,0,0,1,0,0,0,0,0
849349857,0,0,1,0,0,0,0,0
849860138,0,0,1,0,0,0,0,0
850370461,0,0,1,0,0,0,0,0
850879801,0,0,1,0,0,0,0,0
851388644,0,0,1,0,0,0,0,0
851898645,0,0,1,0,0,0,0,0
852408646,0,0,1,0,0,0,0,0
852918644,0,0,1,0,0,0,0,0
853428663,0,0,1,0,0,0,0,0
853938889,0,0,1,0,0,0,0,0
854448773,0,0,1,0,0,0,0,0
854957645,0,0,1,0,0,0,0,0
855467644,0,0,1,0,0,0,0,0
855977645,0,0,1,0,0,0,0,0
856487645,0,0,1,0,0,0,0,0
856997644,0,0,1,0,0,0,0,0
857507645,0,0,1,0,0,0,0,0
858017688,0,0,1,0,0,0,0,0
858527903,0,0,1,0,0,0,0,0
859037845,0,0,1,0,0,0,0,0
859547713,0,0,1,0,0,0,0,0
860057645,0,0,1,0,0,0,0,0
860566774,0,0,1,0,0,0,0,0
861077459,0,0,1,0,0,0,0,0
861586644,0,0,1,0,0,0,0,0
862096643,0,0,1,0,0,0,0,0
862606644,0,0,1,0,0,0,0,0
863117002,0,0,1,0,0,0,0,0
863626813,0,0,1,0,0,0,0,0
864136759,0,0,1,0,0,0,0,0
864645644,0,0,1,0,0,0,0,0
865155680,0,0,1,0,0,0,0,0
865665676,0,0,1,0,0,0,0,0
866174665,0,0,1,0,0,0,0,0
866684645,0,0,1,0,0,0,0,0
866754800,0,0,1,0,0,0,0,0
866780918,0,0,1,0,0,0,0,0
867289644,0,0,1,0,0,0,0,0
867789667,0,0,1,0,0,0,0,0
868178809,0,0,1,0,0,0,0,0
868688693,0,0,1,0,0,0,0,0
869199038,0,0,1,0,0,0,0,0
869279774,0,0,1,0,0,0,0,0
869789646,0,0,1,0,0,0,0,0
870277738,0,0,1,0,0,0,0,0
870292775,0,0,1,0,0,0,0,0
870802646,0,0,1,0,0,0,0,0
870971752,0,0,1,0,0,0,0,0
871481645,0,0,1,0,0,0,0,0
871991658,0,0,1,0,0,0,0,0
872501645,0,0,1,0,0,0,0,0
873011644,0,0,1,0,0,0,0,0
873521645,0,0,1,0,0,0,0,0
874031657,0,0,1,0,0,0,0,0
874541707,0,0,1,0,0,0,0,0
875051645,0,0,1,0,0,0,0,0
875560670,0,0,1,0,0,0,0,0
876070644,0,0,1,0,0,0,0,0
876580643,0,0,1,0,0,0,0,0
877090645,0,0,1,0,0,0,0,0
877600644,0,0,1,0,0,0,0,0
878110665,0,0,1,0,0,0,0,0
878620643,0,0,1,0,0,0,0,0
879120660,0,0,1,0,0,0,0,0
879630644,0,0,1,0,0,0,0,0
880140645,0,0,1,0,0,0,0,0
880650646,0,0,1,0,0,0,0,0
881160670,0,0,1,0,0,0,0,0
881670661,0,0,1,0,0,0,0,0
882180645,0,0,1,0,0,0,0,0
882690644,0,0,1,0,0,0,0,0
883199644,0,0,1,0,0,0,0,0
883709658,0,0,1,0,0,0,0,0
