timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
540140292,540140088,2490378,-1.2303205,0.8187272,-9.466883,39.06401,0,0,0,0,20
541135746,541135548,2490378,-1.3073539,0.8093599,-9.782109,39.184784,0,0,0,0,20
542138673,542138475,2490378,-1.3708003,0.8000225,-9.796954,39.181763,0,0,0,0,20
543139125,543138913,2490378,-1.3220782,0.81594396,-9.7706175,39.15459,0,0,0,0,20
544139545,544139351,2490378,-1.3138182,0.82516164,-9.782109,39.136475,0,0,0,0,20
545137497,545137301,2490378,-1.2211626,0.76937675,-9.838373,39.127415,0,0,0,0,20
546137939,546137740,2490378,-1.4289793,0.875799,-9.95964,39.181763,0,0,0,0,20
547138376,547138178,2490378,-1.3475465,0.7984962,-9.705316,39.211956,0,0,0,0,20
548136323,548136129,2490378,-1.2435484,0.7429208,-9.87285,39.224033,0,0,0,0,20
549136764,549136568,2490378,-1.3800179,0.8449138,-9.792884,39.190823,0,0,0,0,20
550139706,550139496,2490378,-1.3486538,0.801459,-9.79839,39.248188,0,0,0,0,20
551140135,551139936,2490378,-1.387829,0.75821376,-9.7855215,39.211956,0,0,0,0,20
552138081,552137887,2490378,-1.3431472,0.80684596,-9.851302,39.148552,0,0,0,0,20
553138520,553138327,2490378,-1.3495517,0.8187272,-9.747693,39.178745,0,0,0,0,20
554138965,554138767,2490378,-1.3284228,0.866701,-9.768822,39.217995,0,0,0,0,20
555136919,555136719,2490378,-1.3414712,0.81878704,-9.758976,39.302536,0,0,0,0,20
556137359,556137160,2490378,-1.3425187,0.7641095,-9.779716,39.266304,0,0,0,0,20
557137800,557137601,2490378,-1.3826514,0.80517006,-9.907566,39.190823,0,0,0,0,20
558140724,558140531,2490378,-1.3591883,0.8121132,-9.873569,39.254227,0,0,0,0,20
559136200,559135995,2490378,-1.3381194,0.7687482,-9.742396,39.19988,0,0,0,0,20
560139121,560138925,2490378,-1.3686454,0.82276744,-9.819459,39.308575,0,0,0,0,20
561139562,561139366,2490378,-1.3608643,0.8379706,-9.773491,39.172707,0,0,0,0,20
562137514,562137320,2490378,-1.3299491,0.8264485,-9.730335,39.254227,0,0,0,0,20
563137957,563137762,2490378,-1.3763069,0.8101979,-9.74907,39.371983,0,0,0,0,20
564138398,564138204,2490378,-1.2996924,0.7570466,-9.823889,39.266304,0,0,0,0,20
565138839,565138646,2490378,-1.2794614,0.8593987,-9.913911,39.275364,0,0,0,0,20
566136805,566136600,2490378,-1.3804668,0.8761581,-9.685683,39.25121,0,0,0,0,20
567137239,567137043,2490378,-1.3424289,0.7800309,-9.917023,39.233093,0,0,0,0,20
568140188,568139974,2490378,-1.2995727,0.81522566,-9.799587,39.281403,0,0,0,0,20
569135637,569135439,2490378,-1.3669695,0.81953526,-9.9790325,39.33575,0,0,0,0,20
570138567,570138370,2490378,-1.3581109,0.818817,-9.73267,39.254227,0,0,0,0,20
571139010,571138813,2490378,-1.3749901,0.8593987,-9.787257,39.190823,0,0,0,0,20
572136960,572136767,2490378,-1.3687651,0.7882909,-9.8133545,39.28442,0,0,0,0,20
573137405,573137210,2490378,-1.4349648,0.8498219,-10.242275,39.24517,0,0,0,0,20
574137849,574137653,2490378,-1.3263878,0.25893292,-9.882906,39.320652,0,0,0,0,20
575138288,575138095,2490378,-1.3035232,0.08499416,-9.844718,39.184784,0,0,0,0,20
576136250,576136049,2490378,-1.3122619,0.3037045,-10.489357,39.19988,0,0,0,0,20
577136695,577136493,2490378,-1.3059772,0.11019313,-9.697056,39.33575,0,0,0,0,20
578139620,578139423,2490378,-1.3084313,0.076614454,-9.8929615,39.275364,0,0,0,0,20
579140060,579139865,2490378,-1.2889185,0.10462662,-9.791686,39.25121,0,0,0,0,20
580138017,580137818,2490378,-1.2751518,0.08559271,-9.854295,39.25121,0,0,0,0,20
581138463,581138260,2490378,-1.3309368,0.1045069,-9.84807,39.175724,0,0,0,0,20
582138899,582138702,2490378,-1.3412318,0.34368765,-9.343492,39.224033,0,0,0,0,20
583136850,583136656,2490378,-1.2611457,0.10414778,-9.800784,39.1878,0,0,0,0,20
584137288,584137096,2490378,-1.2489353,0.034117375,-9.877878,39.11836,0,0,0,0,20
585137731,585137537,2490378,-1.3779829,0.12425907,-9.843042,39.130436,0,0,0,0,20
586140690,586140466,2490378,-1.3843274,0.09696517,-9.7991085,39.248188,0,0,0,0,20
587136129,587135929,2490378,-1.3897144,0.09804256,-9.834064,39.190823,0,0,0,0,20
588139051,588138858,2490378,-1.3978547,0.1186327,-9.819459,39.28744,0,0,0,0,20
589139492,589139298,2490378,-1.3535919,0.104866035,-9.691489,39.139492,0,0,0,0,20
590137444,590137248,2490378,-1.3460202,0.0676362,-9.784863,39.1093,0,0,0,0,20
591137887,591137687,2490378,-1.4454993,0.13575123,-9.8773985,39.166668,0,0,0,0,20
592138325,592138126,2490378,-1.4093468,0.18351556,-9.656893,39.133453,0,0,0,0,20
593138764,593138564,2490378,-1.5029601,-0.50984526,-9.697116,39.142513,0,0,0,0,20
594136708,594136514,2490378,-1.538514,-0.021547815,-9.815149,39.136475,0,0,0,0,20
595137168,595136951,2490378,-1.5247474,-0.048961427,-9.826642,39.11836,0,0,0,0,20
596140078,596139876,2490378,-1.4821305,-0.011013328,-9.872371,39.11836,0,0,0,0,20
597138020,597137824,2490378,-1.4812926,-0.006584055,-9.910319,39.100243,0,0,0,0,20
598138452,598138260,2490378,-1.5001769,0.0030526072,-9.728958,39.094204,0,0,0,0,20
599138889,599138695,2490378,-1.4581885,0.019393034,-9.801263,39.079105,0,0,0,0,20
600139322,600139130,2490378,-1.4571111,0.026426002,-9.709117,38.982487,0,0,0,0,20
601137276,601137076,2490378,-1.4399927,0.030286651,-9.893201,38.976448,0,0,0,0,20
602137706,602137510,2490378,-1.417966,0.014963761,-9.818262,39.01872,0,0,0,0,20
603138145,603137944,2490378,-1.4549265,-0.09226655,-9.695709,38.91606,0,0,0,0,20
604136124,604135888,2490378,-1.5379155,-0.2826355,-10.341874,38.952293,0,0,0,0,20
605139006,605138809,2490378,-1.6087838,-0.084635034,-10.380061,38.903984,0,0,0,0,20
606139438,606139241,2490378,-1.3202826,-0.048692077,-9.58366,38.870773,0,0,0,0,20
607137375,607137183,2490378,-1.3094788,-0.07924808,-9.45165,38.879833,0,0,0,0,20
608137810,608137614,2490378,-1.4214376,0.0028730421,-9.755175,38.919083,0,0,0,0,20
609138237,609138044,2490378,-1.4531608,0.11097125,-10.160992,38.8436,0,0,0,0,20
610138667,610138474,2490378,-1.4686034,0.05530606,-9.975681,38.810387,0,0,0,0,20
611136614,611136414,2490378,-1.380377,-0.026096798,-9.817184,38.731884,0,0,0,0,20
612137039,612136843,2490378,-1.4957176,-0.840694,-9.588927,38.84058,0,0,0,0,20
613139992,613139759,2490378,-1.3248315,-0.06979098,-9.824726,38.737923,0,0,0,0,20
614140380,614140187,2490378,-1.3490728,0.019303251,-9.7369795,38.79831,0,0,0,0,20
615138323,615138125,2490378,-1.1110293,-0.42030212,-9.9440775,38.855675,0,0,0,0,20
616138749,616138551,2490378,-1.174715,-0.15502456,-9.610326,38.713768,0,0,0,0,20
617139175,617138977,2490378,-1.3123816,0.11441292,-9.498426,38.650364,0,0,0,0,20
618137105,618136913,2490378,-1.2022485,-0.034715924,-9.908524,38.692635,0,0,0,0,20
619137530,619137337,2490378,-1.267251,-0.2254141,-9.789771,38.565823,0,0,0,0,20
620137954,620137761,2490378,-1.2822148,-0.07793126,-9.822931,38.463165,0,0,0,0,20
621140874,621140673,2490378,-1.3649344,-0.046327803,-9.793602,38.623188,0,0,0,0,20
622136317,622136119,2490378,-1.1442788,-0.06766613,-9.591651,38.40278,0,0,0,0,20
623139226,623139029,2490378,-1.1420342,0.035793316,-10.076357,38.44505,0,0,0,0,20
624139648,624139451,2490378,-1.0617088,-0.02777274,-9.848907,38.502415,0,0,0,0,20
625137582,625137383,2490378,-1.1669339,0.07745243,-10.026558,38.357487,0,0,0,0,20
626138002,626137803,2490378,-1.1587937,0.023343466,-9.853936,38.375603,0,0,0,0,20
627138424,627138223,2490378,-1.1331757,-0.21978772,-9.780434,38.357487,0,0,0,0,20
628138840,628138642,2490378,-1.1109395,-0.002753332,-9.7185135,38.372585,0,0,0,0,20
629136764,629136572,2490378,-1.1069292,0.002064999,-9.769241,38.27295,0,0,0,0,20
630137184,630136989,2490378,-1.1245565,0.015921442,-9.885539,38.32126,0,0,0,0,20
631140098,631139895,2490378,-1.1107899,0.04177882,-9.887095,38.266907,0,0,0,0,20
632138019,632137823,2490378,-1.0606314,0.015801731,-9.751823,38.251812,0,0,0,0,20
633138434,633138239,2490378,-1.0712856,-0.075896196,-9.876801,38.25483,0,0,0,0,20
634138847,634138654,2490378,-0.73370314,0.0961272,-9.592848,38.315216,0,0,0,0,20
635139262,635139069,2490378,-1.1314998,-0.019273324,-9.905052,38.269928,0,0,0,0,20
636137195,636136995,2490378,-1.1128249,0.05889736,-9.8027,38.143116,0,0,0,0,20
637137606,637137408,2490378,-1.0978612,0.046327803,-9.91834,38.203503,0,0,0,0,20
638140502,638140309,2490378,-1.0410289,0.013856443,-9.6293,38.194447,0,0,0,0,20
639135917,639135745,2490378,-1.2119449,-0.44125137,-9.979991,38.115944,0,0,0,0,20
640138843,640138645,2490378,-1.0248381,-0.05746084,-9.954612,38.137077,0,0,0,0,20
641139255,641139056,2490378,-1.075236,0.10594343,-9.834902,38.055557,0,0,0,0,20
642139665,642139467,2490378,-1.0767922,-0.16244659,-10.856748,38.08273,0,0,0,0,20
643137580,643137388,2490378,-1.1625047,0.16400282,-9.988131,38.08273,0,0,0,0,20
644137990,644137797,2490378,-1.1042058,0.18650831,-9.766907,37.971016,0,0,0,0,20
645138446,645138206,2490378,-1.2211626,0.21978772,-9.582912,38.073673,0,0,0,0,20
646136327,646136125,2490378,-1.1252748,0.1127669,-9.852859,38.052536,0,0,0,0,20
