timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
844712823,52,0,143,136,97,33,49
845753071,52,0,147,140,100,23,43
846686924,52,0,149,143,100,25,47
847702214,52,0,151,145,99,26,45
848755619,52,0,151,146,97,26,46
849789067,52,0,151,144,99,26,47
850719030,52,0,150,144,100,27,32
851758018,52,0,148,141,100,26,34
852790225,52,0,147,141,100,27,39
853712424,52,0,145,140,100,35,47
854757014,52,0,125,119,100,28,30
855693584,52,0,115,121,100,26,25
856707688,52,0,112,103,100,32,23
857752686,52,0,115,105,97,25,25
858798943,52,0,121,113,97,26,33
859711585,52,0,119,109,98,27,35
860757447,52,0,124,117,97,23,37
861691481,52,0,130,127,100,24,26
862714128,52,0,129,119,98,26,21
863767635,52,0,130,124,97,23,25
864793635,52,0,130,124,100,28,29
865713039,52,0,126,119,100,37,25
866769456,52,0,128,119,94,26,34
867789967,52,0,123,116,100,25,25
868708500,52,0,126,120,100,26,24
869748277,52,0,118,112,100,27,25
870798329,52,0,110,104,100,25,21
871704092,52,0,119,112,100,24,22
872753526,52,0,126,122,100,24,25
873679374,52,0,125,117,100,31,22
874709178,52,0,125,121,100,25,22
875748950,52,0,130,125,100,22,22
876786182,52,0,131,126,100,29,39
877726212,52,0,131,125,100,27,22
878754179,52,0,131,124,100,25,30
879680363,52,0,131,124,100,25,19
880712553,52,0,131,124,100,27,30
881749940,52,0,135,125,100,29,22
882786610,52,0,136,128,100,25,21
883704753,52,0,127,120,100,24,26
884756227,52,0,116,97,100,30,32
885683025,52,0,121,110,97,26,28
886709632,52,0,125,121,100,28,21
887746565,52,0,121,115,100,28,24
888786854,52,0,121,111,100,25,22
889705255,52,0,128,123,100,26,21
890759378,52,0,132,124,100,26,25
891688189,52,0,127,122,100,28,28
892710710,52,0,125,117,100,23,24
893750263,52,0,125,120,100,27,20
894687394,52,0,124,119,100,29,28
895705633,52,0,116,110,100,21,21
896774570,52,0,115,109,97,31,28
897800226,52,0,111,106,100,23,24
898710650,52,0,110,101,98,24,20
899750397,52,0,112,104,100,22,30
900684056,52,0,112,104,98,29,26
901705981,52,0,113,107,100,22,27
902751984,52,0,118,110,100,23,20
903685524,52,0,114,110,100,27,29
904710650,52,0,111,102,100,29,22
905747558,52,0,111,103,100,31,30
906787635,52,0,117,113,100,22,24
907947276,52,0,127,114,97,29,21
908883014,52,0,136,114,100,24,21
909805244,52,0,139,114,100,22,21
910718212,52,0,142,114,100,27,21
911753380,52,0,138,28,100,25,52
912800269,52,0,129,89,100,27,61
913705081,52,0,127,116,99,31,26
914756352,52,0,127,120,100,26,25
915687846,52,0,123,118,100,25,25
916710090,52,0,125,114,100,23,22
917771920,52,0,127,118,97,28,54
918698482,52,0,125,118,95,24,55
919711834,52,0,125,116,100,28,57
920759991,52,0,128,122,100,24,63
921685279,52,0,133,125,100,23,60
922712357,52,0,139,136,97,24,52
923753730,52,0,140,131,100,23,59
924696492,52,0,138,130,100,24,60
925718190,52,0,136,128,98,46,48
926764634,52,0,131,127,93,22,49
927698191,52,0,127,123,100,22,55
928718027,52,0,120,111,97,33,54
929760634,52,0,130,126,97,24,60
930692005,52,0,128,117,97,24,68
931712583,52,0,131,127,100,28,64
932774634,52,0,123,118,96,26,53
933691416,52,0,117,110,100,28,61
934845108,52,0,117,110,100,26,54
935763129,52,0,117,108,100,25,56
936683935,52,0,124,119,100,28,66
937728947,52,0,124,117,95,26,51
938770669,52,0,131,124,100,25,50
939690917,52,0,130,125,97,22,73
940715834,52,0,130,125,100,25,59
941769761,52,0,130,125,100,27,56
942680434,52,0,124,118,97,25,55
943722386,52,0,122,119,96,26,49
944754511,52,0,123,117,100,25,67
945687383,52,0,130,127,100,28,55
946713212,52,0,126,119,100,34,56
947759983,52,0,128,123,100,34,64
948710861,52,0,128,123,100,38,44
949718632,52,0,129,124,100,29,45
950764822,52,0,133,126,100,34,56
951692880,52,0,134,127,100,28,53
952717325,52,0,132,127,100,38,55
953763360,52,0,135,129,97,34,60
954700989,52,0,129,122,100,29,68
955713855,52,0,128,118,97,32,60
956684643,52,0,134,128,100,32,59
957692112,52,0,134,128,97,31,56
958719605,52,0,132,127,100,27,71
959699507,52,0,134,130,100,29,53
960689554,52,0,132,126,100,30,65
961718073,52,0,135,129,100,32,50
962776188,52,0,131,125,93,32,60
963685523,52,0,131,125,97,29,59
964719958,52,0,131,124,97,34,62
965755633,52,0,132,124,100,35,52
966795214,52,0,132,126,100,35,69
967714429,52,0,131,123,100,36,64
968765146,52,0,127,121,96,42,58
969695716,52,0,131,127,100,33,51
970715831,52,0,130,124,97,37,62
971765046,52,0,129,124,98,41,43
972688918,52,0,134,129,100,37,55
973735531,52,0,131,128,97,42,59
974759450,52,0,135,133,100,33,51
975696631,52,0,132,126,100,34,72
976724010,52,0,131,123,100,41,63
977763585,52,0,129,123,96,29,61
978797509,52,0,129,124,97,32,60
979731821,52,0,130,125,100,31,52
980762627,52,0,129,126,100,30,60
981797459,52,0,133,125,100,42,53
982721032,52,0,134,130,97,49,55
983761926,52,0,133,130,97,40,47
984815635,52,0,133,129,93,40,60
985715358,52,0,133,128,100,42,56
986760635,52,0,131,127,100,31,57
987682604,52,0,131,126,100,31,61
988724629,52,0,131,127,97,33,54
989768030,52,0,132,128,100,43,69
990702632,52,0,132,128,98,45,69
991715391,52,0,132,128,100,32,65
992757117,52,0,134,129,100,45,54
993691634,52,0,134,130,100,45,59
994720635,52,0,135,131,100,38,64
995763887,52,0,137,132,100,36,53
996798338,52,0,137,132,97,38,58
997719322,52,0,136,130,98,35,74
998775972,52,0,133,126,93,28,66
999700633,52,0,133,126,100,34,56
1000724351,52,0,135,128,100,31,64
1001769412,52,0,136,134,100,36,57
1002801635,52,0,140,135,97,38,64
1003716145,52,0,140,134,98,46,66
1004773828,52,0,140,135,100,35,66
1005688456,52,0,139,133,100,32,67
1006761201,52,0,139,133,100,38,34
1007762938,52,0,140,133,100,33,49
1008797959,52,0,140,133,100,35,38
1009775076,52,0,140,134,98,29,62
1010759947,52,0,139,132,97,29,64
1011688982,52,0,137,130,98,32,67
1012715854,52,0,136,130,100,31,71
1013771635,52,0,136,129,99,32,50
1014691632,52,0,137,131,100,29,61
1015727110,52,0,135,130,100,34,50
1016760547,52,0,131,125,100,31,61
1017690301,52,0,126,120,100,35,64
1018721882,52,0,126,120,100,27,53
1019765954,52,0,132,126,100,32,62
1020716497,52,0,134,128,98,37,62
1021716270,52,0,138,132,100,27,42
1022764633,52,0,138,133,100,28,66
1023814054,52,0,133,131,95,29,54
1024730842,52,0,135,127,97,29,68
1025766806,52,0,134,129,97,37,55
1026695226,52,0,134,129,96,32,52
1027716632,52,0,136,132,100,27,67
1028763351,52,0,128,123,100,28,52
1029695283,52,0,129,125,100,26,50
1030725163,52,0,130,123,100,31,52
1031774911,52,0,138,135,100,29,53
1032800136,52,0,136,130,99,30,56
1033721353,52,0,138,134,100,37,66
1034779855,52,0,147,140,88,38,61
1035699178,52,0,146,143,100,42,62
1036724010,52,0,126,121,97,49,57
1037759545,52,0,115,108,97,47,61
1038688623,52,0,124,120,99,38,56
1039723588,52,0,118,111,100,28,57
1040777407,52,0,108,101,99,28,54
1041686295,52,0,108,100,100,28,64
1042722522,52,0,115,112,100,23,49
1043774470,52,0,116,110,100,26,56
1044693216,52,0,110,102,97,27,53
1045718911,52,0,115,112,100,23,58
1046763577,52,0,131,127,100,35,51
1047692032,52,0,126,121,100,26,61
1048719590,52,0,114,113,98,32,57
1049780444,52,0,112,103,100,25,61
1050691989,52,0,112,109,96,26,67
1051735849,52,0,99,99,97,19,60
1052760859,52,0,93,91,100,30,59
1053690603,52,0,95,94,100,24,66
1054730524,52,0,103,98,100,25,55
1055761057,52,0,99,95,100,26,56
1056715633,52,0,99,93,100,26,68
1057719573,52,0,100,93,100,33,65
1058761002,52,0,95,90,98,28,60
1059817868,52,0,88,88,93,27,52
1060733860,52,0,89,86,100,45,70
1061771304,52,0,79,82,99,25,50
1062696332,52,0,91,93,100,24,68
1063721634,52,0,94,95,96,23,57
1064777025,52,0,108,103,100,29,63
1065707646,52,0,111,107,94,25,61
1066722134,52,0,101,96,100,33,71
1067766850,52,0,102,93,100,32,60
1068686117,52,0,103,91,100,31,64
1069727121,52,0,109,102,100,30,61
1070765955,52,0,107,104,98,27,80
1071696635,52,0,105,99,100,26,68
1072727853,52,0,101,96,98,28,63
1073773780,52,0,105,97,93,23,59
1074687001,52,0,110,102,98,27,62
1075728031,52,0,110,98,100,37,65
1076780639,52,0,105,99,100,24,53
1077689988,52,0,98,92,97,30,61
1078722662,52,0,92,89,100,23,59
1079778922,52,0,88,86,97,38,73
1080701404,52,0,98,98,99,32,67
1081721486,52,0,93,93,100,37,67
1082769475,52,0,100,99,100,31,68
1083697927,52,0,92,93,100,26,68
1084739821,52,0,94,93,95,23,61
1085779509,52,0,94,90,100,28,63
1086700700,52,0,98,93,97,23,58
1087724632,52,0,96,92,100,35,57
1088773528,52,0,96,89,100,24,66
1089689657,52,0,93,90,100,29,54
1090732607,52,0,90,85,94,22,58
1091771202,52,0,85,88,97,28,61
1092690264,52,0,87,88,100,29,62
1093727800,52,0,95,91,99,28,78
1094774629,52,0,90,93,100,24,60
1095814230,52,0,95,91,100,29,65
1096733764,52,0,95,94,100,25,55
1097774148,52,0,95,95,100,28,54
1098703193,52,0,81,90,100,32,63
1099733951,52,0,96,93,97,26,47
1100780098,52,0,97,95,97,29,65
1101711060,52,0,105,105,100,27,66
1102730381,52,0,95,88,100,34,70
1103771632,52,0,102,95,100,23,63
1104704149,52,0,104,97,97,26,65
1105735954,52,0,98,96,97,31,63
1106713193,52,0,103,95,100,27,65
1107698535,52,0,102,97,100,23,60
1108735318,52,0,98,95,100,28,64
1109792057,52,0,109,107,85,27,61
1110711272,52,0,109,104,97,32,69
1111742633,52,0,107,102,100,28,58
1112776635,52,0,96,94,100,28,59
1113697078,52,0,86,90,100,24,59
1114733528,52,0,73,84,100,27,66
1115792427,52,0,69,76,100,29,61
1116705277,52,0,66,74,100,30,78
1117751066,52,0,67,74,100,39,52
1118690937,52,0,68,73,100,70,63
1119822970,52,0,72,73,97,73,63
1120757094,52,0,77,73,94,73,63
1121682038,52,0,80,0,99,67,0
1122827879,52,0,82,0,99,70,0
1123766209,52,0,81,0,99,66,0
1124909023,52,0,79,0,100,70,0
1125828487,52,0,78,0,100,69,0
1126755291,52,0,80,0,96,74,0
1127897559,52,0,80,0,97,77,0
1128820245,52,0,79,0,99,72,0
1129739369,52,0,79,0,100,78,0
1130905005,52,0,79,0,100,75,0
1131821571,52,0,79,0,100,75,0
1132733226,52,0,79,0,100,78,0
1133894258,52,0,79,0,100,78,0
1134815012,52,0,79,0,100,74,0
1135742036,52,0,79,0,97,75,0
1136906637,52,0,79,0,93,75,0
1137818012,52,0,79,0,100,74,0
1138731631,52,0,79,0,100,80,0
1139891064,52,0,79,0,100,79,0
1140816205,52,0,79,0,100,78,0
1141745439,52,0,79,0,100,77,0
1142895046,52,0,79,0,100,79,0
1143811138,52,0,79,0,100,71,0
1144737341,52,0,79,0,100,74,0
1145887510,52,0,79,0,100,81,0
1146817799,52,0,79,0,100,75,0
1147759957,52,0,79,0,97,77,0
1148893596,52,0,79,0,100,78,0
1149810983,52,0,79,0,100,79,0
1150782502,52,0,79,0,100,76,0
1151882461,52,0,79,0,100,79,0
1152814211,52,0,79,0,96,78,0
1153733001,52,0,79,0,100,74,0
1154897631,52,0,79,0,100,74,0
1155824635,52,0,79,0,91,79,0
1156730676,52,0,79,0,100,75,0
1157880391,52,0,79,0,100,82,0
1158807094,52,0,79,0,100,81,0
1159731422,52,0,79,0,100,78,0
1160896888,52,0,79,0,100,74,0
1161808351,52,0,79,0,100,79,0
1162725328,52,0,79,0,100,75,0
1163886304,52,0,81,0,100,74,0
1164806995,52,0,84,0,100,72,0
1165733846,52,0,86,0,97,76,0
1166694934,52,0,86,0,100,79,0
1167801000,52,0,86,0,100,72,0
1168728634,52,0,83,0,100,68,0
1169769715,53,0,83,92,100,64,59
1170704063,58,0,88,87,100,73,72
1171728960,60,0,97,101,93,72,50
1172773690,60,0,102,105,100,67,59
1173694767,60,0,100,102,100,63,42
1174734102,60,0,91,93,100,71,51
1175773834,61,0,85,93,100,70,51
1176821314,63,0,86,92,96,64,60
1177738619,64,0,91,90,100,66,51
1178772193,65,0,92,88,100,68,64
1179690647,66,0,91,89,100,71,56
1180741502,66,0,93,96,97,68,41
1181770360,67,0,89,96,100,66,41
1182824878,68,0,88,88,92,76,59
1183729346,69,0,88,89,97,67,67
1184882634,69,0,93,92,97,73,53
1185821263,69,0,91,92,93,72,53
1186737513,69,0,89,92,100,72,53
1187726814,69,0,87,0,100,65,0
1188809958,69,0,86,0,100,77,0
1189731313,69,0,84,0,100,75,0
1190724630,70,0,86,0,95,70,0
1191813054,70,0,82,0,100,69,0
1192731983,72,0,81,0,100,68,0
1193935341,74,0,85,0,97,62,0
1194813129,75,0,86,0,98,68,0
1195721054,75,0,88,87,97,72,60
1196874410,75,0,84,87,100,74,60
1197801192,75,0,82,87,100,77,60
1198725354,75,0,81,0,97,74,0
1199888023,76,0,82,0,100,72,0
1200760869,77,0,96,84,97,64,49
1201719636,79,0,97,111,100,67,64
1202887851,81,0,93,98,100,69,68
1203812698,86,0,92,98,90,71,68
1204733897,90,0,92,98,97,70,68
1205760679,91,0,97,89,96,74,61
1206690185,92,0,96,98,100,67,69
1207724550,92,0,105,102,100,76,58
1208760458,92,0,103,106,100,71,64
1209697580,92,0,99,103,100,70,49
1210721952,94,0,99,100,100,75,61
1211704978,94,0,103,103,97,72,49
1212806120,96,0,97,98,97,69,60
1213738923,97,0,97,98,100,76,47
1214776920,98,0,93,91,90,65,59
1215692379,98,0,94,97,100,71,62
1216723237,99,0,94,97,97,70,62
1217767488,99,0,88,95,100,69,50
1218698635,99,0,96,100,100,70,55
1219717499,99,0,103,102,100,63,56
1220768987,99,0,103,103,97,69,48
1221688152,99,0,100,101,100,73,47
1222779315,102,0,96,95,97,64,61
1223773525,102,0,90,88,100,63,68
1224694194,102,0,89,88,100,54,68
1225759632,102,0,91,85,100,63,55
1226882634,103,0,85,87,97,67,56
1227691327,103,0,86,84,100,64,51
1228732848,103,0,86,83,100,64,66
1229764360,103,0,83,83,100,58,66
1230804266,103,0,81,83,97,66,66
1231733876,103,0,78,83,97,67,66
1232886886,103,0,76,83,97,73,66
1233855906,103,0,76,0,97,69,0
1234734802,103,0,76,0,99,71,0
1235882116,103,0,76,0,100,74,0
1236852606,103,0,76,0,89,69,0
1237726391,103,0,76,0,98,67,0
1238885489,103,0,76,0,100,73,0
1239815313,103,0,76,0,83,68,0
1240733892,103,0,76,0,100,65,0
1241890254,103,0,80,0,97,70,0
1242807525,106,0,87,0,100,76,0
1243715893,107,0,88,0,100,74,0
1244770389,108,0,92,95,97,75,62
1245686021,110,0,94,95,100,62,50
1246730462,111,0,92,93,97,71,47
1247925530,111,0,89,93,95,80,47
1248801140,111,0,88,93,100,85,47
1249720085,111,0,86,0,100,88,0
1250892325,111,0,85,0,87,83,0
1251812137,111,0,85,0,97,74,0
1252728672,111,0,85,0,97,80,0
1253892410,111,0,85,0,86,77,0
1254801138,111,0,85,0,100,77,0
1255790540,111,0,87,0,100,84,0
1256872241,112,0,87,0,100,76,0
1257793796,112,0,86,0,100,81,0
1258712567,112,0,84,0,100,82,0
1259881252,112,0,83,0,100,78,0
1260802502,112,0,83,0,100,85,0
1261717110,112,0,83,0,100,81,0
1262870816,114,0,83,0,100,75,0
1263799131,114,0,93,93,97,69,48
1264715359,114,0,95,94,100,66,66
1265761934,114,0,98,99,98,64,62
1266686405,114,0,104,104,100,61,60
1267723063,114,0,112,113,100,69,52
1268870675,116,0,104,113,100,63,52
1269678954,116,0,103,95,100,62,51
1270724297,116,0,102,103,100,70,53
1271764312,117,0,98,102,100,60,57
1272799438,118,0,95,102,100,69,57
1273747512,118,0,91,102,96,77,57
1274886146,119,0,87,102,89,67,57
1275793370,119,0,84,102,97,68,57
1276710629,119,0,83,0,97,75,0
1277916634,119,0,82,0,98,74,0
1278807586,119,0,82,0,97,76,0
1279963822,119,0,82,0,96,78,0
1280883876,119,0,82,0,91,72,0
1281803069,119,0,82,0,100,73,0
1282732932,119,0,82,0,96,77,0
1283871957,119,0,84,0,100,78,0
1284791531,119,0,86,0,100,82,0
1285713634,119,0,88,0,100,77,0
1286681991,119,0,88,0,100,78,0
1287790144,119,0,85,0,100,61,0
1288720525,119,0,83,0,100,87,0
1289866715,119,0,82,0,100,86,0
1290801668,121,0,82,0,100,67,0
1291717958,121,0,82,0,100,74,0
1292748629,125,0,84,0,97,61,0
1293806860,127,0,87,87,97,68,50
1294716829,128,0,93,91,100,79,53
