timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
1295864937,129,0,91,91,100,71,53
1296801752,129,0,89,91,87,74,53
1297720399,132,0,89,91,100,76,53
1298760635,136,0,89,90,100,85,54
1299685861,140,0,93,94,97,72,56
1300722528,141,0,94,95,97,70,56
1301689632,142,0,93,95,100,70,56
1302686165,145,0,91,90,100,71,49
1303708633,148,0,91,90,99,71,49
1304692822,151,0,90,90,100,75,49
1305794747,151,0,87,90,98,80,49
1306708191,152,0,86,90,100,76,49
1307877587,152,0,87,0,88,77,0
1308784621,154,0,94,100,100,77,62
1309720521,155,0,98,100,100,76,62
1310749625,156,0,95,94,100,59,72
1311684397,157,0,98,94,100,71,60
1312702110,157,0,98,98,100,71,68
1313746859,157,0,98,103,96,62,66
1314793636,158,0,94,103,97,70,66
1315789284,160,0,91,93,100,77,56
1316864631,160,0,91,93,96,71,56
1317783525,160,0,91,93,98,78,56
1318762871,160,0,91,0,91,79,0
1319869309,162,0,91,0,97,77,0
1320794955,163,0,90,0,100,75,0
1321716290,164,0,90,0,100,80,0
1322864260,165,0,91,0,100,77,0
1323785984,166,0,96,97,100,73,54
1324700041,166,0,106,111,95,77,49
1325750827,166,0,108,111,100,62,60
1326776611,166,0,108,110,100,72,58
1327703864,166,0,111,110,100,70,62
1328744635,166,0,104,108,95,62,67
1329714557,166,0,103,105,97,64,67
1330708264,166,0,110,106,100,70,60
1331744634,166,0,100,97,100,60,70
1332798633,166,0,100,99,91,72,59
1333700182,166,0,103,103,100,67,65
1334877503,166,0,95,97,99,73,60
1335777074,166,0,96,97,100,71,68
1336710298,166,0,92,95,100,69,49
1337877432,168,0,90,90,90,74,50
1338791039,168,0,89,90,97,74,50
1339704701,168,0,87,90,97,73,50
1340717081,170,0,86,90,98,72,50
1341791022,170,0,84,90,100,75,50
1342699319,171,0,84,90,100,71,50
1343877052,171,0,84,90,81,71,50
1344780906,174,0,85,90,100,72,50
1345708940,176,0,92,96,100,76,65
1346869992,177,0,90,96,79,62,65
1347786427,177,0,86,96,100,78,65
1348703378,177,0,85,96,100,77,65
1349869419,177,0,85,0,100,70,0
1350797650,177,0,85,0,100,73,0
1351749629,177,0,86,0,100,82,0
1352863238,177,0,86,0,97,77,0
1353782914,177,0,86,0,97,79,0
1354696414,177,0,86,0,97,77,0
1355872508,178,0,87,89,87,73,57
1356772634,178,0,84,89,100,86,57
1357700815,178,0,83,89,100,81,57
1358861955,178,0,82,0,100,96,0
1359777172,178,0,83,0,98,78,0
1360698564,178,0,83,0,96,71,0
1361849809,178,0,83,0,100,77,0
1362771473,178,0,83,0,100,67,0
1363699620,179,0,82,80,100,63,60
1364737631,182,0,79,79,100,59,78
1365771633,182,0,81,81,97,60,54
1366707735,184,0,80,81,100,64,54
1367744210,184,0,88,87,98,64,56
1368719751,184,0,91,93,97,63,54
1369706635,184,0,91,93,98,66,48
1370740481,186,0,89,95,100,69,59
1371777450,187,0,91,99,100,73,62
1372705551,187,0,95,106,100,73,55
1373740633,187,0,105,110,96,55,72
1374776858,187,0,114,116,98,60,77
1375694151,187,0,113,115,100,52,55
1376746206,187,0,105,105,98,37,51
1377776578,187,0,102,97,97,38,48
1378700143,187,0,94,95,96,35,58
1379794166,187,0,77,85,100,32,63
1380775896,187,0,74,82,100,24,61
1381696914,187,0,69,79,100,29,60
1382755166,187,0,72,77,92,27,51
1383775637,187,0,73,76,98,28,58
1384699499,187,0,70,75,100,32,55
1385884544,188,0,58,72,92,43,55
1386789437,188,0,54,65,100,26,48
1387711434,188,0,54,58,100,35,55
1388745938,188,0,58,56,100,28,57
1389799579,189,0,60,56,97,29,29
1390763635,189,0,55,54,100,31,25
1391746572,189,0,60,50,95,37,27
1392788588,189,0,62,54,97,32,22
1393716732,190,0,66,56,91,32,25
1394752613,190,0,69,65,98,34,26
1395681991,190,0,63,61,100,26,49
1396712828,190,0,62,60,100,26,43
1397756430,190,0,62,62,100,30,50
1398684910,190,0,67,66,100,28,43
1399705909,190,0,70,67,100,27,54
1400760096,190,0,72,67,99,27,44
1401710022,190,0,78,70,100,25,53
1402713004,190,0,74,73,100,37,58
1403756938,190,0,70,68,99,28,58
1404724176,190,0,71,68,95,27,42
1405713631,190,0,74,70,97,30,41
1406751634,190,0,74,68,97,25,41
1407683598,190,0,65,67,100,28,40
1408865180,190,0,74,68,61,26,62
1410175825,190,0,83,78,3,22,54
1410810241,190,0,87,79,96,23,39
1412203608,190,0,73,75,3,22,45
1412884465,190,0,74,74,97,25,45
1414113705,190,0,77,75,3,23,42
1414714964,190,0,72,71,100,28,59
1416358038,190,0,68,72,3,26,38
1416748749,190,0,67,73,100,32,54
1418009631,190,0,64,70,15,26,56
1418712529,191,0,66,70,100,28,56
1420109797,191,0,75,74,7,27,47
1420709635,191,0,75,73,98,39,43
1421757115,191,0,73,71,100,27,37
1422795153,191,0,71,71,100,26,58
1423708618,191,0,71,70,100,24,56
1424758849,191,0,78,74,100,29,43
1425796924,191,0,77,71,100,33,44
1426715042,191,0,68,65,97,31,39
1427752072,192,0,62,62,100,35,46
1428684030,192,0,63,60,100,31,34
1429728104,192,0,64,62,100,32,31
1430768026,192,0,61,59,100,31,45
1431686465,192,0,72,66,100,28,49
1432725635,192,0,71,67,100,41,59
1433881631,192,0,61,61,95,26,39
1434699403,192,0,73,62,100,28,34
1435717034,192,0,76,74,100,33,42
1436783527,192,0,80,75,96,30,46
1437799882,192,0,77,72,99,29,59
1438728258,192,0,88,83,100,27,48
1439767618,192,0,89,84,100,27,54
1440685547,192,0,87,82,98,29,50
1441717836,192,0,88,82,98,31,43
1442768107,192,0,78,76,98,23,45
1443694432,192,0,72,70,100,38,49
1444730401,192,0,74,73,100,41,45
1445789251,192,0,93,83,87,29,41
1446825659,192,0,88,87,85,32,43
1447701870,192,0,90,84,97,30,53
1448782252,192,0,91,81,100,29,41
1449693548,192,0,86,84,100,33,42
1450728836,192,0,79,81,97,28,45
1451833623,192,0,73,80,86,27,35
1452696991,192,0,78,80,97,29,39
1453721892,192,0,89,83,97,43,42
1454772413,192,0,89,82,97,26,59
1455691975,192,0,72,78,100,30,48
1456737241,192,0,81,82,99,38,52
1457769947,192,0,86,81,100,26,38
1458700401,192,0,79,82,100,23,57
1459734569,192,0,91,87,100,24,44
1460786644,192,0,93,89,100,31,42
1461696459,192,0,90,83,97,30,46
1462693831,192,0,90,83,97,22,50
1463777429,192,0,91,83,100,26,50
1464711828,192,0,85,77,100,26,46
1465752425,192,0,78,75,95,32,38
1466688914,192,0,74,76,97,31,28
1467738134,192,0,81,78,100,32,58
1468730843,192,0,87,82,97,21,54
1469785054,192,0,82,75,97,24,51
1470767218,192,0,83,79,93,29,51
1471742307,192,0,86,79,100,26,43
1472777121,192,0,88,83,100,31,46
1473717074,192,0,85,79,100,22,52
1474693635,192,0,96,84,96,24,53
1475779374,192,0,93,86,100,22,46
1476702812,192,0,95,87,97,23,48
1477744203,192,0,92,83,100,24,57
1478846094,192,0,104,99,97,34,46
1479767200,192,0,99,96,97,29,44
1480735282,192,0,94,86,100,27,43
1481796590,192,0,109,105,100,30,58
1482715629,192,0,117,109,97,29,40
1483736615,192,0,120,113,100,47,52
1484787930,192,0,121,115,97,40,47
1485709070,192,0,119,114,100,31,62
1486737907,192,0,107,99,100,41,33
1487717475,192,0,109,105,97,48,49
1488707635,192,0,112,106,100,34,45
1489732425,192,0,119,115,100,36,56
1490911543,192,0,97,99,89,31,56
1491710926,192,0,105,98,97,26,65
1492742105,192,0,114,116,100,60,47
1493779390,192,0,122,116,100,69,62
1494706389,192,0,109,105,97,60,45
1495739761,192,0,119,117,97,56,60
1496790117,192,0,128,122,97,51,53
1497707891,192,0,120,124,100,53,56
1498728116,192,0,124,119,100,57,47
1499783635,192,0,127,125,100,50,56
1500709240,192,0,129,127,100,38,59
1501744181,192,0,134,129,93,25,48
1502791448,192,0,131,127,100,33,44
1503715632,192,0,141,135,100,29,36
1504734094,192,0,146,139,100,23,46
1505783653,192,0,143,138,97,31,50
1506706630,192,0,143,136,100,38,50
1507744909,192,0,146,138,100,32,52
1508793068,192,0,146,139,100,34,49
1509701628,192,0,148,141,97,25,43
1510741408,192,0,146,141,98,42,44
1511789551,192,0,141,133,97,28,49
1512740671,192,0,141,134,97,27,57
