timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
635507640,0,0,0,1,0,1,1,0,1,1,1,1,0
636016659,0,0,0,1,0,1,1,0,1,1,1,1,0
636526641,0,0,0,1,0,1,1,0,1,1,1,1,0
637036640,0,0,0,1,0,1,1,0,1,1,1,1,0
637546657,0,0,0,1,0,1,1,0,1,1,1,1,0
638055639,0,0,0,1,0,1,1,0,1,1,1,1,0
638565639,0,0,0,1,0,1,1,0,1,1,1,1,0
639075640,0,0,0,1,0,1,1,0,1,1,1,1,0
639585640,0,0,0,1,0,1,1,0,1,1,1,1,0
640095641,0,0,0,1,0,1,1,0,1,1,1,1,0
640605639,0,0,0,1,0,1,1,0,1,1,1,1,0
641115659,0,0,0,1,0,1,1,0,1,1,1,1,0
641625639,0,0,0,1,0,1,1,0,1,1,1,1,0
642125642,0,0,0,1,0,1,1,0,1,1,1,1,0
642634641,0,0,0,1,0,1,1,0,1,1,1,1,0
643144655,0,0,0,1,0,1,1,0,1,1,1,1,0
643654639,0,0,0,1,0,1,1,0,1,1,1,1,0
644164640,0,0,0,1,0,1,1,0,1,1,1,1,0
644674640,0,0,0,1,0,1,1,0,1,1,1,1,0
645184639,0,0,0,1,0,1,1,0,1,1,1,1,0
645694640,0,0,0,1,0,1,1,0,1,1,1,1,0
646205924,0,0,0,1,0,1,1,0,1,1,1,1,0
646716224,0,0,0,1,0,1,1,0,1,1,1,1,0
647225772,0,0,0,1,0,1,1,0,1,1,1,1,0
647736660,0,0,0,1,0,1,1,0,1,1,1,1,0
648247254,0,0,0,1,0,1,1,0,1,1,1,1,0
648756647,0,0,0,1,0,1,1,0,1,1,1,1,0
649265643,0,0,0,1,0,1,1,0,1,1,1,1,0
649775008,0,0,0,1,0,1,1,0,1,1,1,1,0
650284664,0,0,0,1,0,1,1,0,1,1,1,1,0
650794640,0,0,0,1,0,1,1,0,1,1,1,1,0
651294664,0,0,0,1,0,1,1,0,1,1,1,1,0
651803640,0,0,0,1,0,1,1,0,1,1,1,1,0
652313658,0,0,0,1,0,1,1,0,1,1,1,1,0
652823640,0,0,0,1,0,1,1,0,1,1,1,1,0
653334056,0,0,0,1,0,1,1,0,1,1,1,1,0
653843639,0,0,0,1,0,1,1,0,1,1,1,1,0
654354045,0,0,0,1,0,1,1,0,1,1,1,1,0
654863641,0,0,0,1,0,1,1,0,1,1,1,1,0
655373640,0,0,0,1,0,1,1,0,1,1,1,1,0
655883640,0,0,0,1,0,1,1,0,1,1,1,1,0
656393654,0,0,0,1,0,1,1,0,1,1,1,1,0
656903640,0,0,0,1,0,1,1,0,1,1,1,1,0
657413660,0,0,0,1,0,1,1,0,1,1,1,1,0
657924705,0,0,0,1,0,1,1,0,1,1,1,1,0
658433642,0,0,0,1,0,1,1,0,1,1,1,1,0
658943659,0,0,0,1,0,1,1,0,1,1,1,1,0
659453660,0,0,0,1,0,1,1,0,1,1,1,1,0
659963662,0,0,0,1,0,1,1,0,1,1,1,1,0
660472640,0,0,0,1,0,1,1,0,1,1,1,1,0
660982641,0,0,0,1,0,1,1,0,1,1,1,1,0
661483942,0,0,0,1,0,1,1,0,1,1,1,1,0
661994434,0,0,0,1,0,1,1,0,1,1,1,1,0
662504661,0,0,0,1,0,1,1,0,1,1,1,1,0
663014642,0,0,0,1,0,1,1,0,1,1,1,1,0
663523639,0,0,0,1,0,1,1,0,1,1,1,1,0
664033640,0,0,0,1,0,1,1,0,1,1,1,1,0
664544640,0,0,0,1,0,1,1,0,1,1,1,1,0
665054756,0,0,0,1,0,1,1,0,1,1,1,1,0
665563640,0,0,0,1,0,1,1,0,1,1,1,1,0
666073639,0,0,0,1,0,1,1,0,1,1,1,1,0
666583640,0,0,0,1,0,1,1,0,1,1,1,1,0
667093035,0,0,0,1,0,1,1,0,1,1,1,1,0
667603299,0,0,0,1,0,1,1,0,1,1,1,1,0
668112970,0,0,0,1,0,1,1,0,1,1,1,1,0
668622764,0,0,0,1,0,1,1,0,1,1,1,1,0
669133639,0,0,0,1,0,1,1,0,1,1,1,1,0
669642640,0,0,0,1,0,1,1,0,1,1,1,1,0
670152640,0,0,0,1,0,1,1,0,1,1,1,1,0
670662641,0,0,0,1,0,1,1,0,1,1,1,1,0
671172660,0,0,0,1,0,1,1,0,1,1,1,1,0
671681640,0,0,0,1,0,1,1,0,1,1,1,1,0
672182425,0,0,0,1,0,1,1,0,1,1,1,1,0
672691706,0,0,0,1,0,1,1,0,1,1,1,1,0
673201655,0,0,0,1,0,1,1,0,1,1,1,1,0
673701682,0,0,0,1,0,1,1,0,1,1,1,1,0
674212072,0,0,0,1,0,1,1,0,1,1,1,1,0
674721848,0,0,0,1,0,1,1,0,1,1,1,1,0
675231822,0,0,0,1,0,1,1,0,1,1,1,1,0
675741761,0,0,0,1,0,1,1,0,1,1,1,1,0
676250642,0,0,0,1,0,1,1,0,1,1,1,1,0
676750889,0,0,0,1,0,1,1,0,1,1,1,1,0
677260670,0,0,0,1,0,1,1,0,1,1,1,1,0
677770643,0,0,0,1,0,1,1,0,1,1,1,1,0
678280659,0,0,0,1,0,1,1,0,1,1,1,1,0
678790640,0,0,0,1,0,1,1,0,1,1,1,1,0
679300641,0,0,0,1,0,1,1,0,1,1,1,1,0
679810640,0,0,0,1,0,1,1,0,1,1,1,1,0
680310662,0,0,0,1,0,1,1,0,1,1,1,1,0
680820934,0,0,0,1,0,1,1,0,1,1,1,1,0
681330915,0,0,0,1,0,1,1,0,1,1,1,1,0
681840767,0,0,0,1,0,1,1,0,1,1,1,1,0
682351687,0,0,0,1,0,1,1,0,1,1,1,1,0
682861659,0,0,0,1,0,1,1,0,1,1,1,1,0
683371640,0,0,0,1,0,1,1,0,1,1,1,1,0
683881640,0,0,0,1,0,1,1,0,1,1,1,1,0
684391652,0,0,0,1,0,1,1,0,1,1,1,1,0
684900640,0,0,0,1,0,1,1,0,1,1,1,1,0
685410891,0,0,0,1,0,1,1,0,1,1,1,1,0
685919642,0,0,0,1,0,1,1,0,1,1,1,1,0
686429640,0,0,0,1,0,1,1,0,1,1,1,1,0
686939962,0,0,0,1,0,1,1,0,1,1,1,1,0
687449896,0,0,0,1,0,1,1,0,1,1,1,1,0
687959854,0,0,0,1,0,1,1,0,1,1,1,1,0
688468640,0,0,0,1,0,1,1,0,1,1,1,1,0
688978640,0,0,0,1,0,1,1,0,1,1,1,1,0
689488639,0,0,0,1,0,1,1,0,1,1,1,1,0
689998638,0,0,0,1,0,1,1,0,1,1,1,1,0
690508639,0,0,0,1,0,1,1,0,1,1,1,1,0
691018659,0,0,0,1,0,1,1,0,1,1,1,1,0
691528640,0,0,0,1,0,1,1,0,1,1,1,1,0
692038640,0,0,0,1,0,1,1,0,1,1,1,1,0
692548641,0,0,0,1,0,1,1,0,1,1,1,1,0
693059640,0,0,0,1,0,1,1,0,1,1,1,1,0
693560640,0,0,0,1,0,1,1,0,1,1,1,1,0
694070977,0,0,0,1,0,1,1,0,1,1,1,1,0
694580687,0,0,0,1,0,1,1,0,1,1,1,1,0
695090642,0,0,0,1,0,1,1,0,1,1,1,1,0
695600641,0,0,0,1,0,1,1,0,1,1,1,1,0
696110640,0,0,0,1,0,1,1,0,1,1,1,1,0
696620653,0,0,0,1,0,1,1,0,1,1,1,1,0
697130676,0,0,0,1,0,1,1,0,1,1,1,1,0
697640641,0,0,0,1,0,1,1,0,1,1,1,1,0
698149661,0,0,0,1,0,1,1,0,1,1,1,1,0
698659657,0,0,0,1,0,1,1,0,1,1,1,1,0
699168640,0,0,0,1,0,1,1,0,1,1,1,1,0
699678660,0,0,0,1,0,1,1,0,1,1,1,1,0
700179641,0,0,0,1,0,1,1,0,1,1,1,1,0
700689660,0,0,0,1,0,1,1,0,1,1,1,1,0
701199659,0,0,0,1,0,1,1,0,1,1,1,1,0
701709659,0,0,0,1,0,1,1,0,1,1,1,1,0
702219641,0,0,0,1,0,1,1,0,1,1,1,1,0
702728660,0,0,0,1,0,1,1,0,1,1,1,1,0
703237640,0,0,0,1,0,1,1,0,1,1,1,1,0
703746640,0,0,0,1,0,1,1,0,1,1,1,1,0
704256640,0,0,0,1,0,1,1,0,1,1,1,1,0
704767185,0,0,0,1,0,1,1,0,1,1,1,1,0
705276640,0,0,0,1,0,1,1,0,1,1,1,1,0
705787328,0,0,0,1,0,1,1,0,1,1,1,1,0
706296940,0,0,0,1,0,1,1,0,1,1,1,1,0
706807530,0,0,0,1,0,1,1,0,1,1,1,1,0
707316849,0,0,0,1,0,1,1,0,1,1,1,1,0
707825641,0,0,0,1,0,1,1,0,1,1,1,1,0
708335642,0,0,0,1,0,1,1,0,1,1,1,1,0
708845640,0,0,0,1,0,1,1,0,1,1,1,1,0
709355641,0,0,0,1,0,1,1,0,1,1,1,1,0
709864639,0,0,0,1,0,1,1,0,1,1,1,1,0
710374640,0,0,0,1,0,1,1,0,1,1,1,1,0
710884640,0,0,0,1,0,1,1,0,1,1,1,1,0
711394640,0,0,0,1,0,1,1,0,1,1,1,1,0
711894654,0,0,0,1,0,1,1,0,1,1,1,1,0
712404642,0,0,0,1,0,1,1,0,1,1,1,1,0
712914640,0,0,0,1,0,1,1,0,1,1,1,1,0
713424639,0,0,0,1,0,1,1,0,1,1,1,1,0
713934659,0,0,0,1,0,1,1,0,1,1,1,1,0
714443722,0,0,0,1,0,1,1,0,1,1,1,1,0
714953653,0,0,0,1,0,1,1,0,1,1,1,1,0
715464640,0,0,0,1,0,1,1,0,1,1,1,1,0
715965715,0,0,0,1,0,1,1,0,1,1,1,1,0
716474640,0,0,0,1,0,1,1,0,1,1,1,1,0
716985151,0,0,0,1,0,1,1,0,1,1,1,1,0
717493640,0,0,0,1,0,1,1,0,1,1,1,1,0
718003641,0,0,0,1,0,1,1,0,1,1,1,1,0
718513654,0,0,0,1,0,1,1,0,1,1,1,1,0
719023640,0,0,0,1,0,1,1,0,1,1,1,1,0
719533640,0,0,0,1,0,1,1,0,1,1,1,1,0
720043639,0,0,0,1,0,1,1,0,1,1,1,1,0
720553640,0,0,0,1,0,1,1,0,1,1,1,1,0
721062640,0,0,0,1,0,1,1,0,1,1,1,1,0
721572640,0,0,0,1,0,1,1,0,1,1,1,1,0
722082640,0,0,0,1,0,1,1,0,1,1,1,1,0
722592640,0,0,0,1,0,1,1,0,1,1,1,1,0
723102641,0,0,0,1,0,1,1,0,1,1,1,1,0
723612640,0,0,0,1,0,1,1,0,1,1,1,1,0
724122640,0,0,0,1,0,1,1,0,1,1,1,1,0
724632659,0,0,0,1,0,1,1,0,1,1,1,1,0
724991031,0,0,0,1,0,1,1,0,1,1,1,1,0
725500641,0,0,0,1,0,1,1,0,1,1,1,1,0
726010641,0,0,0,1,0,1,1,0,1,1,1,1,0
726520652,0,0,0,1,0,1,1,0,1,1,1,1,0
727029639,0,0,0,1,0,1,1,0,1,1,1,1,0
727539640,0,0,0,1,0,1,1,0,1,1,1,1,0
728049639,0,0,0,1,0,1,1,0,1,1,1,1,0
728559644,0,0,0,1,0,1,1,0,1,1,1,1,0
729069640,0,0,0,1,0,1,1,0,1,1,1,1,0
729580640,0,0,0,1,0,1,1,0,1,1,1,1,0
730090641,0,0,0,1,0,1,1,0,1,1,1,1,0
730600640,0,0,0,1,0,1,1,0,1,1,1,1,0
731110639,0,0,0,1,0,1,1,0,1,1,1,1,0
731620659,0,0,0,1,0,1,1,0,1,1,1,1,0
732130659,0,0,0,1,0,1,1,0,1,1,1,1,0
732640641,0,0,0,1,0,1,1,0,1,1,1,1,0
733150639,0,0,0,1,0,1,1,0,1,1,1,1,0
733660640,0,0,0,1,0,1,1,0,1,1,1,1,0
734160659,0,0,0,1,0,1,1,0,1,1,1,1,0
734670640,0,0,0,1,0,1,1,0,1,1,1,1,0
735179641,0,0,0,1,0,1,1,0,1,1,1,1,0
735689640,0,0,0,1,0,1,1,0,1,1,1,1,0
736199640,0,0,0,1,0,1,1,0,1,1,1,1,0
736709669,0,0,0,1,0,1,1,0,1,1,1,1,0
737219640,0,0,0,1,0,1,1,0,1,1,1,1,0
737729640,0,0,0,1,0,1,1,0,1,1,1,1,0
738239641,0,0,0,1,0,1,1,0,1,1,1,1,0
738749640,0,0,0,1,0,1,1,0,1,1,1,1,0
739259640,0,0,0,1,0,1,1,0,1,1,1,1,0
739769640,0,0,0,1,0,1,1,0,1,1,1,1,0
740279640,0,0,0,1,0,1,1,0,1,1,1,1,0
740789640,0,0,0,1,0,1,1,0,1,1,1,1,0
741298642,0,0,0,1,0,1,1,0,1,1,1,1,0
741808640,0,0,0,1,0,1,1,0,1,1,1,1,0
742318640,0,0,0,1,0,1,1,0,1,1,1,1,0
742829923,0,0,0,1,0,1,1,0,1,1,1,1,0
743339695,0,0,0,1,0,1,1,0,1,1,1,1,0
743849801,0,0,0,1,0,1,1,0,1,1,1,1,0
744359643,0,0,0,1,0,1,1,0,1,1,1,1,0
744869641,0,0,0,1,0,1,1,0,1,1,1,1,0
745379640,0,0,0,1,0,1,1,0,1,1,1,1,0
745889669,0,0,0,1,0,1,1,0,1,1,1,1,0
746399942,0,0,0,1,0,1,1,0,1,1,1,1,0
746909897,0,0,0,1,0,1,1,0,1,1,1,1,0
747419793,0,0,0,1,0,1,1,0,1,1,1,1,0
747930044,0,0,0,1,0,1,1,0,1,1,1,1,0
748439640,0,0,0,1,0,1,1,0,1,1,1,1,0
748949640,0,0,0,1,0,1,1,0,1,1,1,1,0
749459641,0,0,0,1,0,1,1,0,1,1,1,1,0
749968861,0,0,0,1,0,1,1,0,1,1,1,1,0
750478640,0,0,0,1,0,1,1,0,1,1,1,1,0
750988657,0,0,0,1,0,1,1,0,1,1,1,1,0
751498660,0,0,0,1,0,1,1,0,1,1,1,1,0
752008998,0,0,0,1,0,1,1,0,1,1,1,1,0
752518867,0,0,0,1,0,1,1,0,1,1,1,1,0
753028755,0,0,0,1,0,1,1,0,1,1,1,1,0
753538799,0,0,0,1,0,1,1,0,1,1,1,1,0
754048640,0,0,0,1,0,1,1,0,1,1,1,1,0
754557641,0,0,0,1,0,1,1,0,1,1,1,1,0
755066641,0,0,0,1,0,1,1,0,1,1,1,1,0
755576640,0,0,0,1,0,1,1,0,1,1,1,1,0
756086640,0,0,0,1,0,1,1,0,1,1,1,1,0
756596660,0,0,0,1,0,1,1,0,1,1,1,1,0
757106640,0,0,0,1,0,1,1,0,1,1,1,1,0
757616641,0,0,0,1,0,1,1,0,1,1,1,1,0
758126641,0,0,0,1,0,1,1,0,1,1,1,1,0
758637703,0,0,0,1,0,1,1,0,1,1,1,1,0
759146640,0,0,0,1,0,1,1,0,1,1,1,1,0
759655640,0,0,0,1,0,1,1,0,1,1,1,1,0
760165640,0,0,0,1,0,1,1,0,1,1,1,1,0
760675641,0,0,0,1,0,1,1,0,1,1,1,1,0
761185640,0,0,0,1,0,1,1,0,1,1,1,1,0
761695641,0,0,0,1,0,1,1,0,1,1,1,1,0
762205640,0,0,0,1,0,1,1,0,1,1,1,1,0
762715640,0,0,0,1,0,1,1,0,1,1,1,1,0
763225639,0,0,0,1,0,1,1,0,1,1,1,1,0
763735643,0,0,0,1,0,1,1,0,1,1,1,1,0
764245640,0,0,0,1,0,1,1,0,1,1,1,1,0
