timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
540005924,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.12001004,0.0045297127,4.4480506e-11,-0.14657074,-0.2819138,-9.938545,-0.008033619,-0.0147182,0.0048734676,0.001040812,0.011093449,0.023463305,3.3128803e-05,1.5214472e-05,3.4876127e-06,39.1359,39.1359
541051150,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.06519751,0.0024768065,2.0379715e-11,-0.12057777,-0.2444649,-9.870475,-0.012135182,-0.0152744865,0.0048322952,0.00060913456,0.0012360584,0.0014230396,5.531158e-06,3.8140129e-06,6.904955e-07,39.13677,39.13677
542096388,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.049977295,0.0018272126,2.1184485e-11,-0.13197924,-0.26179758,-9.861865,-0.01347173,-0.02300138,0.005034629,0.00019144053,0.0011397164,0.003680523,4.6494424e-06,4.168034e-06,6.0439004e-07,39.144234,39.144234
543037115,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.035558738,0.001535687,1.5943372e-11,-0.1615359,-0.2322684,-9.907999,-0.017768567,-0.021417595,0.0050530815,8.168674e-05,0.0008575542,0.0015137976,2.4412782e-06,1.5275182e-06,5.6377917e-07,39.137764,39.137764
544082336,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.06208896,0.0021535414,3.1363925e-11,-0.11218427,-0.23832777,-9.873979,-0.012911093,-0.022344096,0.0052830605,-1.0930356e-05,0.0051929564,0.013043346,1.6022472e-05,6.540442e-06,3.122989e-06,39.144085,39.144085
545023047,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.10128991,0.003416789,1.3278417e-10,-0.1450945,-0.2099443,-9.861913,-0.015516015,-0.02395326,0.005636033,0.00012024548,0.048591595,0.09940508,0.00022852875,7.912619e-05,2.893197e-05,39.14028,39.14028
546068277,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.106103435,0.004015767,5.153232e-11,-0.12860265,-0.185425,-9.917583,-0.01774734,-0.024889661,0.005398647,0.0009648867,0.009263302,0.007450471,3.83666e-05,9.20181e-06,5.0752974e-06,39.164875,39.164875
547008987,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.11903999,0.004812516,5.711185e-11,-0.14535084,-0.22494538,-9.910723,-0.02204893,-0.022011515,0.0052631674,2.9565606e-05,0.0033730187,0.00795151,1.5424175e-05,6.0703946e-06,2.0518783e-06,39.1648,39.1648
548054222,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.12529075,0.0048596086,1.1189537e-10,-0.15867437,-0.22151111,-9.91354,-0.0110293,-0.018694153,0.0051925126,-0.0021970174,0.009420611,0.040452603,6.6457025e-05,2.4075056e-05,8.536648e-06,39.18515,39.18515
549099458,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.08244266,0.0032548832,2.0346868e-11,-0.1587152,-0.23531233,-9.932462,-0.019817527,-0.023795186,0.005642307,9.057173e-05,0.0007851102,0.0008960731,2.1823334e-06,1.7430716e-06,5.963096e-07,39.17745,39.17745
550040166,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.054552432,0.0020475811,4.6315955e-11,-0.15620916,-0.22810702,-9.911524,-0.014772342,-0.020874348,0.0053510778,0.0012279182,0.008786746,0.007897207,4.301011e-05,6.762949e-06,6.6885186e-06,39.180325,39.180325
551085406,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.07263123,0.0024618434,1.8754782e-11,-0.17851338,-0.23193364,-9.915379,-0.012089223,-0.023198513,0.005188011,-2.191855e-06,0.00041049242,0.0009818982,1.0666154e-06,2.1433423e-06,3.681983e-07,39.19664,39.19664
552026114,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.04820916,0.001906923,1.9041489e-11,-0.12929231,-0.22592278,-9.867453,-0.016090358,-0.02261662,0.0053649014,0.000110748835,0.0005934526,0.0016262946,1.339864e-06,3.3351305e-06,2.401258e-07,39.210236,39.210236
553071350,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.048417382,0.0018075753,1.8557437e-11,-0.13474442,-0.21773537,-9.8833275,-0.015066869,-0.02361219,0.005214566,4.884682e-05,0.000711072,0.0012856522,5.212722e-06,1.134352e-06,8.44341e-07,39.204987,39.204987
554012078,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.035108894,0.0014758756,1.599669e-11,-0.13321963,-0.23211017,-9.923503,-0.015262053,-0.020205574,0.005243134,0.00011401882,0.0007168122,0.0007246103,1.0656557e-06,1.5353035e-06,3.763958e-07,39.20649,39.20649
555057301,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.032748368,0.0013717411,1.5662971e-11,-0.16780771,-0.23435742,-9.921656,-0.015863787,-0.026088236,0.0052263704,5.8239468e-05,0.00031298702,0.00032453873,7.3318853e-07,2.4737765e-06,3.06589e-07,39.220867,39.220867
556102564,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.033908103,0.0013913335,1.332355e-11,-0.15484855,-0.25396645,-9.95234,-0.015646094,-0.018600425,0.0050107446,0.0001498715,0.0005134829,0.0006042971,1.7986497e-06,3.6081133e-06,2.5304277e-07,39.211166,39.211166
557043267,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.044185784,0.0018026469,3.4440544e-11,-0.16176824,-0.2337368,-9.898602,-0.013571364,-0.022127207,0.0052305185,0.00041612997,0.002902577,0.00794137,9.832175e-06,5.057311e-06,1.4867121e-06,39.247612,39.247612
558088492,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.0508972,0.002057407,4.9199176e-11,-0.14417477,-0.23948652,-9.890716,-0.012581064,-0.028560504,0.0053401906,0.000112198846,0.0013991348,0.0049523422,6.7536994e-06,5.947284e-06,6.489518e-07,39.23798,39.23798
559029201,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.05599955,0.0021010966,2.6921501e-11,-0.18311897,-0.24797188,-9.893772,-0.015961273,-0.01725381,0.005396585,-4.7199104e-05,0.001274659,0.0037473245,5.9073413e-06,3.6632728e-06,7.75998e-07,39.242516,39.242516
560074446,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.061369896,0.0023479145,2.1705516e-11,-0.15012884,-0.23825958,-9.911536,-0.018980982,-0.02478105,0.0055843596,-2.9536668e-05,0.00046112807,0.0010220968,3.7246905e-06,2.0974599e-06,6.906153e-07,39.25293,39.25293
561015151,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.034788225,0.0013987019,1.3955128e-11,-0.16419904,-0.22365853,-9.875531,-0.019333458,-0.021178532,0.0056808023,0.000120911536,0.00024949393,0.00034971492,1.6406422e-06,4.2494244e-06,1.4536953e-07,39.25293,39.25293
562060428,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.07149212,0.0023111654,2.7827563e-11,-0.14407124,-0.23133153,-9.911074,-0.013557053,-0.02514031,0.005255471,-0.0002179615,0.001181853,0.004656202,3.8420085e-06,3.0466852e-06,6.037098e-07,39.25373,39.25373
563105663,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.5396684,0.021556437,1.1457101e-10,-0.15962923,-0.23817758,-9.880085,-0.019600073,-0.021169927,0.005640895,-0.0009953917,0.009031836,0.03837764,2.9363793e-05,2.2355007e-05,3.0873657e-06,39.25861,39.25861
564046343,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.25103542,0.009131853,9.2471926e-11,-0.13346183,-0.2360902,-9.896803,-0.017036607,-0.016042111,0.0052127913,-0.0021103802,0.0067332555,0.035640318,3.780987e-05,2.7279551e-05,2.3474602e-06,39.27967,39.27967
565091584,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.097702555,0.0036698007,3.4956482e-11,-0.071542986,-0.23798344,-9.822748,-0.009194319,-0.024813686,0.005686598,0.00046901254,0.007940703,0.005054749,1.9024805e-05,2.0875177e-05,1.2015371e-06,39.289665,39.289665
566032293,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.073488206,0.0028404705,3.3502052e-11,-0.18146634,-0.22863325,-9.903536,-0.0138935475,-0.023353076,0.005318271,0.0004839888,0.0040267673,0.0036053765,1.8160552e-05,7.22377e-06,2.0572336e-06,39.28845,39.28845
567077536,2490378,2490378,3,3,27,0,0,401.99387,401.99387,8039.878,8039.878,0.080576435,0.0031994095,6.994712e-11,-0.11805313,-0.23780589,-9.885132,-0.0120594725,-0.029223599,0.00546127,0.0028688607,0.0095134545,0.010679416,2.2178672e-05,1.1221502e-05,3.1485986e-06,39.291107,39.291107
