timestamp,previous.timestamp,previous.lat,previous.lon,previous.vx,previous.vy,previous.vz,previous.alt,previous.yaw,previous.yawspeed,previous.loiter_radius,previous.acceptance_radius,previous.cruising_speed,previous.cruising_throttle,previous.valid,previous.type,previous.velocity_valid,previous.velocity_frame,previous.alt_valid,previous.yaw_valid,previous.yawspeed_valid,previous.landing_gear,previous.loiter_direction,previous.disable_weather_vane,previous._padding0[0],previous._padding0[1],previous._padding0[2],previous._padding0[3],previous._padding0[4],previous._padding0[5],current.timestamp,current.lat,current.lon,current.vx,current.vy,current.vz,current.alt,current.yaw,current.yawspeed,current.loiter_radius,current.acceptance_radius,current.cruising_speed,current.cruising_throttle,current.valid,current.type,current.velocity_valid,current.velocity_frame,current.alt_valid,current.yaw_valid,current.yawspeed_valid,current.landing_gear,current.loiter_direction,current.disable_weather_vane,current._padding0[0],current._padding0[1],current._padding0[2],current._padding0[3],current._padding0[4],current._padding0[5],next.timestamp,next.lat,next.lon,next.vx,next.vy,next.vz,next.alt,next.yaw,next.yawspeed,next.loiter_radius,next.acceptance_radius,next.cruising_speed,next.cruising_throttle,next.valid,next.type,next.velocity_valid,next.velocity_frame,next.alt_valid,next.yaw_valid,next.yawspeed_valid,next.landing_gear,next.loiter_direction,next.disable_weather_vane,next._padding0[0],next._padding0[1],next._padding0[2],next._padding0[3],next._padding0[4],next._padding0[5]
595448929,595448928,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595448928,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595448929,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595657945,595657944,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595657944,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595657945,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595867095,595867093,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595867094,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595867095,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596066158,596066156,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596066157,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596066157,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596265212,596265211,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596265211,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596265212,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596464361,596464359,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596464360,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596464361,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596676937,596676935,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596676936,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596676936,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596882778,596882776,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596882777,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596882777,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597087704,597087703,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597087703,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597087704,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597268751,597268749,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597268750,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597268751,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597469678,597469677,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597469677,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597469678,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597678705,597678704,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597678704,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597678705,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597877858,597877857,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597877857,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597877858,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598077018,598077016,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598077017,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598077017,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598289123,598289121,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598289122,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598289123,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598495030,598495029,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598495030,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598495030,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598694225,598694224,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598694224,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598694225,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598853423,598853422,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598853423,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598853423,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599052583,599052582,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599052582,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599052583,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599251894,599251893,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599251894,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599251894,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599460553,599460552,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599460553,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599460553,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599659765,599659764,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599659764,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599659765,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599868749,599868747,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599868748,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599868748,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600077897,600077896,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600077896,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600077897,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600276985,600276983,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600276984,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600276985,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600475952,600475950,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600475951,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600475951,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600675182,600675181,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600675181,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600675182,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600837899,600837898,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600837899,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600837899,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601093141,601093140,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601093141,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601093141,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601292297,601292295,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601292296,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601292296,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601451843,601451842,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601451842,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601451843,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601650614,601650613,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601650614,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601650614,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
