timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,true_ground_minus_wind_m_s,airspeed_sensor_measurement_valid,selected_airspeed_index
550130419,-0.36075184,-0.36075184,-0.36286128,1.0225037,1.0748771,1,1
550330419,0.7463005,0.7463005,0.75070035,1.017518,1.0696439,1,1
550530447,-1.0773991,-1.0773991,-1.0838832,1.0211369,1.0734574,1,1
550730420,0.7463005,0.7463005,0.750711,1.0283055,1.0809993,1,1
550930418,-2.5127723,-2.5127723,-2.527871,1.0295997,1.0823435,1,1
551130441,1.3896636,1.3896636,1.3980299,1.0266832,1.0792902,1,1
551330420,-1.0773991,-1.0773991,-1.0838861,1.0263231,1.0789226,1,1
551530419,-1.48035,-1.48035,-1.4892545,1.0240021,1.0764796,1,1
551730419,-1.48035,-1.48035,-1.4892514,1.0219097,1.0742813,1,1
551930419,3.1900377,3.1900377,3.2092378,1.0222121,1.0746055,1,1
552130419,-2.5127747,-2.5127747,-2.527907,1.0196317,1.0719076,1,1
552330419,3.423788,3.423788,3.4443893,1.0164994,1.0686036,1,1
552530419,-0.36075184,-0.36075184,-0.36292553,1.0217218,1.0741124,1,1
552730419,-1.9332405,-1.9332405,-1.9448705,1.0196772,1.0719544,1,1
552930419,-1.9332405,-1.9332405,-1.9448631,1.0207375,1.0730652,1,1
553130419,-1.9332405,-1.9332405,-1.9448512,1.020236,1.0725483,1,1
553330418,-1.0773991,-1.0773991,-1.0838565,1.0181924,1.0703869,1,1
553530419,1.189886,1.189886,1.1970395,1.0089185,1.0606571,1,1
553730419,1.9981139,1.9981139,2.010133,1.0017086,1.0530865,1,1
553930419,-1.9332405,-1.9332405,-1.9451996,0.99713564,1.0482898,1,1
554130419,1.9981139,1.9981139,2.0101185,0.9981591,1.0493585,1,1
554330419,-0.36075184,-0.36075184,-0.36293668,1.0023643,1.053794,1,1
554530419,-0.36075184,-0.36075184,-0.36292008,1.0051109,1.0566692,1,1
554730419,1.9981139,1.9981139,2.0104682,1.0150609,1.0671428,1,1
554930419,1.998117,1.998117,2.0104747,1.025783,1.0784167,1,1
555130419,1.1898912,1.1898912,1.1972483,1.0491638,1.1030014,1,1
555330430,3.1900377,3.1900377,3.2097561,1.051822,1.1057941,1,1
555530423,3.1900377,3.1900377,3.2097375,1.0559006,1.1100931,1,1
555730419,2.8486943,2.8486943,2.8663256,1.0624903,1.1170275,1,1
555930419,-1.48035,-1.48035,-1.4895159,1.0659626,1.1206897,1,1
556130419,-2.5127723,-2.5127723,-2.5283003,1.0711724,1.1261654,1,1
556330419,3.498235,3.498235,3.519841,1.0733811,1.1284897,1,1
556530419,-1.48035,-1.48035,-1.4895129,1.0691128,1.1240174,1,1
556730427,2.563021,2.563021,2.5788627,1.0640196,1.1186527,1,1
556930419,-1.48035,-1.48035,-1.4895148,1.0559416,1.1101711,1,1
557130419,-1.0773991,-1.0773991,-1.0840596,1.0479218,1.1017436,1,1
557330419,-1.0773991,-1.0773991,-1.084068,1.050465,1.1044236,1,1
557530419,1.9981139,1.9981139,2.0104783,1.0503829,1.1043413,1,1
557730420,-1.9332405,-1.9332405,-1.9452068,1.0487555,1.1026322,1,1
557930432,-1.9332405,-1.9332405,-1.9451938,1.0454904,1.0992036,1,1
558130419,2.4604375,2.4604375,2.4756472,1.0484277,1.1022962,1,1
558330419,1.9981139,1.9981139,2.010464,1.0469584,1.1007584,1,1
558530419,-1.0773991,-1.0773991,-1.0842435,1.0460213,1.0997663,1,1
558730419,3.1900377,3.1900377,3.2103071,1.0455921,1.0993164,1,1
558930420,1.9981139,1.9981139,2.0107963,1.0387814,1.09216,1,1
559130419,-2.5127747,-2.5127747,-2.528804,1.0309794,1.0839858,1,1
559330418,-2.5127747,-2.5127747,-2.5287306,1.0265442,1.0793027,1,1
559530419,1.9981139,1.9981139,2.0107996,1.0259411,1.0786675,1,1
559730419,1.9981139,1.9981139,2.0108218,1.0259476,1.0786896,1,1
559930420,-2.0622149,-2.0622149,-2.075297,1.0255551,1.0782677,1,1
560130420,3.423788,3.423788,3.4455657,1.0311978,1.0842185,1,1
560330422,2.563021,2.563021,2.579289,1.0272633,1.080073,1,1
560530418,-1.48035,-1.48035,-1.4897461,1.0244405,1.0771052,1,1
560730419,2.4604375,2.4604375,2.4760215,1.0188917,1.0712568,1,1
560930419,1.9981139,1.9981139,2.010805,1.0131443,1.0652496,1,1
561130419,3.1900377,3.1900377,3.2102711,1.0123719,1.0644281,1,1
561330418,3.024187,3.024187,3.0433822,1.0107542,1.0627446,1,1
561530420,-1.9332373,-1.9332373,-1.9455014,1.0120103,1.064055,1,1
561730419,1.9981139,1.9981139,2.0108714,1.011548,1.0635784,1,1
561930419,2.7254295,2.7254295,2.7427237,1.0161941,1.0684555,1,1
562130420,1.9981108,1.9981108,2.0108187,1.0215479,1.0741117,1,1
562330420,-1.0773991,-1.0773991,-1.0842406,1.0264951,1.0793025,1,1
562530419,-1.0773991,-1.0773991,-1.0842941,1.0332928,1.0864575,1,1
562730419,1.1898912,1.1898912,1.1976521,1.030891,1.0839437,1,1
562930419,-2.5127723,-2.5127723,-2.5291634,1.0298307,1.0828296,1,1
563130419,-2.5127723,-2.5127723,-2.5291886,1.0336382,1.0868438,1,1
563330419,-2.062218,-2.062218,-2.075646,1.0349016,1.0881488,1,1
563530432,-1.0773991,-1.0773991,-1.0844221,1.0379813,1.0914032,1,1
563730438,1.3896636,1.3896636,1.3987238,1.039146,1.0926293,1,1
563930423,1.3896636,1.3896636,1.3987203,1.0333989,1.0865923,1,1
564130419,-1.0773991,-1.0773991,-1.0844253,1.0411783,1.0947769,1,1
564330431,-2.5127723,-2.5127723,-2.529155,1.0398293,1.0933565,1,1
564530419,-1.9332373,-1.9332373,-1.9458513,1.027085,1.079973,1,1
564730419,-1.9332373,-1.9332373,-1.9458299,1.0256853,1.078495,1,1
564930419,1.1898912,1.1898912,1.1976599,1.0193154,1.0718132,1,1
565130421,-2.062218,-2.062218,-2.075663,1.0299901,1.083028,1,1
565330419,1.9981108,1.9981108,2.0111344,1.0348824,1.0881704,1,1
565530419,-2.98172,-2.98172,-3.0011601,1.0364863,1.0898587,1,1
565730445,-1.9332405,-1.9332405,-1.9458414,1.0369134,1.0903175,1,1
565930426,1.9981108,1.9981108,2.011131,1.042347,1.0960351,1,1
566130419,1.9981108,1.9981108,2.0111513,1.0440325,1.0978066,1,1
566330419,-1.48035,-1.48035,-1.4899846,1.0470926,1.1010163,1,1
566530420,1.3896636,1.3896636,1.3987291,1.0534779,1.1077471,1,1
566730418,-1.9332405,-1.9332405,-1.9458301,1.0669925,1.1219542,1,1
566930419,-0.36075184,-0.36075184,-0.3630996,1.0775025,1.1330098,1,1
567130419,-0.36075184,-0.36075184,-0.3630996,1.0843365,1.1402112,1,1
567330419,-2.5127723,-2.5127723,-2.5291464,1.0860548,1.1420122,1,1
567530458,1.1898912,1.1898912,1.1976359,1.0853384,1.1412537,1,1
567730419,-1.0773991,-1.0773991,-1.0845177,1.0821325,1.137912,1,1
567930418,1.9981139,1.9981139,2.0114644,1.0862583,1.1422343,1,1
568130460,-1.0773991,-1.0773991,-1.0845913,1.0962334,1.1527182,1,1
568330419,-1.6966268,-1.6966268,-1.7079782,1.1054217,1.1623994,1,1
568530419,1.3896636,1.3896636,1.3989449,1.1135778,1.1709622,1,1
568730440,1.189886,1.189886,1.1978331,1.1181645,1.1757853,1,1
568930419,3.024185,3.024185,3.0444303,1.1107552,1.1680214,1,1
569130419,-1.0773991,-1.0773991,-1.084609,1.1121644,1.1695004,1,1
569330419,-2.062218,-2.062218,-2.076031,1.1096673,1.1668912,1,1
569530419,3.024187,3.024187,3.0444257,1.0985626,1.155207,1,1
569730436,-1.0773991,-1.0773991,-1.0846058,1.086677,1.1427047,1,1
569930419,1.189886,1.189886,1.1978371,1.0818961,1.1376698,1,1
570130419,1.189886,1.189886,1.1978371,1.0818925,1.1376905,1,1
570330419,1.9981108,1.9981108,2.0114956,1.0892956,1.1454878,1,1
570530419,-1.0773991,-1.0773991,-1.084613,1.0866814,1.1427352,1,1
570730419,-1.0773991,-1.0773991,-1.084604,1.0768198,1.1323556,1,1
570930419,-2.062218,-2.062218,-2.0760188,1.069594,1.1247628,1,1
571130419,1.9981139,1.9981139,2.0114791,1.0638058,1.1186744,1,1
571330419,-2.5127747,-2.5127747,-2.5295615,1.0568758,1.1113874,1,1
571530419,-1.9332373,-1.9332373,-1.9461491,1.0448809,1.0987778,1,1
571730419,-2.062218,-2.062218,-2.076,1.0336508,1.0869727,1,1
571930419,-2.062218,-2.062218,-2.076,1.0252255,1.0781305,1,1
572130419,-2.5127747,-2.5127747,-2.5295901,1.0213872,1.0740861,1,1
572330419,-2.98172,-2.98172,-3.0017197,1.0260646,1.079033,1,1
572530419,-0.36075184,-0.36075184,-0.36316004,1.0247794,1.0776529,1,1
572730419,1.3896636,1.3896636,1.398952,1.0222477,1.0749881,1,1
572930419,1.9981139,1.9981139,2.0114803,1.0262841,1.0792503,1,1
573130420,-2.5127747,-2.5127747,-2.5295815,1.0349168,1.0883275,1,1
573330434,1.9981139,1.9981139,2.0114684,1.0355473,1.0889851,1,1
573530433,1.3896636,1.3896636,1.3989666,1.0393733,1.0930271,1,1
573730419,-2.5127723,-2.5127723,-2.5300348,1.0392419,1.0928929,1,1
573930419,-0.36075184,-0.36075184,-0.36317238,1.0331341,1.0864536,1,1
574130440,-1.0773991,-1.0773991,-1.084696,1.0318617,1.0851134,1,1
574330419,-1.9332405,-1.9332405,-1.946554,1.0315406,1.0848237,1,1
574530419,-1.48035,-1.48035,-1.490513,1.0332139,1.0865602,1,1
574730419,-2.062218,-2.062218,-2.0763626,1.0325291,1.0858333,1,1
574930419,-2.5127747,-2.5127747,-2.5300162,1.0293678,1.0825117,1,1
575130419,1.1898912,1.1898912,1.1980536,1.0228345,1.0756391,1,1
575330427,1.3896636,1.3896636,1.3991989,1.0216556,1.0744013,1,1
575530420,-2.5127723,-2.5127723,-2.5300264,1.0239015,1.0767719,1,1
575730419,-2.5127723,-2.5127723,-2.5300086,1.0290929,1.0822341,1,1
575930419,-1.0773991,-1.0773991,-1.0847849,1.0365101,1.0900716,1,1
576130419,-2.5127723,-2.5127723,-2.529946,1.0386677,1.0922798,1,1
576330419,-1.6966268,-1.6966268,-1.7082453,1.0399534,1.0936409,1,1
576530419,-2.5127723,-2.5127723,-2.5299587,1.0418819,1.0956655,1,1
576730419,-1.48035,-1.48035,-1.4905446,1.0418406,1.0956846,1,1
576930418,1.9981139,1.9981139,2.0118375,1.0470561,1.1011437,1,1
577130419,-2.5127747,-2.5127747,-2.5300064,1.0509837,1.1052744,1,1
577330419,-2.5127747,-2.5127747,-2.530003,1.0517565,1.106077,1,1
577530420,1.9981108,1.9981108,2.0118082,1.0503622,1.1046182,1,1
577730419,-0.36075184,-0.36075184,-0.36323136,1.047065,1.1011703,1,1
577930419,-1.48035,-1.48035,-1.4905221,1.0490724,1.1032796,1,1
578130418,3.024187,3.024187,3.0449781,1.0541052,1.1085762,1,1
578330419,1.1898912,1.1898912,1.1980557,1.0528764,1.107269,1,1
578530423,1.9981108,1.9981108,2.0118392,1.0483968,1.1025715,1,1
578730420,-1.0773991,-1.0773991,-1.0848608,1.0488937,1.1031082,1,1
578930419,-3.7475178,-3.7475178,-3.7732568,1.0488173,1.1030252,1,1
579130464,2.5630233,2.5630233,2.5810559,1.0538652,1.1083302,1,1
579330419,3.024187,3.024187,3.0454338,1.0577425,1.1123968,1,1
579530419,-1.9332373,-1.9332373,-1.9468455,1.0618056,1.1166849,1,1
579730420,-1.0773991,-1.0773991,-1.0849676,1.0642862,1.1192778,1,1
579930419,2.4604375,2.4604375,2.4777403,1.0602789,1.1150718,1,1
580130419,2.4604375,2.4604375,2.4777431,1.0640852,1.1190852,1,1
580330418,3.7813942,3.7813942,3.8079672,1.0652711,1.120336,1,1
580530419,1.9981108,1.9981108,2.0121622,1.0677369,1.1229329,1,1
580730456,3.7813942,3.7813942,3.8079607,1.0657979,1.1208863,1,1
580930419,-1.9332405,-1.9332405,-1.946832,1.066208,1.1213229,1,1
581130419,-2.5127747,-2.5127747,-2.5304554,1.058016,1.1127139,1,1
581330419,-0.36075184,-0.36075184,-0.36328804,1.0487506,1.1029631,1,1
581530418,-1.9332405,-1.9332405,-1.9468162,1.0640278,1.1190209,1,1
581730419,1.9981108,1.9981108,2.012179,1.089211,1.1455266,1,1
581930421,1.3896636,1.3896636,1.3994502,1.112419,1.1699367,1,1
582130419,2.563021,2.563021,2.5810235,1.1156235,1.1732854,1,1
582330419,2.4604375,2.4604375,2.4777482,1.1188943,1.1767577,1,1
582530419,-1.0773991,-1.0773991,-1.0849676,1.114714,1.1723391,1,1
582730419,-1.48035,-1.48035,-1.4907491,1.112875,1.1704143,1,1
582930419,3.781396,3.781396,3.8079593,1.1105926,1.1680139,1,1
583130419,1.3896636,1.3896636,1.3994268,1.1025848,1.1595931,1,1
583330418,1.1898912,1.1898912,1.198267,1.0968193,1.1535449,1,1
583530419,-2.5127747,-2.5127747,-2.5304494,1.0897019,1.1460537,1,1
583730419,2.84869,2.84869,2.8687375,1.0878768,1.144138,1,1
583930419,-1.0773991,-1.0773991,-1.0849737,1.0919527,1.1484166,1,1
584130420,-0.36075184,-0.36075184,-0.3632888,1.0918416,1.1483021,1,1
584330419,2.563021,2.563021,2.581032,1.0945057,1.1510981,1,1
584530419,3.423788,3.423788,3.4478366,1.0861048,1.1422591,1,1
584730419,1.9981139,1.9981139,2.0121753,1.0828896,1.1388928,1,1
584930419,1.9981139,1.9981139,2.0121653,1.0798893,1.1357317,1,1
585130418,1.9981108,1.9981108,2.012164,1.0783135,1.1340673,1,1
585330419,-2.5127723,-2.5127723,-2.5304303,1.0824133,1.1383897,1,1
585530419,1.3896636,1.3896636,1.3994308,1.0879416,1.1442053,1,1
585730418,-1.0773991,-1.0773991,-1.0849504,1.1000247,1.1568998,1,1
585930419,1.9981108,1.9981108,2.0121586,1.1088742,1.1662321,1,1
586130419,-1.48035,-1.48035,-1.4907553,1.1137586,1.1713593,1,1
586330432,-2.062218,-2.062218,-2.076697,1.1163064,1.1740378,1,1
586530419,-1.0773991,-1.0773991,-1.0849681,1.117917,1.1757363,1,1
586730420,-1.0773991,-1.0773991,-1.0849681,1.1187739,1.1766424,1,1
586930419,-2.062218,-2.062218,-2.0766957,1.1095903,1.1669736,1,1
587130419,2.4604375,2.4604375,2.4777153,1.1074575,1.1647325,1,1
587330418,1.9981139,1.9981139,2.0121584,1.1039644,1.1610665,1,1
587530419,-2.062218,-2.062218,-2.0767028,1.1005583,1.1574783,1,1
587730419,-2.062218,-2.062218,-2.0766785,1.0919571,1.1484249,1,1
587930419,-2.062218,-2.062218,-2.0767045,1.0834918,1.1395301,1,1
588130419,-2.5127747,-2.5127747,-2.5304356,1.0805998,1.1364927,1,1
588330418,1.9981139,1.9981139,2.012145,1.0783758,1.1341467,1,1
588530420,-1.9332405,-1.9332405,-1.9468292,1.073855,1.1293997,1,1
588730419,-2.5127747,-2.5127747,-2.5304327,1.0739318,1.1294786,1,1
588930452,-3.2305748,-3.2305748,-3.2532823,1.0749837,1.1305988,1,1
589130419,-2.5127747,-2.5127747,-2.530425,1.0733775,1.1288958,1,1
589330419,-2.5127723,-2.5127723,-2.530415,1.0683888,1.1236564,1,1
589530419,1.9981139,1.9981139,2.0121632,1.0631006,1.1181092,1,1
589730420,2.5630233,2.5630233,2.5810301,1.0553317,1.1099263,1,1
589930419,-1.6966268,-1.6966268,-1.7085522,1.0540372,1.1085627,1,1
590130419,-1.48035,-1.48035,-1.4907479,1.054806,1.1093774,1,1
590330426,1.189886,1.189886,1.1982676,1.0568676,1.111542,1,1
590530419,-0.36075184,-0.36075184,-0.36328605,1.0562261,1.1108719,1,1
590730420,-2.5127747,-2.5127747,-2.5304422,1.057581,1.1123037,1,1
590930419,-2.5127747,-2.5127747,-2.530401,1.0585902,1.1133472,1,1
591130438,2.4604375,2.4604375,2.477711,1.0561705,1.1108087,1,1
591330419,1.9981139,1.9981139,2.0121348,1.0569693,1.1116452,1,1
591530419,-1.0773991,-1.0773991,-1.0849721,1.0588671,1.1136543,1,1
591730419,-2.5127723,-2.5127723,-2.530425,1.0564432,1.1111044,1,1
591930419,-1.9332405,-1.9332405,-1.9468181,1.0549831,1.1095629,1,1
592130419,-1.9332373,-1.9332373,-1.946813,1.0552785,1.1098725,1,1
592330418,-1.6966268,-1.6966268,-1.7085522,1.0585829,1.1133554,1,1
592530419,-2.062218,-2.062218,-2.0767028,1.0605907,1.1154615,1,1
592730419,-2.5127747,-2.5127747,-2.530441,1.0624119,1.1173842,1,1
592930420,2.563021,2.563021,2.5809975,1.0592446,1.1140345,1,1
593130419,-3.386336,-3.386336,-3.4100928,1.0583311,1.1130756,1,1
593330419,-1.0773991,-1.0773991,-1.0850148,1.0584636,1.1132354,1,1
593530419,1.9981139,1.9981139,2.0125039,1.0575877,1.1123109,1,1
593730418,-1.9332405,-1.9332405,-1.9471781,1.0569762,1.111676,1,1
593930420,-0.36075184,-0.36075184,-0.36335096,1.0592178,1.1140286,1,1
594130419,-2.8940165,-2.8940165,-2.9148185,1.0587893,1.1135876,1,1
594330419,-2.5127723,-2.5127723,-2.5308762,1.058877,1.1136701,1,1
594530419,-2.5127747,-2.5127747,-2.5308516,1.0617007,1.1166316,1,1
594730419,-2.5127747,-2.5127747,-2.5308619,1.0722072,1.1276826,1,1
594930419,1.9981139,1.9981139,2.0124688,1.0803853,1.1362841,1,1
595130420,-2.5127747,-2.5127747,-2.5308363,1.0827252,1.138753,1,1
595330419,1.9981139,1.9981139,2.0124998,1.0856129,1.141784,1,1
595530418,2.5630233,2.5630233,2.5814376,1.0827072,1.1387106,1,1
595730420,-2.062218,-2.062218,-2.077062,1.0731562,1.1286927,1,1
595930419,-2.5127747,-2.5127747,-2.530849,1.0551109,1.1096977,1,1
596130420,-2.5127723,-2.5127723,-2.530872,1.0421339,1.0960677,1,1
596330419,-2.5127723,-2.5127723,-2.5308688,1.0325067,1.0859321,1,1
596530419,-2.5127747,-2.5127747,-2.5308745,1.0255152,1.0785803,1,1
596730418,1.3896636,1.3896636,1.3996594,1.0214143,1.0742563,1,1
596930450,-2.5127747,-2.5127747,-2.5308406,1.0164641,1.0690465,1,1
597130419,-2.5127747,-2.5127747,-2.5308466,1.0159721,1.0685315,1,1
597330420,-2.5127747,-2.5127747,-2.5308535,1.0126165,1.0650055,1,1
597530419,-2.5127723,-2.5127723,-2.5308392,1.0122324,1.0645963,1,1
597730419,1.9981139,1.9981139,2.0124898,1.0087639,1.0609534,1,1
597930418,1.9981139,1.9981139,2.0125132,1.0094911,1.0617304,1,1
598130420,-2.0622149,-2.0622149,-2.0770519,1.0122716,1.0646425,1,1
598330435,-2.062218,-2.062218,-2.077143,1.0125898,1.064986,1,1
598530419,2.4604375,2.4604375,2.478568,1.0096556,1.0618947,1,1
598730419,-2.5127747,-2.5127747,-2.530849,1.0041505,1.0561078,1,1
598930418,-2.5127747,-2.5127747,-2.5312972,1.003867,1.0558091,1,1
599130418,-2.5127747,-2.5127747,-2.5312107,1.0061529,1.058208,1,1
599330419,-2.5127747,-2.5127747,-2.5312908,1.0114617,1.0637941,1,1
599530420,1.9981139,1.9981139,2.0127873,1.0138547,1.0662843,1,1
599730419,1.9981139,1.9981139,2.0128613,1.0236188,1.0765815,1,1
599930419,1.3896636,1.3896636,1.3998953,1.0281572,1.081347,1,1
600130419,1.1898912,1.1898912,1.1986676,1.0349964,1.0885541,1,1
600330419,-2.98172,-2.98172,-3.0036795,1.0404922,1.0943223,1,1
600530426,-2.5127723,-2.5127723,-2.5312726,1.0397435,1.093532,1,1
600730419,-2.5127723,-2.5127723,-2.5312545,1.0458612,1.0999588,1,1
600930419,-2.98172,-2.98172,-3.0036917,1.058144,1.1128918,1,1
601130419,1.9981139,1.9981139,2.012841,1.0721523,1.1276268,1,1
601330419,-1.9332405,-1.9332405,-1.9474666,1.0996842,1.1565697,1,1
601530419,1.9981108,1.9981108,2.0128345,1.1358653,1.1946343,1,1
601730420,-2.98172,-2.98172,-3.0036802,1.1694175,1.229918,1,1
601930419,1.189886,1.189886,1.1986519,1.1901264,1.2517009,1,1
602130418,-2.5127747,-2.5127747,-2.5312738,1.2068831,1.2693181,1,1
602330419,-1.9332405,-1.9332405,-1.9475024,1.2176186,1.2806282,1,1
602530419,-1.48035,-1.48035,-1.4912568,1.2248278,1.2881943,1,1
602730419,-2.5127723,-2.5127723,-2.5313313,1.2333124,1.2970972,1,1
602930419,-2.0622149,-2.0622149,-2.077757,1.2451941,1.3096117,1,1
603130419,-1.48035,-1.48035,-1.4914224,1.2529325,1.3177556,1,1
603330418,-2.062218,-2.062218,-2.0777729,1.2536175,1.3184834,1,1
603530426,-2.5127747,-2.5127747,-2.531699,1.2509363,1.3156412,1,1
603730447,-1.9332405,-1.9332405,-1.9477773,1.2503535,1.3150128,1,1
603930420,-2.8940165,-2.8940165,-2.9158165,1.2493906,1.3140177,1,1
604130419,-2.8940165,-2.8940165,-2.9158165,1.2433095,1.307629,1,1
604330419,1.3896636,1.3896636,1.4001359,1.2302358,1.2938725,1,1
604530418,-2.98172,-2.98172,-3.0041783,1.2201045,1.2832122,1,1
604730419,-2.5127747,-2.5127747,-2.5316947,1.2122333,1.2749206,1,1
604930420,-1.0773991,-1.0773991,-1.085506,1.2033445,1.2655658,1,1
605130419,-2.5127747,-2.5127747,-2.5317073,1.2053003,1.2676488,1,1
605330419,-2.8940165,-2.8940165,-2.9158566,1.1885655,1.2500502,1,1
605530419,-1.48035,-1.48035,-1.4915037,1.190885,1.2524785,1,1
605730419,-2.98172,-2.98172,-3.0041947,1.1861246,1.2474717,1,1
605930450,1.9981108,1.9981108,2.0131924,1.1906364,1.2522298,1,1
606130419,-0.36075184,-0.36075184,-0.3634675,1.1940069,1.2557496,1,1
606330419,1.3896636,1.3896636,1.4001223,1.1944579,1.2562218,1,1
606530419,2.4604375,2.4604375,2.4790006,1.1902463,1.2518153,1,1
606730419,-2.5127747,-2.5127747,-2.5317106,1.1875066,1.2489231,1,1
606930419,-1.6966268,-1.6966268,-1.7094101,1.1945353,1.2563037,1,1
607130419,-2.98172,-2.98172,-3.0041668,1.1938584,1.2555939,1,1
607330419,-2.5127747,-2.5127747,-2.531724,1.1821473,1.2432933,1,1
607530419,-2.5127747,-2.5127747,-2.5317283,1.169306,1.2297832,1,1
607730419,1.9981139,1.9981139,2.0131652,1.1583091,1.2182099,1,1
607930433,-2.5127747,-2.5127747,-2.531919,1.138736,1.1976273,1,1
608130420,1.9981139,1.9981139,2.01354,1.1236842,1.181801,1,1
608330419,-2.5127747,-2.5127747,-2.532146,1.1183586,1.176202,1,1
608530419,-2.062218,-2.062218,-2.0781078,1.1174632,1.1752493,1,1
608730419,-2.5127747,-2.5127747,-2.5321827,1.1107233,1.1681699,1,1
608930420,1.3896636,1.3896636,1.4003876,1.1016281,1.1585965,1,1
609130420,1.9981108,1.9981108,2.0135267,1.092485,1.1489787,1,1
609330420,-2.062218,-2.062218,-2.0780938,1.0866271,1.1427989,1,1
609530420,-2.5127723,-2.5127723,-2.5321178,1.0805578,1.1364163,1,1
