timestamp,main_state_changes,main_state
538968683,2,0
539470660,2,0
539980664,2,0
540490676,2,0
541000643,2,0
541509643,2,0
542018642,2,0
542528664,2,0
543029684,2,0
543539662,2,0
544049640,2,0
544559658,2,0
545070642,2,0
545579646,2,0
546089642,2,0
546599642,2,0
547109642,2,0
547618740,2,0
548128641,2,0
548637642,2,0
549146641,2,0
549656663,2,0
550166662,2,0
550676643,2,0
551186663,2,0
551696643,2,0
552206676,2,0
552716642,2,0
553226655,2,0
553736966,2,0
554247099,2,0
554755641,2,0
555265641,2,0
555775641,2,0
556285641,2,0
556795641,2,0
557305672,2,0
557815642,2,0
558324660,2,0
558834642,2,0
559344642,2,0
559854661,2,0
560364641,2,0
560874663,2,0
561384641,2,0
561894642,2,0
562404641,2,0
562913642,2,0
563414874,2,0
563923646,2,0
564433641,2,0
564943661,2,0
565453677,2,0
565963671,2,0
566473661,2,0
566983642,2,0
567492665,2,0
568002641,2,0
568512642,2,0
568703642,2,0
569213653,2,0
569722643,2,0
569913671,2,0
570424644,2,0
570934660,2,0
571444939,2,0
571954876,2,0
572464843,2,0
572974789,2,0
573484708,2,0
573993642,2,0
574504691,2,0
575013677,2,0
575523641,2,0
576033641,2,0
576543641,2,0
577053640,2,0
577563641,2,0
578073642,2,0
578583643,2,0
579093643,2,0
579603641,2,0
580113662,2,0
580622643,2,0
581134466,2,0
581643987,2,0
582154214,2,0
582498643,2,0
583007642,2,0
583518041,2,0
583707643,2,0
584216641,2,0
584726642,2,0
585236655,2,0
585746641,2,0
586256642,2,0
586766641,2,0
587276656,2,0
587785704,2,0
588296663,2,0
588805658,2,0
589315641,2,0
589825642,2,0
590336903,2,0
590845642,2,0
591355662,2,0
591865642,2,0
592089075,3,4
592589647,3,4
593100030,3,4
593608665,3,4
593623772,3,4
594133646,3,4
594643645,3,4
595143665,3,4
595653659,3,4
596162646,3,4
596673284,3,4
597083736,3,4
597264793,3,4
597774645,3,4
598284646,3,4
598794646,3,4
599304677,3,4
599814646,3,4
600323648,3,4
600834381,3,4
601343661,3,4
601843666,3,4
602044737,3,4
602554650,3,4
602624774,3,4
603134646,3,4
603634661,3,4
604144646,3,4
604653645,3,4
605163645,3,4
605673645,3,4
606183660,3,4
606693680,3,4
607203645,3,4
607713665,3,4
608222671,3,4
608733044,3,4
609241645,3,4
609750668,3,4
610261257,3,4
610770648,3,4
611280646,3,4
611790646,3,4
612300645,3,4
612800665,3,4
613310647,3,4
613511737,3,4
613581060,3,4
614089645,3,4
614599668,3,4
614746740,3,4
614816812,3,4
615326646,3,4
615418739,3,4
615906775,3,4
616417692,3,4
616816738,3,4
617326665,3,4
617836732,3,4
618346645,3,4
618856765,3,4
618903796,3,4
619414660,3,4
619923645,3,4
620433645,3,4
620943665,3,4
621453648,3,4
621743760,3,4
622252646,3,4
622762646,3,4
623272645,3,4
623782645,3,4
624292646,3,4
624801687,3,4
625311666,3,4
625821646,3,4
626331645,3,4
626841645,3,4
627351646,3,4
627861645,3,4
628371663,3,4
628882647,3,4
629392645,3,4
629902647,3,4
