timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
540098185,4259850,4325386,0,0,0,0,0,402.54053,400.1761,2012.7051,2000.8804,0.12333692,0.009798074,4.8169156e-11,-0.4668849,-0.4480798,-9.661973,0.001101878,-0.00654941,0.00081621,0.0014781514,0.0099212425,0.013399636,7.394245e-05,0.00011448701,9.520575e-05,40.0,nan
541033077,4259850,4325386,0,0,0,0,0,402.54053,400.1761,2012.7051,2000.8804,0.073765576,0.009265692,6.0805125e-11,-0.48719975,-0.42795235,-9.699841,0.00585886,-0.0010534481,0.0003967074,0.0006845428,0.0022855531,0.002959525,4.9564977e-05,0.00013284992,0.0001412167,40.0,nan
542082962,4259850,4325386,0,0,0,0,0,402.54053,400.1761,2012.7051,2000.8804,0.064074785,0.0091879405,6.827803e-11,-0.49281797,-0.45430547,-9.687545,0.0054144054,-0.008631751,0.00060667703,0.00070765585,0.0013943741,0.005079625,4.1994797e-05,7.313706e-05,6.71818e-05,40.0,nan
543017851,4259850,4325386,0,0,0,0,0,402.54053,400.1761,2012.7051,2000.8804,0.051609617,0.008326864,4.6042004e-11,-0.52825856,-0.43097684,-9.728319,0.0009525625,-0.0061982893,6.668027e-05,0.00056542055,0.001659876,0.0028189472,5.057467e-05,6.295141e-05,8.341287e-05,40.0,nan
544062753,4259850,4325386,0,0,0,0,0,402.54053,400.1761,2012.7051,2000.8804,0.07326991,0.0096522635,6.827012e-11,-0.479387,-0.4180306,-9.721043,0.005033101,-0.0065158536,-0.00046323077,0.001971055,0.008200556,0.012834347,4.3266115e-05,0.00010184541,0.00010453279,40.0,nan
545102770,4259850,4325386,0,0,0,0,0,402.54053,400.1761,2012.7051,2000.8804,0.113047026,0.010280378,1.2338616e-10,-0.5182376,-0.40901417,-9.715004,0.008181457,-0.008157298,0.001554525,0.004059508,0.022405127,0.05948767,0.00015709011,0.00012754707,0.00010865208,40.0,nan
546047501,4259850,4325386,0,0,0,0,0,402.54053,400.1761,2012.7051,2000.8804,0.10164758,0.009675998,8.712845e-11,-0.4845856,-0.4084086,-9.709563,-0.0014600205,-0.010904653,0.0003258402,0.0014684435,0.0068724016,0.005204321,0.00010162365,8.893625e-05,0.00010238154,40.0,nan
547087399,4259850,4325386,0,0,0,0,0,402.54053,400.1761,2012.7051,2000.8804,0.11413887,0.009853658,4.134739e-11,-0.50254595,-0.40120515,-9.713938,0.0007075064,-0.008492465,-3.838069e-05,0.00021791522,0.0058306362,0.00801701,6.682295e-05,6.2549625e-05,7.5222735e-05,40.0,nan
548022274,4259850,4325386,0,0,0,0,0,402.54053,400.1761,2012.7051,2000.8804,0.13983239,0.010712248,6.4057974e-11,-0.5312556,-0.39535046,-9.753973,0.0068320534,-0.0043411558,0.00025101352,0.00036455665,0.01625668,0.037726115,0.00012085234,0.00010984577,9.8738295e-05,40.0,nan
549057218,4259850,4325386,0,0,0,0,0,402.54053,400.1761,2012.7051,2000.8804,0.09726858,0.009869327,5.3963823e-11,-0.5301451,-0.42241448,-9.7520685,-0.00042183077,-0.007991634,0.0005587365,0.0003569428,0.003075993,0.004581085,6.0412338e-05,8.714794e-05,8.00823e-05,40.0,nan
