timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
539702680,539602539,0.09977661,-0.09209438,-0.21087386,-0.17725992,0.25873113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3224182,0.0,0.0,nan,0.0,0.0,0.0846262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540210135,540110224,0.006150678,0.022986252,-0.08692864,-0.22104359,0.31187916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14670563,0.0,0.0,nan,0.0,0.0,0.10037851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540708043,540607954,0.071343794,0.064225264,-0.01964447,-0.26705885,0.34512472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06476593,0.0,0.0,nan,0.0,0.0,0.09306908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541205624,541105684,0.03140311,0.057034872,0.024787778,-0.27003598,0.31679797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12445831,0.0,0.0,nan,0.0,0.0,0.080244064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541703362,541603414,0.0076518096,-0.08430179,0.007858584,-0.2136023,0.27370667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02141571,0.0,0.0,nan,0.0,0.0,0.062205076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542201062,542101145,0.056633063,0.11107183,0.07970011,-0.18241239,0.25554824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11971283,0.0,0.0,nan,0.0,0.0,0.054554462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542708884,542608830,0.016206108,-0.09117084,0.021688432,-0.1590991,0.22034836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14798737,0.0,0.0,nan,0.0,0.0,0.06282425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543206466,543106560,0.18890819,0.031884562,-0.0168931,-0.11264467,0.212224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10649109,0.0,0.0,nan,0.0,0.0,0.064263344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543704213,543604291,-0.042027965,-0.18592222,-0.10134557,-0.111270905,0.15139103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.121414185,0.0,0.0,nan,0.0,0.0,0.053197145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544201958,544102021,-0.005538361,-0.16443537,-0.0012837928,0.004282713,0.11394024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31201172,0.0,0.0,nan,0.0,0.0,0.043553114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544699656,544599752,-0.11300117,-0.061323993,-0.13196197,0.046258688,0.0924201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03479767,0.0,0.0,nan,0.0,0.0,0.052613735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545207377,545107437,-0.11017419,-0.096468344,-0.04121191,0.07843161,0.10015559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100097656,0.0,0.0,nan,0.0,0.0,0.045413733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545705111,545605168,0.06793216,-0.062157497,-0.08152358,0.09929943,0.09604454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39779663,0.0,0.0,nan,0.0,0.0,0.04622674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546202873,546102898,-0.0063797776,-0.036369964,-0.0043668495,0.051474094,0.096508026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05190277,0.0,0.0,nan,0.0,0.0,0.062015772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546700534,546600629,-0.016394446,-0.14227046,-0.10728045,0.011525869,0.06372905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.043312073,0.0,0.0,nan,0.0,0.0,0.04854703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547208215,547108315,0.012534387,-0.13644183,-0.15884537,-0.050209045,0.03446579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027313232,0.0,0.0,nan,0.0,0.0,0.044500113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547705967,547606045,0.14763631,-0.2113897,-0.13515085,-0.06340122,0.014580965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017951965,0.0,0.0,nan,0.0,0.0,0.051824808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548203698,548103776,-0.10670681,-0.05372043,-0.1587759,-0.09358144,0.020514965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22541046,0.0,0.0,nan,0.0,0.0,0.045575142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548701410,548601507,-0.030728556,-0.20916055,-0.20043132,-0.092839,0.018551826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1279602,0.0,0.0,nan,0.0,0.0,0.0411973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549209123,549109193,0.16680521,0.061704032,-0.15694311,-0.068466425,0.0756824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1865921,0.0,0.0,nan,0.0,0.0,0.049561977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549706829,549606924,0.14184098,0.06806271,-0.03143541,-0.11357212,0.0926733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21927643,0.0,0.0,nan,0.0,0.0,0.06496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550204596,550104655,-0.07764445,0.010018624,-0.08040408,-0.11869073,0.054507494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27629852,0.0,0.0,nan,0.0,0.0,0.06988883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550702315,550602386,0.1038645,-0.05660745,-0.0050035864,-0.08017063,0.066222906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22042084,0.0,0.0,nan,0.0,0.0,0.057513475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551210053,551110072,0.057678282,-0.036573965,-0.0074527226,-0.08636141,0.122015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29499817,0.0,0.0,nan,0.0,0.0,0.06682706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551707752,551607803,0.031469457,0.022524323,-0.031727903,-0.1030364,0.15300584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0954895,0.0,0.0,nan,0.0,0.0,0.05101943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
