timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
539326104,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
539505551,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
539579761,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
539903459,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
540226820,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
540545353,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
540868977,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
540918865,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
541242162,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
541441256,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
541473142,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
541789684,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
542113299,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
542187848,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
542362199,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
542386972,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
542511566,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
542810355,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
542830314,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
543153450,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
543178490,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
543278182,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
543352540,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
543676210,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
543994792,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
544114459,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
544432797,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
544701494,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
544825814,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
544875619,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
544925364,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
544975171,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
545283804,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
545607506,0,0.51915324,-0.41428572,0.0,-1.0,0.0,1.0,0.0,0.0
545632144,0,0.54435486,-0.41428572,0.018367346,-1.0,0.0,1.0,0.0,0.0
545682068,0,0.5695565,-0.41428572,0.05102041,-1.0,0.0,1.0,0.0,0.0
545806486,0,0.5705645,-0.4122449,0.053061225,-1.0,0.0,1.0,0.0,0.0
545906124,0,0.55846775,-0.41020408,0.036734693,-1.0,0.0,1.0,0.0,0.0
546005547,0,0.5090726,-0.41836736,0.0,-1.0,0.0,1.0,0.0,0.0
546105126,0,0.5080645,-0.41836736,0.0,-1.0,0.0,1.0,0.0,0.0
546199761,0,0.5080645,-0.3877551,0.0,-1.0,0.0,1.0,0.0,0.0
546299126,0,0.5080645,-0.29183674,0.0,-1.0,0.0,1.0,0.0,0.0
546398689,0,0.5080645,-0.28163266,0.0,-1.0,0.0,1.0,0.0,0.0
546473415,0,0.5080645,-0.2897959,0.0,-1.0,0.0,1.0,0.0,0.0
546547987,0,0.5080645,-0.29183674,0.0,-1.0,0.0,1.0,0.0,0.0
546672566,0,0.5080645,-0.28367347,0.0,-1.0,0.0,1.0,0.0,0.0
546796859,0,0.5080645,-0.39183673,0.0,-1.0,0.0,1.0,0.0,0.0
546846670,0,0.5080645,-0.41836736,0.0,-1.0,0.0,1.0,0.0,0.0
547021023,0,0.5080645,-0.41836736,0.0,-1.0,0.0,1.0,0.0,0.0
547070713,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
547220022,0,0.5080645,-0.41836736,0.0,-1.0,0.0,1.0,0.0,0.0
547294569,0,0.5080645,-0.2489796,0.0,-1.0,0.0,1.0,0.0,0.0
547394192,0,0.5080645,-0.2,0.0,-1.0,0.0,1.0,0.0,0.0
547493690,0,0.5080645,-0.34489796,0.0,-1.0,0.0,1.0,0.0,0.0
547600148,0,0.5080645,-0.39795917,0.0,-1.0,0.0,1.0,0.0,0.0
547717920,0,0.5080645,-0.40612245,0.0,-1.0,0.0,1.0,0.0,0.0
