timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
592954753,-0.29273373,0.080092005,-0.00942135,0.0,0.0,0.0
592974635,-0.31760663,0.08577992,-0.0109567195,0.0,0.0,0.0
592994534,-0.34918478,0.09653716,-0.013572097,0.0,0.0,0.0
593014441,-0.36296612,0.1014709,-0.014836594,0.0,0.0,0.0
593034357,-0.37005392,0.10372375,-0.015466475,0.0,0.0,0.0
593054261,-0.38536534,0.107022285,-0.016628988,0.0,0.0,0.0
593074172,-0.39424312,0.10965622,-0.01743727,0.0,0.0,0.0
593094082,-0.3902035,0.10828931,-0.01704055,0.0,0.0,0.0
593113987,-0.376344,0.103316635,-0.015671598,0.0,0.0,0.0
593133895,-0.36023188,0.09734133,-0.014124067,0.0,0.0,0.0
593153803,-0.33542767,0.09141758,-0.01233973,0.0,0.0,0.0
593173719,-0.33047527,0.090998836,-0.012099707,0.0,0.0,0.0
593193634,-0.32447737,0.090694025,-0.01183781,0.0,0.0,0.0
593213537,-0.31821337,0.090258196,-0.011550995,0.0,0.0,0.0
593233452,-0.31630117,0.09047935,-0.011508966,0.0,0.0,0.0
593253352,-0.31511295,0.090125725,-0.011420459,0.0,0.0,0.0
593273266,-0.3078758,0.08897067,-0.0110124955,0.0,0.0,0.0
593293188,-0.30196556,0.088522896,-0.010744649,0.0,0.0,0.0
593313085,-0.29927716,0.0883564,-0.010628039,0.0,0.0,0.0
593333052,-0.2977095,0.08826662,-0.010561094,0.0,0.0,0.0
593357985,-0.2964795,0.08854799,-0.010550573,0.0,0.0,0.0
593372808,-0.29575223,0.08877795,-0.010551781,0.0,0.0,0.0
593392726,-0.29428563,0.08941532,-0.0105743455,0.0,0.0,0.0
593417792,-0.29243255,0.08954433,-0.010522307,0.0,0.0,0.0
593432631,-0.29113942,0.08962229,-0.010484472,0.0,0.0,0.0
593452615,-0.2896015,0.08958313,-0.010424031,0.0,0.0,0.0
593472734,-0.28853726,0.08936934,-0.010360599,0.0,0.0,0.0
593492683,-0.2885921,0.08830635,-0.010239328,0.0,0.0,0.0
593512790,-0.28829443,0.088151336,-0.010210718,0.0,0.0,0.0
593532078,-0.28834626,0.08718015,-0.010100056,0.0,0.0,0.0
593557189,-0.2878463,0.08680061,-0.010038493,0.0,0.0,0.0
593571932,-0.28794703,0.086471975,-0.0100040175,0.0,0.0,0.0
593591856,-0.28739583,0.08619467,-0.009952677,0.0,0.0,0.0
593616829,-0.28702265,0.08605286,-0.009923286,0.0,0.0,0.0
593636744,-0.28719562,0.0847507,-0.009779068,0.0,0.0,0.0
593651576,-0.2868985,0.08439356,-0.009727696,0.0,0.0,0.0
593676642,-0.28645507,0.084151626,-0.009684685,0.0,0.0,0.0
593696475,-0.28612638,0.08381471,-0.009634745,0.0,0.0,0.0
593711258,-0.28593034,0.083621524,-0.009605895,0.0,0.0,0.0
593731194,-0.2854551,0.08367139,-0.009595508,0.0,0.0,0.0
593756193,-0.2846395,0.08395711,-0.009600524,0.0,0.0,0.0
593776080,-0.2844098,0.08389795,-0.009585949,0.0,0.0,0.0
593790894,-0.28426403,0.083738275,-0.00956276,0.0,0.0,0.0
593815892,-0.28385893,0.08353351,-0.009525664,0.0,0.0,0.0
593835805,-0.28351754,0.083420366,-0.0095012225,0.0,0.0,0.0
593850647,-0.28300127,0.08367073,-0.009512235,0.0,0.0,0.0
593875627,-0.2817571,0.08440135,-0.009552752,0.0,0.0,0.0
593895565,-0.28083032,0.08482778,-0.009569169,0.0,0.0,0.0
593915511,-0.28019658,0.08507088,-0.009574753,0.0,0.0,0.0
593935353,-0.27981666,0.08519084,-0.009575143,0.0,0.0,0.0
593955259,-0.2795632,0.085297614,-0.009578388,0.0,0.0,0.0
593975195,-0.27939138,0.085415006,-0.009585626,0.0,0.0,0.0
593995150,-0.27927002,0.0856009,-0.00960228,0.0,0.0,0.0
594015069,-0.27910155,0.08596141,-0.009636855,0.0,0.0,0.0
594034940,-0.27874917,0.086414464,-0.009675313,0.0,0.0,0.0
594054836,-0.27908948,0.086246006,-0.009668338,0.0,0.0,0.0
594074791,-0.27939957,0.08628794,-0.009683878,0.0,0.0,0.0
594094710,-0.27944875,0.08662437,-0.00972336,0.0,0.0,0.0
594114552,-0.27924815,0.08727448,-0.0097892415,0.0,0.0,0.0
594134476,-0.27888206,0.08804572,-0.009862693,0.0,0.0,0.0
594154356,-0.27926043,0.08817445,-0.009890626,0.0,0.0,0.0
594174284,-0.2794513,0.08845507,-0.009928944,0.0,0.0,0.0
594194215,-0.2796506,0.08872347,-0.009966233,0.0,0.0,0.0
594214077,-0.27965692,0.089172676,-0.010016919,0.0,0.0,0.0
594233990,-0.27985874,0.0893594,-0.0100452,0.0,0.0,0.0
594253902,-0.27996272,0.089562945,-0.010071852,0.0,0.0,0.0
594273813,-0.27994847,0.08994658,-0.010114476,0.0,0.0,0.0
594293753,-0.2801477,0.09004026,-0.0101322755,0.0,0.0,0.0
594313720,-0.28003594,0.09029031,-0.010156326,0.0,0.0,0.0
594333534,-0.27984,0.0906019,-0.010184185,0.0,0.0,0.0
594353451,-0.27989116,0.090693034,-0.01019631,0.0,0.0,0.0
594373355,-0.28026786,0.09065585,-0.010205961,0.0,0.0,0.0
594393315,-0.28024018,0.09088618,-0.010230873,0.0,0.0,0.0
594413169,-0.280104,0.091136694,-0.010254045,0.0,0.0,0.0
594433087,-0.27938864,0.091953546,-0.010319306,0.0,0.0,0.0
594453018,-0.27898353,0.09238291,-0.010352332,0.0,0.0,0.0
594477770,-0.2789262,0.092698306,-0.010385524,0.0,0.0,0.0
594492808,-0.2786568,0.092930496,-0.010401398,0.0,0.0,0.0
594512726,-0.27812588,0.09355484,-0.010451161,0.0,0.0,0.0
594537494,-0.2770721,0.09437248,-0.0105022285,0.0,0.0,0.0
594552598,-0.27697018,0.094647,-0.010528871,0.0,0.0,0.0
594572657,-0.2768636,0.09496,-0.010559591,0.0,0.0,0.0
594592644,-0.27688783,0.095224224,-0.010589907,0.0,0.0,0.0
594617213,-0.27703896,0.09553713,-0.0106305545,0.0,0.0,0.0
594632506,-0.27728584,0.095586695,-0.010645624,0.0,0.0,0.0
594652421,-0.27732298,0.09586401,-0.010677952,0.0,0.0,0.0
594676863,-0.27743265,0.09622489,-0.010722423,0.0,0.0,0.0
594691996,-0.27754432,0.0963453,-0.010740196,0.0,0.0,0.0
594711830,-0.27774668,0.096554704,-0.010771453,0.0,0.0,0.0
594736592,-0.27802554,0.09686608,-0.010817129,0.0,0.0,0.0
594751649,-0.27814642,0.09700184,-0.010837039,0.0,0.0,0.0
594771567,-0.27815238,0.09730556,-0.010871204,0.0,0.0,0.0
594796336,-0.2782648,0.097530484,-0.010900774,0.0,0.0,0.0
594816266,-0.27840105,0.09758872,-0.010912668,0.0,0.0,0.0
594831296,-0.27849463,0.09758357,-0.010915792,0.0,0.0,0.0
594856076,-0.2785477,0.097667985,-0.010927333,0.0,0.0,0.0
594875980,-0.278493,0.097793095,-0.010939163,0.0,0.0,0.0
594891053,-0.2785102,0.09775914,-0.010936047,0.0,0.0,0.0
594910973,-0.2786283,0.09760355,-0.010923309,0.0,0.0,0.0
594935708,-0.27852234,0.09769615,-0.01092948,0.0,0.0,0.0
594955621,-0.27860793,0.097546875,-0.010916162,0.0,0.0,0.0
594970643,-0.27869463,0.09738265,-0.010901203,0.0,0.0,0.0
594995431,-0.27851483,0.097315535,-0.010886605,0.0,0.0,0.0
595015320,-0.2785284,0.09711891,-0.010865141,0.0,0.0,0.0
595035303,-0.2784525,0.09690489,-0.01083822,0.0,0.0,0.0
595055131,-0.27839592,0.096575424,-0.010799157,0.0,0.0,0.0
595075047,-0.27834833,0.09615434,-0.010750218,0.0,0.0,0.0
595094950,-0.27826062,0.09566843,-0.010692494,0.0,0.0,0.0
595114858,-0.278035,0.09536427,-0.010649786,0.0,0.0,0.0
595134796,-0.27790087,0.09494032,-0.010597284,0.0,0.0,0.0
595154710,-0.27785614,0.094442435,-0.010539999,0.0,0.0,0.0
595174622,-0.27780995,0.093862616,-0.0104735335,0.0,0.0,0.0
595194534,-0.2776844,0.09343618,-0.0104212,0.0,0.0,0.0
595214431,-0.2775636,0.09308365,-0.010377327,0.0,0.0,0.0
595234333,-0.27755427,0.092595294,-0.0103225345,0.0,0.0,0.0
595254228,-0.2774827,0.09229388,-0.010286257,0.0,0.0,0.0
595274153,-0.27733383,0.09190087,-0.010236914,0.0,0.0,0.0
595294044,-0.27728754,0.091448866,-0.010184852,0.0,0.0,0.0
595313974,-0.2773529,0.09095091,-0.0101318,0.0,0.0,0.0
595333864,-0.27750593,0.09025056,-0.010059377,0.0,0.0,0.0
595353778,-0.27755094,0.089700095,-0.009999656,0.0,0.0,0.0
595373684,-0.27720687,0.089506395,-0.00996559,0.0,0.0,0.0
595393624,-0.27695885,0.089273214,-0.009930664,0.0,0.0,0.0
595413503,-0.27689835,0.08885949,-0.009882463,0.0,0.0,0.0
595433415,-0.27708054,0.08820464,-0.009816141,0.0,0.0,0.0
595453313,-0.2774157,0.08739698,-0.00973812,0.0,0.0,0.0
595473225,-0.27758378,0.086763985,-0.009673496,0.0,0.0,0.0
595493135,-0.2778164,0.08608208,-0.009605579,0.0,0.0,0.0
595513043,-0.27757233,0.085872814,-0.00957374,0.0,0.0,0.0
595532961,-0.27709445,0.08612193,-0.009584846,0.0,0.0,0.0
595552868,-0.27669078,0.08634726,-0.009595809,0.0,0.0,0.0
595572776,-0.27658463,0.086195886,-0.009575282,0.0,0.0,0.0
595597766,-0.27639428,0.08610371,-0.009558405,0.0,0.0,0.0
595612594,-0.27628586,0.08594182,-0.009536661,0.0,0.0,0.0
595632508,-0.2763344,0.08564312,-0.009505198,0.0,0.0,0.0
595657514,-0.27640852,0.08519789,-0.009458341,0.0,0.0,0.0
595672362,-0.27638298,0.0849229,-0.009426936,0.0,0.0,0.0
595692354,-0.2765283,0.0844828,-0.009383052,0.0,0.0,0.0
595717311,-0.27648297,0.08408017,-0.00933679,0.0,0.0,0.0
595732352,-0.27642336,0.08379355,-0.00930294,0.0,0.0,0.0
595752309,-0.27635947,0.0834303,-0.009260453,0.0,0.0,0.0
595771889,-0.27629635,0.083096735,-0.009221304,0.0,0.0,0.0
595796884,-0.2761105,0.08269983,-0.009171036,0.0,0.0,0.0
595811688,-0.275933,0.08247373,-0.009140035,0.0,0.0,0.0
595831592,-0.27575207,0.082215235,-0.009105365,0.0,0.0,0.0
595856622,-0.27574277,0.08189756,-0.009069873,0.0,0.0,0.0
595871414,-0.27575687,0.08171037,-0.00904961,0.0,0.0,0.0
595891326,-0.27567533,0.08150136,-0.00902377,0.0,0.0,0.0
595916529,-0.27547792,0.08122548,-0.008986733,0.0,0.0,0.0
595936252,-0.27538365,0.080977544,-0.008956211,0.0,0.0,0.0
595951047,-0.27534673,0.08081364,-0.008936874,0.0,0.0,0.0
595976050,-0.275264,0.0805636,-0.008906524,0.0,0.0,0.0
595995948,-0.27513623,0.08049736,-0.008895038,0.0,0.0,0.0
596015893,-0.27510804,0.08039428,-0.00888273,0.0,0.0,0.0
596030742,-0.2749402,0.080382645,-0.008875981,0.0,0.0,0.0
596055706,-0.27495772,0.080210224,-0.008857511,0.0,0.0,0.0
596075679,-0.27498096,0.080110684,-0.008847273,0.0,0.0,0.0
596090441,-0.27495456,0.08013378,-0.008848968,0.0,0.0,0.0
596115488,-0.27482983,0.08008055,-0.008839045,0.0,0.0,0.0
596135383,-0.27462718,0.08018002,-0.008843446,0.0,0.0,0.0
596155252,-0.27452683,0.08011279,-0.008832776,0.0,0.0,0.0
596175161,-0.274457,0.07994958,-0.008812522,0.0,0.0,0.0
596195084,-0.2744008,0.079811275,-0.008795461,0.0,0.0,0.0
596215035,-0.27425385,0.07973122,-0.008781895,0.0,0.0,0.0
596234939,-0.27422255,0.07955784,-0.008761791,0.0,0.0,0.0
596254836,-0.27420902,0.07935414,-0.008738921,0.0,0.0,0.0
596274707,-0.274069,0.079266295,-0.008724755,0.0,0.0,0.0
596294663,-0.27398834,0.07906162,-0.008699643,0.0,0.0,0.0
596314666,-0.27394196,0.07870039,-0.008658418,0.0,0.0,0.0
596334531,-0.27384073,0.078299925,-0.008611151,0.0,0.0,0.0
596354402,-0.27376655,0.07789923,-0.008564744,0.0,0.0,0.0
596374223,-0.27352145,0.07771755,-0.008537057,0.0,0.0,0.0
596394134,-0.27331218,0.077217735,-0.008475613,0.0,0.0,0.0
596414093,-0.27313903,0.0767554,-0.008419485,0.0,0.0,0.0
596433952,-0.27292594,0.076361395,-0.00836968,0.0,0.0,0.0
596453896,-0.27274236,0.07589646,-0.008313078,0.0,0.0,0.0
596473793,-0.27264786,0.07545884,-0.00826226,0.0,0.0,0.0
596493684,-0.27251592,0.07501964,-0.008210164,0.0,0.0,0.0
596513599,-0.27234927,0.07455187,-0.008153942,0.0,0.0,0.0
596533503,-0.2722031,0.07407972,-0.008097918,0.0,0.0,0.0
596553426,-0.27205187,0.073569044,-0.00803759,0.0,0.0,0.0
596578187,-0.27189833,0.07300773,-0.007971729,0.0,0.0,0.0
596593233,-0.27172592,0.072753884,-0.007938934,0.0,0.0,0.0
596613171,-0.27148974,0.072494045,-0.0079036495,0.0,0.0,0.0
596633118,-0.27117443,0.072371,-0.007880998,0.0,0.0,0.0
596652958,-0.2708373,0.07236221,-0.0078701675,0.0,0.0,0.0
596672886,-0.2705763,0.07231655,-0.007857563,0.0,0.0,0.0
596692781,-0.2703176,0.07232053,-0.007850423,0.0,0.0,0.0
596717550,-0.27007112,0.07246806,-0.007859209,0.0,0.0,0.0
596732603,-0.26989383,0.07258251,-0.007866413,0.0,0.0,0.0
596752519,-0.26973364,0.07269019,-0.00787337,0.0,0.0,0.0
596777275,-0.26956838,0.07279849,-0.007880233,0.0,0.0,0.0
596792411,-0.26948866,0.07285789,-0.0078843115,0.0,0.0,0.0
596812352,-0.26936314,0.07290727,-0.0078859525,0.0,0.0,0.0
596837091,-0.2691479,0.07298918,-0.007888454,0.0,0.0,0.0
596857010,-0.2689828,0.072987676,-0.007883416,0.0,0.0,0.0
596872295,-0.26889583,0.07295509,-0.007877329,0.0,0.0,0.0
596892169,-0.268848,0.07284882,-0.007864444,0.0,0.0,0.0
596916668,-0.2688509,0.07268698,-0.007847057,0.0,0.0,0.0
596931756,-0.2687935,0.072667845,-0.0078433035,0.0,0.0,0.0
596951592,-0.26875094,0.07277495,-0.00785361,0.0,0.0,0.0
596976382,-0.26875305,0.07301262,-0.007879322,0.0,0.0,0.0
596996280,-0.2687305,0.073269494,-0.007906374,0.0,0.0,0.0
597011370,-0.26867655,0.073548675,-0.007934894,0.0,0.0,0.0
597036097,-0.2686225,0.074208945,-0.008004505,0.0,0.0,0.0
597056008,-0.26861155,0.074802995,-0.0080682505,0.0,0.0,0.0
597071045,-0.26850972,0.07530082,-0.008118844,0.0,0.0,0.0
597095834,-0.26841408,0.07611693,-0.00820389,0.0,0.0,0.0
597115751,-0.2683489,0.07675981,-0.008271155,0.0,0.0,0.0
597135655,-0.26822564,0.07743887,-0.008340464,0.0,0.0,0.0
597155574,-0.26807722,0.07817494,-0.008415047,0.0,0.0,0.0
597175491,-0.26797494,0.07879409,-0.008478433,0.0,0.0,0.0
597195372,-0.2678561,0.07943846,-0.008543949,0.0,0.0,0.0
597210439,-0.26757398,0.07999147,-0.008594296,0.0,0.0,0.0
597235188,-0.2673228,0.08069502,-0.008661685,0.0,0.0,0.0
597255098,-0.26719794,0.08120776,-0.00871262,0.0,0.0,0.0
597275007,-0.26720428,0.08162614,-0.008757716,0.0,0.0,0.0
597294923,-0.26710755,0.08204991,-0.008799971,0.0,0.0,0.0
597314826,-0.26695684,0.08243831,-0.008836601,0.0,0.0,0.0
597334739,-0.26671267,0.0829586,-0.008884176,0.0,0.0,0.0
597354647,-0.26656076,0.08334394,-0.008920319,0.0,0.0,0.0
597374554,-0.26652113,0.083599396,-0.008946321,0.0,0.0,0.0
597394558,-0.26647186,0.08387192,-0.008973813,0.0,0.0,0.0
597414438,-0.26638305,0.0841619,-0.009001815,0.0,0.0,0.0
597434350,-0.26634002,0.08435713,-0.009021227,0.0,0.0,0.0
597454253,-0.26632217,0.08452381,-0.009038442,0.0,0.0,0.0
597474133,-0.26630488,0.084696285,-0.009056293,0.0,0.0,0.0
597494047,-0.2662997,0.08481864,-0.009069199,0.0,0.0,0.0
597514003,-0.2662391,0.0849469,-0.00908083,0.0,0.0,0.0
597533864,-0.26613876,0.085100144,-0.009093758,0.0,0.0,0.0
597553776,-0.26594016,0.085244015,-0.009102283,0.0,0.0,0.0
597573658,-0.26565453,0.0854265,-0.009111897,0.0,0.0,0.0
597593557,-0.26543537,0.0856825,-0.009131606,0.0,0.0,0.0
597613469,-0.26516527,0.08602948,-0.009159186,0.0,0.0,0.0
597633373,-0.2649538,0.08631825,-0.0091825435,0.0,0.0,0.0
597653283,-0.2648828,0.08646842,-0.0091960365,0.0,0.0,0.0
597673196,-0.26479065,0.08667922,-0.0092152245,0.0,0.0,0.0
597698214,-0.26476425,0.08700817,-0.009249267,0.0,0.0,0.0
597713014,-0.26481014,0.08723492,-0.00927499,0.0,0.0,0.0
597732927,-0.26489854,0.08751221,-0.009307603,0.0,0.0,0.0
597752829,-0.26488853,0.08787674,-0.009346017,0.0,0.0,0.0
597772765,-0.2649226,0.08815801,-0.009377146,0.0,0.0,0.0
597792657,-0.2649521,0.088542484,-0.0094190985,0.0,0.0,0.0
597812557,-0.26503196,0.08891956,-0.009462084,0.0,0.0,0.0
597832465,-0.2650528,0.08936551,-0.009510292,0.0,0.0,0.0
597852375,-0.26502517,0.08981889,-0.009557537,0.0,0.0,0.0
597872298,-0.26504812,0.09012924,-0.009591398,0.0,0.0,0.0
597897272,-0.26514703,0.09056714,-0.009641622,0.0,0.0,0.0
597912491,-0.26520327,0.09086206,-0.009675086,0.0,0.0,0.0
597932180,-0.26528224,0.09132398,-0.009727189,0.0,0.0,0.0
597957073,-0.2653742,0.09177443,-0.009778582,0.0,0.0,0.0
597977064,-0.26539773,0.092089504,-0.009813029,0.0,0.0,0.0
597992056,-0.26540434,0.09234401,-0.009840397,0.0,0.0,0.0
598016860,-0.26540092,0.092619814,-0.009869657,0.0,0.0,0.0
598036679,-0.26534912,0.09287435,-0.009894836,0.0,0.0,0.0
598051552,-0.26525325,0.093061395,-0.009911154,0.0,0.0,0.0
598071402,-0.26512793,0.093223,-0.009923641,0.0,0.0,0.0
598096370,-0.26490444,0.09329475,-0.0099228425,0.0,0.0,0.0
598116278,-0.26461822,0.09333244,-0.009916045,0.0,0.0,0.0
598131101,-0.2643745,0.09329702,-0.0099030845,0.0,0.0,0.0
598156097,-0.26377642,0.09337793,-0.009889082,0.0,0.0,0.0
598176037,-0.26330417,0.093454435,-0.009879334,0.0,0.0,0.0
598190851,-0.2629949,0.093468904,-0.009869171,0.0,0.0,0.0
598215851,-0.26245332,0.0935341,-0.009855567,0.0,0.0,0.0
598235785,-0.26204503,0.093496196,-0.0098361345,0.0,0.0,0.0
598255709,-0.26178342,0.093358666,-0.009811788,0.0,0.0,0.0
598275607,-0.261669,0.09314507,-0.009785031,0.0,0.0,0.0
598295509,-0.26151392,0.09299305,-0.009763228,0.0,0.0,0.0
598315367,-0.26138663,0.09278452,-0.0097365575,0.0,0.0,0.0
598330194,-0.26134914,0.09261568,-0.009717436,0.0,0.0,0.0
598355239,-0.26133007,0.092542924,-0.009709089,0.0,0.0,0.0
598375099,-0.2612144,0.09251736,-0.00970208,0.0,0.0,0.0
598395036,-0.26120833,0.09237648,-0.009687078,0.0,0.0,0.0
598414918,-0.26128486,0.09217238,-0.009668528,0.0,0.0,0.0
598434833,-0.26138952,0.09197605,-0.009651827,0.0,0.0,0.0
598454772,-0.26149863,0.091810085,-0.009638462,0.0,0.0,0.0
598474644,-0.26162997,0.091649115,-0.00962643,0.0,0.0,0.0
598494576,-0.26168773,0.09158444,-0.009621777,0.0,0.0,0.0
598514709,-0.26162386,0.09161124,-0.0096222265,0.0,0.0,0.0
598534405,-0.2614871,0.09163825,-0.009619995,0.0,0.0,0.0
598554390,-0.26144236,0.091570295,-0.009611204,0.0,0.0,0.0
598574280,-0.26144353,0.09142524,-0.009596023,0.0,0.0,0.0
598594141,-0.26139492,0.09139035,-0.009590564,0.0,0.0,0.0
598614060,-0.26125503,0.091480054,-0.009594802,0.0,0.0,0.0
598633926,-0.26114807,0.09149144,-0.009592039,0.0,0.0,0.0
598653918,-0.26113424,0.09139608,-0.00958153,0.0,0.0,0.0
598673783,-0.2611808,0.091303445,-0.009573538,0.0,0.0,0.0
598693694,-0.2612329,0.09117268,-0.009561748,0.0,0.0,0.0
598713744,-0.26126263,0.091070294,-0.009552104,0.0,0.0,0.0
598733521,-0.26116893,0.09107266,-0.009548903,0.0,0.0,0.0
598753432,-0.26094815,0.09110814,-0.009544489,0.0,0.0,0.0
598773360,-0.2606712,0.09118582,-0.009542414,0.0,0.0,0.0
598793235,-0.2603624,0.09133214,-0.00954632,0.0,0.0,0.0
598818002,-0.2599768,0.091521956,-0.009551891,0.0,0.0,0.0
598833102,-0.25986847,0.09159174,-0.009555161,0.0,0.0,0.0
598852942,-0.25985077,0.091535285,-0.009548617,0.0,0.0,0.0
598872897,-0.25981015,0.09157352,-0.009551101,0.0,0.0,0.0
598892780,-0.25970775,0.091732554,-0.009563891,0.0,0.0,0.0
598912795,-0.25963616,0.09181998,-0.009570348,0.0,0.0,0.0
598932555,-0.25968638,0.09167644,-0.009557248,0.0,0.0,0.0
598957338,-0.2596113,0.091640525,-0.009550722,0.0,0.0,0.0
598972406,-0.25948948,0.09179148,-0.009561934,0.0,0.0,0.0
598992342,-0.25936848,0.09200337,-0.009579505,0.0,0.0,0.0
599017081,-0.25939357,0.09179351,-0.009558584,0.0,0.0,0.0
599032130,-0.25940958,0.09174504,-0.009554132,0.0,0.0,0.0
599052110,-0.2593964,0.091713645,-0.009550373,0.0,0.0,0.0
599076869,-0.25934428,0.09168159,-0.009545104,0.0,0.0,0.0
599096792,-0.25937083,0.09158519,-0.00953605,0.0,0.0,0.0
599112465,-0.25939217,0.091532454,-0.009531349,0.0,0.0,0.0
599136632,-0.2594292,0.09141243,-0.009520219,0.0,0.0,0.0
599156424,-0.25942376,0.091390975,-0.009517784,0.0,0.0,0.0
599171552,-0.25938958,0.09138006,-0.009515384,0.0,0.0,0.0
599191384,-0.2593261,0.09138014,-0.0095130475,0.0,0.0,0.0
599216165,-0.25930053,0.09122274,-0.009495718,0.0,0.0,0.0
599236062,-0.25925136,0.09111845,-0.009483051,0.0,0.0,0.0
599251150,-0.25916916,0.09112804,-0.009481019,0.0,0.0,0.0
599275879,-0.25912568,0.09098559,-0.009464599,0.0,0.0,0.0
599295793,-0.25907463,0.0909149,-0.009455369,0.0,0.0,0.0
599311004,-0.25900945,0.09090987,-0.009452451,0.0,0.0,0.0
599335636,-0.2588744,0.09088032,-0.009444416,0.0,0.0,0.0
599355516,-0.25882652,0.090786025,-0.00943286,0.0,0.0,0.0
599370581,-0.25885928,0.09064883,-0.009419804,0.0,0.0,0.0
599395348,-0.25886554,0.090507984,-0.009405397,0.0,0.0,0.0
599415243,-0.25883767,0.09041183,-0.009394386,0.0,0.0,0.0
599435152,-0.258755,0.09031314,-0.009381113,0.0,0.0,0.0
599455078,-0.25869048,0.09018935,-0.009365902,0.0,0.0,0.0
599474973,-0.25854325,0.0901417,-0.009355587,0.0,0.0,0.0
599494881,-0.25844422,0.089991815,-0.009336429,0.0,0.0,0.0
599514789,-0.2584375,0.08986281,-0.009322801,0.0,0.0,0.0
599534718,-0.25831637,0.08991887,-0.009324213,0.0,0.0,0.0
599554606,-0.25828502,0.08994103,-0.009325371,0.0,0.0,0.0
599574533,-0.25831428,0.08989072,-0.009321218,0.0,0.0,0.0
599594429,-0.2583482,0.08979625,-0.009312653,0.0,0.0,0.0
599614351,-0.2583997,0.08967824,-0.009302283,0.0,0.0,0.0
599634266,-0.2583992,0.08960969,-0.0092951525,0.0,0.0,0.0
599654186,-0.25821877,0.08982965,-0.009311417,0.0,0.0,0.0
599674090,-0.25805506,0.09001042,-0.009324198,0.0,0.0,0.0
599694014,-0.25802162,0.09004221,-0.009326273,0.0,0.0,0.0
599713906,-0.25832558,0.089672394,-0.009298988,0.0,0.0,0.0
599733801,-0.25820148,0.089673966,-0.009294652,0.0,0.0,0.0
599753703,-0.25819984,0.08962436,-0.009289452,0.0,0.0,0.0
599773620,-0.25820628,0.08949631,-0.009276412,0.0,0.0,0.0
