timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
539788435,539788128,45930887,42.3585499,-71.08724959999999,3.4977572,-2.971343,5.3901687,0.0011367018,0.000111144094,0.0,0.038384136,0.016064603,0.023675347,0.015351294,0.00446994,-0.05826801,0.14515758,0.06247182,0.023512786,-0.018131386,2.5547674,0.023883352,5.8776836,0.10115147,0.6249312,0.46145302,0.20629059,0.12798916,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
540288461,540288070,45930887,42.3585499,-71.08724959999999,3.529726,-2.9941185,5.3974767,0.0011367018,0.000111144094,0.0,0.03942136,0.01129301,0.01949307,0.013026995,0.00446994,-0.05826801,0.14515758,0.033342194,-0.016145887,-0.15155871,2.5547156,0.023883352,5.8776836,0.1,0.62597334,0.45694026,0.20112893,0.1263823,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
540798372,540798012,45930887,42.3585499,-71.08724959999999,3.5687194,-3.0407138,5.3896627,0.0011367018,0.000111144094,0.0,0.04176877,-0.0071832086,0.014196313,0.00024046846,0.00446994,-0.05826801,0.14515758,-0.017387835,-0.041416027,0.06018975,2.5543137,0.023883352,5.8776836,0.1,0.5934477,0.4488844,0.180497,0.12150021,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
541288284,541287955,45930887,42.3585499,-71.08724959999999,3.5777485,-3.1145856,5.37445,0.0011367018,0.000111144094,0.0,0.029227892,-0.029418673,0.011175672,-0.015573486,0.00446994,-0.05826801,0.14515758,0.0053557865,-0.0588716,-0.034019955,2.553825,0.023883352,5.8776836,0.1,0.59590894,0.4482149,0.18176594,0.121408,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
541788268,541787898,45930887,42.3585499,-71.08724959999999,3.5908346,-3.1772385,5.352232,0.0011367018,0.000111144094,0.0,0.021946562,-0.03974474,0.011791864,-0.024534289,0.00446994,-0.05826801,0.14515758,-0.014635264,0.0051787253,0.03024787,2.553659,0.023883352,5.8776836,0.1,0.5824219,0.44699067,0.17941678,0.12080057,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
542288356,542287841,45930887,42.3585499,-71.08724959999999,3.6097598,-3.2269976,5.3356066,0.0011367018,0.000111144094,0.0,0.02277815,-0.04846815,0.007930574,-0.031865127,0.00446994,-0.05826801,0.14515758,0.04342861,-0.041887052,-0.07138616,2.5529816,0.023883352,5.8776836,0.1,0.595056,0.44767904,0.18891715,0.12257209,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
542788106,542787783,45930887,42.3585499,-71.08724959999999,3.6264222,-3.3146138,5.3021646,0.0011367018,0.000111144094,0.0,0.015469667,-0.0705596,0.0022403814,-0.046690922,0.00446994,-0.05826801,0.14515758,0.007493471,-0.06158786,-0.06387162,2.5524015,0.023883352,5.8776836,0.1,0.58335173,0.4473481,0.18591064,0.12214262,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
543288115,543287726,45930887,42.3585499,-71.08724959999999,3.6398509,-3.3589058,5.2727113,0.0011367018,0.000111144094,0.0,0.009192285,-0.07646052,-0.01950311,-0.065715306,0.00446994,-0.05826801,0.14515758,0.0028163036,0.003722757,-0.0234871,2.5521817,0.023883352,5.8776836,0.1053319,0.59264374,0.4499903,0.19087955,0.12332571,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
543797978,543797667,45930887,42.3585499,-71.08724959999999,3.6431398,-3.374361,5.251269,0.0011367018,0.000111144094,0.0,-0.0006977139,-0.06756839,-0.021464935,-0.0560413,0.00446994,-0.05826801,0.14515758,-0.036217246,-0.011449334,0.021324432,2.5518649,0.023883352,5.8776836,0.10885286,0.5792821,0.44924566,0.18524675,0.12234992,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
544298009,544297610,45930887,42.3585499,-71.08724959999999,3.675451,-3.3800006,5.235687,0.0011367018,0.000111144094,0.0,0.0031193036,-0.051889468,-0.010033999,-0.037259426,0.00446994,-0.05826801,0.14515758,-0.0050557316,0.050114468,0.01825344,2.5511906,0.023883352,5.8776836,0.1,0.5903812,0.44886923,0.19146556,0.12336068,inf,inf,inf,inf,1,1,1,1,2,0,2,1,4,0,1,1,1,0
