timestamp,timestamp_sample,baro_device_id,bias,bias_var,innov,innov_var,innov_test_ratio
539708801,539594913,4028193,2.922927,0.007467713,-6.9110117,16.608868,0.31952196
540108754,539969316,4028193,2.916452,0.007461499,-7.1232376,16.59219,0.33978847
540708725,540567003,4028193,2.9066827,0.0074522374,-7.349272,16.55064,0.36260292
541098681,540948676,4028193,2.9002607,0.0074460404,-7.212615,16.509295,0.35011804
541718779,541596698,4028193,2.8903,0.007436801,-7.4423714,16.394598,0.37538716
542108520,541971106,4028193,2.8837054,0.007430546,-7.3191214,16.35806,0.36386776
542708425,542561507,4028193,2.8737504,0.007421213,-7.2635794,16.337826,0.35881004
543118336,542993477,4028193,2.8671968,0.0074150586,-7.2991676,16.337818,0.36233485
543708284,543591071,4028193,2.8573377,0.0074057723,-7.3396425,16.30153,0.36717993
544108341,543972664,4028193,2.85094,0.007399563,-7.02986,16.285452,0.33717164
544708316,544563057,4028193,2.8417647,0.0073902914,-6.9454026,16.325684,0.32830763
545108279,544995075,4028193,2.835739,0.007384209,-6.603343,16.394545,0.2955193
545718048,545585498,4028193,2.826946,0.007375077,-6.354225,16.500978,0.27187735
546108093,545967163,4028193,2.8211253,0.00736903,-6.514196,16.571302,0.28452635
546718176,546615085,4028193,2.8127275,0.0073601184,-6.188221,16.654774,0.25547618
547107937,546996689,4028193,2.807255,0.007354153,-6.2425847,16.709457,0.2591338
547717835,547587137,4028193,2.7990918,0.0073452736,-6.097044,16.785734,0.24606839
548107788,547961576,4028193,2.793798,0.0073393686,-6.0605764,16.849792,0.2422093
548707782,548559069,4028193,2.7862434,0.0073306556,-5.8383427,17.001019,0.22277257
549107726,548991108,4028193,2.781303,0.007324946,-5.66549,17.084137,0.20875622
549717691,549588673,4028193,2.773932,0.00731636,-5.6444445,17.123756,0.20672874
550097651,549963097,4028193,2.7691624,0.0073106172,-5.573122,17.136995,0.20138165
550707576,550553475,4028193,2.762163,0.0073020575,-5.455591,17.114922,0.19322628
551107441,550985458,4028193,2.7574694,0.0072964095,-5.4393187,17.101702,0.1922238
551717435,551583081,4028193,2.7505953,0.007287889,-5.2967167,17.097292,0.18232393
552107491,551964671,4028193,2.746283,0.0072821993,-4.986019,17.097286,0.16156161
552707313,552555090,4028193,2.7401679,0.0072736866,-4.7677336,17.070913,0.14795332
553107270,552987170,4028193,2.7362475,0.0072680647,-4.572829,17.031496,0.13641891
553707201,553577485,4028193,2.7301896,0.007259516,-4.5602474,16.914227,0.1366099
554097352,553959082,4028193,2.726188,0.0072537926,-4.714636,16.862574,0.14646368
554707040,554556686,4028193,2.7201414,0.007245216,-4.4971266,16.751648,0.13414367
555107088,554988675,4028193,2.7162068,0.0072395066,-4.4486704,16.646267,0.13209948
555717055,555579081,4028193,2.7105167,0.0072308304,-4.402529,16.56701,0.12999232
556126925,556011065,4028193,2.7069032,0.0072250944,-4.0383863,16.529718,0.109624535
556716797,556601471,4028193,2.7011511,0.007216405,-4.3657885,16.480246,0.12850475
557116775,556983070,4028193,2.697406,0.007210608,-4.237151,16.48024,0.12104361
557726745,557580661,4028193,2.69165,0.0072019747,-4.5313206,16.517303,0.1381236
558116699,558012695,4028193,2.6879573,0.007196289,-4.201397,16.537962,0.118594065
558716675,558603093,4028193,2.6823442,0.0071877036,-4.3943415,16.562817,0.1295421
559106635,558977527,4028193,2.6787105,0.0071819755,-4.152993,16.579426,0.11558739
559716703,559575116,4028193,2.6730747,0.0071734823,-4.363236,16.62946,0.12720284
560106508,559956705,4028193,2.6694405,0.0071678204,-4.337515,16.642008,0.12561275
560706442,560604676,4028193,2.6638737,0.0071594403,-4.3778963,16.633627,0.12802698
561106306,560979094,4028193,2.660226,0.007153779,-4.2671022,16.625257,0.121690094
561706256,561569473,4028193,2.6544776,0.0071453326,-4.3700857,16.58355,0.12795576
562106266,562001515,4028193,2.6507127,0.0071397545,-4.283088,16.558619,0.12309699
562706280,562599115,4028193,2.6452184,0.007131357,-4.3299417,16.604359,0.12545833
563106306,562980733,4028193,2.641531,0.007125763,-4.299511,16.629412,0.12351472
563716024,563571167,4028193,2.6361237,0.0071173813,-4.382848,16.562746,0.12886587
564116046,564003064,4028193,2.6323206,0.007111838,-4.440282,16.52134,0.13259688
564715985,564593519,4028193,2.6266146,0.0071034436,-4.337208,16.496588,0.1267021
565115858,564975079,4028193,2.6227453,0.0070978473,-4.4893723,16.488352,0.13581616
565715882,565572659,4028193,2.617093,0.0070895012,-4.314989,16.48423,0.1255013
566125861,566004700,4028193,2.6132667,0.007083991,-4.384808,16.484224,0.12959556
566715732,566595075,4028193,2.6075814,0.007075662,-4.2701483,16.492443,0.12284526
567105653,566969493,4028193,2.6038644,0.007070105,-4.3353453,16.529562,0.12634078
567715762,567567085,4028193,2.5982308,0.0070618805,-4.3750606,16.60429,0.12808707
568105679,567999079,4028193,2.5944858,0.0070564765,-4.45518,16.66286,0.13235444
568705579,568596732,4028193,2.589319,0.0070483666,-3.9070628,16.755693,0.10122688
569105414,568971095,4028193,2.5859673,0.0070429533,-4.0321503,16.802471,0.1075122
569710404,569561460,4028193,2.5809684,0.007034924,-3.937815,16.883839,0.10204622
570115400,569993458,4028193,2.5775852,0.007029662,-3.975961,16.931276,0.10374138
570715341,570591066,4028193,2.5726545,0.0070217717,-3.7999465,17.083834,0.0939133
571115258,570972664,4028193,2.5695016,0.0070165545,-3.8372726,17.203196,0.09510288
571715163,571563097,4028193,2.564831,0.0070088254,-3.8005023,17.369133,0.092397735
572115171,571995083,4028193,2.5618827,0.0070037856,-3.689296,17.49195,0.08645822
572715023,572585531,4028193,2.5573797,0.0069962176,-3.7790632,17.620855,0.09005313
573115064,572967072,4028193,2.5544558,0.0069912006,-3.7636378,17.685896,0.088990994
573725096,573615076,4028193,2.5500348,0.006983796,-3.8307986,17.681227,0.09221971
574124947,573996666,4028193,2.5470107,0.0069787963,-3.7396717,17.65331,0.08802343
574704816,574587065,4028193,2.5427613,0.006971304,-3.420157,17.588455,0.07389616
575104829,574961455,4028193,2.5399592,0.00696627,-3.5034885,17.537773,0.07776505
575714910,575609512,4028193,2.5359223,0.006958836,-3.3219676,17.505644,0.07004388
576104717,575991092,4028193,2.533078,0.006953831,-3.7330644,17.523981,0.08835999
576714588,576588734,4028193,2.5288708,0.006946393,-3.3997934,17.606918,0.07294226
577114612,576963081,4028193,2.5261133,0.006941439,-3.4500468,17.70917,0.07468085
577714765,577611069,4028193,2.5221078,0.006934205,-3.1708224,17.859627,0.06255024
578114419,577985501,4028193,2.5194428,0.006929343,-3.563513,17.945158,0.07862613
578704480,578583067,4028193,2.5157962,0.0069221654,-3.0433972,18.036142,0.05705991
579104388,578964693,4028193,2.513302,0.006917387,-3.1259806,18.089146,0.060022216
579714345,579612695,4028193,2.5095289,0.006910374,-3.388951,18.23005,0.07000036
580104222,579987113,4028193,2.507045,0.0069056577,-3.312988,18.318354,0.06657494
580714205,580577498,4028193,2.5033972,0.0068986723,-3.1812162,18.397385,0.061120626
581114256,581009468,4028193,2.5012589,0.0068940953,-2.7599168,18.442066,0.04589231
581504136,581391062,4028193,2.4994366,0.006889463,-2.3291705,18.427149,0.032711606
581914129,581772696,4028193,2.497738,0.0068848324,-2.214222,18.422176,0.02957051
582503941,582363121,4028193,2.4950697,0.0068779294,-2.6996787,18.51188,0.043745268
583114134,583011093,4028193,2.4921248,0.0068711657,-2.7717562,18.572042,0.04596295
583713912,583601522,4028193,2.4892669,0.006864343,-2.8296309,18.582092,0.047876507
583913925,583767093,4028193,2.4882581,0.0068620397,-2.734545,18.607265,0.04465243
584713715,584580718,4028193,2.4842088,0.006853043,-2.8079367,18.61734,0.04705594
585113714,585012678,4028193,2.4821448,0.0068485783,-2.8528218,18.59214,0.048638195
585713670,585603100,4028193,2.4790702,0.006841786,-2.8589666,18.521852,0.04903331
586103725,585977451,4028193,2.476985,0.006837237,-2.8416595,18.531864,0.048415285
586503537,586359160,4028193,2.4748657,0.006832719,-2.7482975,18.551918,0.045237247
586903546,586791152,4028193,2.4729073,0.0068282792,-2.7546134,18.587086,0.04535942
587713410,587604740,4028193,2.4690158,0.0068193874,-2.8173645,18.657724,0.047269918
588093333,587979066,4028193,2.466944,0.006814913,-2.8404396,18.688112,0.047969278
588503328,588353471,4028193,2.465028,0.0068104505,-2.552682,18.708414,0.03870026
588903314,588785466,4028193,2.4631112,0.006806081,-2.5786746,18.72366,0.03946025
589703225,589599086,4028193,2.4594684,0.0067973086,-2.5737932,18.749104,0.039257646
590103216,589980670,4028193,2.4578352,0.006792908,-2.2083585,18.779713,0.028854111
590503038,590355130,4028193,2.4562593,0.0067885127,-2.3487103,18.86169,0.032496437
590903053,590787111,4028193,2.4546728,0.0067842216,-2.1577938,18.897717,0.027375877
591712995,591593455,4028193,2.4518406,0.006775524,-1.8218174,18.749083,0.01966922
592112899,591975097,4028193,2.4506433,0.006771154,-1.7093768,18.769478,0.017297404
592512904,592407129,4028193,2.4493778,0.0067668585,-1.8825605,18.784794,0.020962784
592912892,592788663,4028193,2.448179,0.0067625083,-1.7915173,18.805246,0.018963585
593712665,593595156,4028193,2.445474,0.0067539276,-1.9341788,18.964857,0.021918012
594102660,593969536,4028193,2.4442284,0.0067496435,-1.938721,19.089748,0.021877006
594502706,594401479,4028193,2.4431357,0.0067454814,-1.5474033,19.22107,0.0138416225
594902604,594783075,4028193,2.4419856,0.006741291,-1.8158336,19.337666,0.018945476
595702584,595596659,4028193,2.4396613,0.0067330715,-1.6274726,19.530544,0.015068517
596112437,595971083,4028193,2.438553,0.0067289374,-1.5853491,19.557535,0.014278848
596522345,596403087,4028193,2.4374583,0.0067249076,-1.5835483,19.644253,0.014183539
596912292,596777465,4028193,2.4363332,0.0067208214,-1.662082,19.726013,0.015560483
597712312,597591112,4028193,2.43406,0.0067128274,-1.6037381,19.907473,0.014355167
598112155,597972660,4028193,2.432867,0.006708844,-1.7867837,20.035233,0.017705454
598712103,598563083,4028193,2.431362,0.0067029446,-1.7004731,20.226034,0.015884966
599112139,598995067,4028193,2.4301825,0.0066991076,-1.8584883,20.345037,0.018863343
599501998,599369497,4028193,2.428904,0.006695215,-1.9112236,20.453466,0.019843286
599912022,599801511,4028193,2.4276495,0.006691439,-1.9549787,20.58569,0.020628903
600711964,600564684,4028193,2.425001,0.006683824,-2.0763662,20.672487,0.023172487
601111862,600996682,4028193,2.4235358,0.0066800877,-2.2834566,20.666681,0.02803317
601501798,601371072,4028193,2.4220984,0.006676296,-2.2513132,20.812304,0.027058842
601901897,601745464,4028193,2.4205384,0.0066725346,-2.5271509,20.93559,0.03389492
602701688,602559086,4028193,2.4176805,0.0066652116,-2.4011004,21.226694,0.030178368
603101634,602991067,4028193,2.4161196,0.006661631,-2.6571634,21.358955,0.036729414
603501681,603372691,4028193,2.4145458,0.0066580125,-2.5620801,21.449684,0.034003377
603911585,603804701,4028193,2.4130669,0.0066544753,-2.4756393,21.522594,0.031640083
