timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
539374288,539373583,45936231,42.3585499,-71.08724959999999,3.4908094,-2.9582202,5.3897896,-0.79315186,0.5521927,-0.121025085,0.054440822,0.022250889,0.0058561754,-0.012089494,-2.3011417,2.5787416,-0.4724617,0.031342722,-0.04375394,-0.021639552,2.5836766,0.053713392,5.8792515,0.1,0.6202123,0.45725036,0.20397682,0.12725878,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
539384174,539383538,45936231,42.3585499,-71.08724959999999,3.4916203,-2.958709,5.3895926,-0.79315186,0.5521927,-0.121025085,0.05460573,0.02209845,0.005665948,-0.012352435,-2.3011417,2.5787416,-0.4724617,0.0014573089,-0.025834065,-0.011325955,2.5836744,0.053713392,5.8792515,0.1,0.6214603,0.458164,0.20447743,0.12745687,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
539473899,539473129,45936231,42.3585499,-71.08724959999999,3.498443,-2.9621155,5.386979,-0.79315186,0.5521927,-0.121025085,0.05537401,0.02245392,0.007602633,-0.01192498,-2.3011417,2.5787416,-0.4724617,0.03994921,0.04000957,0.07256082,2.583596,0.053713392,5.8792515,0.1,0.63295525,0.46248987,0.20902906,0.12866521,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
539573456,539572675,45936231,42.3585499,-71.08724959999999,3.5037003,-2.9652655,5.389129,-0.79315186,0.5521927,-0.121025085,0.053929333,0.024853382,0.017911822,0.001310975,-2.3011417,2.5787416,-0.4724617,-0.055018183,-0.081805065,-0.04567093,2.583478,0.053713392,5.8792515,0.10698986,0.62081856,0.46050632,0.20411335,0.12778106,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
539672798,539672221,45936231,42.3585499,-71.08724959999999,3.507993,-2.9669538,5.3920116,-0.79315186,0.5521927,-0.121025085,0.050329953,0.023185752,0.02347864,0.009338562,-2.3011417,2.5787416,-0.4724617,-0.030350449,-0.020117024,0.061035395,2.5834258,0.053713392,5.8792515,0.101242065,0.6336168,0.46176213,0.20910077,0.1285997,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
539772409,539771767,45936231,42.3585499,-71.08724959999999,3.5112422,-2.9675257,5.396136,-0.79315186,0.5521927,-0.121025085,0.04772766,0.023027554,0.023342239,0.012234201,-2.3011417,2.5787416,-0.4724617,-0.013395195,-0.052144755,-0.12066327,2.5834618,0.053713392,5.8792515,0.101696014,0.6227285,0.46024,0.20529044,0.12795614,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
539872001,539871313,45936231,42.3585499,-71.08724959999999,3.5143116,-2.9670389,5.398438,-0.79315186,0.5521927,-0.121025085,0.04800404,0.024150653,0.016861798,0.006952094,-2.3011417,2.5787416,-0.4724617,0.050342396,-0.0037483592,-0.062136464,2.5835001,0.053713392,5.8792515,0.10136509,0.6356912,0.46146575,0.21034102,0.128755,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
539971513,539970859,45936231,42.3585499,-71.08724959999999,3.5196087,-2.9712005,5.3993483,-0.79315186,0.5521927,-0.121025085,0.048585806,0.022706566,0.006665387,-0.002728408,-2.3011417,2.5787416,-0.4724617,-0.030622093,0.021647587,-0.077863224,2.5835195,0.053713392,5.8792515,0.1,0.621141,0.45878863,0.20361283,0.12749118,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
540071140,540070405,45936231,42.3585499,-71.08724959999999,3.5252082,-2.9752471,5.3984866,-0.79315186,0.5521927,-0.121025085,0.04696623,0.024547935,0.012538617,0.0021225433,-2.3011417,2.5787416,-0.4724617,-0.063090734,-0.010038122,0.26454914,2.5835047,0.053713392,5.8792515,0.1,0.6339685,0.46001095,0.20866562,0.12829141,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
540170530,540169951,45936231,42.3585499,-71.08724959999999,3.5329506,-2.982538,5.400541,-0.79315186,0.5521927,-0.121025085,0.044331882,0.024913253,0.025771262,0.016550299,-2.3011417,2.5787416,-0.4724617,-0.017409572,0.052062407,0.21151483,2.5834944,0.053713392,5.8792515,0.1031003,0.61152923,0.45828453,0.19527456,0.12603396,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
540270080,540269497,45936231,42.3585499,-71.08724959999999,3.5405097,-2.98903,5.4029474,-0.79315186,0.5521927,-0.121025085,0.04570629,0.021983776,0.02361184,0.014928854,-2.3011417,2.5787416,-0.4724617,0.040010005,-0.031659503,-0.17220655,2.5834785,0.053713392,5.8792515,0.1,0.6235378,0.45949352,0.20006838,0.12686932,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
540369702,540369043,45936231,42.3585499,-71.08724959999999,3.5495179,-2.9959314,5.402407,-0.79315186,0.5521927,-0.121025085,0.04735287,0.017836796,0.01620102,0.005779038,-2.3011417,2.5787416,-0.4724617,0.016156495,0.00047309487,-0.14439,2.5834904,0.053713392,5.8792515,0.1,0.60405886,0.45434913,0.18913303,0.12435407,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
540469152,540468590,45936231,42.3585499,-71.08724959999999,3.5580904,-3.001388,5.401223,-0.79315186,0.5521927,-0.121025085,0.04976832,0.016680704,0.009806855,-0.0021255298,-2.3011417,2.5787416,-0.4724617,0.009450201,-0.007770301,-0.008443961,2.5834358,0.053713392,5.8792515,0.1,0.6154643,0.45551935,0.19390748,0.12520997,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
540568956,540568136,45936231,42.3585499,-71.08724959999999,3.5652218,-3.0111651,5.3992605,-0.79315186,0.5521927,-0.121025085,0.050260387,0.015647644,0.009290536,-0.0043481435,-2.3011417,2.5787416,-0.4724617,0.0427024,0.016845966,-0.06896683,2.5833027,0.053713392,5.8792515,0.1,0.59552246,0.44974092,0.1824323,0.122367226,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
540668792,540667682,45936231,42.3585499,-71.08724959999999,3.5712767,-3.0201228,5.3967977,-0.79315186,0.5521927,-0.121025085,0.049523823,0.012435028,0.00643756,-0.009023489,-2.3011417,2.5787416,-0.4724617,-0.0068866075,-0.021083621,0.009473802,2.5831904,0.053713392,5.8792515,0.1,0.60625374,0.45090127,0.18706934,0.1232597,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
540777921,540777182,45936231,42.3585499,-71.08724959999999,3.5763924,-3.0353606,5.3953524,-0.79315186,0.5521927,-0.121025085,0.046864767,0.006563836,0.014616036,-0.0016433287,-2.3011417,2.5787416,-0.4724617,-0.017394917,-0.039162718,0.10003006,2.5830722,0.053713392,5.8792515,0.1,0.5912194,0.44733888,0.17936163,0.12134307,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
540877283,540876728,45936231,42.3585499,-71.08724959999999,3.5802426,-3.0477974,5.39505,-0.79315186,0.5521927,-0.121025085,0.045068514,0.0015612711,0.015197479,-0.0012648469,-2.3011417,2.5787416,-0.4724617,0.020223368,-0.006702668,-0.043968838,2.5829732,0.053713392,5.8792515,0.1,0.601631,0.45222163,0.18392839,0.12276841,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
540976893,540976274,45936231,42.3585499,-71.08724959999999,3.5798793,-3.0649786,5.3914475,-0.79315186,0.5521927,-0.121025085,0.041543137,-0.0053740633,0.013469403,-0.0062722676,-2.3011417,2.5787416,-0.4724617,0.031516094,-0.0020024818,-0.00231924,2.5828824,0.053713392,5.8792515,0.1,0.5859465,0.44769302,0.17605473,0.120639525,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
541076393,541075820,45936231,42.3585499,-71.08724959999999,3.5791278,-3.0794249,5.387759,-0.79315186,0.5521927,-0.121025085,0.03639268,-0.0081260335,0.017625915,-0.005243224,-2.3011417,2.5787416,-0.4724617,-0.023495527,0.04898319,0.08034597,2.582759,0.053713392,5.8792515,0.1,0.59601015,0.44884914,0.18061912,0.121580556,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
541175958,541175366,45936231,42.3585499,-71.08724959999999,3.5813034,-3.096545,5.383281,-0.79315186,0.5521927,-0.121025085,0.03304195,-0.012556436,0.018369231,-0.008398848,-2.3011417,2.5787416,-0.4724617,-0.019624082,-0.012934614,-0.06352044,2.582666,0.053713392,5.8792515,0.1,0.58437,0.44617927,0.17640448,0.12045214,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
541275559,541274912,45936231,42.3585499,-71.08724959999999,3.5837998,-3.1108322,5.379872,-0.79315186,0.5521927,-0.121025085,0.031614777,-0.01778428,0.013366135,-0.01549394,-2.3011417,2.5787416,-0.4724617,0.0125748925,-0.015518567,-0.022473382,2.5826557,0.053713392,5.8792515,0.1,0.5944344,0.44733742,0.1809849,0.12139773,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
541375107,541374459,45936231,42.3585499,-71.08724959999999,3.5841327,-3.1292498,5.3738804,-0.79315186,0.5521927,-0.121025085,0.027741412,-0.024054937,0.010637148,-0.022112098,-2.3011417,2.5787416,-0.4724617,-0.01650918,0.013856653,0.066474184,2.5826697,0.053713392,5.8792515,0.1,0.5817994,0.44418347,0.17579456,0.11999876,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
541474577,541474005,45936231,42.3585499,-71.08724959999999,3.5840712,-3.1449163,5.368241,-0.79315186,0.5521927,-0.121025085,0.025369149,-0.028920736,0.013613746,-0.022532826,-2.3011417,2.5787416,-0.4724617,0.052325465,-0.007861971,-0.061115507,2.5826812,0.053713392,5.8792515,0.1,0.5917743,0.44900292,0.18039638,0.12144844,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
541574160,541573551,45936231,42.3585499,-71.08724959999999,3.5868976,-3.1564217,5.363322,-0.79315186,0.5521927,-0.121025085,0.024618108,-0.030443368,0.012621097,-0.025642587,-2.3011417,2.5787416,-0.4724617,-0.003880513,0.024515495,0.0783288,2.5826535,0.053713392,5.8792515,0.1,0.57930267,0.44586137,0.17525847,0.12006609,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
541673685,541673097,45936231,42.3585499,-71.08724959999999,3.5901806,-3.1648836,5.359602,-0.79315186,0.5521927,-0.121025085,0.022756403,-0.031251546,0.014457408,-0.024781425,-2.3011417,2.5787416,-0.4724617,0.003024057,-0.01300529,0.013888056,2.5825953,0.053713392,5.8792515,0.1,0.58919775,0.44705838,0.17986254,0.12104163,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
541773343,541772646,45936231,42.3585499,-71.08724959999999,3.595133,-3.1751199,5.357122,-0.79315186,0.5521927,-0.121025085,0.021181308,-0.033106826,0.012437492,-0.026371533,-2.3011417,2.5787416,-0.4724617,-0.01998096,-0.005814802,0.023608854,2.58258,0.053713392,5.8792515,0.1,0.5808074,0.44593242,0.17857051,0.12074611,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
541872829,541872189,45936231,42.3585499,-71.08724959999999,3.5998843,-3.1844537,5.354587,-0.79315186,0.5521927,-0.121025085,0.021313706,-0.035850268,0.015218833,-0.023415567,-2.3011417,2.5787416,-0.4724617,0.020504225,-0.032229543,-0.046498023,2.582567,0.053713392,5.8792515,0.1,0.59099615,0.4471306,0.18325643,0.12170722,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
541972398,541971735,45936231,42.3585499,-71.08724959999999,3.6036584,-3.1932187,5.3515096,-0.79315186,0.5521927,-0.121025085,0.021432446,-0.037207864,0.014689229,-0.024370532,-2.3011417,2.5787416,-0.4724617,0.017716125,0.021643132,0.030167958,2.5825343,0.053713392,5.8792515,0.1,0.58127266,0.4454181,0.18059699,0.12107595,inf,inf,inf,inf,1,1,1,1,3,1,3,2,6,0,1,1,1,0
