timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
540309818,540309316,42.358581857254,-71.08728598936524,0.4762287,-28.662584,0.00024282932,2.6502237,2.6204298,0.38343668,16,0,1,0
541305279,541304776,42.358582182143664,-71.08728750439315,0.5009346,-28.537678,0.00024282932,2.6452708,2.6191702,0.4134755,16,0,1,0
542310578,542310192,42.35858245017479,-71.08728890952409,0.5412884,-28.398024,0.00024282932,2.6457546,2.619441,0.449749,16,0,1,0
543306017,543305652,42.358582715034636,-71.08729045495254,0.60403347,-28.253979,0.00024282932,2.6495805,2.6202457,0.49808407,16,0,1,0
544311627,544311068,42.358583056985715,-71.08729067868708,0.6398902,-28.098421,0.00024282932,2.643962,2.6193259,0.532876,16,0,1,0
545307116,545306529,42.35858357616801,-71.08729066040705,0.6567497,-27.981764,0.00024282932,2.6448057,2.6200938,0.54606724,16,0,1,0
546312528,546311945,42.358583537991294,-71.08729103080213,0.6803584,-27.858154,0.00024282932,2.64733,2.620702,0.5792489,16,0,1,0
547308344,547307407,42.358584034746,-71.08729036239959,0.68086624,-27.757647,0.00024282932,2.649026,2.6215637,0.5698385,16,0,1,0
548303220,548302869,42.35858454378238,-71.0872897958448,0.6675067,-27.691006,0.00024282932,2.6555521,2.622026,0.5655389,16,0,1,0
549308822,549308285,42.35858540815379,-71.08728890845234,0.6323943,-27.60608,0.00024282932,2.6523843,2.6217465,0.52823114,16,0,1,0
550314328,550313702,42.3585859928655,-71.08728915694677,0.62332773,-27.529383,0.00024282932,2.6506965,2.6216087,0.53427696,16,0,1,0
551309716,551309164,42.358586142604366,-71.08728909784324,0.64693594,-27.443476,0.00024282932,2.6478703,2.620343,0.5594163,16,0,1,0
552305063,552304627,42.35858676709216,-71.08728943449552,0.6823082,-27.385517,0.00024282932,2.6515765,2.6208534,0.59051275,16,0,1,0
553310654,553310044,42.358587034150155,-71.087289877609,0.691525,-27.389727,0.00024282932,2.6429565,2.6187634,0.58462095,16,0,1,0
554306016,554305507,42.35858734855504,-71.08729092499902,0.68055105,-27.429827,0.00024282932,2.6410847,2.6185186,0.58552647,16,0,1,0
555311329,555310925,42.35858671794366,-71.08729028742279,0.7118354,-27.434479,0.00024282932,2.6403086,2.6182299,0.6210456,16,0,1,0
556306849,556306389,42.35858626616284,-71.08728996913803,0.7525425,-27.434559,0.00024282932,2.6430573,2.6187747,0.6570449,16,0,1,0
557312358,557311807,42.35858673954824,-71.08728993620174,0.7840619,-27.464598,0.00024282932,2.6398227,2.6185925,0.68801355,16,0,1,0
558307680,558307271,42.35858709363742,-71.08728996008541,0.813365,-27.472687,0.00024282932,2.646179,2.6201746,0.70239544,16,0,1,0
559313042,559312689,42.35858750377457,-71.08729025406886,0.81585646,-27.523382,0.00024282932,2.6410043,2.6193879,0.7211518,16,0,1,0
560308687,560308154,42.35858765107771,-71.08729012452207,0.803215,-27.583471,0.00024282932,2.6416059,2.6200173,0.69964886,16,0,1,0
561313923,561313573,42.35858799561688,-71.08729005371342,0.7972307,-27.622402,0.00024282932,2.6432555,2.6203406,0.69664335,16,0,1,0
562309528,562309037,42.358587614279976,-71.08728965390404,0.7673297,-27.67954,0.00024282932,2.6424289,2.620367,0.675591,16,0,1,0
563304922,563304502,42.35858741830069,-71.08728881852576,0.77191067,-27.698181,0.00024282932,2.6480687,2.6207757,0.6822257,16,0,1,0
