timestamp,load,ram_usage
603326809,0.26396316,0.3664463
603826796,0.26344883,0.3664463
604326796,0.26365548,0.3664463
604826796,0.26443255,0.3664463
605326796,0.26269603,0.3664463
605826795,0.2635805,0.3664463
606326796,0.26321203,0.3664463
606827061,0.26454777,0.3664463
607326796,0.26395738,0.3664463
607827181,0.26268023,0.3664463
608326810,0.26433957,0.3664463
608826795,0.26303798,0.3664463
609326796,0.2646035,0.3664463
609826795,0.26320946,0.3664463
610326796,0.26326907,0.3664463
610826797,0.26334947,0.3664463
611326797,0.26445198,0.3664463
611826830,0.26257414,0.3664463
612326797,0.26424545,0.3664463
612826795,0.26356453,0.3664463
613327243,0.263447,0.3664463
613826862,0.26775485,0.3664463
614326797,0.262434,0.3664463
614826796,0.27506256,0.3664463
615326797,0.25520098,0.3664463
615826796,0.26890457,0.3664463
616326795,0.26433855,0.3664463
616826796,0.267022,0.3664463
617326819,0.255875,0.3664463
617826980,0.26158625,0.3664463
618326796,0.26183182,0.3664463
618826914,0.26015294,0.3664463
619326825,0.27184236,0.3664463
619826796,0.26146334,0.3664463
620326796,0.26551652,0.3664463
620826795,0.26212198,0.3664463
621326796,0.2649629,0.3664463
621826795,0.26611507,0.3664463
622326796,0.26464403,0.3664463
622826815,0.25940162,0.3664463
623326796,0.26286,0.3664463
623826796,0.25987798,0.3664463
624327128,0.26456285,0.3664463
624826795,0.26016223,0.3664463
625327161,0.2627682,0.3664463
625826796,0.2598797,0.3664463
626326796,0.255212,0.3664463
626826796,0.26139253,0.3664463
627326796,0.26239496,0.3664463
627826797,0.25984305,0.3664463
628326796,0.26220948,0.3664463
628826796,0.26018202,0.3664463
629326817,0.262308,0.3664463
629826796,0.2594235,0.3664463
630326796,0.2616365,0.3664463
630827255,0.2612787,0.3664463
631326801,0.2625919,0.3664463
631826811,0.2601003,0.3664463
632326796,0.26181293,0.3664463
632826796,0.25993747,0.3664463
633326796,0.264018,0.3664463
633826795,0.258906,0.3664463
634326796,0.26364,0.3664463
634826795,0.26068854,0.3664463
635326796,0.26246947,0.3664463
635826796,0.25928253,0.3664463
636326795,0.26262546,0.3664463
636826829,0.26042598,0.3664463
637327671,0.262016,0.3664463
637827187,0.26042163,0.3664463
638327046,0.2616902,0.3664463
638826919,0.26013958,0.3664463
639326890,0.26237065,0.3664463
639826883,0.2615943,0.3664463
640326796,0.26215965,0.3664463
640826796,0.26141,0.3664463
641326797,0.261536,0.3664463
641827076,0.2600569,0.3664463
642326798,0.2629817,0.3664463
642826981,0.26099932,0.3664463
643326796,0.26219463,0.3664463
643826796,0.2590335,0.3664463
644326795,0.26307452,0.3664463
644826796,0.25979197,0.3664463
645326796,0.26283747,0.3664463
645826796,0.25895548,0.3664463
646326797,0.26186454,0.3664463
646826796,0.25924802,0.3664463
647326796,0.26231802,0.3664463
647826795,0.26010054,0.3664463
648327001,0.26249385,0.3664463
648826796,0.25956643,0.3664463
649327150,0.26175117,0.3664463
649826796,0.25981557,0.3664463
650326796,0.26165652,0.3664463
650826796,0.25959545,0.3664463
651326796,0.26098853,0.3664463
651826796,0.26065946,0.3664463
652326796,0.2606585,0.3664463
652826796,0.25879747,0.3664463
653326796,0.25718403,0.3664463
653826798,0.2605555,0.3664463
654326796,0.2603885,0.3664463
654827212,0.26181322,0.3664463
655326820,0.26185083,0.3664463
655827228,0.25949198,0.3664463
656326799,0.26142198,0.3664463
656826796,0.25996798,0.3664463
657326795,0.26239598,0.3664463
657826796,0.260094,0.3664463
658326795,0.2623105,0.3664463
658826797,0.25977546,0.3664463
659326796,0.26198202,0.3664463
659826796,0.259162,0.3664463
660326796,0.262258,0.3664463
660826796,0.26019454,0.3664463
661327240,0.264023,0.3664463
661826811,0.26193857,0.3664463
662326795,0.25986654,0.3664463
662826796,0.26066148,0.3664463
663326796,0.26094002,0.3664463
663826796,0.26104403,0.3664463
664326796,0.260678,0.3664463
664826797,0.26116747,0.3664463
665326796,0.26151103,0.3664463
665826797,0.2612275,0.3664463
666326795,0.26124,0.3664463
666826796,0.25929397,0.3664463
667326796,0.26072454,0.3664463
667827242,0.26068348,0.3664463
668326897,0.26163602,0.3664463
668826813,0.25940788,0.3664463
669326796,0.26299655,0.3664463
669826795,0.26097202,0.3664463
670326796,0.26219147,0.3664463
670826795,0.25930107,0.3664463
671326796,0.26041198,0.3664463
671826796,0.260212,0.3664463
672326796,0.2620715,0.3664463
672827137,0.2594865,0.3664463
673326855,0.26284236,0.3664463
673826796,0.26090896,0.3664463
674327536,0.26074612,0.3664463
674826863,0.26127666,0.3664463
675326796,0.26015198,0.3664463
675826795,0.26095653,0.3664463
676326797,0.2600655,0.3664463
676826818,0.262852,0.3664463
677326796,0.25922,0.3664463
677826816,0.2612325,0.3664463
678326824,0.26092887,0.3664463
678826832,0.2625442,0.3664463
679326796,0.26037043,0.3664463
679826797,0.262666,0.3664463
680326795,0.26106852,0.3664463
680827329,0.26205266,0.3664463
681326796,0.25250715,0.3664463
681826797,0.2622515,0.3664463
682326795,0.259566,0.3664463
682826796,0.26145148,0.3664463
683326798,0.26045853,0.3664463
683826797,0.260822,0.3664463
684326797,0.26016003,0.3664463
684826796,0.26097053,0.3664463
685326796,0.26127094,0.3664463
685826796,0.26136655,0.3664463
686326799,0.2599895,0.3664463
686826796,0.26040453,0.3664463
687327358,0.26040673,0.3664463
687826796,0.2627678,0.3664463
688326796,0.2613985,0.3664463
688826796,0.26311094,0.3664463
689326819,0.26048636,0.3664463
689826797,0.2636962,0.3664463
690326796,0.25942802,0.3664463
690826796,0.26164055,0.3664463
691326796,0.2599935,0.3664463
691826810,0.26199865,0.3664463
692326796,0.25941128,0.3664463
692826797,0.26114148,0.3664463
693326796,0.2599945,0.3664463
693827267,0.26133984,0.3664463
694326866,0.26139426,0.3664463
694826796,0.26086003,0.3664463
695326796,0.2608605,0.3664463
695826796,0.26049548,0.3664463
696326798,0.26062346,0.3664463
696826811,0.26102054,0.3664463
697326795,0.2602405,0.3664463
697826797,0.2603255,0.3664463
698326811,0.26143402,0.3664463
698826795,0.2607845,0.3664463
699326796,0.25968146,0.3664463
699826795,0.26132452,0.3664463
700327285,0.26114058,0.3664463
700826824,0.2619028,0.3664463
701326795,0.25959128,0.3664463
701826818,0.26175195,0.3664463
702326796,0.25987744,0.3664463
702826795,0.261846,0.3664463
703326795,0.25962198,0.3664463
703826796,0.26143998,0.3664463
704326796,0.25976598,0.3664463
704827156,0.26150078,0.3664463
705327066,0.2601843,0.3664463
705827017,0.26120192,0.3664463
706326894,0.25975722,0.3664463
706827666,0.2616635,0.3664463
707326811,0.26009226,0.3664463
707827183,0.25600767,0.3664463
708326796,0.25862598,0.3664463
708826796,0.2613185,0.3664463
709326795,0.26200598,0.3664463
709826795,0.26217198,0.3664463
710326796,0.2606715,0.3664463
710826795,0.2607925,0.3664463
711326797,0.26096296,0.3664463
711826796,0.26010704,0.3664463
712326796,0.26100945,0.3664463
712826796,0.26187998,0.3664463
713327037,0.26108468,0.3664463
713826796,0.26009685,0.3664463
714327092,0.26027435,0.3664463
714826795,0.26105064,0.3664463
715326795,0.260176,0.3664463
715826796,0.26307344,0.3664463
716326795,0.259484,0.3664463
716826796,0.2623505,0.3664463
717326796,0.26027346,0.3664463
717826797,0.262424,0.3664463
718326796,0.261724,0.3664463
718826797,0.26275653,0.3664463
719326796,0.26100945,0.3664463
719826926,0.26279968,0.3664463
720326796,0.26002163,0.3664463
720826980,0.2620474,0.3664463
721326803,0.25968868,0.3664463
721826796,0.26089716,0.3664463
722326795,0.26214254,0.3664463
722826804,0.2602533,0.3664463
723326798,0.2611401,0.3664463
723826799,0.26034403,0.3664463
724326796,0.2621321,0.3664463
724826795,0.2609145,0.3664463
725326795,0.2980054,0.36649662
725826796,0.2658745,0.3664463
726326796,0.25979298,0.3664463
726826796,0.26154202,0.3664463
727326800,0.26110095,0.3664463
727826841,0.26365435,0.3664463
728327309,0.26194727,0.3664463
728826795,0.26143777,0.3664463
729326795,0.259022,0.3664463
729826796,0.26228547,0.3664463
730326796,0.25936002,0.3664463
730826817,0.26253843,0.3664463
731326796,0.25970942,0.3664463
731826795,0.2616825,0.3664463
732326816,0.25901997,0.3664463
732826796,0.26199746,0.3664463
733326796,0.26023197,0.3664463
733826816,0.26029855,0.3664463
734326891,0.2602635,0.3664463
734827189,0.26190746,0.3664463
735327017,0.26120907,0.3664463
735826799,0.26083475,0.3664463
736326796,0.26124603,0.3664463
736826796,0.26212,0.3664463
737326795,0.261562,0.3664463
737826796,0.26092052,0.3664463
738326796,0.26132697,0.3664463
738826796,0.2609505,0.3664463
739326797,0.26025653,0.3664463
739826796,0.26052898,0.3664463
740326796,0.25784254,0.3664463
740826797,0.259816,0.3664463
741326881,0.26275933,0.3664463
741826860,0.26137555,0.3664463
742326918,0.26058125,0.3664463
742826796,0.25520778,0.3664463
743326796,0.2594965,0.3664463
743826796,0.261504,0.3664463
744326796,0.26038748,0.3664463
744826795,0.259647,0.3664463
745326796,0.26044148,0.3664463
745826796,0.26033002,0.3664463
746326794,0.2625265,0.3664463
746826795,0.261352,0.3664463
747326796,0.26043546,0.3664463
747826818,0.26124197,0.3664463
748326810,0.25988197,0.3664463
748826810,0.26068997,0.3664463
749326892,0.2596087,0.3664463
749827282,0.26065952,0.3664463
750326815,0.260202,0.3664463
750826796,0.26121747,0.3664463
751326796,0.26224107,0.3664463
751826797,0.2607875,0.3664463
752326795,0.26114398,0.3664463
752826811,0.26135802,0.3664463
753326796,0.25951803,0.3664463
753826796,0.26065397,0.3664463
754326851,0.2601679,0.3664463
754826796,0.25994557,0.3664463
755326795,0.26048905,0.3664463
755826798,0.26058894,0.3664463
756327359,0.26142365,0.3664463
756826938,0.26065654,0.3664463
757326796,0.2587955,0.3664463
757826797,0.26125497,0.3664463
758326797,0.2588725,0.3664463
758826794,0.262604,0.3664463
759326795,0.261896,0.3664463
759826795,0.26053852,0.3664463
760326795,0.2611435,0.3664463
760826795,0.260024,0.3664463
761326795,0.26180655,0.3664463
761827210,0.2623514,0.3664463
762327345,0.2606179,0.3664463
762827304,0.26117396,0.3664463
763327025,0.2614239,0.3664463
763826968,0.26014316,0.3664463
764327070,0.26021546,0.3664463
764826811,0.26254535,0.3664463
765326814,0.26233107,0.3664463
765826809,0.2612614,0.3664463
766326797,0.2613575,0.3664463
766826796,0.260262,0.3664463
767326796,0.26136398,0.3664463
767826798,0.25883746,0.3664463
768326796,0.2567485,0.3664463
768826796,0.257896,0.3664463
769326817,0.26305443,0.3664463
769826797,0.25961143,0.3664463
770326795,0.26132452,0.3664463
770826798,0.25954694,0.3664463
771327172,0.26201135,0.3664463
771827020,0.2585987,0.3664463
772326812,0.261926,0.3664463
772826796,0.259462,0.3664463
773326796,0.2607,0.3664463
773826797,0.25978655,0.3664463
774326795,0.26226348,0.3664463
774826795,0.26153255,0.3664463
775326810,0.26154345,0.3664463
775826795,0.259894,0.3664463
776326796,0.261832,0.3664463
776826796,0.25928003,0.3664463
777326797,0.26059747,0.3664463
777826863,0.26014727,0.3664463
778326797,0.2625149,0.3664463
778826883,0.25969934,0.3664463
779327130,0.26137894,0.3664463
779826795,0.26091903,0.3664463
780326796,0.26269346,0.3664463
780826796,0.25887054,0.3664463
781326795,0.2615,0.3664463
781826796,0.259116,0.3664463
782326796,0.26277947,0.3664463
782826796,0.259008,0.3664463
783326796,0.26174998,0.3664463
783826795,0.25886852,0.3664463
784326898,0.26123816,0.3664463
784826824,0.26057488,0.3664463
785326795,0.2612008,0.3664463
785826797,0.25876147,0.3664463
786327381,0.26251537,0.3664463
786827041,0.25897646,0.3664463
787326796,0.2619455,0.3664463
787826796,0.25895,0.3664463
788326904,0.26046997,0.3664463
788826815,0.26131713,0.3664463
789326796,0.26303744,0.3664463
789826796,0.25961947,0.3664463
790326796,0.26243454,0.3664463
790826796,0.2624535,0.3664463
791326796,0.2623685,0.3664463
791826795,0.25902402,0.3664463
792326796,0.26119947,0.3664463
792826920,0.26164615,0.3664463
793326797,0.26206392,0.3664463
793826849,0.26039642,0.3664463
794327015,0.2597986,0.3664463
794826812,0.26043898,0.3664463
795326796,0.26351708,0.3664463
795826795,0.25356603,0.3664463
796326797,0.26131898,0.3664463
796826795,0.25905102,0.3664463
797326796,0.263372,0.3664463
797826796,0.26029146,0.3664463
798326796,0.2597,0.3664463
798826796,0.261124,0.3664463
799326796,0.260732,0.3664463
799826796,0.260772,0.3664463
800326795,0.2608425,0.3664463
800826820,0.26104295,0.3664463
801327396,0.26134837,0.3664463
801827013,0.26029843,0.3664463
802326818,0.2613889,0.3664463
802826796,0.260998,0.3664463
803326796,0.259866,0.3664463
803826795,0.26188803,0.3664463
804326796,0.26105797,0.3664463
804826796,0.260606,0.3664463
805326816,0.26152802,0.3664463
805826796,0.26081747,0.3664463
806326795,0.26205403,0.3664463
806826796,0.260804,0.3664463
807326796,0.25888252,0.3664463
807826795,0.262842,0.3664463
808326820,0.261576,0.3664463
808826797,0.261284,0.3664463
809326971,0.25856692,0.3664463
809826796,0.26045406,0.3664463
810326796,0.26242346,0.3664463
810826796,0.260368,0.3664463
811326796,0.2597745,0.3664463
811826796,0.2616675,0.3664463
812326795,0.25991797,0.3664463
812826795,0.26095998,0.3664463
813326796,0.2601825,0.3664463
813826896,0.26209044,0.3664463
814327430,0.26195288,0.3664463
814826975,0.26024884,0.3664463
815327179,0.26104552,0.3664463
815826850,0.26032436,0.3664463
816327711,0.26068008,0.3664463
816827039,0.26124817,0.3664463
817327025,0.26216882,0.3664463
817826796,0.26107907,0.3664463
818326818,0.25920653,0.3664463
818826795,0.262708,0.3664463
819326796,0.2613575,0.3664463
819826796,0.2597195,0.3664463
820326795,0.26208705,0.3664463
820826810,0.26170945,0.3664463
821326796,0.26132798,0.3664463
821826797,0.25559652,0.3664463
822326796,0.258842,0.3664463
822826796,0.26105547,0.3664463
823326796,0.26044202,0.3664463
823826796,0.26114798,0.3664463
824326823,0.25998646,0.3664463
824827261,0.26130056,0.3664463
825327053,0.26108682,0.3664463
825826815,0.26067603,0.3664463
826326819,0.25981802,0.3664463
826826796,0.262434,0.3664463
827326795,0.26070654,0.3664463
827826795,0.26138347,0.3664463
828326796,0.26110202,0.3664463
828826795,0.2623325,0.3664463
829326806,0.26129293,0.3664463
829826796,0.26230454,0.3664463
830326795,0.2611305,0.3664463
830826796,0.26153946,0.3664463
831326870,0.26164764,0.3664463
831826796,0.2623279,0.3664463
832326797,0.26123303,0.3664463
832826906,0.2599308,0.3664463
833327260,0.26049334,0.3664463
833826796,0.26106745,0.3664463
834326796,0.262334,0.3664463
834826795,0.26000452,0.3664463
835326797,0.2614255,0.3664463
835826797,0.26264948,0.3664463
836326796,0.262098,0.3664463
836826795,0.26073307,0.3664463
837326797,0.26055896,0.3664463
837826801,0.2623204,0.3664463
838326818,0.25944006,0.3664463
838826869,0.26228368,0.3664463
839326797,0.26008195,0.3664463
839826983,0.26113164,0.3664463
840326860,0.2622202,0.3664463
840826900,0.26235598,0.3664463
841326796,0.25877833,0.3664463
841826796,0.26240295,0.3664463
842326810,0.26098704,0.3664463
842826796,0.262268,0.3664463
843326796,0.25957346,0.3664463
843826796,0.26154602,0.3664463
844326796,0.2605465,0.3664463
844826797,0.26093745,0.3664463
845326796,0.25943947,0.3664463
845826796,0.262304,0.3664463
846326796,0.2606905,0.3664463
846826796,0.2604965,0.3664463
847326830,0.26041776,0.3664463
847826797,0.26120573,0.3664463
848327003,0.2533822,0.3664463
848826941,0.26187557,0.3664463
849327098,0.25991833,0.3664463
849826818,0.26169288,0.3664463
850326817,0.26072615,0.3664463
850826796,0.26284748,0.3664463
851326796,0.259412,0.3664463
851826797,0.2627145,0.3664463
852326796,0.2596175,0.3664463
852826796,0.261496,0.3664463
853326796,0.26278198,0.3664463
853826796,0.26204652,0.3664463
854326816,0.260238,0.3664463
854826811,0.26303202,0.3664463
855326796,0.26092947,0.3664463
855826796,0.2611205,0.3664463
856326796,0.26022494,0.3664463
856827107,0.26142383,0.3664463
857327009,0.26061022,0.3664463
857826797,0.26043087,0.3664463
858326817,0.25992054,0.3664463
858826795,0.26232302,0.3664463
859326795,0.26024348,0.3664463
859826796,0.261402,0.3664463
860326795,0.260848,0.3664463
860826796,0.260962,0.3664463
861326796,0.261186,0.3664463
861826796,0.26097602,0.3664463
862327140,0.25893998,0.3664463
862827088,0.26175368,0.3664463
863327078,0.2597307,0.3664463
863826878,0.2623189,0.3664463
864326933,0.2581815,0.3664463
864826878,0.2608279,0.3664463
865327181,0.26177382,0.3664463
865827017,0.2601334,0.3664463
866326812,0.26127547,0.3664463
866826795,0.27502656,0.3664463
867326795,0.26215148,0.3664463
867826795,0.26375002,0.3664463
868326795,0.26004452,0.3664463
868826796,0.26194346,0.3664463
869326796,0.267668,0.3664463
869826814,0.26325852,0.3664463
870326796,0.2671591,0.3664463
870826825,0.26173735,0.3664463
871326796,0.26041913,0.3664463
871826796,0.26192546,0.3664463
872326797,0.25984251,0.3664463
872826809,0.26294202,0.3664463
873326799,0.26063293,0.3664463
873827734,0.26194966,0.3664463
874326796,0.26013255,0.3664463
874826796,0.2611295,0.3664463
875326797,0.260772,0.3664463
875826796,0.26027203,0.3664463
876326796,0.25971198,0.3664463
876826796,0.26135802,0.3664463
877326795,0.25969452,0.3664463
877826796,0.26325548,0.3664463
878326794,0.26101053,0.3664463
878826796,0.2618655,0.3664463
879326796,0.26012403,0.3664463
879826796,0.2605185,0.3664463
880326831,0.26097572,0.3664463
880826797,0.2619533,0.3664463
881326809,0.260033,0.3664463
881826803,0.26047033,0.3664463
882327254,0.25984436,0.3664463
882826796,0.2628119,0.3664463
883326795,0.25927746,0.3664463
883826795,0.26182997,0.3664463
884326795,0.25734854,0.3664463
884826795,0.26336598,0.3664463
885326869,0.25954145,0.3664463
885826796,0.26134598,0.3664463
886326796,0.26094002,0.3664463
886826816,0.262048,0.3664463
887326796,0.26099002,0.3664463
887826795,0.26151252,0.3664463
888326796,0.26053947,0.3664463
888826796,0.26255345,0.3664463
889326796,0.25968403,0.3664463
889826810,0.2556045,0.3664463
890326853,0.25859505,0.3664463
890827191,0.26346475,0.3664463
891326796,0.25907195,0.3664463
891826795,0.262358,0.3664463
892326796,0.260378,0.3664463
892826798,0.261472,0.3664463
893326796,0.26049,0.3664463
893826796,0.2622915,0.3664463
894326796,0.25772202,0.3664463
894826796,0.2610125,0.3664463
895326796,0.26037747,0.3664463
895826796,0.26238197,0.3664463
896326827,0.25890684,0.3664463
896826795,0.26071376,0.3664463
897326809,0.25890476,0.3664463
897826797,0.26152682,0.3664463
898326810,0.25821197,0.3664463
898826797,0.2603355,0.3664463
899327167,0.25804627,0.3664463
899827023,0.2618184,0.3664463
900326811,0.258538,0.3664463
900826796,0.26231998,0.3664463
901326797,0.25864202,0.3664463
901826795,0.26314902,0.3664463
902326813,0.25937498,0.3664463
902826832,0.26168966,0.3664463
903326796,0.25914067,0.3664463
903826795,0.2615425,0.3664463
904326796,0.259256,0.3664463
904826796,0.26128548,0.3664463
905326796,0.25984,0.3664463
905826795,0.26170802,0.3664463
906326799,0.26068598,0.3664463
906826795,0.26103252,0.3664463
907326797,0.26008296,0.3664463
907827638,0.26168543,0.3664463
908327311,0.26019764,0.3664463
908827190,0.2616232,0.3664463
909326851,0.25935817,0.3664463
909826796,0.26156878,0.3664463
910326796,0.26132,0.3664463
910826796,0.261644,0.3664463
911326797,0.2593925,0.3664463
911826796,0.26272148,0.3664463
912326796,0.260638,0.3664463
912826798,0.25993347,0.3664463
913326795,0.26055503,0.3664463
913826797,0.2609535,0.3664463
914326795,0.26154053,0.3664463
914826797,0.26061898,0.3664463
915326798,0.2574045,0.3664463
915826811,0.25785798,0.3664463
916327077,0.2607867,0.3664463
916827010,0.2599001,0.3664463
917326795,0.27583605,0.3664463
917826795,0.264112,0.3664463
918326797,0.26478547,0.3664463
918826817,0.26134402,0.3664463
919326797,0.26267803,0.3664463
919826796,0.25991,0.3664463
920326796,0.2604385,0.3664463
920826795,0.2622,0.3664463
921326796,0.2617035,0.3664463
921826810,0.26202655,0.3664463
922326796,0.26055145,0.3664463
922826796,0.26263398,0.3664463
923326796,0.26111603,0.3664463
923826795,0.2614845,0.3664463
924326796,0.26043898,0.3664463
924827107,0.2620414,0.3664463
925326923,0.2606486,0.3664463
925827009,0.26002753,0.3664463
926326812,0.25951147,0.3664463
926826796,0.26161504,0.3664463
927326795,0.259418,0.3664463
927826796,0.268906,0.3664463
928326796,0.25982946,0.3664463
928826817,0.26269746,0.3664463
929326795,0.258564,0.3664463
929826796,0.2617905,0.3664463
930326871,0.25830746,0.3664463
930826796,0.26180452,0.3664463
931326796,0.26119,0.3664463
931826797,0.26171398,0.3664463
932326796,0.26086652,0.3664463
932826797,0.2613535,0.3664463
933327126,0.26221895,0.3664463
933826911,0.26152098,0.3664463
934326983,0.26028347,0.3664463
934826795,0.2603799,0.3664463
935326796,0.26079655,0.3664463
935826795,0.26281345,0.3664463
936326796,0.26176602,0.3664463
936826795,0.2616645,0.3664463
937326796,0.26087397,0.3664463
937826796,0.2623775,0.3664463
938326797,0.259898,0.3664463
938826795,0.2621665,0.3664463
939326810,0.259754,0.3664463
939826795,0.26258546,0.3664463
940326796,0.259718,0.3664463
940826796,0.263178,0.3664463
941326832,0.25997198,0.3664463
941826982,0.26236427,0.3664463
942326853,0.26091212,0.3664463
942826959,0.26212347,0.3664463
943326795,0.26074356,0.3664463
943826797,0.260894,0.3664463
944326795,0.26117253,0.3664463
944826796,0.261324,0.3664463
945326796,0.26060295,0.3664463
945826796,0.26199704,0.3664463
946326795,0.26186597,0.3664463
946826796,0.2613455,0.3664463
947326796,0.25961453,0.3664463
947826796,0.2608195,0.3664463
948326796,0.25281602,0.3664463
948826796,0.260414,0.3664463
949326795,0.2604025,0.3664463
949826797,0.26236546,0.3664463
950326954,0.25846434,0.3664463
950826797,0.26220232,0.3664463
951326891,0.26039106,0.3664463
951827489,0.26001137,0.3664463
952326812,0.26011652,0.3664463
952827318,0.26242346,0.3664463
953327024,0.2611429,0.3664463
953826896,0.26114738,0.3664463
954326805,0.26160312,0.3664463
954826795,0.26165473,0.3664463
955326796,0.2621625,0.3664463
955826795,0.26141602,0.3664463
956326796,0.262044,0.3664463
956826795,0.2609135,0.3664463
957326824,0.25993127,0.3664463
957826795,0.26229537,0.3664463
958326797,0.25741947,0.3664463
958826884,0.2632982,0.3664463
959326797,0.25959468,0.3664463
959826858,0.26228398,0.3664463
960327008,0.2587629,0.3664463
960826796,0.2619065,0.3664463
961326795,0.25909746,0.3664463
961826796,0.2598465,0.3664463
962326806,0.2592523,0.3664463
962826795,0.26146376,0.3664463
963326796,0.260736,0.3664463
963826818,0.2614625,0.3664463
964326801,0.25946838,0.3664463
964826795,0.26141566,0.3664463
965326795,0.26018602,0.3664463
965826796,0.26250547,0.3664463
966326796,0.25915402,0.3664463
966826796,0.26202798,0.3664463
967326959,0.2603987,0.3664463
967826797,0.2627281,0.3664463
968326853,0.25918448,0.3664463
968826979,0.26182854,0.3664463
969326796,0.25978857,0.3664463
969826795,0.26329452,0.3664463
970326796,0.25766546,0.3664463
970826797,0.26344597,0.3664463
971326795,0.258348,0.3664463
971826795,0.263048,0.3664463
972326796,0.25804597,0.3664463
972826797,0.261904,0.3664463
973326797,0.26070398,0.3664463
973826811,0.26213616,0.3664463
974326796,0.25463563,0.3664463
974826796,0.26136,0.3664463
975326882,0.25993234,0.3664463
975826920,0.26265055,0.3664463
976326821,0.25798732,0.3664463
976826873,0.26254588,0.3664463
977326846,0.25839972,0.3664463
977826796,0.26317483,0.3664463
978326796,0.25844347,0.3664463
978826795,0.26221102,0.3664463
979326795,0.25781602,0.3664463
