timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
610693766,-0.0005968189,0.000121869605,-1.7999815e-05,0.0
610892879,-0.0006036863,0.00012536021,-2.0652578e-05,0.0
611091932,-0.00061325316,0.00011680046,-2.0930343e-05,0.0
611291073,-0.0006090401,0.00011563562,-1.8632896e-05,0.0
611495455,-0.00069715537,6.4313674e-05,-1.9720366e-05,0.0
611694284,-0.00062893296,0.00012376787,-1.6050304e-05,0.0
611893393,-0.0006438458,0.00011464107,-1.9081057e-05,0.0
612092509,-0.0007602767,0.00016752961,-2.255202e-06,0.0
612296425,-0.000622196,9.2100054e-05,-2.2074852e-05,0.0
612495519,-0.0006106236,9.076448e-05,-1.574922e-05,0.0
612694635,-0.00079542864,0.00026387296,1.720532e-05,0.0
612893770,-0.000725226,0.000266423,-2.3576727e-05,0.0
613097902,-0.0003788385,3.6089346e-05,-7.335431e-05,0.0
613297186,-0.00065752154,8.823185e-05,-1.9995181e-05,0.0
613496195,-0.0006149157,0.00012653568,-2.0510282e-05,0.0
613695204,-0.0006097411,0.000112067944,-2.236624e-05,0.0
613894356,-0.00054211234,4.072755e-05,-6.052485e-05,0.0
614093519,-0.0005796626,0.0001150714,-3.1919437e-05,0.0
614292440,-0.0006423603,0.00014102635,-2.304227e-05,0.0
614496402,-0.00059420743,8.20842e-05,-1.2764644e-05,0.0
614695455,-0.00061313045,9.697306e-05,-1.8560699e-05,0.0
614894552,-0.00058745674,2.0519712e-05,-1.5693066e-05,0.0
615093650,-0.0010200281,-0.0006155832,-1.930443e-05,0.0
615292733,-0.0005831067,0.00016254265,1.527922e-06,0.0
615491834,-0.000652243,2.24493e-05,-2.5367699e-05,0.0
615690919,-0.0007133649,-8.509862e-05,-2.067325e-05,0.0
615890049,-0.0006531223,2.2868891e-05,-6.9714333e-06,0.0
616094372,-0.00070777326,-2.6104797e-05,-3.09302e-05,0.0
616293272,-0.00068177585,-2.46033e-05,-6.095153e-06,0.0
616492390,-0.00064607046,2.4450323e-05,-7.573676e-07,0.0
616691472,-0.00064981874,1.1470487e-05,-6.4469423e-06,0.0
616895406,-0.0006211168,-1.6499607e-05,-1.8512834e-06,0.0
617094575,-0.00056858634,5.239619e-06,8.8887003e-07,0.0
617293582,-0.0006256898,-1.8501563e-06,-9.3302515e-07,0.0
617492711,-0.00066970696,-4.7244313e-05,-1.3165665e-05,0.0
617696916,-0.0006264657,3.912641e-05,-4.84814e-06,0.0
617895972,-0.0006549595,-2.3911805e-06,-4.3258765e-06,0.0
618095030,-0.0006178598,3.0320336e-05,-7.840812e-06,0.0
618294114,-0.00063021143,7.3962576e-05,-6.9486496e-06,0.0
618493204,-0.0006147138,6.6060355e-05,-1.0931294e-05,0.0
618697163,-0.0005826681,8.6954075e-05,-7.0667347e-06,0.0
618896257,-0.0010507095,0.00034766505,2.9146939e-05,0.0
619095377,-0.00062297465,3.902128e-05,-2.7917635e-05,0.0
619294460,-0.00060128735,1.830048e-05,-3.5289253e-05,0.0
619493525,-0.00073628087,0.00016524426,8.679073e-06,0.0
619692612,-0.0007451451,0.00018466411,-1.431267e-05,0.0
619891750,-0.00060394156,5.686711e-05,-2.0243808e-05,0.0
620090788,-0.0006083687,7.563237e-05,-1.7730428e-05,0.0
620295130,-0.00067776337,7.330024e-05,-1.9652949e-05,0.0
620494140,-0.0005513007,9.539813e-05,-1.7423079e-05,0.0
620693235,-0.00064365694,0.0001841224,-1.2105973e-05,0.0
620892240,-0.00063251646,7.292644e-05,-1.770607e-05,0.0
621091337,-0.00065774616,5.903865e-05,-1.35906375e-05,0.0
621290491,-0.0006640306,3.270301e-05,-1.7812605e-05,0.0
621494367,-0.00065067783,-5.2966534e-05,-9.167886e-06,0.0
621693475,-0.000668695,-2.2708484e-05,-1.5492908e-06,0.0
621892545,-0.0005418627,0.00010846489,-2.4287348e-07,0.0
622096720,-0.000672053,-8.482702e-06,-1.4185485e-05,0.0
622295853,-0.0006815709,3.147061e-05,-2.7479132e-06,0.0
622495108,-0.00060167466,9.672283e-06,-8.128881e-06,0.0
622694063,-0.00061733037,3.4337274e-05,8.1831314e-07,0.0
622897947,-0.00042345966,-6.3073305e-05,-4.1854227e-07,0.0
623097047,-0.0005621499,-4.2471525e-05,3.165158e-06,0.0
623296152,-0.00059344736,9.552019e-06,3.7750488e-06,0.0
623495258,-0.0006415842,-2.6325053e-05,4.519726e-06,0.0
623694295,-0.0005847502,-1.8387207e-05,-6.572282e-07,0.0
623893408,-0.00058373384,-6.7032546e-05,-6.4426677e-06,0.0
624092512,-0.000631335,-8.1597434e-05,2.754058e-08,0.0
624291566,-0.0006304053,-4.37198e-05,4.2800184e-07,0.0
624495740,-0.00065954484,-9.054487e-06,3.1879335e-06,0.0
624694959,-0.0006589498,-1.4161598e-05,4.5523357e-06,0.0
624893917,-0.00063380663,2.4973453e-05,-2.2779143e-06,0.0
625093036,-0.00062391435,4.9392518e-05,-3.2401003e-06,0.0
625292131,-0.00062057766,2.8994398e-05,-3.0344859e-06,0.0
625491240,-0.0006318683,2.1562335e-05,-5.6214085e-06,0.0
625695170,-0.0005999462,1.7007576e-05,-4.2243664e-06,0.0
625894228,-0.0005836024,3.0485491e-05,-5.3543395e-06,0.0
626093401,-0.0005690621,1.1044013e-05,-4.2853385e-06,0.0
626292443,-0.00060061394,1.1358715e-05,-3.2016833e-06,0.0
626491497,-0.0005871044,1.2952139e-05,-3.926383e-06,0.0
626695710,-0.0006344306,3.9792676e-06,-4.5753886e-06,0.0
626894972,-0.0006244641,1.9837187e-05,-4.2683046e-06,0.0
627093852,-0.0006168065,5.158831e-06,-3.4294533e-06,0.0
627292963,-0.0006103934,3.0518675e-06,-5.613422e-06,0.0
627496926,-0.0005699698,-1.03705925e-05,-2.0782045e-06,0.0
627695991,-0.00057934574,1.0284915e-05,-3.9202423e-06,0.0
627895075,-0.0005717985,6.7272226e-06,-2.6216455e-06,0.0
628094155,-0.00057657453,2.5659449e-05,-7.30513e-06,0.0
628293273,-0.0005712604,1.3693826e-06,-3.5231774e-06,0.0
628497419,-0.00060438697,1.4274562e-05,-3.8047e-06,0.0
628696695,-0.0006308935,1.0612595e-05,-5.6748645e-06,0.0
628895816,-0.0006363204,-4.0116693e-06,-5.3886297e-06,0.0
629094872,-0.0006365446,-8.7973e-06,-1.808424e-06,0.0
629293921,-0.00063631404,-3.560535e-06,-2.0135817e-06,0.0
629493100,-0.0006473855,-1.6825823e-05,-1.6571603e-06,0.0
629691953,-0.00061518454,-2.0094898e-05,2.652515e-07,0.0
629895924,-0.00058287353,-1.3596327e-05,-1.1624e-06,0.0
630095034,-0.0005892196,-6.4428277e-06,-1.887984e-06,0.0
630294092,-0.0005696159,-1.0870414e-05,-2.247528e-06,0.0
630493172,-0.00051005866,-5.388087e-08,-2.7627393e-06,0.0
630692263,-0.00054245815,-1.48121035e-05,-3.4260054e-06,0.0
630891378,-0.00057426916,6.002638e-06,-1.850047e-06,0.0
631090450,-0.0005580946,-3.9747792e-05,-5.2891587e-06,0.0
631294762,-0.00060244784,-3.699498e-05,-2.2608942e-06,0.0
631493840,-0.0006095547,-3.7531358e-06,-3.558593e-06,0.0
631693049,-0.0005844979,-3.184375e-06,-5.4735333e-06,0.0
631892024,-0.0006200198,-2.4812789e-05,-4.8619636e-06,0.0
632095837,-0.0005690984,1.1280393e-05,-1.69873e-06,0.0
632294964,-0.00060040306,7.2491125e-06,-1.195351e-06,0.0
632494013,-0.00058766745,-5.1075767e-06,-1.3995544e-06,0.0
632698414,-0.0006421813,5.159462e-06,-4.43745e-06,0.0
632898007,-0.00072847214,-1.2759311e-05,-2.100271e-06,0.0
633096656,-0.00065232924,-3.6806108e-07,-2.1171743e-06,0.0
633295638,-0.00062326406,3.9715196e-06,-1.3251541e-06,0.0
633494525,-0.0006039637,-1.18201615e-05,-2.7998756e-06,0.0
633693691,-0.000606944,-2.1295513e-05,-2.3134783e-06,0.0
633892896,-0.0006122968,-9.3597455e-06,-1.8712575e-06,0.0
634096690,-0.00056009076,-9.416762e-06,-8.3751695e-07,0.0
634295747,-0.0005475486,-2.2378996e-05,-6.7362424e-07,0.0
634494876,-0.00057051633,-3.5052344e-05,-3.706984e-06,0.0
634693940,-0.0005731166,-1.6945649e-05,-3.4732506e-07,0.0
634893036,-0.00057180796,-1.2809117e-05,-1.0834799e-06,0.0
635092206,-0.0005776147,-2.0012818e-05,-6.996364e-08,0.0
635291219,-0.00058370136,-4.433121e-05,-4.25953e-06,0.0
635490281,-0.00057427667,-4.5395802e-05,-5.1845745e-06,0.0
635694464,-0.0006001775,-1.1858471e-05,-4.0324237e-09,0.0
635893747,-0.0006154236,1.3713443e-06,-3.94035e-07,0.0
636092813,-0.0006117783,-1.4052537e-05,-7.4336816e-07,0.0
636291883,-0.00065536343,-2.6041796e-05,1.0902235e-06,0.0
636490965,-0.00060486037,-1.3927252e-05,-1.0846419e-06,0.0
636694749,-0.0005821779,-2.4071926e-05,2.3651205e-06,0.0
636893872,-0.0005546026,-8.127237e-06,-7.662429e-07,0.0
637092927,-0.0005645359,-2.0383898e-06,1.3164664e-06,0.0
637297897,-0.00065387593,-1.688142e-05,-2.0959437e-06,0.0
637496179,-0.00059088203,-1.1485404e-05,1.3809452e-06,0.0
637695273,-0.0005750651,-7.146028e-06,-1.2048752e-06,0.0
637894390,-0.0006215747,-5.089087e-05,6.629753e-06,0.0
638093447,-0.0006031346,-6.6307584e-05,3.972203e-07,0.0
638297426,-0.0005627348,-5.7806385e-05,-7.8541126e-07,0.0
638496522,-0.00057294045,-2.9284854e-05,-2.8529325e-07,0.0
638695619,-0.0005770257,-3.133685e-05,1.5147168e-06,0.0
638894701,-0.00057768996,-4.2033924e-05,3.6855322e-08,0.0
639093761,-0.0005097816,-4.1195606e-05,-3.2631913e-06,0.0
639292831,-0.0005700785,-2.2730777e-05,-6.972131e-07,0.0
639491935,-0.0005500037,-3.878368e-05,-2.2761294e-06,0.0
639696262,-0.0004621943,-5.984629e-05,-7.948647e-06,0.0
639895381,-0.00055028027,-1.36558365e-05,1.4843389e-06,0.0
640094465,-0.00061001105,-4.287883e-05,8.024709e-06,0.0
640293362,-0.00051678775,-5.17054e-05,-1.3166194e-06,0.0
640492681,-0.00042421534,-4.234003e-05,-2.5942654e-06,0.0
640691804,-0.00055539777,-5.4162043e-05,2.6039893e-06,0.0
640890631,-0.0005396413,-3.178301e-05,3.5154405e-06,0.0
641094582,-0.0004952256,-4.395147e-05,-1.295313e-06,0.0
641293693,-0.00051120453,-2.2361222e-05,1.5969371e-06,0.0
641492749,-0.0005582601,-3.433944e-05,4.6713376e-06,0.0
641691840,-0.0005089032,-3.1868654e-05,3.2053308e-06,0.0
641896022,-0.00056661776,-3.896974e-05,8.80612e-07,0.0
642095091,-0.0005398102,-6.8947893e-06,6.2176576e-07,0.0
642294182,-0.00053705426,-1.751031e-05,-2.1093686e-06,0.0
642498149,-0.00051204854,-2.3401391e-05,-5.8012166e-08,0.0
642697221,-0.000492624,-1.2138952e-05,9.805851e-07,0.0
642896537,-0.00050406216,-5.671265e-06,-1.0754078e-06,0.0
643095406,-0.0004951324,-1.1128832e-05,-2.3622454e-06,0.0
643294554,-0.0005085328,-2.5518259e-05,-3.880866e-07,0.0
643493628,-0.00050356326,-2.6861917e-05,-1.554565e-06,0.0
643692657,-0.0005180745,-3.535706e-05,1.3852205e-06,0.0
643896830,-0.00054750027,-2.814935e-05,4.992318e-07,0.0
644096216,-0.0005926727,-2.4476758e-05,-5.0134224e-07,0.0
644294995,-0.0005686151,-2.8561484e-05,2.2639485e-06,0.0
644494084,-0.0005827079,-3.133321e-05,-2.6547973e-09,0.0
644693167,-0.0005689069,-2.8489694e-05,5.354848e-07,0.0
644892297,-0.0005990138,-3.1155763e-05,1.0960265e-06,0.0
645091338,-0.00054934097,-3.238133e-05,9.805342e-07,0.0
645295316,-0.0005206968,-3.0097717e-05,1.0711822e-06,0.0
645494437,-0.00051516347,-2.6240177e-05,2.6978541e-06,0.0
645693488,-0.00052065076,-1.8791427e-05,4.0989386e-07,0.0
645892567,-0.0005113136,-1.4999852e-05,-9.822471e-07,0.0
646091646,-0.00051331037,-2.6564367e-05,1.7967486e-07,0.0
646290820,-0.0004967476,-2.407826e-05,-1.627339e-07,0.0
646494896,-0.0005399019,-2.2338867e-05,-2.0907623e-07,0.0
646694037,-0.00055883644,-3.80919e-05,-1.0706185e-07,0.0
646893137,-0.00055608095,-3.180768e-05,8.982269e-07,0.0
647097032,-0.000545567,-2.2605185e-05,1.8213074e-06,0.0
647296261,-0.00052461674,-2.7030186e-05,-1.5029873e-07,0.0
647495216,-0.00053748477,-2.4049157e-05,-3.3810434e-07,0.0
647694308,-0.00053009565,-2.9515779e-05,1.3555682e-06,0.0
647893374,-0.00051638007,-2.5012952e-05,5.891898e-07,0.0
648097565,-0.00054942636,-3.6009056e-05,5.1830983e-07,0.0
648296631,-0.00054051355,-3.1535015e-05,5.873799e-07,0.0
648495910,-0.00056386634,-2.996084e-05,1.7318195e-07,0.0
648694802,-0.00054183643,-2.7730308e-05,-4.400875e-08,0.0
648893890,-0.000550903,-3.093583e-05,1.1185952e-06,0.0
649093010,-0.0005491073,-2.8396802e-05,4.935625e-07,0.0
649292053,-0.00055273203,-2.569178e-05,3.4046528e-07,0.0
649496025,-0.0005214556,-2.8425988e-05,-2.0954023e-07,0.0
649695119,-0.0005224186,-2.9475472e-05,1.155566e-06,0.0
649894184,-0.0005225122,-4.322502e-05,3.3487993e-06,0.0
650093292,-0.0005308019,-5.6885678e-05,4.803856e-06,0.0
650292354,-0.0005144155,-5.4421813e-05,3.5529088e-06,0.0
650491436,-0.0005109077,-5.8044254e-05,4.2495753e-06,0.0
650690526,-0.00052405783,-5.20102e-05,3.1353095e-06,0.0
650894752,-0.00055227184,-3.0879095e-05,7.0178334e-07,0.0
651093815,-0.000549557,-3.4138684e-05,2.371793e-06,0.0
651292872,-0.00055722013,-3.3524306e-05,2.6397831e-06,0.0
651491946,-0.0005432618,5.398827e-07,-1.2931329e-06,0.0
651695936,-0.0005323676,-6.503463e-06,-2.9408818e-06,0.0
651895274,-0.0005494537,-2.8477956e-05,1.0378234e-06,0.0
652094100,-0.0005285239,-3.0185152e-05,5.735548e-07,0.0
652293165,-0.0005353014,-2.210734e-05,1.2897907e-06,0.0
652497365,-0.00054925994,-3.3145025e-05,2.6765663e-06,0.0
652696459,-0.0005510328,-2.8980885e-05,1.2320868e-06,0.0
652895582,-0.0005555005,-2.8475528e-05,2.8936645e-06,0.0
653094640,-0.00055310415,-2.3622455e-05,9.10813e-07,0.0
653293695,-0.0005468078,-1.7229386e-05,-1.1286223e-06,0.0
653492836,-0.00056411704,-1.49386615e-05,1.2842628e-06,0.0
653696717,-0.0005334495,-1.5005064e-05,5.4361426e-08,0.0
653895817,-0.00054259767,-2.7805518e-05,-1.2055364e-07,0.0
654095041,-0.0005460059,-9.195955e-06,-4.7236068e-07,0.0
654293983,-0.00053658296,-1.3855162e-05,-2.9567335e-07,0.0
654493065,-0.00053767447,-2.2245888e-05,6.3268936e-07,0.0
654692170,-0.00051986217,-2.7798818e-05,2.3432099e-06,0.0
654891223,-0.0005235499,-2.2492824e-05,1.1035185e-06,0.0
655090309,-0.00051796896,-2.5075127e-05,2.5759314e-06,0.0
655294827,-0.00057565275,-2.9315623e-05,3.5452647e-06,0.0
655493607,-0.0005557868,-1.8975943e-05,9.1742106e-07,0.0
655692711,-0.0005617409,-1.7292274e-05,7.917118e-07,0.0
655891758,-0.0005560374,-1.7827833e-05,3.733987e-07,0.0
656090826,-0.0005565851,-1.4401549e-05,-5.094531e-07,0.0
656294818,-0.00054030126,-1.526696e-05,-3.364454e-07,0.0
656493858,-0.0005397266,-1.9564792e-05,-6.9451096e-07,0.0
656692943,-0.0005339333,-1.5228616e-05,-7.0819095e-07,0.0
656897111,-0.0005620774,-1.0021512e-05,8.310107e-07,0.0
657096229,-0.0005630393,-1.1018165e-05,-4.6289148e-07,0.0
657295285,-0.0005574828,-1.2472553e-05,5.4445036e-07,0.0
657494709,-0.0005793566,-2.400984e-05,1.5266223e-06,0.0
657693478,-0.000546841,-2.1214093e-05,1.0788677e-06,0.0
657897414,-0.000526558,-1.978132e-05,1.1687492e-06,0.0
658096525,-0.0005219089,-1.8300985e-05,1.3067088e-06,0.0
658295610,-0.00052413513,-1.6789165e-05,6.791372e-07,0.0
658494702,-0.00053782825,-1.0142889e-05,-5.8743097e-08,0.0
658693764,-0.0005253963,-1.1149198e-05,-1.0038989e-06,0.0
658892892,-0.00054809375,-7.678988e-06,-8.08686e-07,0.0
659091954,-0.00055853504,-8.009004e-06,1.5976896e-07,0.0
659296112,-0.00058377086,-6.657854e-06,-3.2476382e-07,0.0
659495160,-0.0005855859,-5.0353588e-06,-2.2082084e-07,0.0
659694405,-0.00059046934,-6.02896e-06,-3.9878068e-07,0.0
659893337,-0.0005750199,-1.1824683e-06,-1.5209679e-06,0.0
660092414,-0.00055993616,-8.343179e-06,-2.23475e-07,0.0
660291622,-0.0005701632,-8.414942e-06,8.3638827e-07,0.0
660490584,-0.0005523241,-1.1912164e-05,6.184776e-07,0.0
660694544,-0.0005360608,-1.1973554e-05,8.223833e-07,0.0
660894009,-0.0005566706,-2.737859e-05,2.7341173e-06,0.0
661092713,-0.00054030906,-1.585431e-05,-4.8334704e-07,0.0
661291795,-0.0005621717,1.5973549e-06,-4.6158266e-07,0.0
661496116,-0.0005947536,2.1644844e-07,-1.7814863e-06,0.0
661695106,-0.00058770645,-3.9222555e-06,-1.0350592e-06,0.0
661894288,-0.0005936008,2.830646e-08,-2.4629903e-06,0.0
662093269,-0.000589457,7.727343e-06,-9.0908355e-07,0.0
662297189,-0.0005380001,-4.695423e-06,6.3088976e-07,0.0
662496246,-0.000542286,-4.5423285e-06,-1.2388084e-06,0.0
662695330,-0.0005405184,-8.7028275e-06,2.8324004e-07,0.0
662894424,-0.0005421946,-8.037637e-06,-9.371509e-07,0.0
663093781,-0.00057144125,-6.689544e-06,-6.7450077e-07,0.0
663292606,-0.00054482644,2.1496578e-06,-4.6585637e-07,0.0
663496758,-0.00057575485,-2.051479e-06,-8.505491e-07,0.0
663695876,-0.00057916634,-3.1653854e-06,-3.7866343e-07,0.0
663894918,-0.00057332363,-7.4849095e-06,1.924758e-07,0.0
664094039,-0.0005789707,-7.067927e-06,-2.1778726e-06,0.0
664293382,-0.00061287143,-2.9697662e-06,-2.7754393e-06,0.0
664492222,-0.0005800054,1.8912959e-06,-2.7263316e-06,0.0
664691260,-0.0005720832,9.667917e-06,-2.1116027e-06,0.0
664895208,-0.00053602236,2.6765565e-05,-2.344e-06,0.0
665094293,-0.00054276426,2.2879887e-05,-3.480123e-06,0.0
665293406,-0.0005413681,2.7676701e-06,-1.8243381e-06,0.0
665492491,-0.00053630664,3.8213554e-07,-1.3633891e-06,0.0
665691574,-0.0005480065,-2.5286595e-06,-1.4572549e-06,0.0
665890682,-0.0005467175,-7.639405e-06,-2.502349e-06,0.0
666094826,-0.00057637104,-1.4606309e-05,-2.7681057e-07,0.0
666293883,-0.00058705284,-1.1799303e-05,6.5301116e-08,0.0
666493435,-0.0006363356,-1.8616237e-06,-3.4316898e-07,0.0
666696922,-0.00056583836,4.295117e-06,-2.5753304e-06,0.0
666896004,-0.00055924285,-1.5957578e-06,-1.6799635e-06,0.0
667095090,-0.0005377535,3.5044795e-06,-7.132497e-07,0.0
667294165,-0.0005365053,2.108668e-06,-1.1856417e-06,0.0
667493256,-0.0005403209,4.9570616e-08,-4.793301e-07,0.0
667692327,-0.0005345081,-8.839207e-06,-4.3572626e-07,0.0
667896532,-0.00057494314,-7.569625e-06,-4.4144804e-07,0.0
668095581,-0.000569714,-1.0180727e-05,-1.8020773e-07,0.0
668294670,-0.0005959488,-1.4913868e-06,-2.7070192e-07,0.0
668493786,-0.00059551327,-6.898535e-06,-9.841718e-07,0.0
668693015,-0.00061853527,-8.373511e-06,-2.0929199e-06,0.0
668891921,-0.00059689645,-9.328744e-06,-1.6329378e-07,0.0
669095874,-0.00056378264,-6.7241526e-06,1.3581486e-07,0.0
669294995,-0.00054901384,-9.28101e-06,6.2432855e-07,0.0
669494035,-0.0005484913,-1.4627502e-05,2.5736545e-06,0.0
669693177,-0.0005389782,-1.1449914e-05,7.2756706e-07,0.0
669892272,-0.0005238435,-7.934929e-06,8.817361e-08,0.0
670091278,-0.0005282555,-2.0098885e-05,2.842386e-06,0.0
670290409,-0.00055268814,-1.5831245e-05,6.942585e-07,0.0
670494580,-0.0005687226,-8.561754e-06,-9.281837e-08,0.0
670693626,-0.00058075174,-1.0569225e-05,9.806558e-07,0.0
670892706,-0.000585316,-1.4144418e-05,-7.1039966e-07,0.0
671091791,-0.0005820558,-2.3644648e-06,-1.5701931e-07,0.0
671295739,-0.00056210696,-8.140209e-06,-4.3021305e-07,0.0
671494851,-0.0005616756,-8.27599e-06,8.082476e-07,0.0
671693898,-0.00055171107,-7.0973147e-06,3.4331973e-07,0.0
671892984,-0.0005411413,1.1521147e-05,5.6055217e-07,0.0
672097278,-0.00055080175,6.022781e-06,-2.51205e-06,0.0
672296245,-0.0005635129,-3.6848285e-06,1.2466195e-07,0.0
672495334,-0.0005686392,-2.5869135e-06,-1.8975976e-06,0.0
672694519,-0.0005826761,-3.1985219e-06,-9.168784e-07,0.0
672893501,-0.00058364536,2.94869e-06,-1.9557456e-06,0.0
673092564,-0.0005864282,5.2422597e-06,-1.682216e-06,0.0
