timestamp,time_estimate,safe_time_estimate,valid
539475257,175.17361,292.69098,1
540479475,175.18213,292.70035,1
541513375,175.18045,292.6985,1
542532981,175.18756,292.70633,1
543535570,175.17465,292.6921,1
544550918,175.16563,292.6822,1
545576224,175.16422,292.68063,1
546591580,175.15562,292.6712,1
547616983,175.15784,292.6736,1
548641293,175.17142,292.68857,1
549661140,175.1843,292.70273,1
550672887,175.18735,292.7061,1
551688338,175.17615,292.69376,1
552713779,175.17055,292.6876,1
553741317,175.18146,292.69962,1
554754347,175.17633,292.69397,1
555780224,175.15654,292.6722,1
556794996,175.14494,292.65945,1
557819626,175.13342,292.64676,1
558839299,175.137,292.6507,1
559851211,175.1358,292.64938,1
560866688,175.14297,292.6573,1
561891975,175.1472,292.66193,1
562919213,175.15128,292.6664,1
563927880,175.14764,292.6624,1
564948126,175.14818,292.663,1
565963280,175.14276,292.65704,1
566978811,175.14082,292.6549,1
567994330,175.16664,292.68332,1
569009456,175.1816,292.69977,1
570025140,175.19533,292.71487,1
571040273,175.19467,292.71414,1
572065567,175.19595,292.71555,1
573080937,175.19537,292.7149,1
574096212,175.19206,292.71127,1
575121637,175.16829,292.68512,1
576137001,175.16983,292.68683,1
577162284,175.17674,292.69443,1
578177665,175.1651,292.6816,1
579203097,175.14001,292.65402,1
580218312,175.18625,292.70486,1
581244230,175.20212,292.72232,1
582259129,175.24432,292.76877,1
583264987,175.25775,292.78354,1
584269869,175.24643,292.7711,1
585295289,175.241,292.7651,1
586320560,175.25946,292.7854,1
587335940,175.27708,292.8048,1
588351252,175.2976,292.82736,1
589376720,175.31311,292.84442,1
590391937,175.32765,292.8604,1
591417284,175.34494,292.87943,1
592452927,175.34079,292.87488,1
593498012,175.33441,292.86786,1
594536193,175.33157,292.86475,1
595548424,175.3494,292.88434,1
596564044,175.3504,292.88544,1
597569303,175.35028,292.8853,1
598594629,175.33939,292.87332,1
599609939,175.33647,292.87012,1
600625297,175.32626,292.8589,1
601650610,175.19264,292.7119,1
602686007,175.20389,292.72427,1
603691832,175.21906,292.74097,1
604706871,175.23462,292.7581,1
605732039,175.24716,292.77188,1
606747336,175.26703,292.79373,1
607772808,175.27159,292.79877,1
608788014,175.2663,292.79294,1
609813552,175.25984,292.78583,1
610828728,175.25743,292.78317,1
611844226,175.26009,292.7861,1
612859416,175.25362,292.779,1
613895021,175.23235,292.75558,1
614930397,175.22433,292.74677,1
615965299,175.23283,292.75613,1
616980563,175.23354,292.7569,1
617995968,175.23914,292.76306,1
619011381,175.2393,292.76324,1
620026817,175.22974,292.75272,1
621051939,175.24542,292.76996,1
622057520,175.24008,292.7641,1
623072814,175.2289,292.7518,1
624088123,175.21884,292.74072,1
625104031,175.20905,292.72995,1
626129043,175.20964,292.73062,1
627144249,175.2149,292.7364,1
628169469,175.21446,292.7359,1
629194848,175.21564,292.7372,1
630210206,175.2182,292.74002,1
631225514,175.22539,292.74792,1
632250722,175.23671,292.76038,1
633266020,175.18312,292.70145,1
634281360,175.18793,292.70673,1
635307659,175.1914,292.71054,1
636322143,175.19109,292.7102,1
637337904,175.18858,292.70746,1
638362669,175.19319,292.71252,1
639378110,175.21094,292.73203,1
640403302,175.2257,292.74826,1
641428599,175.2361,292.7597,1
642434201,175.23637,292.76,1
643449308,175.23116,292.75427,1
644474613,175.22311,292.74542,1
645489986,175.21481,292.7363,1
646515289,175.21248,292.73373,1
647530738,175.21362,292.735,1
648556133,175.20195,292.72214,1
649571173,175.1973,292.71704,1
650586635,175.18835,292.70718,1
651601936,175.17732,292.69507,1
652627316,175.16965,292.6866,1
653642707,175.17886,292.69675,1
654667952,175.18198,292.70016,1
655683192,175.17096,292.68805,1
656698444,175.17563,292.6932,1
657724789,175.17062,292.68768,1
658739200,175.176,292.6936,1
659764681,175.17944,292.6974,1
660779753,175.18642,292.70505,1
661795151,175.19208,292.7113,1
662810385,175.19695,292.71664,1
663825701,175.2006,292.72067,1
664851117,175.21005,292.73105,1
665866347,175.20282,292.7231,1
666892547,175.20813,292.72894,1
667917243,175.21443,292.73587,1
668932387,175.21721,292.73892,1
669947741,175.22731,292.75003,1
670973419,175.23744,292.7612,1
671988069,175.2453,292.76984,1
672993652,175.24124,292.76538,1
674008847,175.2347,292.75818,1
675024342,175.23369,292.75705,1
676049499,175.24562,292.77017,1
677064715,175.26129,292.7874,1
678080039,175.27571,292.80328,1
679095317,175.2909,292.81998,1
680121161,175.19559,292.71515,1
681126131,175.21735,292.73907,1
682151664,175.23668,292.76035,1
683166592,175.24655,292.7712,1
684191809,175.24542,292.76996,1
685207086,175.2428,292.7671,1
686222519,175.25195,292.77716,1
687247853,175.25331,292.77866,1
688272999,175.2695,292.79645,1
689288305,175.27644,292.80408,1
690303651,175.19519,292.71472,1
691328963,175.21503,292.73654,1
692344370,175.21951,292.74146,1
693369656,175.22694,292.74963,1
694384814,175.22482,292.7473,1
695400086,175.23193,292.75513,1
696415270,175.23755,292.76132,1
697440647,175.20326,292.7236,1
698455929,175.20943,292.73038,1
699471194,175.2136,292.73495,1
700486639,175.21709,292.7388,1
701501817,175.22372,292.7461,1
702527142,175.23074,292.7538,1
703542409,175.22981,292.7528,1
704568944,175.22256,292.7448,1
705582867,175.23291,292.7562,1
706598189,175.25494,292.78046,1
707623412,175.25403,292.77945,1
708648826,175.19952,292.71948,1
709664150,175.2063,292.72693,1
710679290,175.21036,292.73138,1
711704695,175.20241,292.72266,1
712709871,175.18199,292.7002,1
713735150,175.16934,292.68628,1
714750461,175.16994,292.68692,1
715766038,175.18134,292.69946,1
716781122,175.18771,292.70648,1
717796397,175.19333,292.71268,1
718821638,175.21402,292.7354,1
719846938,175.22018,292.74222,1
720862197,175.21721,292.73892,1
721877424,175.21973,292.7417,1
722902639,175.22853,292.75137,1
723919846,175.22665,292.74933,1
724943111,175.21985,292.74185,1
725958699,175.202,292.7222,1
726983910,175.21524,292.73676,1
727998979,175.21613,292.73773,1
729024224,175.2255,292.74805,1
730039341,175.22728,292.75,1
731064515,175.24483,292.76932,1
732079886,175.26328,292.7896,1
733095104,175.2156,292.73718,1
734120452,175.23158,292.75473,1
735126158,175.25775,292.78354,1
736141012,175.26462,292.79108,1
737166411,175.26468,292.79114,1
738182920,175.2603,292.78635,1
739206832,175.2617,292.78787,1
740222101,175.19357,292.71292,1
741247345,175.18901,292.70792,1
742272408,175.1967,292.71637,1
743287781,175.21109,292.7322,1
744313086,175.19809,292.7179,1
745328362,175.19579,292.71536,1
746353683,175.20026,292.72028,1
747368964,175.20665,292.72733,1
748394076,175.20847,292.7293,1
749409660,175.20068,292.72076,1
750424605,175.20314,292.72345,1
751439891,175.2049,292.7254,1
752465106,175.20032,292.72037,1
753480340,175.20477,292.72525,1
754505728,175.20518,292.7257,1
755521150,175.21384,292.73523,1
756546087,175.22311,292.74542,1
757561276,175.1998,292.7198,1
758586606,175.22424,292.74667,1
759601778,175.23468,292.75815,1
760617344,175.2547,292.78018,1
761642467,175.26787,292.79465,1
762667634,175.28961,292.81857,1
763682819,175.32681,292.8595,1
764708093,175.19415,292.71356,1
765723706,175.20317,292.72348,1
766748589,175.2064,292.72705,1
767763924,175.21753,292.7393,1
768789179,175.22418,292.7466,1
769804294,175.24411,292.76852,1
770819665,175.25616,292.7818,1
771834781,175.2264,292.74902,1
772860157,175.22166,292.74384,1
773875464,175.23466,292.75815,1
774900523,175.22821,292.75104,1
775915853,175.22644,292.74908,1
776931250,175.23077,292.75385,1
777956234,175.24095,292.76505,1
778971761,175.20285,292.72314,1
779996794,175.23222,292.75546,1
781012018,175.25267,292.77795,1
782027248,175.26486,292.79135,1
783042471,175.26903,292.79593,1
784067885,175.26315,292.78946,1
785083257,175.25381,292.7792,1
786098251,175.24754,292.7723,1
787113584,175.22464,292.7471,1
788138980,175.21698,292.73868,1
789154007,175.21947,292.74142,1
790179238,175.23495,292.75845,1
791194472,175.23845,292.7623,1
792219675,175.23515,292.75867,1
793235009,175.24527,292.7698,1
794250153,175.25812,292.78394,1
795275362,175.2026,292.72287,1
796290916,175.21866,292.74054,1
797305969,175.23611,292.75974,1
798321191,175.25255,292.7778,1
799346405,175.26463,292.7911,1
800361684,175.26984,292.7968,1
801386992,175.26843,292.7953,1
802402165,175.26315,292.78946,1
803427260,175.25497,292.7805,1
804442508,175.2441,292.7685,1
805467770,175.26956,292.7965,1
806483024,175.21933,292.74127,1
807498611,175.22841,292.75125,1
808523702,175.22972,292.7527,1
809538725,175.23187,292.75507,1
810554045,175.24905,292.77396,1
811579224,175.25885,292.78473,1
812594415,175.26425,292.79068,1
813609864,175.2663,292.79294,1
814624993,175.26888,292.79578,1
815660136,175.2754,292.80295,1
816675573,175.28546,292.81403,1
817690951,175.29298,292.8223,1
818706466,175.30101,292.83112,1
819731648,175.30255,292.83282,1
820746360,175.29512,292.82465,1
821771701,175.30505,292.83557,1
822786791,175.31122,292.84235,1
823811898,175.19156,292.71072,1
824837146,175.19043,292.70947,1
825852349,175.19046,292.7095,1
826877602,175.20276,292.72305,1
827922716,175.21419,292.7356,1
828958278,175.21892,292.7408,1
829973089,175.22795,292.75076,1
830988427,175.23854,292.7624,1
832004021,175.22617,292.74878,1
833029933,175.22423,292.74664,1
834044132,175.21765,292.7394,1
835069171,175.22208,292.7443,1
836097476,175.22504,292.74756,1
837109687,175.22195,292.74414,1
838124953,175.23694,292.76065,1
839150220,175.23734,292.76108,1
840177106,175.25175,292.77695,1
841190472,175.27284,292.80014,1
842205778,175.29245,292.8217,1
843222163,175.28004,292.80804,1
844246345,175.25984,292.78583,1
845261406,175.2124,292.73364,1
846286615,175.2034,292.72375,1
847301908,175.21448,292.73593,1
848327072,175.21326,292.7346,1
849354125,175.19139,292.71054,1
850367912,175.20074,292.72083,1
851393167,175.214,292.7354,1
852407926,175.19246,292.7117,1
853433132,175.19989,292.71988,1
854448295,175.20235,292.7226,1
855463667,175.21182,292.733,1
856479002,175.2091,292.73,1
857504010,175.21185,292.73303,1
858519289,175.21338,292.7347,1
859544392,175.20009,292.7201,1
860571190,175.19955,292.7195,1
861584934,175.20677,292.72745,1
862612274,175.20154,292.7217,1
863625263,175.19128,292.71042,1
