timestamp,time_estimate,safe_time_estimate,valid
864649688,175.18735,292.7061,1
865665589,175.1923,292.71155,1
866680982,175.20935,292.7303,1
867696534,175.2181,292.7399,1
868741159,175.2048,292.72528,1
869786294,175.21161,292.7328,1
870801412,175.22223,292.74445,1
871836540,175.23273,292.756,1
872861881,175.189,292.7079,1
873877286,175.19693,292.7166,1
874892262,175.20914,292.73004,1
875917394,175.21773,292.7395,1
876942560,175.21318,292.7345,1
877957917,175.20636,292.727,1
878972980,175.1819,292.7001,1
879988427,175.17148,292.68863,1
881013633,175.16483,292.6813,1
882028651,175.16814,292.68497,1
883053847,175.16862,292.6855,1
884069192,175.1636,292.67996,1
885084385,175.18237,292.70062,1
886109628,175.19267,292.71194,1
887124775,175.2019,292.7221,1
888149911,175.20877,292.72964,1
889165437,175.21594,292.73755,1
890180252,175.20631,292.72696,1
891205467,175.18967,292.70865,1
892221020,175.17938,292.69733,1
893250560,175.16112,292.67725,1
894261104,175.16013,292.67615,1
895286186,175.18427,292.7027,1
896311405,175.21011,292.73114,1
897326844,175.20332,292.72366,1
898351855,175.20538,292.72592,1
899367023,175.20805,292.72885,1
900392183,175.1947,292.71417,1
901407411,175.20583,292.7264,1
902422689,175.2099,292.7309,1
903448214,175.2059,292.7265,1
904463258,175.21394,292.73535,1
905478204,175.21501,292.7365,1
906503553,175.20956,292.73053,1
907518560,175.20131,292.72144,1
908544056,175.19011,292.70914,1
909559337,175.18414,292.70258,1
910584256,175.20483,292.7253,1
911609291,175.21938,292.7413,1
912624736,175.223,292.7453,1
913650019,175.22176,292.74393,1
914665102,175.20538,292.72592,1
915680404,175.1778,292.6956,1
916695782,175.15572,292.6713,1
917700735,175.1224,292.63464,1
918725943,175.10742,292.61816,1
919741029,175.08617,292.5948,1
920756315,175.07736,292.5851,1
921781440,175.078,292.58582,1
922796706,175.07645,292.5841,1
923821856,175.10141,292.61154,1
924837139,175.09319,292.6025,1
925862261,175.09001,292.59903,1
926877463,175.1003,292.61032,1
927882923,175.1017,292.61188,1
928897894,175.10406,292.61447,1
929923029,175.1011,292.6112,1
930938358,175.11278,292.62405,1
931963562,175.12039,292.63245,1
932979955,175.1387,292.6526,1
934003947,175.15741,292.67316,1
935019197,175.15561,292.67117,1
936044287,175.16185,292.67804,1
937059379,175.17471,292.6922,1
938084632,175.18866,292.70752,1
939099795,175.18729,292.70602,1
940115150,175.18361,292.70197,1
941130209,175.1868,292.70547,1
942155765,175.1866,292.70526,1
943170643,175.17558,292.69315,1
944195856,175.17212,292.68933,1
945221032,175.16325,292.6796,1
946236255,175.14629,292.66092,1
947261377,175.13765,292.65143,1
948276606,175.12401,292.6364,1
949301920,175.13309,292.6464,1
950317085,175.1261,292.6387,1
951332291,175.14522,292.65973,1
952347713,175.14062,292.6547,1
953372861,175.12642,292.63907,1
954387766,175.19739,292.71713,1
955412895,175.20535,292.7259,1
956428185,175.21579,292.73737,1
957453416,175.23047,292.7535,1
958478711,175.24146,292.7656,1
959493830,175.24823,292.77307,1
960518953,175.24237,292.7666,1
961534079,175.22614,292.74875,1
962549277,175.23004,292.75305,1
963565890,175.25436,292.77982,1
964589812,175.26553,292.79208,1
965604919,175.26361,292.78998,1
966630206,175.26102,292.7871,1
967645292,175.25267,292.77795,1
968670587,175.24031,292.76434,1
969695782,175.24753,292.77228,1
970711075,175.24733,292.77206,1
971726208,175.24031,292.76434,1
972741335,175.23848,292.76233,1
973776553,175.25494,292.78046,1
974791751,175.26779,292.7946,1
975807177,175.28522,292.81375,1
976832559,175.30441,292.83487,1
977847355,175.31912,292.85104,1
978872518,175.327,292.8597,1
979887796,175.32855,292.86142,1
980903085,175.33029,292.8633,1
981928490,175.18883,292.7077,1
982953241,175.1879,292.7067,1
983968508,175.18576,292.70435,1
984993695,175.21466,292.73615,1
986008892,175.22304,292.74533,1
987024347,175.21497,292.73648,1
988039682,175.21407,292.73547,1
989064525,175.20544,292.72598,1
990079774,175.20404,292.72446,1
991104939,175.21574,292.73734,1
992120250,175.21814,292.73996,1
993135344,175.226,292.7486,1
994170585,175.22112,292.74323,1
995185693,175.231,292.75412,1
996210939,175.23273,292.756,1
997226113,175.2335,292.75687,1
998241319,175.23376,292.75714,1
999256876,175.24446,292.76892,1
1000281837,175.2531,292.7784,1
1001297464,175.19133,292.71048,1
1002322427,175.2061,292.7267,1
1003337373,175.23155,292.7547,1
1004362624,175.2619,292.7881,1
1005387749,175.19867,292.71854,1
1006402971,175.2091,292.73,1
1007418222,175.21913,292.74106,1
1008443289,175.23924,292.76318,1
1009468483,175.25414,292.77954,1
1010483875,175.24817,292.77298,1
1011499047,175.25461,292.78006,1
1012516887,175.25491,292.7804,1
1013539356,175.25656,292.78223,1
1014554570,175.25356,292.7789,1
1015579731,175.26083,292.78693,1
1016594962,175.26305,292.78937,1
1017620173,175.26361,292.78998,1
1018645367,175.24551,292.77008,1
1019660802,175.20132,292.72147,1
1020685742,175.21054,292.7316,1
1021700984,175.21655,292.73822,1
1022716501,175.21295,292.73425,1
1023731740,175.19547,292.71503,1
1024756747,175.18799,292.7068,1
1025771851,175.18428,292.7027,1
1026797017,175.19284,292.71213,1
1027812274,175.20679,292.72748,1
1028837531,175.2021,292.72232,1
1029852656,175.21219,292.7334,1
1030877855,175.2189,292.74078,1
1031903097,175.23642,292.76007,1
1032918294,175.21597,292.73758,1
1033963364,175.1614,292.67755,1
1034988589,175.17494,292.69244,1
1036003976,175.20706,292.72778,1
1037029321,175.24269,292.76697,1
1038044251,175.20186,292.72205,1
1039059386,175.20253,292.72278,1
1040084677,175.25815,292.78397,1
1041099862,175.3234,292.85574,1
1042125535,175.34177,292.87595,1
1043140343,175.22588,292.74847,1
1044165452,175.26721,292.79395,1
1045180665,175.26878,292.79565,1
1046195916,175.28232,292.81055,1
1047221062,175.29153,292.82068,1
1048246747,175.32391,292.85632,1
1049261703,175.39236,292.9316,1
1050276743,175.20386,292.72424,1
1051302217,175.23416,292.75757,1
1052317143,175.28185,292.81003,1
1053352394,175.35042,292.88547,1
1054368129,175.20322,292.72354,1
1055382859,175.18446,292.7029,1
1056408104,175.13905,292.65295,1
1057423310,175.15724,292.67297,1
1058448381,175.18121,292.69934,1
1059464164,175.19205,292.71124,1
1060488905,175.16722,292.68396,1
1061504778,175.18188,292.70007,1
1062519322,175.16954,292.6865,1
1063544556,175.16739,292.68414,1
1064559739,175.15335,292.6687,1
1065585348,175.17659,292.69424,1
1066600238,175.18684,292.70554,1
1067615493,175.17265,292.6899,1
1068640579,175.1681,292.6849,1
1069665899,175.17929,292.69724,1
1070681128,175.19579,292.71536,1
1071696286,175.20192,292.7221,1
1072722523,175.22058,292.74265,1
1073736702,175.20993,292.73093,1
1074761891,175.20473,292.7252,1
1075777213,175.18326,292.7016,1
1076802284,175.19667,292.71634,1
1077817687,175.17717,292.6949,1
1078832920,175.19867,292.71854,1
1079858047,175.18546,292.704,1
1080873290,175.20584,292.72644,1
1081898501,175.18933,292.70828,1
1082913843,175.19653,292.7162,1
1083930049,175.1828,292.70108,1
1084954266,175.17091,292.68802,1
1085979405,175.19308,292.7124,1
1086994787,175.20792,292.7287,1
1088019867,175.20786,292.72864,1
1089035080,175.21896,292.74088,1
1090050401,175.22661,292.74927,1
1091075593,175.22423,292.74664,1
1092091023,175.2209,292.74298,1
1093116403,175.21246,292.7337,1
1094131297,175.22218,292.74442,1
1095156432,175.21927,292.7412,1
1096171930,175.216,292.7376,1
1097197340,175.20953,292.7305,1
1098212161,175.21652,292.7382,1
1099227476,175.20384,292.72424,1
1100252670,175.21304,292.73434,1
1101267956,175.21179,292.73297,1
1102293154,175.24127,292.7654,1
1103308462,175.24551,292.77008,1
1104333857,175.24226,292.76648,1
1105358864,175.20444,292.72488,1
1106374171,175.20609,292.72668,1
1107389528,175.2232,292.74554,1
1108414841,175.22366,292.74603,1
1109429857,175.23642,292.76007,1
1110455083,175.26317,292.7895,1
1111470278,175.20038,292.72043,1
1112485613,175.20668,292.72736,1
1113510902,175.23529,292.75882,1
1114536126,175.19684,292.71652,1
1115551286,175.19724,292.71695,1
1116566678,175.19833,292.71817,1
1117591763,175.19408,292.7135,1
1118607060,175.19283,292.7121,1
1119626186,175.41391,292.9553,1
1120637842,175.36188,292.89807,1
1121652898,174.4281,291.8709,1
1122678048,175.20244,292.7227,1
1123693673,175.32585,292.85843,1
1124708822,175.18376,292.70215,1
1125733973,175.25461,292.78006,1
1126749223,175.23026,292.7533,1
1127774315,175.22836,292.7512,1
1128789707,175.19595,292.71555,1
1129834823,175.23593,292.75952,1
1130840564,173.18878,290.50766,1
1131855436,172.97983,290.2778,1
1132880721,173.08185,290.39005,1
1133895875,172.25287,289.47815,1
1134911251,171.72664,288.8993,1
1135936488,171.76988,288.94687,1
1136961747,171.20094,288.32104,1
1137977018,171.19052,288.30957,1
1138992358,170.46172,287.5079,1
1140017571,170.6288,287.69168,1
1141042809,170.54129,287.59543,1
1142058130,170.61655,287.6782,1
1143073394,170.36565,287.40222,1
1144099331,170.13356,287.1469,1
1145154039,175.26701,292.79373,1
1146169141,175.26091,292.78702,1
1147184393,175.26457,292.79105,1
1148199591,175.25764,292.78342,1
1149235064,169.97777,286.97556,1
1150260082,169.92203,286.91425,1
1151275291,169.95801,286.95383,1
1152300529,169.51158,286.46274,1
1153315815,169.74954,286.7245,1
1154331370,169.84897,286.83386,1
1155356974,169.98625,286.9849,1
1156371826,170.48166,287.52982,1
1157396915,170.76994,287.84695,1
1158412286,170.60547,287.66602,1
1159427656,171.06146,288.1676,1
1160452847,171.1632,288.2795,1
1161468273,171.07278,288.18005,1
1162493808,171.17924,288.29718,1
1163508691,171.3417,288.4759,1
1164534068,171.8772,289.0649,1
1165549312,172.12202,289.33423,1
1166574820,172.5825,289.84076,1
1167589889,172.41827,289.6601,1
1168615043,172.43329,289.67664,1
1169618781,172.66386,289.93027,1
1170645732,175.19847,292.71832,1
1171661060,173.14854,290.4634,1
1172686666,173.4996,290.84958,1
1173701578,175.26385,292.79025,1
1174716810,175.27913,292.80704,1
1175742057,175.20374,292.72412,1
1176767309,175.2342,292.75763,1
1177782937,175.24341,292.76776,1
1178798079,175.21272,292.734,1
1179823271,173.4429,290.7872,1
1180838559,173.29189,290.62106,1
1181853885,173.26227,290.5885,1
1182879114,173.38437,290.7228,1
1183894451,173.10199,290.4122,1
1184919676,172.71884,289.99072,1
1185944945,172.48245,289.7307,1
1186960364,172.81863,290.1005,1
1187985563,172.85167,290.13684,1
1189001371,173.00363,290.304,1
1190016357,173.27753,290.6053,1
1191041424,172.75954,290.0355,1
1192047047,172.91647,290.20813,1
1193062255,172.86465,290.15112,1
1194087306,172.77582,290.0534,1
1195112691,172.7131,289.9844,1
1196128091,172.68591,289.9545,1
1197133246,172.88873,290.1776,1
1198158542,173.33354,290.6669,1
1199173909,173.26865,290.59552,1
1200179801,175.20146,292.72162,1
1201194602,175.26065,292.7867,1
1202220100,175.22397,292.74637,1
1203235097,175.22194,292.74414,1
1204250520,175.22784,292.75064,1
1205275678,175.26277,292.78906,1
1206293294,175.26428,292.7907,1
1207306455,175.19403,292.71344,1
1208321701,175.23099,292.7541,1
1209346914,175.24072,292.7648,1
1210362232,175.20221,292.72244,1
1211378062,175.22464,292.7471,1
1212403024,175.29977,292.82974,1
1213418254,175.25034,292.77536,1
1214443427,175.28668,292.81537,1
1215468793,175.23724,292.761,1
1216484492,175.20877,292.72964,1
1217509371,175.22061,292.74268,1
1218524717,175.20903,292.72995,1
1219540030,175.21964,292.7416,1
1220555231,175.22664,292.7493,1
1221580521,175.29608,292.82568,1
1222596460,175.23029,292.75333,1
1223621270,175.21352,292.73486,1
1224636528,175.23808,292.7619,1
1225661933,175.2263,292.74893,1
1226677057,175.2774,292.80515,1
1227692859,175.25064,292.7757,1
1228717652,175.24577,292.77036,1
1229733049,175.20042,292.72046,1
1230758258,175.21834,292.74017,1
1231773796,175.2062,292.72684,1
1232788890,175.20642,292.72708,1
1233814202,175.32153,292.8537,1
1234829576,175.2768,292.80447,1
1235844915,175.28915,292.81808,1
1236870118,175.2756,292.80316,1
1237885408,175.24109,292.7652,1
1238910637,175.21893,292.74084,1
1239936146,175.21976,292.74173,1
1240951500,175.22188,292.74408,1
1241996441,175.26431,292.79074,1
1243021741,175.20482,292.7253,1
1244037081,175.22227,292.7445,1
1245062303,175.22906,292.75198,1
1246077863,175.21646,292.7381,1
1247103335,175.25392,292.77933,1
1248118280,175.2079,292.7287,1
1249143663,175.248,292.7728,1
1250158841,173.88527,291.2738,1
1251204124,175.21417,292.7356,1
1252219489,175.19756,292.71732,1
1253244700,175.24736,292.7721,1
1254260055,175.22751,292.75027,1
1255295151,173.55681,290.9125,1
1256320431,173.03998,290.344,1
1257335776,172.6377,289.90146,1
1258361413,172.8147,290.09616,1
1259376428,172.69589,289.96548,1
1260401727,173.01935,290.3213,1
1261427118,173.07018,290.3772,1
1262444724,173.35124,290.68637,1
1263457755,173.43011,290.77313,1
1264493286,173.50902,290.85992,1
1265518064,173.63031,290.99335,1
1266533436,173.285,290.6135,1
1267558687,173.34885,290.68375,1
1268574031,173.71036,291.0814,1
1269589625,173.95485,291.35034,1
1270614636,173.80334,291.1837,1
1271629876,173.98325,291.38156,1
1272655287,175.19827,292.7181,1
1273666802,173.24226,290.5665,1
1274685956,173.02094,290.32303,1
1275701168,173.20398,290.52438,1
1276725607,173.20714,290.52786,1
1277744856,173.23453,290.55798,1
1278757089,173.3418,290.676,1
1279772383,173.49454,290.844,1
1280798595,173.1345,290.44797,1
1281824129,172.9837,290.28207,1
1282838229,173.13338,290.44672,1
1283853676,172.86496,290.15146,1
1284889110,172.95413,290.24954,1
1285914130,175.26405,292.79047,1
1286929480,175.22339,292.74573,1
1287954786,175.30023,292.83026,1
1288969984,175.20155,292.7217,1
1289985376,175.27264,292.79993,1
1291000730,175.2095,292.73047,1
1292025968,175.24805,292.77286,1
1293031449,175.24586,292.77045,1
1294066708,175.24754,292.7723,1
1295082152,175.29199,292.8212,1
1296097167,173.61372,290.9751,1
1297131519,173.68353,291.05188,1
1298157671,175.21996,292.74194,1
1299183090,175.27985,292.80783,1
1300188426,175.27057,292.79764,1
1301203773,175.30861,292.83948,1
1302228953,175.20064,292.7207,1
1303254142,175.21304,292.73434,1
1304269594,175.20355,292.7239,1
1305285778,174.63329,292.09662,1
1306290331,175.20145,292.7216,1
1307335357,174.87653,292.3642,1
1308340808,175.27151,292.79868,1
1309366002,175.25658,292.78223,1
1310381396,175.30147,292.8316,1
1311416655,175.31006,292.84106,1
1312431900,174.95148,292.44662,1
1313447260,174.84566,292.33023,1
1314472765,174.74973,292.2247,1
1315497905,174.27324,291.70056,1
1316514990,175.27708,292.8048,1
1317528487,175.46063,293.0067,1
1318554234,175.34706,292.88177,1
1319569132,175.2312,292.75433,1
1320594338,175.26523,292.79175,1
1321613710,175.19048,292.70953,1
1322625036,175.20438,292.72482,1
1323640309,175.26761,292.79437,1
1324665624,175.29858,292.82846,1
1325681218,175.46167,293.00784,1
1326706336,175.2055,292.72607,1
1327721942,175.2585,292.78436,1
1328746825,175.21823,292.74005,1
1329774480,175.20615,292.72678,1
1330783741,175.23358,292.75696,1
1331804789,175.19559,292.71515,1
1332817931,175.2428,292.7671,1
1333844446,175.29698,292.8267,1
1334888432,174.25809,291.6839,1
1335933605,174.53447,291.9879,1
1336978833,175.252,292.7772,1
1337994083,175.23813,292.76193,1
1339019982,175.275,292.8025,1
1340034750,175.25078,292.77585,1
1341060154,175.25362,292.779,1
1342075306,175.27448,292.80194,1
1343100536,175.2704,292.79745,1
1344125909,175.2455,292.77005,1
1345141331,175.25458,292.78003,1
1346156546,175.24944,292.77438,1
1347181717,175.20311,292.72342,1
1348197170,175.22382,292.74622,1
1349202543,174.70235,292.17258,1
1350205986,175.23962,292.76358,1
1351213274,175.19736,292.7171,1
1352238526,175.22511,292.74762,1
1353241978,175.27158,292.79874,1
1354249272,175.22365,292.746,1
1355284425,173.71484,291.08633,1
1356299827,173.49043,290.83948,1
1357325071,173.71188,291.08307,1
1358340340,174.06316,291.46948,1
1359355615,174.57384,292.03122,1
1360380918,174.39955,291.8395,1
1361406293,175.05083,292.5559,1
1362421681,175.10847,292.61932,1
1363437033,175.40906,292.94998,1
1364442264,175.79556,293.37512,1
1365489113,175.46495,293.01144,1
1366509948,175.31595,292.84753,1
1367529478,175.56389,293.12027,1
1368543395,175.2871,292.8158,1
1369569276,175.5657,293.12228,1
1370584053,175.24237,292.7666,1
1371608603,175.51059,293.06165,1
1372628540,175.33293,292.86624,1
1373640021,175.52869,293.08157,1
1374655535,175.42001,292.962,1
1375680760,175.2109,292.732,1
1376695766,175.25124,292.77637,1
1377721054,175.23933,292.76328,1
1378747197,175.2555,292.78104,1
1379761690,175.2726,292.79987,1
1380787236,175.20874,292.7296,1
1381802270,175.18616,292.70477,1
1382817647,175.18971,292.70868,1
1383833153,175.17952,292.69748,1
1384858361,175.19951,292.71945,1
1385874108,175.22844,292.75128,1
1386888950,175.22432,292.74677,1
1387904260,175.24017,292.7642,1
1388919588,175.242,292.7662,1
1389947093,175.25046,292.7755,1
1390960190,175.24919,292.7741,1
1391986293,175.1915,292.71066,1
1393000890,175.19289,292.7122,1
1394026369,175.20142,292.72156,1
1395041425,175.2102,292.73123,1
1396056894,175.19211,292.71133,1
1397073589,175.22845,292.7513,1
1398097331,175.24712,292.77182,1
1399112696,175.22203,292.74423,1
1400137904,175.25467,292.78015,1
1401165383,175.21426,292.7357,1
1402178562,175.2191,292.74103,1
1403205353,175.18839,292.7072,1
1404219145,175.19087,292.70996,1
