timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho,calibration_count
539341316,539326316,4028193,120.61132,40.576664,99884.664,1.2116096,0
539416958,539383909,4028193,120.34709,40.579998,99887.8,1.2116476,0
539557341,539542341,4028193,120.44485,40.579998,99886.664,1.2116339,0
539773289,539758270,4028193,120.21761,40.579998,99889.336,1.2116662,0
539946181,539923926,4028193,120.35237,40.579998,99887.75,1.211647,0
540162173,540139974,4028193,120.37351,40.585,99887.5,1.2116439,0
540378204,540355955,4028193,120.60339,40.59,99884.75,1.2116107,0
540540210,540521619,4028193,120.33124,40.59,99888.0,1.21165,0
540756275,540737682,4028193,120.30217,40.59,99888.336,1.2116542,0
540972277,540953674,4028193,120.471275,40.596664,99886.336,1.21163,0
541145075,541112087,4028193,120.29688,40.6,99888.4,1.2116549,0
541361082,541328061,4028193,120.550545,40.6,99885.4,1.2116185,0
541577115,541544089,4028193,120.365585,40.601997,99887.6,1.2116452,0
541717445,541702453,4028193,120.526764,40.606667,99885.664,1.2116218,0
541933454,541918457,4028193,120.415794,40.61,99887.0,1.2116379,0
542149497,542134477,4028193,120.30217,40.61,99888.336,1.2116542,0
542365479,542350470,4028193,120.471275,40.61,99886.336,1.21163,0
542538277,542516059,4028193,120.394646,40.61,99887.25,1.211641,0
542754330,542732133,4028193,120.43693,40.61,99886.75,1.2112229,0
542970295,542948088,4028193,120.415794,40.62,99887.0,1.2112259,0
543132368,543113729,4028193,120.35765,40.62,99887.664,1.211234,0
543348352,543329745,4028193,120.415794,40.62,99887.0,1.2116379,0
543564281,543545683,4028193,120.500336,40.623333,99886.0,1.2112137,0
543737103,543704103,4028193,120.33124,40.628,99888.0,1.2112379,0
543953067,543920071,4028193,120.500336,40.629997,99886.0,1.2112137,0
544169067,544136065,4028193,120.365585,40.629997,99887.6,1.2112331,0
544309508,544294515,4028193,120.555824,40.63333,99885.336,1.2112056,0
544525481,544510480,4028193,120.415794,40.64,99887.0,1.2112259,0
544741489,544726482,4028193,120.44485,40.64,99886.664,1.2112218,0
544957461,544942463,4028193,120.471275,40.64,99886.336,1.2112179,0
545173450,545158454,4028193,120.526764,40.646664,99885.664,1.2112097,0
545346275,545324061,4028193,120.288956,40.644997,99888.5,1.2112441,0
545562276,545540072,4028193,120.288956,40.649998,99888.5,1.2112441,0
545778278,545756061,4028193,120.4792,40.644997,99886.25,1.2112168,0
545940359,545921739,4028193,120.471275,40.649998,99886.336,1.2112179,0
546156376,546137770,4028193,120.58489,40.65333,99885.0,1.2112017,0
546372332,546353719,4028193,120.27575,40.66,99888.664,1.211246,0
546545121,546512132,4028193,120.415794,40.66,99887.0,1.2112259,0
546761079,546728097,4028193,120.23083,40.662,99889.2,1.2108407,0
546901448,546886454,4028193,120.33124,40.663334,99888.0,1.210826,0
547117512,547102518,4028193,120.35765,40.67,99887.664,1.211234,0
547333454,547318455,4028193,120.44485,40.67,99886.664,1.21081,0
547549529,547534520,4028193,120.526764,40.67,99885.664,1.2107978,0
547765563,547750507,4028193,120.61132,40.67,99884.664,1.2107857,0
547938395,547916147,4028193,120.267815,40.675,99888.75,1.2108352,0
548154279,548132089,4028193,120.394646,40.68,99887.25,1.210817,0
548370297,548348064,4028193,120.500336,40.68,99886.0,1.2108018,0
548532276,548513665,4028193,120.415794,40.69,99887.0,1.210814,0
548748276,548729673,4028193,120.27575,40.69,99888.664,1.2108341,0
548964331,548945715,4028193,120.555824,40.683334,99885.336,1.2107937,0
549137104,549104106,4028193,120.450134,40.688,99886.6,1.2108091,0
549353135,549320117,4028193,120.33124,40.691998,99888.0,1.210826,0
549569088,549536097,4028193,120.450134,40.697998,99886.6,1.2108091,0
549709454,549694456,4028193,120.38672,40.7,99887.336,1.210818,0
549925519,549910518,4028193,120.35765,40.7,99887.664,1.210822,0
550141511,550126505,4028193,120.44485,40.7,99886.664,1.21081,0
550357464,550342460,4028193,120.30217,40.71,99888.336,1.2108302,0
550573468,550558473,4028193,120.471275,40.71,99886.336,1.210806,0
550746276,550724078,4028193,120.415794,40.71,99887.0,1.2104024,0
550962276,550940073,4028193,120.4792,40.71,99886.25,1.2103933,0
551124276,551105677,4028193,120.555824,40.71,99885.336,1.2103821,0
551340277,551321662,4028193,120.64038,40.713333,99884.336,1.2103701,0
551556274,551537680,4028193,120.500336,40.719997,99886.0,1.2103902,0
551772306,551753702,4028193,120.500336,40.719997,99886.0,1.2103902,0
551945082,551912060,4028193,120.38144,40.725998,99887.4,1.2104073,0
552161145,552128123,4028193,120.33124,40.724,99888.0,1.2104144,0
552301478,552286476,4028193,120.500336,40.72333,99886.0,1.2103902,0
552517507,552502467,4028193,120.61132,40.73,99884.664,1.2103741,0
552733563,552718532,4028193,120.35765,40.73,99887.664,1.2104104,0
552949571,552934578,4028193,120.500336,40.73,99886.0,1.2103902,0
553165571,553150574,4028193,120.33124,40.739998,99888.0,1.2104144,0
553338339,553316146,4028193,120.60339,40.739998,99884.75,1.2103752,0
553554337,553532118,4028193,120.22554,40.739998,99889.25,1.2104295,0
553770275,553748065,4028193,120.37351,40.745,99887.5,1.2104083,0
553932293,553913701,4028193,120.471275,40.75,99886.336,1.2099831,0
554148296,554129662,4028193,120.44485,40.75,99886.664,1.2103983,0
554364287,554345696,4028193,120.44485,40.75,99886.664,1.209987,0
554537092,554504102,4028193,120.51619,40.75,99885.8,1.2099766,0
554753066,554720056,4028193,120.550545,40.76,99885.4,1.2099718,0
554969065,554936057,4028193,120.500336,40.76,99886.0,1.2099789,0
555109467,555094474,4028193,120.415794,40.76,99887.0,1.2099911,0
555325477,555310460,4028193,120.38672,40.76,99887.336,1.2099953,0
555541455,555526460,4028193,120.33124,40.77,99888.0,1.2100031,0
555757472,555742474,4028193,120.526764,40.766666,99885.664,1.209975,0
555973470,555958466,4028193,120.44485,40.77,99886.664,1.209987,0
556146324,556124121,4028193,120.56376,40.77,99885.25,1.20997,0
556362291,556340103,4028193,120.500336,40.78,99886.0,1.2099789,0
556524276,556505661,4028193,120.526764,40.78,99885.664,1.209975,0
556740297,556721705,4028193,120.500336,40.78,99886.0,1.2099789,0
556956278,556937688,4028193,120.555824,40.78,99885.336,1.209971,0
557172276,557153663,4028193,120.35765,40.783333,99887.664,1.2099992,0
