timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
540108489,539978619,0.05553048,0.17749296,0.012235897,1,0,0,0,0,0,0,0,0,0,0
541098346,540973618,0.06378787,0.17577313,0.0075520277,1,0,0,0,0,0,0,0,0,0,0
542108224,541974621,0.057103336,0.16354533,0.0022252314,1,0,0,0,0,0,0,0,0,0,0
543118081,542985612,0.056370877,0.14614537,0.0064741825,1,0,0,0,0,0,0,0,0,0,0
544108025,543982630,0.042435426,0.10481459,0.0016280686,1,0,0,0,0,0,0,0,0,0,0
545107994,544981614,0.03650835,0.07886705,0.009528589,1,0,0,0,0,0,0,0,0,0,0
546107751,545979612,0.036581397,0.05252161,0.009603955,1,0,0,0,0,0,0,0,0,0,0
547107648,546981615,0.036129665,0.016867789,0.017637597,1,0,0,0,0,0,0,0,0,0,0
548107520,547980613,0.0372159,0.008813653,0.022305649,1,0,0,0,0,0,0,0,0,0,0
549107457,548981616,0.040891003,0.024163641,0.028780982,1,0,0,0,0,0,0,0,0,0,0
550097308,549972613,0.046299867,0.041901324,0.03081104,1,0,0,0,0,0,0,0,0,0,0
551107177,550980723,0.043303926,0.046823043,0.029066728,1,0,0,0,0,0,0,0,0,0,0
552107174,551978615,0.051321615,0.076886885,0.031090725,1,0,0,0,0,0,0,0,0,0,0
553106954,552980612,0.04443644,0.10080124,0.03100225,1,0,0,0,0,0,0,0,0,0,0
554097017,553970616,0.038883824,0.106406435,0.02681077,1,0,0,0,0,0,0,0,0,0,0
555106733,554979650,0.01138837,0.10602975,0.030188456,1,0,0,0,0,0,0,0,0,0,0
556126619,555993611,0.01898116,0.107631125,0.028586311,1,0,0,0,0,0,0,0,0,0,0
557116517,556982614,0.03307157,0.09620966,0.03088609,1,0,0,0,0,0,0,0,0,0,0
558116409,557982614,0.03741391,0.08927789,0.02958876,1,0,0,0,0,0,0,0,0,0,0
559106365,558981610,0.02471279,0.07901093,0.02370564,1,0,0,0,0,0,0,0,0,0,0
560106243,559980615,0.017031677,0.079927504,0.025918197,1,0,0,0,0,0,0,0,0,0,0
561106046,560976615,0.01356348,0.059000954,0.025883589,1,0,0,0,0,0,0,0,0,0,0
562105969,561977618,0.015510537,0.056247197,0.02458882,1,0,0,0,0,0,0,0,0,0,0
563106019,562979615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
564115715,563985614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
565115598,564982615,0.016758384,0.008983375,0.0074897134,1,0,0,0,0,0,0,0,0,0,0
566125567,565992615,0.026237274,0.012152115,0.009585592,1,0,0,0,0,0,0,0,0,0,0
567105386,566980612,0.031393763,0.003720699,0.007932751,1,0,0,0,0,0,0,0,0,0,0
568105387,567974617,0.053959206,0.010009848,0.026257649,1,0,0,0,0,0,0,0,0,0,0
569105154,568975613,0.057232413,0.028003866,0.00893691,1,0,0,0,0,0,0,0,0,0,0
570115095,569983617,0.055828832,0.023583092,0.011230371,1,0,0,0,0,0,0,0,0,0,0
571114945,570982614,0.04539291,0.03897195,0.022341067,1,0,0,0,0,0,0,0,0,0,0
572114916,571981614,0.03506229,0.041406445,0.030052604,1,0,0,0,0,0,0,0,0,0,0
573114732,572982627,0.04540297,0.04237558,0.026762532,1,0,0,0,0,0,0,0,0,0,0
574124641,573991229,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
575104509,574979614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
576104403,575975621,0.009319736,0.004309228,0.0046921163,1,0,0,0,0,0,0,0,0,0,0
577114351,576983613,0.015150104,0.012158041,0.005782104,1,0,0,0,0,0,0,0,0,0,0
578114157,577981619,0.020321677,0.0065994686,0.0047644423,1,0,0,0,0,0,0,0,0,0,0
579104078,578979616,0.021029057,0.0028028244,0.004676543,1,0,0,0,0,0,0,0,0,0,0
580103958,579974618,0.029566322,0.017004859,0.011287276,1,0,0,0,0,0,0,0,0,0,0
581113974,580979778,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
582113724,581981619,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
583113713,582982617,0.02733032,0.017180886,0.019919146,1,0,0,0,0,0,0,0,0,0,0
584113495,583981614,0.040151846,0.02906531,0.027842432,1,0,0,0,0,0,0,0,0,0,0
585113409,584982615,0.051238306,0.035891127,0.04043202,1,0,0,0,0,0,0,0,0,0,0
586103413,585976617,0.05015914,0.03179768,0.050980538,1,0,0,0,0,0,0,0,0,0,0
587103190,586972614,0.03328426,0.014453041,0.041335408,1,0,0,0,0,0,0,0,0,0,0
588093068,587968654,0.026327828,0.0125131905,0.039427727,1,0,0,0,0,0,0,0,0,0,0
589102955,588969615,0.036209445,0.003338371,0.03053855,1,0,0,0,0,0,0,0,0,0,0
590102957,589972614,0.044662002,0.024993006,0.024836512,1,0,0,0,0,0,0,0,0,0,0
591112740,590980623,0.052717242,0.04550253,0.011262147,1,0,0,0,0,0,0,0,0,0,0
592112590,591979611,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
593107467,592972618,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
594102374,593972614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
595102393,594971616,0.0087871915,0.003157115,0.003851717,1,0,0,0,0,0,0,0,0,0,0
596112179,595978613,0.013715687,0.005870888,0.018764375,1,0,0,0,0,0,0,0,0,0,0
597112115,596987617,0.012118763,0.0069999066,0.022325318,1,0,0,0,0,0,0,0,0,0,0
598111900,597981852,0.0057825125,0.010675876,0.022305038,1,0,0,0,0,0,0,0,0,0,0
599111863,598980615,0.011202634,0.028512958,0.023057297,1,0,0,0,0,0,0,0,0,0,0
600111670,599977615,0.035684586,0.04244488,0.018359864,1,0,0,0,0,0,0,0,0,0,0
601111548,600978616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
602101463,601969613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
603101347,602970616,0.0055303783,0.0087000085,0.0030686434,1,0,0,0,0,0,0,0,0,0,0
604101288,603970614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
605101090,604972616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
606101024,605968613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
607110848,606978612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
608100844,607971614,0.019420942,0.031330306,0.0024721911,1,0,0,0,0,0,0,0,0,0,0
609110743,608977617,0.031217067,0.044178367,0.008414299,1,0,0,0,0,0,0,0,0,0,0
610100498,609973614,0.04629843,0.06278739,0.0014380284,1,0,0,0,0,0,0,0,0,0,0
611100363,610970618,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
612100309,611969615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
613110243,612983333,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
614100002,613968882,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
615099921,614969700,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
616099761,615967613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
617099709,616971620,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
618099534,617974625,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
619099387,618968612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
620099327,619974617,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
621099166,620974613,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
622099105,621973615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
623108892,622977618,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
624108768,623975612,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
625098700,624970616,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
626108534,625974617,0.004682258,0.0013600009,0.0029476057,1,0,0,0,0,0,0,0,0,0,0
627098400,626970628,0.009950705,0.004358921,0.008310252,1,0,0,0,0,0,0,0,0,0,0
628098358,627970618,0.014876389,0.0031322278,0.0119755585,1,0,0,0,0,0,0,0,0,0,0
629098137,628970139,0.02726882,0.006145697,0.018337129,1,0,0,0,0,0,0,0,0,0,0
630098027,629967616,0.017885536,0.030518666,0.011717371,1,0,0,0,0,0,0,0,0,0,0
631088039,630963053,0.033964437,0.05559765,0.009823757,1,0,0,0,0,0,0,0,0,0,0
632087787,631961622,0.056554783,0.07123939,0.020914722,1,0,0,0,0,0,0,0,0,0,0
633097703,632970613,0.055696253,0.062178914,0.021526696,1,0,0,0,0,0,0,0,0,0,0
634097529,633967615,0.06546221,0.06628156,0.017012663,1,0,0,0,0,0,0,0,0,0,0
635097361,634969617,0.074688725,0.079963714,0.015527368,1,0,0,0,0,0,0,0,0,0,0
636097264,635964612,0.086608626,0.10785671,0.024126787,1,0,0,0,0,0,0,0,0,0,0
