timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
539374294,539373583,42.35858129359789,-71.08728560267997,0.4894619,-29.408178,0.0,2.6554449,2.6211905,0.39322805,3,61,1,0
539384178,539383538,42.35858130089014,-71.08728560862835,0.48965883,-29.407982,0.0,2.6557367,2.62135,0.39313745,3,61,1,0
539573461,539572675,42.35858140952775,-71.08728568842366,0.49012232,-29.387495,0.0,2.6555865,2.6217604,0.38313246,3,61,1,0
539772415,539771767,42.35858147735363,-71.08728571593132,0.48311567,-29.374086,0.0,2.6560338,2.6217136,0.38141966,3,61,1,0
539971517,539970859,42.35858155259612,-71.08728576065442,0.47990322,-29.357037,0.0,2.6556618,2.6214592,0.38247252,3,61,1,0
540170534,540169951,42.3585816725827,-71.08728589863647,0.47871065,-29.338428,0.0,2.6534302,2.621371,0.37561035,3,61,1,0
540369706,540369043,42.35858182157533,-71.08728606163942,0.4768443,-29.320393,0.0,2.6517186,2.620686,0.38196278,3,61,1,0
540568961,540568136,42.35858196280399,-71.08728624704017,0.47999096,-29.297249,0.0,2.649787,2.619891,0.38629913,3,61,1,0
540777925,540777182,42.35858206326374,-71.08728654150796,0.48389912,-29.27354,0.0,2.6488233,2.6194797,0.38653135,3,61,1,0
540976897,540976274,42.358582094621816,-71.08728690197077,0.48780394,-29.249134,0.0,2.6476512,2.6195402,0.39786148,3,61,1,0
541175962,541175366,42.358582107428695,-71.0872872861458,0.49597025,-29.221668,0.0,2.6473029,2.6192818,0.4064083,3,61,1,0
541375111,541374459,42.358582132873195,-71.08728768417619,0.5053711,-29.191666,0.0,2.6467366,2.6189427,0.41845226,3,61,1,0
541574163,541573551,42.358582157738795,-71.08728801486811,0.5159297,-29.160807,0.0,2.646189,2.6192276,0.42325306,3,61,1,0
541773347,541772646,42.35858223180193,-71.08728824243263,0.52212954,-29.134308,0.0,2.6465187,2.6192398,0.42422724,3,61,1,0
541972402,541971735,42.35858230847237,-71.08728846270243,0.5277419,-29.109295,0.0,2.6466208,2.6191523,0.43452883,3,61,1,0
542171496,542170827,42.35858236605344,-71.08728870299358,0.5351,-29.082436,0.0,2.6468835,2.6197414,0.44241333,3,61,1,0
542370593,542369919,42.358582397467245,-71.08728908913014,0.54447556,-29.05326,0.0,2.6471248,2.6196933,0.4534273,3,61,1,0
542569657,542569011,42.35858244061166,-71.0872895522735,0.55830383,-29.019333,0.0,2.6473176,2.619618,0.46833372,3,61,1,0
542768735,542768104,42.358582528290114,-71.08728989776384,0.5715976,-28.985239,0.0,2.6465998,2.619859,0.4765005,3,61,1,0
542977856,542977150,42.35858263336196,-71.08729011281359,0.5863285,-28.95029,0.0,2.6464775,2.619743,0.48862648,3,61,1,0
543176853,543176242,42.35858268403886,-71.08729031965166,0.5973172,-28.91912,0.0,2.646422,2.6195836,0.49482107,3,61,1,0
543375954,543375335,42.358582640810575,-71.08729054158113,0.6066909,-28.888746,0.0,2.6463847,2.6194274,0.5039792,3,61,1,0
543575078,543574427,42.35858263559383,-71.08729064102343,0.615695,-28.860943,0.0,2.6463778,2.6199105,0.5086174,3,63,1,0
543774082,543773519,42.35858268799256,-71.08729063918382,0.62243605,-28.834301,0.0,2.6455965,2.6194894,0.51435137,3,63,1,0
543973262,543972611,42.35858279426947,-71.0872906795748,0.6284075,-28.808231,0.0,2.6455145,2.619313,0.5201812,3,63,1,0
544172307,544171704,42.35858293613713,-71.08729072281523,0.6331973,-28.783539,0.0,2.645531,2.6197975,0.5277605,3,63,1,0
544371360,544370796,42.35858300764883,-71.087290676151,0.6401043,-28.756632,0.0,2.6453233,2.6195827,0.5354047,3,63,1,0
544570479,544569888,42.35858305902911,-71.08729062987558,0.6439109,-28.732826,0.0,2.645169,2.6193833,0.5354271,3,63,1,0
544769563,544768980,42.35858318321184,-71.08729059778926,0.6448312,-28.712008,0.0,2.6454587,2.619959,0.5375595,3,63,1,0
544968698,544968073,42.358583312686314,-71.08729061786003,0.64840317,-28.689434,0.0,2.6463358,2.6200867,0.54224014,3,63,1,0
545168213,545167165,42.3585834308461,-71.08729066948911,0.6511464,-28.665691,0.0,2.646596,2.6200023,0.55120754,3,63,1,0
545376948,545376212,42.35858350058027,-71.08729071731987,0.65491056,-28.642027,0.0,2.6465034,2.6198647,0.54676247,3,63,1,0
545575870,545575304,42.358583452409775,-71.08729080072476,0.6549239,-28.622213,0.0,2.6471236,2.6205246,0.54800797,3,63,1,0
545775079,545774396,42.358583398583,-71.08729089618888,0.65756273,-28.598675,0.0,2.6479971,2.6206121,0.55628586,3,63,1,0
545974103,545973489,42.358583394500506,-71.08729099126421,0.663435,-28.573402,0.0,2.6482832,2.6205094,0.56292677,3,63,1,0
546173145,546172581,42.35858344027381,-71.08729103211942,0.67127466,-28.545763,0.0,2.6482058,2.6209571,0.57401514,3,65,1,0
546372358,546371673,42.35858347798725,-71.08729104447175,0.6804657,-28.516472,0.0,2.6489313,2.6209729,0.57748604,3,65,1,0
546571415,546570765,42.35858350446753,-71.08729098869922,0.68364286,-28.492992,0.0,2.6494699,2.6209345,0.5783038,3,65,1,0
546770523,546769858,42.358583563871235,-71.08729086969406,0.68524075,-28.470997,0.0,2.6498287,2.6208415,0.5774832,3,65,1,0
546969518,546968950,42.35858370176799,-71.08729071178368,0.68444014,-28.452291,0.0,2.650118,2.621398,0.5730767,3,65,1,0
547178564,547177997,42.358583879951205,-71.08729050810275,0.68215036,-28.434687,0.0,2.6510055,2.6215196,0.5726304,3,65,1,0
547377977,547377089,42.35858401586034,-71.08729035061889,0.67806053,-28.418877,0.0,2.650984,2.621306,0.5760002,3,65,1,0
547576745,547576181,42.35858409521967,-71.08729019239509,0.6769047,-28.401031,0.0,2.651604,2.621959,0.57013845,3,65,1,0
547775902,547775274,42.358584189731715,-71.08728997672159,0.67584324,-28.380592,0.0,2.6520486,2.621869,0.57050705,3,65,1,0
547974997,547974366,42.358584311221435,-71.08728988656463,0.67416143,-28.362574,0.0,2.6515784,2.6215281,0.571928,3,65,1,0
548174030,548173465,42.358584381879744,-71.0872898675821,0.66877556,-28.348162,0.0,2.6516647,2.6220326,0.5570278,3,65,1,0
548373149,548372551,42.358584604539026,-71.08728975815536,0.6601052,-28.336933,0.0,2.6519647,2.6218874,0.54822254,3,65,1,0
548572410,548571644,42.35858490499238,-71.08728954258065,0.6519604,-28.324978,0.0,2.6528063,2.6218858,0.54796505,3,65,1,0
548771393,548770736,42.35858513309998,-71.0872892860811,0.64612436,-28.310814,0.0,2.6532972,2.621784,0.54669046,3,65,1,0
548970442,548969828,42.358585273447524,-71.08728909960979,0.63903284,-28.298706,0.0,2.6539793,2.6224353,0.53567934,3,65,1,0
549169651,549168921,42.35858533588949,-71.08728897478973,0.6327076,-28.28413,0.0,2.65433,2.6222858,0.531878,3,65,1,0
549368578,549368013,42.35858536561172,-71.08728890185395,0.6271162,-28.269623,0.0,2.6541553,2.6220126,0.52631664,3,65,1,0
549567880,549567105,42.35858540034696,-71.08728885381723,0.62029123,-28.256548,0.0,2.6535876,2.6223464,0.52124166,3,65,1,0
549766780,549766198,42.358585407982254,-71.08728890513575,0.6172681,-28.23907,0.0,2.652841,2.6219108,0.5262208,3,65,1,0
549975808,549975245,42.35858554671513,-71.08728904161185,0.61781025,-28.219128,0.0,2.6527116,2.6217246,0.5285659,3,65,1,0
550175065,550174337,42.358585774556744,-71.08728914209891,0.6183553,-28.199385,0.0,2.6522534,2.6213682,0.52968645,3,65,1,0
550374030,550373430,42.358585967444455,-71.08728916541956,0.6209297,-28.175909,0.0,2.652325,2.6218657,0.5280566,3,65,1,0
550573116,550572522,42.35858602355259,-71.08728910081444,0.622087,-28.154852,0.0,2.6519327,2.6215332,0.53279305,3,65,1,0
550772330,550771615,42.358586024809085,-71.08728904064881,0.6247091,-28.132229,0.0,2.6505265,2.6208951,0.53914785,3,65,1,0
550971285,550970707,42.35858603605299,-71.08728907958891,0.6304035,-28.106535,0.0,2.6494153,2.6210098,0.54895735,3,65,1,0
551170367,551169800,42.35858607365708,-71.08728911281858,0.6388478,-28.078081,0.0,2.6494267,2.6208148,0.5532532,3,65,1,0
551369592,551368892,42.358586126098686,-71.08728913333036,0.64659214,-28.050747,0.0,2.6493373,2.62059,0.5608239,3,65,1,0
551578753,551577939,42.35858620445447,-71.08728920751099,0.6569371,-28.021004,0.0,2.648972,2.6203473,0.5726352,3,65,1,0
551777599,551777032,42.35858628393808,-71.08728927322753,0.66495275,-27.992546,0.0,2.6484802,2.6206555,0.5682311,3,65,1,0
551976691,551976124,42.35858641016416,-71.08728933634711,0.6686163,-27.973969,0.0,2.648313,2.6204047,0.574584,3,65,1,0
552175840,552175217,42.35858659924813,-71.08728940795986,0.67418814,-27.953875,0.0,2.6482868,2.6202083,0.5856614,3,65,1,0
552374876,552374309,42.35858673523009,-71.08728944732658,0.6818824,-27.93357,0.0,2.6481419,2.6206338,0.5871725,3,65,1,0
552574077,552573402,42.358586791998604,-71.0872894566235,0.6894293,-27.915867,0.0,2.6476142,2.6202726,0.59364605,3,65,1,0
552773214,552772494,42.358586827955946,-71.08728957794425,0.693552,-27.903542,0.0,2.6463764,2.619658,0.5946574,3,65,1,0
552972232,552971587,42.3585868331919,-71.08728974580158,0.694087,-27.895111,0.0,2.6453788,2.6197596,0.58550835,3,65,1,0
553171246,553170680,42.3585869253946,-71.08728985215859,0.6914191,-27.891508,0.0,2.645022,2.6194663,0.5899706,3,65,1,0
553370472,553369772,42.35858705874781,-71.08728996425506,0.68731976,-27.889736,0.0,2.6442008,2.6189969,0.5779185,3,65,1,0
553569454,553568865,42.35858720903548,-71.08729020061166,0.6802926,-27.89194,0.0,2.643016,2.618985,0.568347,3,65,1,0
553768577,553767957,42.358587325346925,-71.08729047475926,0.6733837,-27.895027,0.0,2.643198,2.6189299,0.5754881,3,65,1,0
553967736,553967050,42.35858741709501,-71.08729071018729,0.6733208,-27.89177,0.0,2.6430027,2.618717,0.57771206,3,65,1,0
554177121,554176097,42.35858738895086,-71.08729086194047,0.67601395,-27.885967,0.0,2.6427016,2.6185138,0.58457613,3,65,1,0
554375763,554375190,42.35858730112643,-71.08729097851115,0.6796646,-27.879103,0.0,2.6425004,2.6189015,0.58512306,3,65,1,0
554574898,554574282,42.35858725370639,-71.0872910674872,0.684896,-27.87087,0.0,2.6427286,2.618858,0.590055,3,65,1,0
554773972,554773375,42.358587199193515,-71.08729107994974,0.69106054,-27.861866,0.0,2.6423738,2.6185825,0.6042614,3,65,1,0
554973098,554972468,42.35858699147268,-71.08729080351847,0.7001581,-27.850761,0.0,2.6424658,2.6190886,0.6142225,3,65,1,0
555172173,555171560,42.358586736237505,-71.08729040673269,0.70773363,-27.84287,0.0,2.6421056,2.618823,0.60840416,3,65,1,0
555371270,555370653,42.358586650673104,-71.08729028795085,0.7125559,-27.83894,0.0,2.6415403,2.618474,0.6210637,3,65,1,0
