timestamp,imbalanced_prop_metric,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_high_wind,fd_battery,fd_imbalanced_prop
613584572,nan,0,0,0,0,0,0,0,0
614094480,nan,0,0,0,0,0,0,0,0
614604228,nan,0,0,0,0,0,0,0,0
614751143,nan,0,0,0,0,0,0,0,0
614821143,nan,0,0,0,0,0,0,0,0
615331279,nan,0,0,0,0,0,0,0,0
615422797,nan,0,0,0,0,0,0,0,0
615910879,nan,0,0,0,0,0,0,0,0
616421417,nan,0,0,0,0,0,0,0,0
616820454,nan,0,0,0,0,0,0,0,0
617331518,nan,0,0,0,0,0,0,0,0
617840515,nan,0,0,0,0,0,0,0,0
618350737,nan,0,0,0,0,0,0,0,0
618860472,nan,0,0,0,0,0,0,0,0
618908634,nan,0,0,0,0,0,0,0,0
619418066,nan,0,0,0,0,0,0,0,0
619927882,nan,0,0,0,0,0,0,0,0
620437815,nan,0,0,0,0,0,0,0,0
620947655,nan,0,0,0,0,0,0,0,0
621457685,nan,0,0,0,0,0,0,0,0
621747412,nan,0,0,0,0,0,0,0,0
622257008,nan,0,0,0,0,0,0,0,0
622766965,nan,0,0,0,0,0,0,0,0
623276657,nan,0,0,0,0,0,0,0,0
623786743,nan,0,0,0,0,0,0,0,0
624296218,nan,0,0,0,0,0,0,0,0
624806380,nan,0,0,0,0,0,0,0,0
625316030,nan,0,0,0,0,0,0,0,0
625825604,nan,0,0,0,0,0,0,0,0
626335750,nan,0,0,0,0,0,0,0,0
626846033,nan,0,0,0,0,0,0,0,0
627355898,nan,0,0,0,0,0,0,0,0
627865704,nan,0,0,0,0,0,0,0,0
628375626,nan,0,0,0,0,0,0,0,0
628887241,nan,0,0,0,0,0,0,0,0
629397023,nan,0,0,0,0,0,0,0,0
629906759,nan,0,0,0,0,0,0,0,0
630416707,nan,0,0,0,0,0,0,0,0
630927194,nan,0,0,0,0,0,0,0,0
631436996,nan,0,0,0,0,0,0,0,0
631946109,nan,0,0,0,0,0,0,0,0
632455554,nan,0,0,0,0,0,0,0,0
632964570,nan,0,0,0,0,0,0,0,0
633473280,nan,0,0,0,0,0,0,0,0
633983117,nan,0,0,0,0,0,0,0,0
634492963,nan,0,0,0,0,0,0,0,0
635002076,nan,0,0,0,0,0,0,0,0
635511324,nan,0,0,0,0,0,0,0,0
636020727,nan,0,0,0,0,0,0,0,0
636531436,nan,0,0,0,0,0,0,0,0
637041029,nan,0,0,0,0,0,0,0,0
637550546,nan,0,0,0,0,0,0,0,0
638059853,nan,0,0,0,0,0,0,0,0
638569958,nan,0,0,0,0,0,0,0,0
639080351,nan,0,0,0,0,0,0,0,0
639590136,nan,0,0,0,0,0,0,0,0
640100050,nan,0,0,0,0,0,0,0,0
640609828,nan,0,0,0,0,0,0,0,0
641120150,nan,0,0,0,0,0,0,0,0
641630233,nan,0,0,0,0,0,0,0,0
642129386,nan,0,0,0,0,0,0,0,0
642638797,nan,0,0,0,0,0,0,0,0
643148816,nan,0,0,0,0,0,0,0,0
643659218,nan,0,0,0,0,0,0,0,0
644169284,nan,0,0,0,0,0,0,0,0
644678977,nan,0,0,0,0,0,0,0,0
645188920,nan,0,0,0,0,0,0,0,0
645699249,nan,0,0,0,0,0,0,0,0
646210157,nan,0,0,0,0,0,0,0,0
646719920,nan,0,0,0,0,0,0,0,0
647229659,nan,0,0,0,0,0,0,0,0
647740749,nan,0,0,0,0,0,0,0,0
648250793,nan,0,0,0,0,0,0,0,0
648760562,nan,0,0,0,0,0,0,0,0
649269475,nan,0,0,0,0,0,0,0,0
649778814,nan,0,0,0,0,0,0,0,0
650289533,nan,0,0,0,0,0,0,0,0
650799051,nan,0,0,0,0,0,0,0,0
651298591,nan,0,0,0,0,0,0,0,0
651808059,nan,0,0,0,0,0,0,0,0
652317725,nan,0,0,0,0,0,0,0,0
652828400,nan,0,0,0,0,0,0,0,0
653337901,nan,0,0,0,0,0,0,0,0
653847626,nan,0,0,0,0,0,0,0,0
654357710,nan,0,0,0,0,0,0,0,0
654868058,nan,0,0,0,0,0,0,0,0
655378199,nan,0,0,0,0,0,0,0,0
655887998,nan,0,0,0,0,0,0,0,0
656397844,nan,0,0,0,0,0,0,0,0
656908402,nan,0,0,0,0,0,0,0,0
657418123,nan,0,0,0,0,0,0,0,0
657928526,nan,0,0,0,0,0,0,0,0
658437892,nan,0,0,0,0,0,0,0,0
658948200,nan,0,0,0,0,0,0,0,0
659458046,nan,0,0,0,0,0,0,0,0
659967522,nan,0,0,0,0,0,0,0,0
660476900,nan,0,0,0,0,0,0,0,0
660987127,nan,0,0,0,0,0,0,0,0
661488065,nan,0,0,0,0,0,0,0,0
661997900,nan,0,0,0,0,0,0,0,0
662508694,nan,0,0,0,0,0,0,0,0
663018059,nan,0,0,0,0,0,0,0,0
663528248,nan,0,0,0,0,0,0,0,0
664037769,nan,0,0,0,0,0,0,0,0
664548795,nan,0,0,0,0,0,0,0,0
665058254,nan,0,0,0,0,0,0,0,0
665567850,nan,0,0,0,0,0,0,0,0
666077782,nan,0,0,0,0,0,0,0,0
666587182,nan,0,0,0,0,0,0,0,0
667097030,nan,0,0,0,0,0,0,0,0
667606910,nan,0,0,0,0,0,0,0,0
668117129,nan,0,0,0,0,0,0,0,0
668627100,nan,0,0,0,0,0,0,0,0
669137292,nan,0,0,0,0,0,0,0,0
669646784,nan,0,0,0,0,0,0,0,0
670156811,nan,0,0,0,0,0,0,0,0
670666925,nan,0,0,0,0,0,0,0,0
671176107,nan,0,0,0,0,0,0,0,0
671685679,nan,0,0,0,0,0,0,0,0
672185961,nan,0,0,0,0,0,0,0,0
672696524,nan,0,0,0,0,0,0,0,0
673206159,nan,0,0,0,0,0,0,0,0
673706219,nan,0,0,0,0,0,0,0,0
674215962,nan,0,0,0,0,0,0,0,0
674726084,nan,0,0,0,0,0,0,0,0
675236014,nan,0,0,0,0,0,0,0,0
675745574,nan,0,0,0,0,0,0,0,0
676254894,nan,0,0,0,0,0,0,0,0
676755111,nan,0,0,0,0,0,0,0,0
677265053,nan,0,0,0,0,0,0,0,0
677775376,nan,0,0,0,0,0,0,0,0
678285031,nan,0,0,0,0,0,0,0,0
678794869,nan,0,0,0,0,0,0,0,0
679305286,nan,0,0,0,0,0,0,0,0
679815212,nan,0,0,0,0,0,0,0,0
680314953,nan,0,0,0,0,0,0,0,0
680824861,nan,0,0,0,0,0,0,0,0
681335233,nan,0,0,0,0,0,0,0,0
681844932,nan,0,0,0,0,0,0,0,0
682355655,nan,0,0,0,0,0,0,0,0
682865921,nan,0,0,0,0,0,0,0,0
683375978,nan,0,0,0,0,0,0,0,0
683886057,nan,0,0,0,0,0,0,0,0
684395207,nan,0,0,0,0,0,0,0,0
684904436,nan,0,0,0,0,0,0,0,0
685414460,nan,0,0,0,0,0,0,0,0
685924252,nan,0,0,0,0,0,0,0,0
686434109,nan,0,0,0,0,0,0,0,0
686943897,nan,0,0,0,0,0,0,0,0
687453826,nan,0,0,0,0,0,0,0,0
687963295,nan,0,0,0,0,0,0,0,0
688473060,nan,0,0,0,0,0,0,0,0
688983131,nan,0,0,0,0,0,0,0,0
689492815,nan,0,0,0,0,0,0,0,0
690002704,nan,0,0,0,0,0,0,0,0
690513186,nan,0,0,0,0,0,0,0,0
691023131,nan,0,0,0,0,0,0,0,0
691533118,nan,0,0,0,0,0,0,0,0
692043008,nan,0,0,0,0,0,0,0,0
692553862,nan,0,0,0,0,0,0,0,0
693064092,nan,0,0,0,0,0,0,0,0
693564622,nan,0,0,0,0,0,0,0,0
694074777,nan,0,0,0,0,0,0,0,0
694585038,nan,0,0,0,0,0,0,0,0
695094942,nan,0,0,0,0,0,0,0,0
695604620,nan,0,0,0,0,0,0,0,0
696114699,nan,0,0,0,0,0,0,0,0
696625008,nan,0,0,0,0,0,0,0,0
697134970,nan,0,0,0,0,0,0,0,0
697644378,nan,0,0,0,0,0,0,0,0
698153710,nan,0,0,0,0,0,0,0,0
698663312,nan,0,0,0,0,0,0,0,0
699172916,nan,0,0,0,0,0,0,0,0
699682806,nan,0,0,0,0,0,0,0,0
700183739,nan,0,0,0,0,0,0,0,0
700693703,nan,0,0,0,0,0,0,0,0
701204252,nan,0,0,0,0,0,0,0,0
701714018,nan,0,0,0,0,0,0,0,0
702223578,nan,0,0,0,0,0,0,0,0
702732464,nan,0,0,0,0,0,0,0,0
703241569,nan,0,0,0,0,0,0,0,0
703750092,nan,0,0,0,0,0,0,0,0
704261180,nan,0,0,0,0,0,0,0,0
704770650,nan,0,0,0,0,0,0,0,0
705280728,nan,0,0,0,0,0,0,0,0
705790700,nan,0,0,0,0,0,0,0,0
706301171,nan,0,0,0,0,0,0,0,0
706810893,nan,0,0,0,0,0,0,0,0
707320570,nan,0,0,0,0,0,0,0,0
707829843,nan,0,0,0,0,0,0,0,0
708340457,nan,0,0,0,0,0,0,0,0
708850275,nan,0,0,0,0,0,0,0,0
709359495,nan,0,0,0,0,0,0,0,0
709868809,nan,0,0,0,0,0,0,0,0
710378841,nan,0,0,0,0,0,0,0,0
710889167,nan,0,0,0,0,0,0,0,0
711399286,nan,0,0,0,0,0,0,0,0
711898695,nan,0,0,0,0,0,0,0,0
712408813,nan,0,0,0,0,0,0,0,0
712918983,nan,0,0,0,0,0,0,0,0
713429356,nan,0,0,0,0,0,0,0,0
713938135,nan,0,0,0,0,0,0,0,0
714447738,nan,0,0,0,0,0,0,0,0
714957697,nan,0,0,0,0,0,0,0,0
715469363,nan,0,0,0,0,0,0,0,0
715969592,nan,0,0,0,0,0,0,0,0
716478710,nan,0,0,0,0,0,0,0,0
716988564,nan,0,0,0,0,0,0,0,0
717498144,nan,0,0,0,0,0,0,0,0
718008412,nan,0,0,0,0,0,0,0,0
718517840,nan,0,0,0,0,0,0,0,0
719028039,nan,0,0,0,0,0,0,0,0
719537366,nan,0,0,0,0,0,0,0,0
720048170,nan,0,0,0,0,0,0,0,0
720557591,nan,0,0,0,0,0,0,0,0
721066901,nan,0,0,0,0,0,0,0,0
721576930,nan,0,0,0,0,0,0,0,0
722087303,nan,0,0,0,0,0,0,0,0
722597272,nan,0,0,0,0,0,0,0,0
723107210,nan,0,0,0,0,0,0,0,0
723616924,nan,0,0,0,0,0,0,0,0
724127082,nan,0,0,0,0,0,0,0,0
724637068,nan,0,0,0,0,0,0,0,0
724995356,nan,0,0,0,0,0,0,0,0
725505155,nan,0,0,0,0,0,0,0,0
726014597,nan,0,0,0,0,0,0,0,0
726524554,nan,0,0,0,0,0,0,0,0
727034465,nan,0,0,0,0,0,0,0,0
727544507,nan,0,0,0,0,0,0,0,0
728054069,nan,0,0,0,0,0,0,0,0
728563939,nan,0,0,0,0,0,0,0,0
729074293,nan,0,0,0,0,0,0,0,0
729585314,nan,0,0,0,0,0,0,0,0
730094903,nan,0,0,0,0,0,0,0,0
730604960,nan,0,0,0,0,0,0,0,0
731115171,nan,0,0,0,0,0,0,0,0
731625382,nan,0,0,0,0,0,0,0,0
732135169,nan,0,0,0,0,0,0,0,0
732644921,nan,0,0,0,0,0,0,0,0
733155282,nan,0,0,0,0,0,0,0,0
733665252,nan,0,0,0,0,0,0,0,0
734165130,nan,0,0,0,0,0,0,0,0
734674531,nan,0,0,0,0,0,0,0,0
735183931,nan,0,0,0,0,0,0,0,0
735694008,nan,0,0,0,0,0,0,0,0
736204529,nan,0,0,0,0,0,0,0,0
736714140,nan,0,0,0,0,0,0,0,0
737223786,nan,0,0,0,0,0,0,0,0
737733913,nan,0,0,0,0,0,0,0,0
738244245,nan,0,0,0,0,0,0,0,0
738754025,nan,0,0,0,0,0,0,0,0
739264046,nan,0,0,0,0,0,0,0,0
739774332,nan,0,0,0,0,0,0,0,0
740284139,nan,0,0,0,0,0,0,0,0
740793558,nan,0,0,0,0,0,0,0,0
741303201,nan,0,0,0,0,0,0,0,0
741812943,nan,0,0,0,0,0,0,0,0
742323087,nan,0,0,0,0,0,0,0,0
742834105,nan,0,0,0,0,0,0,0,0
743343836,nan,0,0,0,0,0,0,0,0
743853857,nan,0,0,0,0,0,0,0,0
744364288,nan,0,0,0,0,0,0,0,0
744874302,nan,0,0,0,0,0,0,0,0
745383777,nan,0,0,0,0,0,0,0,0
745894015,nan,0,0,0,0,0,0,0,0
746404140,nan,0,0,0,0,0,0,0,0
746914108,nan,0,0,0,0,0,0,0,0
747423693,nan,0,0,0,0,0,0,0,0
747934075,nan,0,0,0,0,0,0,0,0
748443961,nan,0,0,0,0,0,0,0,0
748954038,nan,0,0,0,0,0,0,0,0
749463112,nan,0,0,0,0,0,0,0,0
749972741,nan,0,0,0,0,0,0,0,0
750482906,nan,0,0,0,0,0,0,0,0
750993266,nan,0,0,0,0,0,0,0,0
751503101,nan,0,0,0,0,0,0,0,0
752012850,nan,0,0,0,0,0,0,0,0
752522766,nan,0,0,0,0,0,0,0,0
753032935,nan,0,0,0,0,0,0,0,0
753543128,nan,0,0,0,0,0,0,0,0
754052439,nan,0,0,0,0,0,0,0,0
754561554,nan,0,0,0,0,0,0,0,0
755070746,nan,0,0,0,0,0,0,0,0
755581020,nan,0,0,0,0,0,0,0,0
756091176,nan,0,0,0,0,0,0,0,0
756600897,nan,0,0,0,0,0,0,0,0
757110941,nan,0,0,0,0,0,0,0,0
757621128,nan,0,0,0,0,0,0,0,0
758131749,nan,0,0,0,0,0,0,0,0
758641468,nan,0,0,0,0,0,0,0,0
759150530,nan,0,0,0,0,0,0,0,0
759659779,nan,0,0,0,0,0,0,0,0
760170142,nan,0,0,0,0,0,0,0,0
760680138,nan,0,0,0,0,0,0,0,0
761190003,nan,0,0,0,0,0,0,0,0
761699599,nan,0,0,0,0,0,0,0,0
762210196,nan,0,0,0,0,0,0,0,0
762720438,nan,0,0,0,0,0,0,0,0
763229846,nan,0,0,0,0,0,0,0,0
763739795,nan,0,0,0,0,0,0,0,0
764249462,nan,0,0,0,0,0,0,0,0
764759100,nan,0,0,0,0,0,0,0,0
765269560,nan,0,0,0,0,0,0,0,0
765778948,nan,0,0,0,0,0,0,0,0
766288841,nan,0,0,0,0,0,0,0,0
766799022,nan,0,0,0,0,0,0,0,0
767309350,nan,0,0,0,0,0,0,0,0
767818823,nan,0,0,0,0,0,0,0,0
768329194,nan,0,0,0,0,0,0,0,0
768839013,nan,0,0,0,0,0,0,0,0
769349069,nan,0,0,0,0,0,0,0,0
769858885,nan,0,0,0,0,0,0,0,0
770369017,nan,0,0,0,0,0,0,0,0
770879740,nan,0,0,0,0,0,0,0,0
771389779,nan,0,0,0,0,0,0,0,0
771899648,nan,0,0,0,0,0,0,0,0
772409508,nan,0,0,0,0,0,0,0,0
772918989,nan,0,0,0,0,0,0,0,0
773428773,nan,0,0,0,0,0,0,0,0
773938854,nan,0,0,0,0,0,0,0,0
774448951,nan,0,0,0,0,0,0,0,0
774958643,nan,0,0,0,0,0,0,0,0
775468771,nan,0,0,0,0,0,0,0,0
775978781,nan,0,0,0,0,0,0,0,0
776478581,nan,0,0,0,0,0,0,0,0
776987851,nan,0,0,0,0,0,0,0,0
777497588,nan,0,0,0,0,0,0,0,0
778007360,nan,0,0,0,0,0,0,0,0
778517784,nan,0,0,0,0,0,0,0,0
779027663,nan,0,0,0,0,0,0,0,0
779537496,nan,0,0,0,0,0,0,0,0
780047259,nan,0,0,0,0,0,0,0,0
780557048,nan,0,0,0,0,0,0,0,0
781067018,nan,0,0,0,0,0,0,0,0
781576998,nan,0,0,0,0,0,0,0,0
782087206,nan,0,0,0,0,0,0,0,0
782597190,nan,0,0,0,0,0,0,0,0
783107103,nan,0,0,0,0,0,0,0,0
783616731,nan,0,0,0,0,0,0,0,0
784127743,nan,0,0,0,0,0,0,0,0
784637744,nan,0,0,0,0,0,0,0,0
785137694,nan,0,0,0,0,0,0,0,0
785647725,nan,0,0,0,0,0,0,0,0
786158071,nan,0,0,0,0,0,0,0,0
786667814,nan,0,0,0,0,0,0,0,0
787177311,nan,0,0,0,0,0,0,0,0
787686623,nan,0,0,0,0,0,0,0,0
788196646,nan,0,0,0,0,0,0,0,0
788707321,nan,0,0,0,0,0,0,0,0
789216862,nan,0,0,0,0,0,0,0,0
789726737,nan,0,0,0,0,0,0,0,0
790236801,nan,0,0,0,0,0,0,0,0
790747092,nan,0,0,0,0,0,0,0,0
791256901,nan,0,0,0,0,0,0,0,0
791766786,nan,0,0,0,0,0,0,0,0
792266814,nan,0,0,0,0,0,0,0,0
792776423,nan,0,0,0,0,0,0,0,0
793286113,nan,0,0,0,0,0,0,0,0
793796182,nan,0,0,0,0,0,0,0,0
794305738,nan,0,0,0,0,0,0,0,0
794815733,nan,0,0,0,0,0,0,0,0
795326151,nan,0,0,0,0,0,0,0,0
795836045,nan,0,0,0,0,0,0,0,0
796345624,nan,0,0,0,0,0,0,0,0
796855648,nan,0,0,0,0,0,0,0,0
797366044,nan,0,0,0,0,0,0,0,0
797875834,nan,0,0,0,0,0,0,0,0
798385718,nan,0,0,0,0,0,0,0,0
798895332,nan,0,0,0,0,0,0,0,0
799404606,nan,0,0,0,0,0,0,0,0
799915212,nan,0,0,0,0,0,0,0,0
800425057,nan,0,0,0,0,0,0,0,0
800934890,nan,0,0,0,0,0,0,0,0
801444690,nan,0,0,0,0,0,0,0,0
801954964,nan,0,0,0,0,0,0,0,0
802465090,nan,0,0,0,0,0,0,0,0
802974657,nan,0,0,0,0,0,0,0,0
803485403,nan,0,0,0,0,0,0,0,0
803994807,nan,0,0,0,0,0,0,0,0
804505132,nan,0,0,0,0,0,0,0,0
805014771,nan,0,0,0,0,0,0,0,0
805514465,nan,0,0,0,0,0,0,0,0
806023627,nan,0,0,0,0,0,0,0,0
806534208,nan,0,0,0,0,0,0,0,0
807044176,nan,0,0,0,0,0,0,0,0
807553703,nan,0,0,0,0,0,0,0,0
808063636,nan,0,0,0,0,0,0,0,0
808573830,nan,0,0,0,0,0,0,0,0
809083997,nan,0,0,0,0,0,0,0,0
809593785,nan,0,0,0,0,0,0,0,0
810103739,nan,0,0,0,0,0,0,0,0
810613929,nan,0,0,0,0,0,0,0,0
811124238,nan,0,0,0,0,0,0,0,0
811633772,nan,0,0,0,0,0,0,0,0
812143371,nan,0,0,0,0,0,0,0,0
812652576,nan,0,0,0,0,0,0,0,0
813161136,nan,0,0,0,0,0,0,0,0
813670767,nan,0,0,0,0,0,0,0,0
814181260,nan,0,0,0,0,0,0,0,0
814690765,nan,0,0,0,0,0,0,0,0
815200866,nan,0,0,0,0,0,0,0,0
815710997,nan,0,0,0,0,0,0,0,0
816220797,nan,0,0,0,0,0,0,0,0
816730591,nan,0,0,0,0,0,0,0,0
817239903,nan,0,0,0,0,0,0,0,0
817749624,nan,0,0,0,0,0,0,0,0
818259787,nan,0,0,0,0,0,0,0,0
818769543,nan,0,0,0,0,0,0,0,0
819278911,nan,0,0,0,0,0,0,0,0
819789081,nan,0,0,0,0,0,0,0,0
820299118,nan,0,0,0,0,0,0,0,0
820809167,nan,0,0,0,0,0,0,0,0
821319130,nan,0,0,0,0,0,0,0,0
821829057,nan,0,0,0,0,0,0,0,0
822339337,nan,0,0,0,0,0,0,0,0
822849182,nan,0,0,0,0,0,0,0,0
823358733,nan,0,0,0,0,0,0,0,0
823869043,nan,0,0,0,0,0,0,0,0
824379336,nan,0,0,0,0,0,0,0,0
824889174,nan,0,0,0,0,0,0,0,0
825398427,nan,0,0,0,0,0,0,0,0
825908019,nan,0,0,0,0,0,0,0,0
826417814,nan,0,0,0,0,0,0,0,0
826928669,nan,0,0,0,0,0,0,0,0
827428234,nan,0,0,0,0,0,0,0,0
827938010,nan,0,0,0,0,0,0,0,0
828447844,nan,0,0,0,0,0,0,0,0
828958219,nan,0,0,0,0,0,0,0,0
829468295,nan,0,0,0,0,0,0,0,0
829977426,nan,0,0,0,0,0,0,0,0
830486994,nan,0,0,0,0,0,0,0,0
830997006,nan,0,0,0,0,0,0,0,0
831507438,nan,0,0,0,0,0,0,0,0
832017143,nan,0,0,0,0,0,0,0,0
832526906,nan,0,0,0,0,0,0,0,0
833036944,nan,0,0,0,0,0,0,0,0
833547397,nan,0,0,0,0,0,0,0,0
834057242,nan,0,0,0,0,0,0,0,0
834566899,nan,0,0,0,0,0,0,0,0
835076758,nan,0,0,0,0,0,0,0,0
835587168,nan,0,0,0,0,0,0,0,0
836097241,nan,0,0,0,0,0,0,0,0
836607757,nan,0,0,0,0,0,0,0,0
837117651,nan,0,0,0,0,0,0,0,0
837628090,nan,0,0,0,0,0,0,0,0
838138186,nan,0,0,0,0,0,0,0,0
838647659,nan,0,0,0,0,0,0,0,0
