timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
546874687,546874674,0.5080645,0.41836736,0.0,0.0,0.0,1.0,0.0,0.0
546924468,546924455,0.5080645,0.41836736,0.0,0.0,0.0,1.0,0.0,0.0
546974228,546974215,0.5080645,0.41836736,0.0,0.0,0.0,1.0,0.0,0.0
547024005,547023992,0.5080645,0.41836736,0.0,0.0,0.0,1.0,0.0,0.0
547073806,547073794,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
547123554,547123541,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
547178410,547178397,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
547228184,547228171,0.5080645,0.41836736,0.0,0.0,0.0,1.0,0.0,0.0
547272862,547272850,0.5080645,0.31632653,0.0,0.0,0.0,1.0,0.0,0.0
547322690,547322678,0.5080645,0.18775511,0.0,0.0,0.0,1.0,0.0,0.0
547377811,547377798,0.5080645,0.15918367,0.0,0.0,0.0,1.0,0.0,0.0
547427300,547427286,0.5080645,0.2387755,0.0,0.0,0.0,1.0,0.0,0.0
547471960,547471948,0.5080645,0.29591838,0.0,0.0,0.0,1.0,0.0,0.0
547526819,547526807,0.5080645,0.36938775,0.0,0.0,0.0,1.0,0.0,0.0
547576587,547576574,0.5080645,0.38367346,0.0,0.0,0.0,1.0,0.0,0.0
547626393,547626378,0.5080645,0.39795917,0.0,0.0,0.0,1.0,0.0,0.0
547676164,547676131,0.5080645,0.39795917,0.0,0.0,0.0,1.0,0.0,0.0
547725950,547725937,0.5080645,0.40612245,0.0,0.0,0.0,1.0,0.0,0.0
547775731,547775718,0.5080645,0.41836736,0.0,0.0,0.0,1.0,0.0,0.0
547825480,547825468,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
547875244,547875231,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
547925034,547925020,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
547974826,547974813,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
548024555,548024542,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
548074321,548074309,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
548124129,548124116,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
548173875,548173862,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
548228525,548228512,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
548273445,548273429,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
