timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
552120684,552120466,2490378,2490378,-8.710741e-05,9.893161e-06,-1.7662675e-05,-0.0029526295,0.000831484,-0.049523868,4977,4977,0,1,2
552618417,552618198,2490378,2490378,-7.990613e-05,3.5102807e-06,-1.724795e-05,-0.002921081,0.0009623054,-0.04896134,4978,4978,0,1,2
553121122,553120906,2490378,2490378,-8.5164356e-05,2.1786789e-06,-1.8882823e-05,-0.0028533195,0.0008459283,-0.049406033,4977,4977,0,1,2
553618855,553618638,2490378,2490378,-9.7465185e-05,2.5566535e-05,-1.4870148e-05,-0.0029690673,0.0009741247,-0.04940799,4977,4977,0,1,2
554121580,554121347,2490378,2490378,-9.221328e-05,9.194323e-06,-1.7300696e-05,-0.0029157076,0.00073324126,-0.049369387,4978,4978,0,1,2
554619293,554619078,2490378,2490378,-8.063848e-05,1.2608543e-05,-2.0163567e-05,-0.0025838686,0.0009861267,-0.04887519,4977,4977,0,1,2
555117042,555116810,2490378,2490378,-0.00010169329,1.4121517e-05,-1.4393332e-05,-0.0030211597,0.00093732966,-0.04952206,4978,4978,0,1,2
555619734,555619519,2490378,2490378,-0.00011326762,6.245507e-06,-1.4068843e-05,-0.0028427497,0.0009539029,-0.049661607,4977,4977,0,1,2
556117470,556117251,2490378,2490378,-0.00010372798,3.735374e-05,-1.948171e-05,-0.0028347305,0.00055276253,-0.04935619,4978,4978,0,1,2
556620177,556619960,2490378,2490378,-9.402133e-05,-4.0755805e-07,-2.115837e-05,-0.0029170779,0.0007475254,-0.049695786,4978,4978,0,1,2
557117934,557117691,2490378,2490378,-0.00010264892,1.5344569e-05,-1.7465774e-05,-0.0027918932,0.00091894675,-0.049362347,4977,4977,0,1,2
557620620,557620401,2490378,2490378,-7.4770964e-05,-1.8022034e-05,-1.51408485e-05,-0.0030391284,0.00072586763,-0.049298283,4978,4978,0,1,2
558123327,558123110,2490378,2490378,-8.3938205e-05,-2.3756464e-05,-1.824675e-05,-0.002978047,0.0007163897,-0.049582075,4977,4977,0,1,2
558616097,558615865,2490378,2490378,-0.00010783187,1.09665564e-07,-1.3217153e-05,-0.003080086,0.00073809177,-0.049063127,4978,4978,0,1,2
559118793,559118574,2490378,2490378,-0.00011841403,5.055681e-05,-1.662491e-05,-0.0030738038,0.00086380605,-0.04940573,4977,4977,0,1,2
559621502,559621283,2490378,2490378,-0.00011192982,-1.5101361e-05,-1.594299e-05,-0.0029861683,0.00089729094,-0.04963083,4977,4977,0,1,2
560119233,560119015,2490378,2490378,-0.00011363689,-1.7645798e-05,-1.2980279e-05,-0.0030269304,0.0008305514,-0.04950622,4977,4977,0,1,2
560621944,560621725,2490378,2490378,-8.0810554e-05,1.3899241e-05,-1.4642661e-05,-0.0032002653,0.0007608692,-0.049729954,4977,4977,0,1,2
561119680,561119457,2490378,2490378,-9.104893e-05,7.672141e-06,-1.6487464e-05,-0.0030737899,0.00092970213,-0.049568646,4977,4977,0,1,2
561622384,561622167,2490378,2490378,-0.00011595233,7.607861e-06,-1.5669975e-05,-0.0029633327,0.00086604425,-0.050079346,4978,4978,0,1,2
562120139,562119899,2490378,2490378,-7.841435e-05,3.4575442e-06,-1.901679e-05,-0.0030118518,0.00095320353,-0.04935553,4977,4977,0,1,2
562617850,562617631,2490378,2490378,-0.00013861617,-1.5935802e-05,-2.0964551e-05,-0.00296198,0.00073263125,-0.04793919,4977,4977,0,1,2
563120574,563120341,2490378,2490378,-0.00013953248,6.73389e-06,-1.4025283e-05,-0.0029455712,0.001098496,-0.04847688,4977,4977,0,1,2
563618289,563618073,2490378,2490378,-0.00014403228,2.4781748e-05,-2.329302e-05,-0.0030193676,0.0010206702,-0.04890826,4977,4977,0,1,2
564121016,564120783,2490378,2490378,-0.00012340174,-7.674131e-06,-1.634276e-05,-0.0027213776,0.0008005994,-0.049433682,4977,4977,0,1,2
564618731,564618516,2490378,2490378,-9.0885864e-05,5.956124e-05,-1.395315e-05,-0.0028120237,0.0008838503,-0.04904429,4976,4976,0,1,2
565121468,565121228,2490378,2490378,-0.00013100835,-5.8238926e-05,-1.6654038e-05,-0.002662203,0.0008868382,-0.04981321,4980,4980,0,1,2
565619207,565618958,2490378,2490378,-6.398688e-05,2.6237483e-05,-1.8458479e-05,-0.0030705314,0.0008582841,-0.049838457,4977,4977,0,1,2
566116909,566116691,2490378,2490378,-8.433246e-05,4.0448416e-05,-1.924368e-05,-0.0029660773,0.000943828,-0.04952831,4978,4978,0,1,2
566619621,566619401,2490378,2490378,-0.00011160552,4.5516288e-05,-1.5429934e-05,-0.0027897947,0.0010135473,-0.049366638,4978,4978,0,1,2
567117367,567117133,2490378,2490378,-8.8789566e-05,-4.4607885e-05,-1.8144408e-05,-0.002817882,0.00074557716,-0.049061097,4977,4977,0,1,2
567620076,567619843,2490378,2490378,-9.789697e-05,4.2260126e-05,-1.9842553e-05,-0.0029992303,0.00078326213,-0.049736056,4977,4977,0,1,2
568122770,568122553,2490378,2490378,-9.897674e-05,2.5323377e-05,-1.7634287e-05,-0.0026987698,0.000823406,-0.048962455,4977,4977,0,1,2
568620505,568620286,2490378,2490378,-8.553729e-05,-1.4254467e-06,-1.4472346e-05,-0.002808299,0.00088842533,-0.0496488,4977,4977,0,1,2
569118253,569118019,2490378,2490378,-6.212848e-05,2.2705499e-06,-1.475434e-05,-0.0029964787,0.0008756141,-0.0496025,4978,4978,0,1,2
569620959,569620729,2490378,2490378,-9.30261e-05,4.6677666e-05,-2.0206206e-05,-0.0028549733,0.0005040622,-0.048913073,4978,4978,0,1,2
570118681,570118461,2490378,2490378,-0.000105213956,2.1751826e-05,-1.9825296e-05,-0.0028693953,0.00081811147,-0.049443174,4973,4973,0,1,2
570621387,570621171,2490378,2490378,-0.00010016251,-1.2776602e-06,-1.6270085e-05,-0.0028307193,0.0010167764,-0.04919144,4977,4977,0,1,2
571119123,571118904,2490378,2490378,-0.00010667099,7.3098845e-06,-1.38369605e-05,-0.002951788,0.00065720844,-0.049233973,4977,4977,0,1,2
571621831,571621614,2490378,2490378,-0.00012485312,3.0338779e-05,-1.8790437e-05,-0.0030329882,0.00061141443,-0.049359657,4977,4977,0,1,2
572119579,572119347,2490378,2490378,-9.792537e-05,1.045756e-05,-1.41311375e-05,-0.0030148968,0.0005165377,-0.049353648,4978,4978,0,1,2
572617299,572617079,2490378,2490378,-0.00015235376,2.5597206e-05,-2.0782498e-05,-0.0029129395,0.0004444477,-0.049197193,4977,4977,0,1,2
573120006,573119789,2490378,2490378,1.4357921e-05,-1.8674298e-05,-2.3456672e-05,-0.0030174097,0.00037508184,-0.047574103,4977,4977,0,1,2
573617758,573617522,2490378,2490378,-3.456019e-05,1.7224296e-05,-2.2798502e-05,-0.0029223075,0.00034978564,-0.049077775,4977,4977,0,1,2
574120451,574120232,2490378,2490378,0.00052910787,2.1245723e-05,-4.262464e-05,-0.0028215996,-0.0019961125,-0.04791188,4977,4977,0,1,2
574618183,574617965,2490378,2490378,-0.00014246491,4.5130062e-05,-1.6201999e-05,-0.002794055,-0.0027271088,-0.04883003,4978,4978,0,1,2
575120925,575120675,2490378,2490378,4.4087676e-05,-1.4668913e-05,-2.2919652e-05,-0.0029852234,-0.0029494828,-0.04882414,4977,4977,0,1,2
575623603,575623385,2490378,2490378,-8.3583844e-05,4.2449115e-05,-1.9115803e-05,-0.0025882812,-0.0028376956,-0.048997108,4978,4978,0,1,2
576116362,576116140,2490378,2490378,-0.00012099342,-5.948864e-06,-2.491879e-05,-0.0023600543,-0.0024448421,-0.04897652,4977,4977,0,1,2
576619085,576618850,2490378,2490378,-8.70032e-06,1.9216752e-05,-6.4614335e-07,-0.002891489,-0.003567674,-0.054606717,4977,4977,0,1,2
577116798,577116582,2490378,2490378,-9.27092e-05,1.4628059e-05,-1.3048184e-05,-0.0025759507,-0.0028696898,-0.04993068,4977,4977,0,1,2
577619509,577619292,2490378,2490378,-7.116883e-05,2.3769024e-05,-1.6730019e-05,-0.0027095128,-0.0031239456,-0.049557734,4977,4977,0,1,2
578122219,578122002,2490378,2490378,-8.0151374e-05,1.1344048e-05,-1.5157292e-05,-0.0027710078,-0.002851653,-0.049374685,4977,4977,0,1,2
578619960,578619735,2490378,2490378,-0.00010708454,4.9514756e-06,-1.3973996e-05,-0.0026783587,-0.002821342,-0.049189042,4978,4978,0,1,2
579122664,579122444,2490378,2490378,-9.743692e-05,1.6781582e-05,-1.2622024e-05,-0.0026282808,-0.0027562787,-0.049142815,4977,4977,0,1,2
579620400,579620177,2490378,2490378,-0.00010177143,-6.5597186e-07,-1.612862e-05,-0.002746484,-0.0027023577,-0.049218696,4977,4977,0,1,2
580118129,580117909,2490378,2490378,-7.826557e-05,4.0697425e-05,-1.5837203e-07,-0.0025767968,-0.002836412,-0.049103722,4977,4977,0,1,2
580620835,580620619,2490378,2490378,-0.00011662358,4.651165e-05,3.409094e-07,-0.0027904515,-0.0021025222,-0.04954663,4978,4978,0,1,2
581118585,581118351,2490378,2490378,-0.00012761595,-6.3747316e-06,-8.445413e-06,-0.0028362896,-0.002691531,-0.049406704,4977,4977,0,1,2
581621278,581621062,2490378,2490378,-0.000114770504,2.3991188e-05,-1.0284616e-05,-0.002682265,-0.0026559674,-0.049273893,4979,4979,0,1,2
582119007,582118793,2490378,2490378,-0.00015712017,9.581709e-05,-2.1307662e-05,-0.0021208336,-0.0031110724,-0.04912297,4977,4977,0,1,2
582621733,582621502,2490378,2490378,-6.017233e-05,3.54725e-05,-6.262806e-06,-0.0025232136,-0.0026703267,-0.04927874,4977,4977,0,1,2
583119452,583119234,2490378,2490378,-9.74277e-05,2.0582413e-05,-1.3877148e-05,-0.0025474264,-0.0027436833,-0.049364902,4977,4977,0,1,2
583617196,583616966,2490378,2490378,-7.276383e-05,6.3375364e-06,-1.522395e-05,-0.0025005946,-0.002635973,-0.049476415,4977,4977,0,1,2
584119891,584119675,2490378,2490378,-0.000111252186,-6.5005865e-05,-1.4331487e-05,-0.0028151774,-0.002578245,-0.04913762,4977,4977,0,1,2
584617630,584617407,2490378,2490378,-0.00010166735,-9.620168e-06,-1.6433676e-05,-0.0028014889,-0.0025811847,-0.048956033,4977,4977,0,1,2
585120353,585120116,2490378,2490378,-0.000104971434,6.401783e-06,-1.4935664e-05,-0.0030655714,-0.002550991,-0.049538944,4977,4977,0,1,2
585623060,585622825,2490378,2490378,-9.892471e-05,-1.3842173e-05,-1.0991515e-05,-0.0030445037,-0.0023651824,-0.049101397,4977,4977,0,1,2
586120787,586120557,2490378,2490378,-0.000114653805,1.0721221e-05,-1.2307394e-05,-0.0031673484,-0.0025089793,-0.049315747,4977,4977,0,1,2
586618505,586618289,2490378,2490378,-8.4682746e-05,1.2656359e-05,-1.5974503e-05,-0.003210746,-0.0024450717,-0.04907562,4978,4978,0,1,2
587116239,587116020,2490378,2490378,-3.77038e-05,6.353997e-05,-1.7158067e-05,-0.0030959658,-0.0026814912,-0.049387205,4977,4977,0,1,2
587618945,587618729,2490378,2490378,-7.583503e-05,1.7611364e-05,-2.1140782e-05,-0.0030895656,-0.00257161,-0.049302816,4978,4978,0,1,2
588121659,588121437,2490378,2490378,-6.10902e-05,-1.9048774e-05,-1.1913924e-05,-0.0030868286,-0.0027202761,-0.04940444,4977,4977,0,1,2
588619401,588619169,2490378,2490378,-0.00010007012,1.3928552e-05,-1.2592822e-05,-0.0029007164,-0.002541325,-0.049694583,4978,4978,0,1,2
589122093,589121877,2490378,2490378,-9.889238e-05,3.1376272e-05,-1.5427648e-05,-0.0030491822,-0.0025863994,-0.049541723,4977,4977,0,1,2
589619829,589619608,2490378,2490378,-8.055973e-05,1.9317256e-06,-1.6438744e-05,-0.0031891817,-0.002541359,-0.049212974,4977,4977,0,1,2
590117581,590117339,2490378,2490378,-0.00012015448,-4.9800497e-06,-1.4151431e-05,-0.0031228848,-0.0026230742,-0.048344795,4977,4977,0,1,2
590620264,590620047,2490378,2490378,-8.981966e-06,0.0001216278,-9.122965e-07,-0.0032609254,-0.0024706807,-0.049229465,4977,4977,0,1,2
591118013,591117778,2490378,2490378,-6.772364e-05,1.3957992e-06,-7.5030425e-06,-0.003095949,-0.0022942568,-0.049095254,4977,4977,0,1,2
591620705,591620486,2490378,2490378,-8.219043e-05,2.5076565e-06,-1.5547163e-05,-0.0031063168,-0.0026401551,-0.049536865,4977,4977,0,1,2
592118434,592118217,2490378,2490378,-0.00010016066,-4.973064e-05,-4.6915837e-05,-0.0035042616,-0.0022056007,-0.049905352,4978,4978,0,1,2
592621142,592620924,2490378,2490378,-0.0007745338,0.00030836463,5.29e-05,-0.0035817649,-0.0037801028,-0.048381485,4976,4976,0,1,2
593118874,593118655,2490378,2490378,-0.0014150605,0.00072946085,0.0002959865,-0.0038770647,-0.0051390156,-0.04863571,4977,4977,0,1,2
593616614,593616385,2490378,2490378,-6.219228e-05,3.4976998e-05,-6.4337914e-06,-0.004217705,-0.0032876846,-0.049157478,4977,4977,0,1,2
594119313,594119093,2490378,2490378,-0.00015371252,-6.540239e-05,-1.8244376e-05,-0.0037944005,-0.003029498,-0.048851535,4978,4978,0,1,2
594617052,594616823,2490378,2490378,-9.0690126e-05,-7.3602528e-06,-1.2251875e-05,-0.0038600126,-0.0033531212,-0.048930146,4977,4977,0,1,2
595119766,595119530,2490378,2490378,-0.00010873331,5.6967758e-05,-1.9233776e-05,-0.0039127567,-0.0034671708,-0.049566913,4977,4977,0,1,2
595622460,595622237,2490378,2490378,-0.000107523214,6.19639e-05,-1.896165e-05,-0.0036343387,-0.0029553717,-0.049344476,4977,4977,0,1,2
596120184,596119967,2490378,2490378,-0.00011060669,-1.2876804e-05,-1.7759789e-05,-0.003557352,-0.0032432845,-0.04901833,4977,4977,0,1,2
596622894,596622674,2490378,2490378,-0.00011785646,2.8638395e-05,-1.5845346e-05,-0.0032451793,-0.0033264847,-0.049011495,4977,4977,0,1,2
597115645,597115426,2490378,2490378,-0.00010795653,-5.876956e-05,-9.445832e-06,-0.0034917365,-0.0033042117,-0.048961036,4977,4977,0,1,2
597618380,597618133,2490378,2490378,-0.00011232429,-2.4413941e-05,-1.392458e-05,-0.0036690403,-0.003107662,-0.048909996,4977,4977,0,1,2
598121058,598120839,2490378,2490378,-0.00012794825,1.2172796e-05,-9.888731e-06,-0.0038562086,-0.003016256,-0.048969515,4977,4977,0,1,2
598618789,598618568,2490378,2490378,-9.8776014e-05,-3.969559e-06,-1.7454318e-05,-0.0038574352,-0.0031328944,-0.049221158,4977,4977,0,1,2
599121506,599121275,2490378,2490378,-8.0659396e-05,2.9736528e-05,-1.8168143e-05,-0.00376477,-0.0031469539,-0.049229413,4977,4977,0,1,2
599619218,599619004,2490378,2490378,-9.722808e-05,2.9799075e-05,-1.6576827e-05,-0.0035203847,-0.0030639153,-0.049038097,4978,4978,0,1,2
600121949,600121710,2490378,2490378,-9.32285e-05,1.8795283e-05,-1.8639412e-05,-0.003565263,-0.0030456453,-0.048789468,4978,4978,0,1,2
600619656,600619438,2490378,2490378,3.2650285e-05,0.00013509918,-7.652051e-06,-0.003365422,-0.003139504,-0.048470177,4977,4977,0,1,2
601117387,601117167,2490378,2490378,-0.00023973646,-7.528842e-05,-2.8920109e-05,-0.0034482193,-0.0037838244,-0.049534876,4977,4977,0,1,2
601620092,601619873,2490378,2490378,5.2381183e-05,-0.00010870718,-4.6181594e-05,-0.003261076,-0.0038643063,-0.049078863,4978,4978,0,1,2
602117817,602117601,2490378,2490378,-9.763535e-05,-1.2144359e-05,-1.6282927e-05,-0.0033512071,-0.0031769124,-0.04910696,4977,4977,0,1,2
602620545,602620306,2490378,2490378,-6.292513e-05,4.898288e-05,-1.1413194e-05,-0.003310387,-0.0031941845,-0.04848272,4977,4977,0,1,2
603118268,603118034,2490378,2490378,-7.4761534e-05,2.009201e-05,-1.2371775e-05,-0.003326207,-0.0034088527,-0.049135264,4977,4977,0,1,2
603620974,603620740,2490378,2490378,-0.000108827204,-1.9965037e-05,-1.8681938e-05,-0.0036820744,-0.0032226185,-0.049296655,4978,4978,0,1,2
604118684,604118467,2490378,2490378,-0.0002936915,1.7855748e-05,1.3588522e-05,-0.0035961764,-0.0041418,-0.05062033,4976,4976,0,1,2
604616413,604616195,2490378,2490378,-0.00014159718,4.0363626e-05,-1.7395678e-05,-0.0031673678,-0.0031812598,-0.04931414,4977,4977,0,1,2
605119138,605118900,2490378,2490378,-0.00017043807,0.00014232584,2.563085e-05,-0.0034828242,-0.0042294427,-0.049900215,4978,4978,0,1,2
605621825,605621604,2490378,2490378,-3.4731074e-05,0.00020509855,2.3818973e-06,-0.0025253557,-0.004403027,-0.049493387,4977,4977,0,1,2
606119550,606119332,2490378,2490378,-0.00032136586,-0.00011505239,-3.0344538e-05,-0.002742787,-0.0034910606,-0.048334308,4978,4978,0,1,2
606622255,606622036,2490378,2490378,-0.000103478065,-3.2205717e-05,-9.286752e-06,-0.0034175664,-0.0034840028,-0.050623238,4977,4977,0,1,2
607119982,607119763,2490378,2490378,-0.00010661981,7.115128e-08,-2.0288655e-05,-0.0033196772,-0.0036012586,-0.0482425,4978,4978,0,1,2
607617709,607617490,2490378,2490378,-9.862943e-05,-7.3098504e-06,-1.4971043e-05,-0.0029152369,-0.003327963,-0.04863966,4978,4978,0,1,2
608120440,608120193,2490378,2490378,-0.0001024135,5.5234887e-05,-1.9109431e-05,-0.0034100285,-0.003325988,-0.04970687,4977,4977,0,1,2
608618151,608617920,2490378,2490378,-8.249537e-05,1.4343232e-05,-2.1066115e-05,-0.0036477228,-0.00314047,-0.04898089,4977,4977,0,1,2
609120844,609120624,2490378,2490378,-0.000122981,-1.3151605e-05,-2.0654788e-05,-0.0032445889,-0.0032346265,-0.049642056,4978,4978,0,1,2
609618567,609618350,2490378,2490378,-0.00011111678,-1.6350297e-05,-1.6356811e-05,-0.003028359,-0.0032591347,-0.048546035,4977,4977,0,1,2
610121273,610121053,2490378,2490378,-9.2584254e-05,-3.1136497e-06,-6.388265e-06,-0.003504765,-0.0030588396,-0.0491141,4977,4977,0,1,2
610618995,610618779,2490378,2490378,-0.00017320988,-9.173063e-05,-2.8313263e-05,-0.0032871743,-0.0032376747,-0.048893828,4977,4977,0,1,2
611116725,611116505,2490378,2490378,-5.6282963e-05,1.2954292e-05,-1.2139231e-05,-0.0033210889,-0.0032058333,-0.049428977,4977,4977,0,1,2
611619424,611619208,2490378,2490378,-0.00016296131,-0.000105545194,-2.2889128e-05,-0.0032384417,-0.003503555,-0.04985008,4977,4977,0,1,2
612117150,612116934,2490378,2490378,0.00021292933,-0.00016562658,-9.188195e-05,-0.003027372,-0.0038040644,-0.0487126,4978,4978,0,1,2
612619875,612619636,2490378,2490378,-0.00029614364,-0.00020874775,-2.590048e-05,-0.0028681692,-0.003679993,-0.049342774,4977,4977,0,1,2
613117592,613117362,2490378,2490378,-0.00077217136,0.00022268288,6.527547e-05,-0.0033463747,-0.0035424738,-0.048924845,4978,4978,0,1,2
613620282,613620064,2490378,2490378,-0.00010296126,2.8745285e-06,-1.17689815e-05,-0.003324117,-0.0030989312,-0.049027205,4977,4977,0,1,2
614122982,614122766,2490378,2490378,-0.00024222772,8.217395e-07,-6.647651e-06,-0.0032951157,-0.0032125304,-0.048994098,4977,4977,0,1,2
614615735,614615514,2490378,2490378,-0.000111014335,5.9423848e-05,-1.9976187e-05,-0.0030489978,-0.0031792251,-0.04958269,4977,4977,0,1,2
615118454,615118216,2490378,2490378,0.0015380582,0.0024491725,-4.926638e-05,-0.0009224989,-0.0056019193,-0.047505047,4977,4977,0,1,2
615621139,615620918,2490378,2490378,-0.00016759017,-8.8794804e-05,-1.0334994e-05,-0.002503496,-0.0036554495,-0.049779907,4978,4978,0,1,2
616118861,616118642,2490378,2490378,-0.00021547523,8.8923494e-05,1.0746384e-05,-0.0022085072,-0.0033652082,-0.04845368,4977,4977,0,1,2
616621559,616621344,2490378,2490378,-8.242674e-05,1.6433854e-05,-1.58127e-05,-0.0021566988,-0.0034955565,-0.049057946,4978,4978,0,1,2
617119282,617119068,2490378,2490378,-0.00010512597,1.2273418e-05,-2.3450073e-05,-0.0017965968,-0.0034603418,-0.047543142,4978,4978,0,1,2
617622090,617621769,2490378,2490378,-0.00010744918,-0.00012105251,1.7199238e-06,-0.0022578603,-0.003439634,-0.050411273,4977,4977,0,1,2
618119714,618119493,2490378,2490378,-0.00010052403,-2.7050432e-05,-1.2626358e-05,-0.0022775177,-0.0033480914,-0.049346194,4977,4977,0,1,2
618617432,618617216,2490378,2490378,-9.6864e-05,-1.7862325e-05,-1.1871593e-05,-0.0020614932,-0.003565499,-0.049011357,4977,4977,0,1,2
619120137,619119917,2490378,2490378,0.00019922915,-8.187939e-05,-6.4765474e-05,-0.0023579588,-0.0030030648,-0.048375107,4977,4977,0,1,2
619617857,619617641,2490378,2490378,6.9255424e-05,-0.000113071685,-2.1010002e-05,-0.003111504,-0.0049387035,-0.048895225,4978,4978,0,1,2
620120563,620120341,2490378,2490378,-0.00013200882,-1.85611e-05,-1.7081089e-05,-0.0027308317,-0.0033400154,-0.048782,4977,4977,0,1,2
620618281,620618064,2490378,2490378,-0.00010595725,3.202561e-05,-1.4740788e-05,-0.002850123,-0.0034013058,-0.049151126,4977,4977,0,1,2
621120981,621120764,2490378,2490378,9.223453e-05,0.0003679695,-2.2021703e-05,-0.0028242145,-0.0035009384,-0.049532156,4977,4977,0,1,2
621618703,621618487,2490378,2490378,-3.009204e-05,0.000194445,-1.3548821e-05,-0.0021839389,-0.0033837783,-0.049176805,4977,4977,0,1,2
622116461,622116210,2490378,2490378,-0.00015923662,0.00011710701,-7.42809e-06,-0.001969121,-0.0035750598,-0.049312934,4978,4978,0,1,2
622619146,622618910,2490378,2490378,-5.521939e-05,-7.844033e-05,-3.355332e-05,-0.0018329957,-0.0033691004,-0.049075298,4978,4978,0,1,2
623121826,623121609,2490378,2490378,-9.889537e-05,7.6134835e-05,-1.9749574e-05,-0.0015158335,-0.0030797722,-0.050045103,4977,4977,0,1,2
623619553,623619331,2490378,2490378,-0.00012907867,1.1338037e-06,-1.4215213e-05,-0.0017163968,-0.003259891,-0.04927428,4977,4977,0,1,2
624122259,624122030,2490378,2490378,-5.100404e-05,0.00011843566,-1.2371043e-05,-0.0014382516,-0.0034855802,-0.04927394,4977,4977,0,1,2
624619973,624619752,2490378,2490378,-9.6818585e-05,5.4093918e-05,-8.954925e-06,-0.0015851827,-0.0034536656,-0.049387533,4977,4977,0,1,2
625117712,625117474,2490378,2490378,-3.068085e-05,5.4246524e-05,-1.1089419e-05,-0.0018109969,-0.003526687,-0.049267437,4977,4977,0,1,2
625620392,625620173,2490378,2490378,-0.00013611828,-1.1900514e-05,-1.4517528e-05,-0.0018747336,-0.0032228234,-0.049348254,4977,4977,0,1,2
626118112,626117894,2490378,2490378,-8.0951715e-05,1.5414587e-05,-1.2929356e-05,-0.0020100942,-0.0032389553,-0.04865896,4977,4977,0,1,2
626620824,626620593,2490378,2490378,-9.428321e-05,2.486065e-06,-1.43158695e-05,-0.002009288,-0.0032687709,-0.049006842,4977,4977,0,1,2
627118578,627118314,2490378,2490378,-7.827037e-05,-1.1501634e-05,-1.453334e-05,-0.0020437222,-0.003553851,-0.04952257,4976,4976,0,1,2
627621241,627621012,2490378,2490378,-0.0001229848,-1.978909e-05,-1.6556804e-05,-0.0018305358,-0.0030979957,-0.048408158,4977,4977,0,1,2
