timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
538438709,538338296,4325386,0.0032306472,-0.0067345314,0.0010357227,0.34906584,2.0722506e-07,2.078125e-07,4.8568563e-07,4259850,-0.34792465,0.35227352,-0.09889328,0.4,0.0005020799,0.00050141406,0.0005007128,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
539448614,539348179,4325386,0.0032335331,-0.0067402134,0.0010405642,0.34906584,2.0735803e-07,2.079234e-07,4.8145915e-07,4259850,-0.3477791,0.35212728,-0.09915626,0.4,0.00050173403,0.0005010502,0.00050027826,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
539708819,539608149,4325386,0.0032342018,-0.006724011,0.0010374071,0.34906584,2.0597028e-07,2.0653154e-07,4.805598e-07,4259850,-0.3476594,0.35200328,-0.10018552,0.4,0.00050141773,0.00050073024,0.00049993827,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
540718432,540618032,4325386,0.00321643,-0.0067329537,0.0010339199,0.34906584,2.009191e-07,2.0146172e-07,4.7673592e-07,4259850,-0.34790897,0.3522595,-0.100320764,0.4,0.00050223095,0.00050152437,0.0005006609,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
541458361,541357948,4325386,0.0031842757,-0.006715887,0.0010301262,0.34906584,2.0186971e-07,2.023912e-07,4.7277484e-07,4259850,-0.34748945,0.35184664,-0.09924378,0.4,0.0005011026,0.00050038623,0.00049947394,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
542448311,542347834,4325386,0.003167809,-0.0067156167,0.0010309087,0.34906584,2.0479895e-07,2.0529748e-07,4.7027117e-07,4259850,-0.34773567,0.35210493,-0.09826128,0.4,0.0005019109,0.00050117925,0.0005001897,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
543458034,543357718,4325386,0.00317462,-0.006693154,0.0010264894,0.34906584,2.045644e-07,2.050417e-07,4.6703613e-07,4259850,-0.34755534,0.35192433,-0.09740124,0.4,0.0005014958,0.0005007515,0.00049968966,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
544467933,544367602,4325386,0.0032247074,-0.0066873697,0.0010312733,0.34906584,2.046959e-07,2.051536e-07,4.6520967e-07,4259850,-0.3478262,0.35219112,-0.09803953,0.4,0.0005023579,0.0005016004,0.0005004586,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
545477867,545377486,4325386,0.0032455598,-0.0066946363,0.0010254354,0.34906584,2.0558402e-07,2.0602133e-07,4.6151584e-07,4259850,-0.3476731,0.3520264,-0.098700285,0.4,0.00050200045,0.0005012315,0.00050001126,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
546487697,546387371,4325386,0.003261979,-0.006686265,0.0010213897,0.34906584,2.066856e-07,2.071066e-07,4.5887012e-07,4259850,-0.3474786,0.35182542,-0.09863609,0.4,0.0005015316,0.0005007533,0.00049945776,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
547107957,547007300,4325386,0.003306731,-0.0066905525,0.0010252255,0.34906584,2.0568214e-07,2.0609832e-07,4.585105e-07,4259850,-0.34781727,0.3521624,-0.0997859,0.4,0.00050255447,0.0005017686,0.0005004188,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
548107806,548007186,4325386,0.003314649,-0.0066908896,0.0010114531,0.34906584,2.0472544e-07,2.0513392e-07,4.560984e-07,4259850,-0.3476468,0.35197827,-0.10098042,0.4,0.0005021495,0.0005013553,0.0004999272,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
548707800,548607118,4325386,0.0033397223,-0.0066977595,0.0010072323,0.34906584,2.0557805e-07,2.0598183e-07,4.5507494e-07,4259850,-0.34774765,0.35207316,-0.10216386,0.4,0.00050248695,0.00050168706,0.0005002101,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
549717709,549617003,4325386,0.003310128,-0.00669395,0.0009907308,0.34906584,2.0424221e-07,2.0464304e-07,4.5239682e-07,4259850,-0.34768048,0.35199976,-0.103008695,0.4,0.00050239067,0.00050158263,0.00050002517,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
550727360,550626888,4325386,0.0032952463,-0.0066917487,0.0009858474,0.34906584,2.0262048e-07,2.0302106e-07,4.5044695e-07,4259850,-0.34749594,0.35181147,-0.103014626,0.4,0.00050194835,0.00050113414,0.0004994967,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
551417198,551316810,4325386,0.0032894851,-0.006700211,0.000972675,0.34906584,2.039633e-07,2.0436055e-07,4.5026033e-07,4259850,-0.3478146,0.3521274,-0.10203259,0.4,0.0005029459,0.0005021255,0.0005004272,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
552427145,552326695,4325386,0.0032821668,-0.0066943294,0.0009624542,0.34906584,2.0418831e-07,2.0457783e-07,4.4773216e-07,4259850,-0.3476516,0.35195857,-0.10185126,0.4,0.00050257315,0.0005017468,0.0004999702,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
552917411,552816640,4325386,0.0032668551,-0.006704357,0.00095099205,0.34906584,2.0161987e-07,2.0201307e-07,4.478425e-07,4259850,-0.34781295,0.3521156,-0.10286413,0.4,0.0005030844,0.0005022545,0.0005004317,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
553926887,553826526,4325386,0.0032493155,-0.006720646,0.00094280497,0.34906584,2.0168405e-07,2.0207337e-07,4.4640575e-07,4259850,-0.3476712,0.3519666,-0.10319197,0.4,0.0005027649,0.0005019303,0.00050002587,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
