timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
538398501,538298300,4325386,0.0031298494,-0.0069253654,-0.0015781755,0.34906584,2.070358e-07,2.0729686e-07,4.3117439e-07,4259850,-0.16397986,0.37257716,-0.10664787,0.4,0.0005023327,0.00050203264,0.00050059624,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
539408388,539308184,4325386,0.0031315144,-0.0069247414,-0.0015193413,0.34906584,2.0716348e-07,2.0740902e-07,4.3043104e-07,4259850,-0.16391891,0.37243333,-0.10700417,0.4,0.0005019657,0.00050166406,0.00050014124,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
540108506,540008103,4325386,0.003133223,-0.0069101634,-0.0014740842,0.34906584,2.0388994e-07,2.0412469e-07,4.3064355e-07,4259850,-0.16391802,0.37242296,-0.108261086,0.4,0.0005019725,0.00050166954,0.00050008553,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
541118388,541017987,4325386,0.0031087522,-0.0068738884,-0.0013923574,0.34906584,2.0069147e-07,2.009073e-07,4.2981802e-07,4259850,-0.16382824,0.37224868,-0.10746404,0.4,0.0005015313,0.00050122716,0.0004995602,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
542128118,542027871,4325386,0.0031052302,-0.006858788,-0.0013545764,0.34906584,2.0340826e-07,2.0360771e-07,4.3087607e-07,4259850,-0.16395254,0.37254015,-0.10656653,0.4,0.000502388,0.0005020827,0.00050032616,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
542828087,542727790,4325386,0.0030970685,-0.0068529285,-0.0013300173,0.34906584,2.047066e-07,2.048956e-07,4.311042e-07,4259850,-0.16394052,0.37252593,-0.105554745,0.4,0.00050238805,0.0005020823,0.0005002631,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
543837879,543737674,4325386,0.0031272022,-0.0068293232,-0.0012947974,0.34906584,2.0414792e-07,2.0432037e-07,4.3031352e-07,4259850,-0.16387317,0.37233675,-0.10564069,0.4,0.0005019714,0.00050166534,0.0004997631,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
544847760,544747558,4325386,0.00316772,-0.0068543367,-0.0012697072,0.34906584,2.0521313e-07,2.0537142e-07,4.3136774e-07,4259850,-0.16402364,0.37263224,-0.10638102,0.4,0.00050282915,0.00050252286,0.0005005281,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
545857677,545757443,4325386,0.0031704847,-0.0068422444,-0.0012464114,0.34906584,2.0683726e-07,2.0698147e-07,4.3063994e-07,4259850,-0.16395444,0.37246984,-0.106644146,0.4,0.0005024698,0.00050216395,0.00050007994,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
546867530,546767328,4325386,0.0032096351,-0.006844834,-0.0012127201,0.34906584,2.0702767e-07,2.071636e-07,4.3057892e-07,4259850,-0.1638924,0.37227637,-0.107102215,0.4,0.0005020301,0.0005017257,0.0004995581,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
