timestamp,timestamp_sample,device_id,differential_pressure_pa,temperature,error_count
540143267,540140299,4728849,108.894295,13.996092,0
541172032,541169067,4728849,115.20702,13.996092,0
542161017,542158054,4728849,115.20702,13.996092,0
543071230,543068246,4728849,121.519745,14.093796,0
544179115,544176150,4728849,108.894295,14.093796,0
545168398,545165433,4728849,115.20702,14.093796,0
546170778,546167814,4728849,115.20702,14.093796,0
547173228,547170259,4728849,115.20702,14.093796,0
548175657,548172648,4728849,108.894295,14.1915,0
549085746,549082781,4728849,115.20702,14.1915,0
550127745,550124773,4728849,108.894295,14.1915,0
551169723,551166760,4728849,115.20702,14.289204,0
552172414,552169451,4728849,115.20702,14.289204,0
553174859,553171895,4728849,108.894295,14.289204,0
554177299,554174326,4728849,115.20702,14.289204,0
555126988,555123961,4728849,115.20702,14.386908,0
556142549,556139585,4728849,108.894295,14.386908,0
557171117,557168141,4728849,108.894295,14.386908,0
558120650,558117686,4728849,115.20702,14.386908,0
559175842,559172878,4728849,108.894295,14.4846115,0
560165041,560162076,4728849,121.519745,14.4846115,0
561167427,561164460,4728849,121.519745,14.4846115,0
562064216,562061252,4728849,108.894295,14.4846115,0
563092912,563089948,4728849,108.894295,14.582315,0
564174676,564171711,4728849,115.20702,14.582315,0
565176967,565173952,4728849,108.894295,14.582315,0
566166196,566163232,4728849,121.519745,14.582315,0
567168592,567165619,4728849,115.20702,14.680019,0
567960026,567957053,4728849,108.894295,14.680019,0
569173521,569170556,4728849,115.20702,14.680019,0
569912108,569909112,4728849,108.894295,14.680019,0
570993493,570990528,4728849,115.20702,14.680019,0
572167067,572164102,4728849,108.894295,14.680019,0
573169537,573166572,4728849,108.894295,14.680019,0
574172195,574169229,4728849,115.20702,14.777723,0
575174649,575171642,4728849,115.20702,14.777723,0
576150731,576147766,4728849,108.894295,14.777723,0
577100430,577097466,4728849,108.894295,14.777723,0
578115958,578112994,4728849,115.20702,14.777723,0
579170908,579167945,4728849,115.20702,14.875427,0
580173431,580170467,4728849,115.20702,14.875427,0
581175543,581172579,4728849,115.20702,14.875427,0
582177938,582174974,4728849,108.894295,14.875427,0
583167238,583164259,4728849,108.894295,14.875427,0
584169889,584166912,4728849,115.20702,14.875427,0
585172061,585169096,4728849,115.20702,14.875427,0
586029455,586026484,4728849,115.20702,14.875427,0
587176735,587173771,4728849,115.20702,14.875427,0
588165755,588162785,4728849,108.894295,14.875427,0
589154916,589151948,4728849,108.894295,14.875427,0
590170307,590167343,4728849,115.20702,14.875427,0
591159572,591156608,4728849,115.20702,14.875427,0
592175139,592172174,4728849,108.894295,14.875427,0
593098441,593095478,4728849,115.20702,14.875427,0
594166865,594163878,4728849,115.20702,14.973131,0
595169293,595166282,4728849,115.20702,14.973131,0
596171670,596168706,4728849,108.894295,14.973131,0
597174115,597171140,4728849,108.894295,14.973131,0
598163356,598160342,4728849,108.894295,14.973131,0
599033915,599030931,4728849,108.894295,15.070835,0
600168208,600165240,4728849,108.894295,15.070835,0
601170645,601167681,4728849,108.894295,15.070835,0
602106860,602103895,4728849,108.894295,15.070835,0
603175020,603172055,4728849,115.20702,15.070835,0
604163969,604160993,4728849,108.894295,15.168539,0
605166398,605163434,4728849,108.894295,15.168539,0
606168843,606165878,4728849,108.894295,15.168539,0
607105366,607102356,4728849,108.894295,15.168539,0
608134072,608131107,4728849,121.519745,15.266243,0
609057378,609054413,4728849,115.20702,15.266243,0
610178564,610175597,4728849,108.894295,15.266243,0
611167696,611164731,4728849,115.20702,15.266243,0
612170173,612167206,4728849,108.894295,15.266243,0
613172636,613169671,4728849,108.894295,15.363947,0
614122449,614119485,4728849,115.20702,15.363947,0
615164691,615161727,4728849,108.894295,15.363947,0
616167172,616164207,4728849,115.20702,15.363947,0
617169527,617166557,4728849,102.58158,15.363947,0
618171959,618168958,4728849,108.894295,15.363947,0
619174362,619171398,4728849,108.894295,15.461651,0
620176843,620173877,4728849,108.894295,15.461651,0
621165768,621162783,4728849,115.20702,15.461651,0
622168203,622165239,4728849,108.894295,15.461651,0
623170578,623167613,4728849,108.894295,15.559355,0
624173034,624170068,4728849,115.20702,15.559355,0
625175108,625172144,4728849,108.894295,15.559355,0
626164408,626161437,4728849,108.894295,15.559355,0
627140430,627137466,4728849,108.894295,15.559355,0
628168924,628165959,4728849,108.894295,15.657059,0
629170914,629167937,4728849,108.894295,15.657059,0
630173262,630170298,4728849,102.58158,15.657059,0
631175675,631172711,4728849,108.894295,15.657059,0
632164698,632161683,4728849,108.894295,15.754763,0
633153858,633150889,4728849,108.894295,15.754763,0
633998057,633995086,4728849,115.20702,15.754763,0
635171862,635168898,4728849,108.894295,15.754763,0
636147886,636144922,4728849,108.894295,15.852467,0
637176666,637173702,4728849,108.894295,15.852467,0
638165902,638162938,4728849,108.894295,15.852467,0
639168575,639165594,4728849,108.894295,15.852467,0
640171018,640168054,4728849,108.894295,15.9501705,0
641173632,641170638,4728849,108.894295,15.9501705,0
642176021,642173055,4728849,108.894295,15.9501705,0
643059746,643056734,4728849,108.894295,15.9501705,0
644167637,644164669,4728849,115.20702,15.9501705,0
645143631,645140630,4728849,115.20702,15.9501705,0
646172401,646169436,4728849,108.894295,16.047874,0
647174844,647171880,4728849,108.894295,16.047874,0
648084886,648081911,4728849,108.894295,16.047874,0
649166393,649163426,4728849,108.894295,16.047874,0
650142428,650139462,4728849,108.894295,16.145578,0
651171237,651168271,4728849,108.894295,16.145578,0
652173632,652170633,4728849,108.894295,16.145578,0
653176016,653173052,4728849,115.20702,16.145578,0
654165206,654162241,4728849,108.894295,16.243282,0
655167456,655164491,4728849,115.20702,16.243282,0
656170017,656167053,4728849,115.20702,16.243282,0
657172384,657169418,4728849,108.894295,16.243282,0
658148368,658145404,4728849,115.20702,16.340986,0
659177233,659174250,4728849,115.20702,16.340986,0
660166405,660163441,4728849,108.894295,16.340986,0
661168758,661165793,4728849,115.20702,16.340986,0
662171447,662168480,4728849,115.20702,16.340986,0
663173760,663170796,4728849,115.20702,16.43869,0
664176216,664173252,4728849,115.20702,16.43869,0
665165328,665162364,4728849,115.20702,16.43869,0
666167843,666164879,4728849,115.20702,16.43869,0
667169841,667166877,4728849,115.20702,16.43869,0
668172262,668169298,4728849,115.20702,16.43869,0
669174671,669171707,4728849,108.894295,16.43869,0
670163942,670160956,4728849,115.20702,16.536394,0
