timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
539703067,539602539,0.0898057,-0.0936971,-0.2106356,-0.18842936,0.25635433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3219986,0.0,0.0,nan,0.0,0.0,-0.015552759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540200425,540100269,-0.0022573434,0.02060984,-0.08656575,-0.23202682,0.30962515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14643097,0.0,0.0,nan,0.0,0.0,-0.004342079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540698419,540597999,0.04790039,0.033555403,-0.02705497,-0.2708745,0.35092974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06460571,0.0,0.0,nan,0.0,0.0,0.0067670345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541195893,541095730,0.023638856,0.054908626,0.025422761,-0.27613544,0.3155241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12448883,0.0,0.0,nan,0.0,0.0,-0.010421038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541693565,541593464,0.00026084296,-0.085202515,0.008466596,-0.21958184,0.272609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09866333,0.0,0.0,nan,0.0,0.0,-0.0065391064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542201239,542101145,0.048848912,0.10876402,0.08037446,-0.18899322,0.2541461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12004089,0.0,0.0,nan,0.0,0.0,0.0049004555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542699012,542598875,-0.066601485,0.031567983,0.06506687,-0.17534876,0.24758601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1485138,0.0,0.0,nan,0.0,0.0,0.0028121471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543196754,543096606,0.18154344,0.029408682,-0.015982535,-0.11949825,0.21058488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1071167,0.0,0.0,nan,0.0,0.0,-0.011383295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543694530,543594336,-0.048539974,-0.18894958,-0.10038179,-0.11813903,0.14968777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12054443,0.0,0.0,nan,0.0,0.0,0.0043303967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544202135,544102021,-0.013040831,-0.16646354,-0.00031022448,-0.002218008,0.11227083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31295776,0.0,0.0,nan,0.0,0.0,0.00126791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544699837,544599752,-0.11976155,-0.062291674,-0.1310247,0.039932013,0.090881824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.033714294,0.0,0.0,nan,0.0,0.0,-0.0061137676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
