timestamp,timestamp_sample,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
539374271,539274037,8.796053e-05,0.00549957,0.016542012,67240471,0,0.6202123,0.45725036,0.012401106,0.020280624,0.023800215,0.00956393,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
539384157,539283992,8.768472e-05,0.00538247,0.015925974,67240471,0,0.6214603,0.458164,0.012401106,0.020280624,0.023800215,0.00956393,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
539573433,539473129,0.00018485142,0.0087127425,0.017115079,67240471,0,0.62081856,0.46050632,0.011819864,0.056752026,0.025159804,0.000654382,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
539772392,539672221,0.00021797304,0.009068141,0.014428324,67240471,0,0.6227285,0.46024,0.015586936,0.048970398,0.025227897,0.01577209,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
539971496,539871313,0.00025458616,0.0056167883,0.01626014,67240471,0,0.621141,0.45878863,0.03178605,0.01698711,0.028197143,0.011191914,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
540170513,540070405,0.00018701122,0.006876555,0.021559592,67240471,0,0.61152923,0.45828453,0.0068146903,0.031766817,0.030684954,0.012042635,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
540369686,540269497,8.98844e-05,0.0031058018,0.015602974,67240471,0,0.60405886,0.45434913,0.0033135745,0.008871102,0.032385975,0.0007746909,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
540568941,540468590,0.00019231075,0.008548458,0.024174806,67240471,0,0.59552246,0.44974092,0.006620154,0.026361087,0.035109922,0.011828263,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
540777906,540677636,0.0003016915,0.012207179,0.02986977,67240471,0,0.5912194,0.44733888,0.0068293978,0.033027053,0.034521163,0.0022613988,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
540976878,540876728,0.00037005055,0.01640863,0.036481146,67240471,0,0.5859465,0.44769302,0.0090243425,0.05925809,0.033312064,0.012723193,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
541175943,541075820,0.00017701893,0.010417668,0.026984463,67240471,0,0.58437,0.44617927,0.013330402,0.024259485,0.03198788,0.007056047,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
541375091,541274912,0.0002804441,0.012302636,0.029471658,67240471,0,0.5817994,0.44418347,0.015514099,0.04818572,0.031025756,0.003869476,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
541574144,541474005,0.00017167222,0.0040465724,0.0067656883,67240471,0,0.57930267,0.44586137,0.004537526,0.039915636,0.027811179,0.002328833,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
541773327,541673097,0.00015166285,0.0016747614,0.0045738765,67240471,0,0.5808074,0.44593242,0.011352691,0.009257284,0.026704086,0.0021807912,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
541972382,541872189,9.985036e-05,0.0043460364,0.0075751045,67240471,0,0.58127266,0.4454181,0.0063979505,0.030496627,0.02547417,0.008389393,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
542171477,542071281,0.0001883482,0.0038870242,0.008992986,67240471,0,0.58246714,0.44886896,0.006268654,0.040038746,0.026053438,0.003229745,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
542370558,542270373,0.00041902723,0.012578705,0.025898062,67240471,0,0.58356243,0.4485878,0.0013190621,0.079776265,0.027910165,0.015745752,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
542569637,542469465,0.00018948132,0.0075682676,0.018372564,67240471,0,0.58443666,0.44814873,0.029731875,0.025288614,0.025440883,0.011887769,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
542768715,542668558,0.00020454894,0.007312444,0.013383125,67240471,0,0.58117664,0.44955537,0.010645569,0.04471218,0.022477558,0.001874062,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
542977805,542877604,0.00017465815,0.0093923705,0.018851386,67240471,0,0.58061975,0.4488796,0.0056822267,0.025288973,0.022159133,0.0033452013,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
543176833,543076696,0.00031288623,0.008119001,0.015942354,67240471,0,0.58036566,0.44794726,0.008209067,0.07467501,0.021709371,0.0060710027,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
543375935,543275789,0.00020787088,0.0087695485,0.018845335,67240471,0,0.5801961,0.44703242,0.0119882105,0.033678267,0.018852893,0.0057184207,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
543575034,543474881,0.00035673837,0.015757566,0.032732572,67240471,0,0.5801649,0.4498554,0.0024826212,0.076921396,0.0154551,0.02028973,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396321,0,0,895,2,1,2,0,4,0,0,0,0,0,0,0
