timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
540200244,540100269,0.04539839,0.01617759,0.0069442196,0.99881387,0.05284538,0.018242506,0.017809074,3.5397382,-3.0028145,5.4019513,-0.00018227322,2.0320364e-05,-5.534589e-05,-0.0026610726,0.0030261325,-0.0013389543,0.7650899,-0.19422965,0.13004266,0.0,0.0,0.0,0.0,0.0,8.870886e-05,5.7491798e-06,5.8001397e-06,1.7675435e-05,0.019348027,0.01934789,0.01588846,0.18915914,0.18915962,0.20890677,2.0187274e-11,2.0178694e-11,4.2688488e-11,5.0117446e-08,5.0144422e-08,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
541195722,541095730,0.046881497,0.015261833,0.006776671,0.99876094,0.0345433,-0.019449435,0.014461926,3.5767221,-3.1178722,5.37315,-0.0001825586,2.0659381e-05,-5.415364e-05,-0.0026605106,0.0030264072,-0.0013320786,0.7650899,-0.19422965,0.13004266,0.0,0.0,0.0,0.0,0.0,8.8461995e-05,5.3940976e-06,5.443839e-06,1.7677778e-05,0.015720071,0.01571988,0.014599452,0.17190044,0.17190072,0.20057972,1.9876881e-11,1.9867562e-11,4.263947e-11,5.012532e-08,5.0152504e-08,5.0000356e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
542191095,542091190,0.04735422,0.016733903,0.0071044215,0.9987127,0.024330866,-0.03851368,0.012335908,3.613709,-3.2145243,5.3348317,-0.00018263642,2.0856392e-05,-5.3418033e-05,-0.0026602491,0.003026564,-0.0013209445,0.7650899,-0.19422965,0.13004266,0.0,0.0,0.0,0.0,0.0,8.855693e-05,5.612022e-06,5.6648723e-06,1.7681237e-05,0.016938923,0.016938629,0.014865595,0.17084832,0.17084861,0.19972539,2.0100664e-11,2.0090925e-11,4.2664483e-11,5.013365e-08,5.0160907e-08,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
543196512,543096606,0.047857266,0.016805848,0.0066580693,0.99869066,0.011758541,-0.06338714,-0.013620041,3.636022,-3.3320744,5.283539,-0.00018271913,2.1045005e-05,-5.2704756e-05,-0.0026599946,0.003026706,-0.0013103127,0.7650899,-0.19422965,0.13004266,0.0,0.0,0.0,0.0,0.0,8.8704415e-05,5.652828e-06,5.706721e-06,1.7684864e-05,0.01735163,0.017351152,0.015078192,0.16965204,0.16965225,0.20219779,2.0134254e-11,2.0123896e-11,4.2699035e-11,5.014201e-08,5.016936e-08,5.0000356e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
544192096,544092067,0.048318908,0.015306532,0.005752071,0.9986982,0.021802349,-0.03712801,-0.010153405,3.6871688,-3.347187,5.245295,-0.00018228867,2.0968579e-05,-5.203711e-05,-0.002660132,0.003026913,-0.0013113136,0.7650899,-0.19422965,0.13004266,0.0,0.0,0.0,0.0,0.0,8.8462206e-05,5.6368253e-06,5.688687e-06,1.7688464e-05,0.017305324,0.01730471,0.015012884,0.16729084,0.167291,0.20002072,2.011474e-11,2.0103686e-11,4.2650158e-11,5.0150344e-08,5.0177732e-08,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
545197396,545097482,0.048474427,0.01617977,0.005766857,0.9986767,0.043175068,-0.025568333,-0.0010759049,3.740416,-3.3613198,5.2268205,-0.00018204474,2.077433e-05,-5.1463427e-05,-0.0026601574,0.0030271697,-0.0013167403,0.7650899,-0.19422965,0.13004266,0.0,0.0,0.0,0.0,0.0,8.860811e-05,5.791933e-06,5.8464543e-06,1.7692795e-05,0.018659253,0.018658448,0.015564207,0.17087875,0.17087865,0.20523354,2.0258488e-11,2.0246901e-11,4.268482e-11,5.015894e-08,5.018631e-08,5.0000356e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
546192852,546092944,0.048795223,0.015686104,0.005345522,0.99867135,0.029135242,-0.02367584,-0.012754515,3.7329674,-3.3957877,5.2026534,-0.00018198274,2.0908587e-05,-5.091719e-05,-0.002660068,0.003027252,-0.0013195098,0.7650899,-0.19422965,0.13004266,0.0,0.0,0.0,0.0,0.0,8.8714434e-05,5.830787e-06,5.884629e-06,1.769684e-05,0.019341234,0.019340383,0.015778504,0.17454977,0.17454953,0.20598365,2.0284963e-11,2.0272778e-11,4.270947e-11,5.016747e-08,5.0194853e-08,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
547198295,547098360,0.049310733,0.016834613,0.004682482,0.99863064,0.04240124,0.017790684,-0.0046562795,3.790628,-3.3423142,5.204379,-0.00018156877,2.0833131e-05,-5.0265277e-05,-0.0026601404,0.0030274363,-0.0013309113,0.7650899,-0.19422965,0.13004266,0.0,0.0,0.0,0.0,0.0,8.851564e-05,5.932912e-06,5.9903205e-06,1.770151e-05,0.020552604,0.020551812,0.0161596,0.18209086,0.18209046,0.20886268,2.0373548e-11,2.0360932e-11,4.267034e-11,5.0176148e-08,5.0203536e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
548193734,548093822,0.049665,0.016794855,0.0051619564,0.9986114,0.051118895,0.029134305,0.009898044,3.8457115,-3.3139398,5.216596,-0.00018150815,2.0864933e-05,-4.9676975e-05,-0.0026600694,0.0030275907,-0.0013433569,0.7650899,-0.19422965,0.13004266,0.0,0.0,0.0,0.0,0.0,8.862093e-05,5.854096e-06,5.910945e-06,1.7705785e-05,0.020125644,0.020125043,0.01616817,0.18383275,0.18383233,0.21149267,2.0293609e-11,2.0280423e-11,4.269449e-11,5.018472e-08,5.0212122e-08,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
549189277,549089284,0.049970265,0.017052475,0.0052232184,0.9985915,0.055692356,0.052063927,0.023881245,3.9184613,-3.2522042,5.2455587,-0.00018137225,2.0931393e-05,-4.9116712e-05,-0.002660046,0.0030277288,-0.0013600626,0.7650899,-0.19422965,0.13004266,0.0,0.0,0.0,0.0,0.0,8.8379325e-05,5.9576464e-06,6.014913e-06,1.7710596e-05,0.021104123,0.021103593,0.016533911,0.19099955,0.19099902,0.21654437,2.0391322e-11,2.0377852e-11,4.2645013e-11,5.019335e-08,5.0220766e-08,5.0000356e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
