timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
539826816,539826518,0.044619337,0.01659813,0.006376402,0.9988458,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
540329505,540329225,0.045241088,0.016987335,0.006491827,0.99881065,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
540827217,540826955,0.045936957,0.015725845,0.0061817872,0.9988014,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
541324946,541324686,0.04658652,0.015671076,0.006710215,0.9987688,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
541822770,541822416,0.046976566,0.016246581,0.0067192656,0.99874127,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
542325416,542325124,0.047153395,0.01719131,0.0068637272,0.9987162,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
542828302,542827831,0.047409397,0.016678125,0.006913702,0.99871236,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
543325823,543325562,0.047723304,0.016255697,0.006692002,0.9987059,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
543828530,543828269,0.04793901,0.015513566,0.0058569983,0.99871266,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
544326272,544326000,0.048094638,0.015724692,0.0055775153,0.9987035,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
544823990,544823731,0.04819109,0.016092194,0.0059869615,0.9986906,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
545326736,545326439,0.048344623,0.016072163,0.0060206484,0.99868333,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
545824428,545824169,0.048460517,0.015685532,0.005860229,0.9986848,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
546327137,546326877,0.048696917,0.01580651,0.005915689,0.99867105,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
546824901,546824608,0.048973374,0.016964378,0.0054715453,0.998641,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
547327728,547327316,0.04913632,0.017158436,0.0048574223,0.9986329,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
547825332,547825047,0.049295753,0.017026903,0.0048135915,0.99862754,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
548323040,548322778,0.049517345,0.016584592,0.0053281016,0.9986214,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
548825747,548825486,0.04963305,0.016569722,0.0052635325,0.9986163,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
549323480,549323217,0.04974874,0.016905077,0.0052602408,0.99860483,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
549826189,549825926,0.05011667,0.01686958,0.005614379,0.9985851,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
550328920,550328634,0.050504953,0.016321186,0.0055930438,0.9985748,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
550826632,550826365,0.050921883,0.016961515,0.005440266,0.9985438,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
551329357,551329074,0.05143393,0.017253842,0.0055201696,0.99851215,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
551827223,551826805,0.051781125,0.01665607,0.00588507,0.9985022,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
552324797,552324536,0.051906254,0.016404005,0.0060962057,0.9984987,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
552827502,552827245,0.05217668,0.016449727,0.006001763,0.9984844,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
553325235,553324976,0.052470524,0.016661974,0.0057814945,0.9984668,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
553827947,553827685,0.052706458,0.015955526,0.006065129,0.99846417,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
554325686,554325417,0.0529819,0.015776355,0.005800756,0.9984541,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
554823431,554823148,0.053249963,0.015717488,0.0058958298,0.99844015,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
555326137,555325857,0.053482905,0.016553482,0.005800506,0.9984147,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
555823970,555823589,0.053691015,0.017102053,0.0062620468,0.9983915,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
556327149,556326298,0.053996604,0.016631793,0.0063462416,0.9983825,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
556824289,556824030,0.05414402,0.016609278,0.006093326,0.9983764,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
557327004,557326739,0.054287802,0.01642211,0.0055241836,0.998375,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
557824729,557824471,0.054443374,0.017267907,0.0056735654,0.9983515,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
558327444,558327180,0.054525405,0.018452527,0.0057429634,0.99832535,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
558825171,558824912,0.054538522,0.018229011,0.0059268503,0.99832773,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
559322906,559322644,0.054709338,0.01694471,0.006068442,0.9983402,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
559825632,559825353,0.05491899,0.017488608,0.006000659,0.9983196,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
560328348,560328063,0.055011105,0.018098263,0.005712845,0.99830544,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
560826227,560825795,0.0552144,0.017993592,0.005751498,0.99829584,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
561328763,561328505,0.05539445,0.017441684,0.0058497996,0.99829507,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
561826528,561826237,0.05554088,0.016809497,0.0057561384,0.9982984,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
562324229,562323969,0.05570008,0.017083677,0.0064719305,0.99828047,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
562826947,562826679,0.05587979,0.017524019,0.0062509454,0.99826413,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
563324676,563324411,0.056055818,0.017300785,0.006181869,0.9982586,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
563827381,563827121,0.056285102,0.017213363,0.0059724296,0.99824846,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
564325112,564324854,0.05658778,0.016902493,0.005395936,0.99824,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
564827845,564827564,0.05684086,0.015355065,0.005603601,0.9982495,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
565325847,565325296,0.05705167,0.017059358,0.0057024937,0.9982092,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
565823319,565823029,0.05743259,0.017437855,0.006372755,0.99817675,0.999974,-3.1708112e-09,5.37358e-09,0.007217818,4
