timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
539623249,539623147,4259850,4325386,2.5853224e-05,-2.4352263e-05,2.3548946e-05,-0.002882791,-0.0004978172,-0.04782777,4999,4965,0,2,0
540123183,540123090,4259850,4325386,-1.2454144e-05,-5.058614e-05,-1.2032413e-06,-0.0030624392,-0.00014747807,-0.048629038,5000,4965,0,2,0
540623196,540623032,4259850,4325386,-8.415599e-06,-1.7496646e-05,-1.6974362e-05,-0.0031663107,-0.0007627652,-0.04903204,5000,4965,0,2,0
541123065,541122975,4259850,4325386,3.7905766e-06,-2.3348375e-05,3.291248e-05,-0.0031169949,-0.0005703894,-0.048808984,5000,4965,0,2,0
541623008,541622917,4259850,4325386,2.7250246e-05,-6.893709e-05,-7.9093115e-06,-0.0031159483,-0.0005542328,-0.04875375,4999,4966,0,2,0
542122953,542122860,4259850,4325386,7.267173e-06,-5.8197485e-05,-2.0118725e-05,-0.0033808763,-0.00079282303,-0.048978467,5000,4964,0,2,0
542622892,542622802,4259850,4325386,4.3369862e-05,-2.6164946e-05,1.6150889e-05,-0.0029704184,-0.0004705655,-0.048916128,4999,4965,0,2,0
543122840,543122745,4259850,4325386,8.835754e-06,-3.7979902e-05,-2.6407839e-05,-0.0032357192,-0.00047197705,-0.0494046,4999,4965,0,2,0
543622777,543622687,4259850,4325386,7.801789e-06,-2.3350227e-05,-4.6438263e-06,-0.0030655824,-0.0004030317,-0.04828808,4999,4965,0,2,0
544122724,544122630,4259850,4325386,-7.98289e-06,-5.3672728e-05,2.8262679e-05,-0.003146096,-0.00051247585,-0.048789933,4999,4964,0,2,0
544622690,544622573,4259850,4325386,4.3986318e-05,-7.427622e-05,2.22093e-05,-0.003116628,-0.0004979558,-0.04937821,5000,4966,0,2,0
545122688,545122515,4259850,4325386,5.9583148e-05,-1.6063267e-06,1.7375518e-05,-0.00302749,-0.00072238845,-0.04898123,4999,4964,0,2,0
545622548,545622458,4259850,4325386,0.00010220192,5.1060924e-05,-1.1162694e-05,-0.002611198,-0.0011659855,-0.04832212,4999,4964,0,2,0
546122492,546122401,4259850,4325386,-2.012968e-05,-2.3897464e-05,2.2246018e-05,-0.0033823666,-0.000810706,-0.049690306,4999,4965,0,2,0
546622436,546622344,4259850,4325386,4.227331e-05,-0.00010117719,-1.01736505e-05,-0.003333323,-0.0004929286,-0.049196348,4997,4968,0,2,0
547122376,547122287,4259850,4325386,3.461466e-05,-3.4291494e-05,6.5313593e-06,-0.0031976548,-0.00024971325,-0.049167033,4999,4965,0,2,0
547622329,547622230,4259850,4325386,-1.904972e-05,-3.1724023e-05,-1.1042958e-05,-0.003266248,-0.00047268067,-0.048428413,5000,4964,0,2,0
548122264,548122173,4259850,4325386,6.979229e-05,-1.081625e-05,1.5285132e-05,-0.0033194104,-0.0005653845,-0.04959532,4999,4966,0,2,0
548622209,548622116,4259850,4325386,-2.7893719e-05,-4.655661e-05,-1.321751e-05,-0.0033504479,-0.00045760802,-0.04963876,4999,4965,0,2,0
549122162,549122059,4259850,4325386,1.5774215e-06,-4.7657286e-05,1.7981156e-05,-0.003323322,-0.00032705732,-0.049468815,4999,4965,0,2,0
549622147,549622005,4259850,4325386,9.632461e-06,-4.4277454e-05,-1.9725252e-05,-0.0032952395,-0.0006627562,-0.048991866,5002,4965,0,2,0
550122038,550121946,4259850,4325386,-2.0034713e-05,-9.45793e-06,-1.8409246e-05,-0.0031077447,-0.00067560683,-0.04935769,5000,4965,0,2,0
550621983,550621889,4259850,4325386,4.1772397e-05,-7.090761e-05,1.8341674e-05,-0.0033690247,-0.00070048624,-0.049091987,5000,4965,0,2,0
551126922,551126832,4259850,4325386,3.5002327e-06,-3.2397882e-05,3.088126e-05,-0.0033671057,-0.00078159705,-0.049501378,5000,4965,0,2,0
551621869,551621776,4259850,4325386,2.4839614e-05,-5.0742547e-05,1.1966162e-05,-0.0032150303,-0.0006450635,-0.049259853,5000,4965,0,2,0
552121811,552121719,4259850,4325386,-6.8796235e-06,-4.0135e-05,-2.9993748e-06,-0.003297398,-0.0007317644,-0.04928906,5000,4965,0,2,0
552621752,552621662,4259850,4325386,5.5727454e-05,-4.293173e-05,-1.9390207e-05,-0.0032895533,-0.000607307,-0.04864522,4999,4965,0,2,0
