timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
540123160,540123090,4325386,-0.011930961,-0.0040480047,0.0019174758,nan,0,5
541118044,541117975,4325386,-0.008309062,-0.001704423,0.0023435815,nan,0,5
542120429,542120360,4325386,0.007882956,-0.016192019,-0.0072437976,nan,0,5
543120313,543120245,4325386,0.003408846,-0.015339807,-0.017683389,nan,0,5
544122700,544122630,4325386,0.007882956,-0.012783173,0.0063915863,nan,0,5
545120146,545120016,4325386,0.012144014,0.005113269,0.006178533,nan,0,5
546119972,546119901,4325386,-0.0027696874,-0.010439591,0.014700648,nan,0,5
547122354,547122287,4325386,0.0059654806,-0.0042610574,0.015765913,nan,0,5
548119746,548119676,4325386,0.020879181,-0.006604639,0.0059654806,nan,0,5
549119628,549119559,4325386,-0.0019174758,-0.010439591,0.014913701,nan,0,5
550122015,550121946,4325386,0.005539375,-0.00042610575,0.012144014,nan,0,5
551121899,551121832,4325386,0.008948221,-0.00042610575,0.008309062,nan,0,5
552119291,552119219,4325386,-0.008522115,-0.007030745,0.0040480047,nan,0,5
553121682,553121606,4325386,0.0031957931,-0.0059654806,-0.01406149,nan,0,5
554121614,554121495,4325386,0.0027696874,-0.011504855,-0.0059654806,nan,0,5
555118965,555118880,4325386,0.008948221,-0.009587379,-0.0010652643,nan,0,5
556121337,556121268,4325386,0.0008522115,0.0038349517,-0.024074975,nan,0,5
557121278,557121155,4325386,0.007030745,0.003408846,-0.0029827403,nan,0,5
558121111,558121043,4325386,-0.0019174758,-0.016831176,0.010226538,nan,0,5
559121003,559120931,4325386,-0.0023435815,-0.007030745,0.018748652,nan,0,5
560120886,560120819,4325386,-0.008522115,-0.01704423,0.0023435815,nan,0,5
561120778,561120708,4325386,0.0010652643,-0.010013485,0.00063915865,nan,0,5
562118164,562118096,4325386,0.0031957931,-0.012144014,0.0044741104,nan,0,5
563120608,563120485,4325386,-0.017896442,-0.005326322,-0.0010652643,nan,0,5
564120440,564120373,4325386,-0.00042610575,-0.01555286,0.015126754,nan,0,5
565122832,565122762,4325386,0.015126754,-0.018748652,-0.020879181,nan,0,5
566120219,566120151,4325386,0.015765913,0.016192019,-0.022796657,nan,0,5
567120108,567120040,4325386,0.0038349517,-0.018322548,0.003408846,nan,0,5
568122496,568122429,4325386,0.0019174758,-0.0036218988,-0.008948221,nan,0,5
569119888,569119818,4325386,0.014274542,-0.003408846,-0.01107875,nan,0,5
570119775,570119708,4325386,-0.0042610574,0.0019174758,-0.0044741104,nan,0,5
571122165,571122097,4325386,-0.0040480047,-0.028762138,-0.00021305287,nan,0,5
572122099,572121986,4325386,0.012144014,-0.019813918,-0.005326322,nan,0,5
573119443,573119376,4325386,0.092678,0.0021305287,-0.0029827403,nan,0,5
574121835,574121765,4325386,0.14317153,-0.023861922,-0.018322548,nan,0,5
575121726,575121654,4325386,0.025992451,0.0044741104,-0.018109495,nan,0,5
576119110,576119043,4325386,0.041332256,-0.038136464,-0.013635384,nan,0,5
577121503,577121432,4325386,0.01704423,-0.009374326,-0.008309062,nan,0,5
578121388,578121321,4325386,-0.0025566346,-0.019174758,-0.015978966,nan,0,5
579121279,579121211,4325386,0.004900216,-0.0059654806,0.0010652643,nan,0,5
580118683,580118600,4325386,0.008735168,-0.004900216,0.0076699033,nan,0,5
581121106,581120991,4325386,0.00021305287,-0.013848437,-0.014700648,nan,0,5
582120945,582120877,4325386,-0.012783173,-0.018961705,0.009374326,nan,0,5
583118335,583118266,4325386,0.003408846,-0.010865697,-0.008735168,nan,0,5
584120725,584120654,4325386,-0.0008522115,-0.023435816,-0.010439591,nan,0,5
585120613,585120542,4325386,-0.008522115,-0.018109495,-0.013848437,nan,0,5
586122999,586122930,4325386,-0.015126754,0.0059654806,0.0008522115,nan,0,5
587120389,587120318,4325386,0.015126754,-0.012570119,-0.016831176,nan,0,5
588120271,588120205,4325386,0.013209278,-0.0008522115,0.012144014,nan,0,5
589122662,589122592,4325386,-0.0008522115,0.0031957931,-0.009800432,nan,0,5
590120112,590119979,4325386,0.0072437976,-0.026631609,0.0038349517,nan,0,5
591119935,591119866,4325386,-0.0042610574,-0.010439591,-0.015765913,nan,0,5
592122320,592122252,4325386,0.0185356,-0.059654806,-0.020666128,nan,0,5
593122206,593122138,4325386,-0.25971144,0.11760519,0.12037487,nan,0,5
594119593,594119524,4325386,0.006178533,-0.023435816,-0.014700648,nan,0,5
595121978,595121909,4325386,-0.006178533,-0.0063915863,-0.011291802,nan,0,5
596121863,596121794,4325386,0.022583604,-0.009587379,0.008522115,nan,0,5
597119246,597119179,4325386,-0.0029827403,-0.009374326,0.012144014,nan,0,5
598119132,598119063,4325386,0.015978966,0.005113269,-0.0076699033,nan,0,5
599121540,599121447,4325386,-0.009800432,-0.0008522115,-0.0025566346,nan,0,5
600121399,600121331,4325386,0.0038349517,-0.006817692,0.005113269,nan,0,5
