timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
539863494,5.036508,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
540363492,5.0466795,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
540863492,5.0374146,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
541353493,5.0147552,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
541853492,5.052722,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
542353492,5.054333,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
542863496,5.0377164,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
543363492,5.0405364,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
543864031,5.0539308,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
544363591,5.039328,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
544853492,5.053528,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
545353492,5.052722,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
545853495,5.050607,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
546363496,5.0538297,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
546863492,5.0494995,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
547363492,5.045471,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
547863493,5.036307,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
548353493,5.0516143,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
548853492,5.0243225,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
549353684,5.0450683,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
549863540,5.0516143,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
550363506,5.049197,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
550863506,5.0342927,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
551363492,5.051715,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
551853492,5.0516143,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
552353492,5.0394287,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
552853516,5.039026,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
553363496,5.0496,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
553863492,5.0532255,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
554363492,5.045572,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
554863843,5.0463777,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
555353496,5.035702,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
555853506,5.056851,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
556353497,5.0321774,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
556863496,5.0519166,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
557363492,5.045874,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
557863529,5.039026,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
558363492,5.0511107,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
558853512,5.034494,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
559353508,5.0387235,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
559853492,5.0511107,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
560363511,5.056952,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
560863544,5.0411406,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
561364026,5.0640016,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
561853492,5.0539308,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
562353493,5.0328827,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
562853495,5.050305,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
563353492,5.0497007,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
563863515,5.009619,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
564363492,5.050305,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
564863509,5.0462766,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
565363491,5.015863,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
565853761,5.054938,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
566353510,5.050003,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
566853700,5.0599732,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
567363509,5.0512114,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
567863492,5.051715,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
568363492,5.052319,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
568863492,5.0488954,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
