timestamp,bias_x[0],bias_x[1],bias_x[2],bias_x[3],bias_y[0],bias_y[1],bias_y[2],bias_y[3],bias_z[0],bias_z[1],bias_z[2],bias_z[3],valid[0],valid[1],valid[2],valid[3],stable[0],stable[1],stable[2],stable[3]
541163857,-0.08831811,-0.012922749,0.0,0.0,-0.074724935,0.02239717,0.0,0.0,0.12956063,0.16457164,0.0,0.0,1,1,0,0,1,1,0,0
541363856,-0.08831035,-0.012937482,0.0,0.0,-0.07474549,0.02240606,0.0,0.0,0.12956183,0.16458687,0.0,0.0,1,1,0,0,1,1,0,0
541564405,-0.08830915,-0.012947326,0.0,0.0,-0.074720405,0.022415912,0.0,0.0,0.12955858,0.16459472,0.0,0.0,1,1,0,0,1,1,0,0
541763858,-0.088310935,-0.012963751,0.0,0.0,-0.07472526,0.02243036,0.0,0.0,0.1295489,0.16457467,0.0,0.0,1,1,0,0,1,1,0,0
541963857,-0.08832128,-0.012952117,0.0,0.0,-0.07473143,0.022425886,0.0,0.0,0.12954614,0.16457759,0.0,0.0,1,1,0,0,1,1,0,0
542163854,-0.08832787,-0.012962447,0.0,0.0,-0.07472523,0.022440638,0.0,0.0,0.12954003,0.16457102,0.0,0.0,1,1,0,0,1,1,0,0
542363857,-0.08831835,-0.012942391,0.0,0.0,-0.07473227,0.022425013,0.0,0.0,0.12954505,0.16458358,0.0,0.0,1,1,0,0,1,1,0,0
542563856,-0.08830954,-0.01293866,0.0,0.0,-0.074740924,0.022421222,0.0,0.0,0.12954794,0.16457945,0.0,0.0,1,1,0,0,1,1,0,0
542763857,-0.0883258,-0.012948734,0.0,0.0,-0.07474642,0.022426205,0.0,0.0,0.12953603,0.16457301,0.0,0.0,1,1,0,0,1,1,0,0
542963857,-0.08832668,-0.012957458,0.0,0.0,-0.07474016,0.022433424,0.0,0.0,0.1295333,0.16457991,0.0,0.0,1,1,0,0,1,1,0,0
543163857,-0.088315934,-0.0129588405,0.0,0.0,-0.07475579,0.022417994,0.0,0.0,0.12954812,0.16458641,0.0,0.0,1,1,0,0,1,1,0,0
543363857,-0.08831082,-0.012946925,0.0,0.0,-0.074741416,0.02242889,0.0,0.0,0.12954572,0.1646023,0.0,0.0,1,1,0,0,1,1,0,0
543563853,-0.08833375,-0.012959792,0.0,0.0,-0.07476143,0.022430498,0.0,0.0,0.12953164,0.16461022,0.0,0.0,1,1,0,0,1,1,0,0
543764395,-0.08830666,-0.012955642,0.0,0.0,-0.07474336,0.022424562,0.0,0.0,0.1295426,0.16460884,0.0,0.0,1,1,0,0,1,1,0,0
543963887,-0.08830032,-0.012956328,0.0,0.0,-0.07473492,0.022414522,0.0,0.0,0.1295453,0.16460863,0.0,0.0,1,1,0,0,1,1,0,0
544163856,-0.08828615,-0.012936384,0.0,0.0,-0.07474478,0.022406083,0.0,0.0,0.12955528,0.16461436,0.0,0.0,1,1,0,0,1,1,0,0
544363853,-0.08827451,-0.012939836,0.0,0.0,-0.074745156,0.022407282,0.0,0.0,0.12956782,0.16461526,0.0,0.0,1,1,0,0,1,1,0,0
544563857,-0.088285,-0.012935148,0.0,0.0,-0.074770615,0.022392545,0.0,0.0,0.12956546,0.16460958,0.0,0.0,1,1,0,0,1,1,0,0
544763856,-0.08830693,-0.012932661,0.0,0.0,-0.07472785,0.022381091,0.0,0.0,0.12955059,0.16462857,0.0,0.0,1,1,0,0,1,1,0,0
544963856,-0.088317394,-0.012933343,0.0,0.0,-0.07472609,0.022377755,0.0,0.0,0.12954102,0.16461688,0.0,0.0,1,1,0,0,1,1,0,0
545163856,-0.088311546,-0.012924896,0.0,0.0,-0.074703865,0.022376686,0.0,0.0,0.1295281,0.16460097,0.0,0.0,1,1,0,0,1,1,0,0
545363906,-0.08830886,-0.012928928,0.0,0.0,-0.0747037,0.022360122,0.0,0.0,0.12953162,0.16460374,0.0,0.0,1,1,0,0,1,1,0,0
545563858,-0.088302985,-0.012928812,0.0,0.0,-0.07470508,0.02234747,0.0,0.0,0.12952873,0.16460721,0.0,0.0,1,1,0,0,1,1,0,0
545763858,-0.08832766,-0.012938984,0.0,0.0,-0.07469276,0.022379136,0.0,0.0,0.12950522,0.16461603,0.0,0.0,1,1,0,0,1,1,0,0
545964421,-0.08829652,-0.012912323,0.0,0.0,-0.0747183,0.022377182,0.0,0.0,0.12951837,0.16461961,0.0,0.0,1,1,0,0,1,1,0,0
546163857,-0.088271886,-0.012907653,0.0,0.0,-0.07471673,0.02235857,0.0,0.0,0.12952511,0.16459323,0.0,0.0,1,1,0,0,1,1,0,0
546363857,-0.08825655,-0.01289124,0.0,0.0,-0.07480672,0.022300467,0.0,0.0,0.1295591,0.16463028,0.0,0.0,1,1,0,0,1,1,0,0
546563857,-0.08826462,-0.012890192,0.0,0.0,-0.07476521,0.022332715,0.0,0.0,0.12955695,0.1645813,0.0,0.0,1,1,0,0,1,1,0,0
546763856,-0.0882791,-0.012904085,0.0,0.0,-0.07477913,0.022318987,0.0,0.0,0.12954842,0.16458873,0.0,0.0,1,1,0,0,1,1,0,0
546963857,-0.08828601,-0.012903169,0.0,0.0,-0.07480599,0.02231359,0.0,0.0,0.12955345,0.16455424,0.0,0.0,1,1,0,0,1,1,0,0
547163858,-0.08829938,-0.012906148,0.0,0.0,-0.07479412,0.02232277,0.0,0.0,0.1295461,0.16454187,0.0,0.0,1,1,0,0,1,1,0,0
547363857,-0.08829157,-0.012900742,0.0,0.0,-0.0747967,0.022302367,0.0,0.0,0.12955856,0.16455612,0.0,0.0,1,1,0,0,1,1,0,0
547563852,-0.08829977,-0.012907299,0.0,0.0,-0.074809894,0.022307,0.0,0.0,0.129553,0.16454174,0.0,0.0,1,1,0,0,1,1,0,0
547763857,-0.08830107,-0.012906914,0.0,0.0,-0.074839674,0.022304313,0.0,0.0,0.1295521,0.1645421,0.0,0.0,1,1,0,0,1,1,0,0
547963857,-0.08831367,-0.012924993,0.0,0.0,-0.07483235,0.022308715,0.0,0.0,0.12954733,0.16453625,0.0,0.0,1,1,0,0,1,1,0,0
548164296,-0.08832328,-0.012919057,0.0,0.0,-0.0748661,0.022291092,0.0,0.0,0.12953845,0.16455339,0.0,0.0,1,1,0,0,1,1,0,0
548363863,-0.08832248,-0.012921271,0.0,0.0,-0.07489137,0.022279713,0.0,0.0,0.1295543,0.16456747,0.0,0.0,1,1,0,0,1,1,0,0
548563857,-0.0882995,-0.012915334,0.0,0.0,-0.074930266,0.022305038,0.0,0.0,0.12957384,0.16456068,0.0,0.0,1,1,0,0,1,1,0,0
548763857,-0.08829471,-0.012894015,0.0,0.0,-0.07496863,0.022304712,0.0,0.0,0.1295871,0.16457678,0.0,0.0,1,1,0,0,1,1,0,0
548963852,-0.08830509,-0.012886586,0.0,0.0,-0.07496,0.02228128,0.0,0.0,0.12958881,0.16457886,0.0,0.0,1,1,0,0,1,1,0,0
549163857,-0.08829905,-0.0128904795,0.0,0.0,-0.07497121,0.022271186,0.0,0.0,0.12960033,0.16458659,0.0,0.0,1,1,0,0,1,1,0,0
549363857,-0.08830559,-0.012894999,0.0,0.0,-0.074969165,0.022278804,0.0,0.0,0.12959625,0.16458905,0.0,0.0,1,1,0,0,1,1,0,0
549563858,-0.088310055,-0.012906193,0.0,0.0,-0.074966945,0.022280127,0.0,0.0,0.12959053,0.16457954,0.0,0.0,1,1,0,0,1,1,0,0
549763853,-0.088302515,-0.0129031,0.0,0.0,-0.07496724,0.0222858,0.0,0.0,0.12959519,0.16458069,0.0,0.0,1,1,0,0,1,1,0,0
549963857,-0.08829344,-0.012904181,0.0,0.0,-0.074962996,0.022282397,0.0,0.0,0.12959881,0.16458057,0.0,0.0,1,1,0,0,1,1,0,0
550163856,-0.08830742,-0.012905929,0.0,0.0,-0.07496717,0.022289215,0.0,0.0,0.12959324,0.16458236,0.0,0.0,1,1,0,0,1,1,0,0
550364390,-0.08830015,-0.012895978,0.0,0.0,-0.0749693,0.022286566,0.0,0.0,0.12959728,0.16457142,0.0,0.0,1,1,0,0,1,1,0,0
550563857,-0.08829752,-0.012898295,0.0,0.0,-0.07496879,0.022283971,0.0,0.0,0.12960233,0.16457759,0.0,0.0,1,1,0,0,1,1,0,0
550763857,-0.08830492,-0.012871688,0.0,0.0,-0.0749733,0.022289494,0.0,0.0,0.12960592,0.16459048,0.0,0.0,1,1,0,0,1,1,0,0
550963856,-0.08830598,-0.012866524,0.0,0.0,-0.074987754,0.022290649,0.0,0.0,0.12960848,0.1645989,0.0,0.0,1,1,0,0,1,1,0,0
551163857,-0.088304855,-0.012873688,0.0,0.0,-0.07497531,0.022283478,0.0,0.0,0.12960476,0.16459905,0.0,0.0,1,1,0,0,1,1,0,0
551363853,-0.088304184,-0.012890306,0.0,0.0,-0.07498348,0.022298362,0.0,0.0,0.12961434,0.16460061,0.0,0.0,1,1,0,0,1,1,0,0
551563858,-0.08830427,-0.012880558,0.0,0.0,-0.07498324,0.02229242,0.0,0.0,0.12961268,0.1646044,0.0,0.0,1,1,0,0,1,1,0,0
551763856,-0.08830927,-0.01288313,0.0,0.0,-0.07497845,0.022287939,0.0,0.0,0.1295941,0.16461696,0.0,0.0,1,1,0,0,1,1,0,0
551963910,-0.08830275,-0.012884901,0.0,0.0,-0.07498598,0.022286208,0.0,0.0,0.12960935,0.16461366,0.0,0.0,1,1,0,0,1,1,0,0
552163857,-0.08829815,-0.012885798,0.0,0.0,-0.074988835,0.022285849,0.0,0.0,0.12961087,0.16461906,0.0,0.0,1,1,0,0,1,1,0,0
552363857,-0.088305995,-0.012887877,0.0,0.0,-0.07500006,0.022281967,0.0,0.0,0.12961635,0.16461332,0.0,0.0,1,1,0,0,1,1,0,0
552564313,-0.08831265,-0.012894731,0.0,0.0,-0.074977,0.02227179,0.0,0.0,0.12959838,0.16461395,0.0,0.0,1,1,0,0,1,1,0,0
552763857,-0.08830762,-0.012896099,0.0,0.0,-0.07497737,0.022266729,0.0,0.0,0.12961084,0.16462222,0.0,0.0,1,1,0,0,1,1,0,0
552963863,-0.08831593,-0.012902617,0.0,0.0,-0.07497275,0.02227123,0.0,0.0,0.12959734,0.16461545,0.0,0.0,1,1,0,0,1,1,0,0
553163857,-0.08831499,-0.012899484,0.0,0.0,-0.07497868,0.022261877,0.0,0.0,0.12959364,0.16460688,0.0,0.0,1,1,0,0,1,1,0,0
553363863,-0.0883132,-0.012886788,0.0,0.0,-0.07497605,0.022250995,0.0,0.0,0.12959273,0.16461372,0.0,0.0,1,1,0,0,1,1,0,0
553563857,-0.0883158,-0.012892211,0.0,0.0,-0.074978955,0.02225162,0.0,0.0,0.12958771,0.16461557,0.0,0.0,1,1,0,0,1,1,0,0
553763858,-0.08832039,-0.012891792,0.0,0.0,-0.07498558,0.022246085,0.0,0.0,0.12958841,0.16461556,0.0,0.0,1,1,0,0,1,1,0,0
553963858,-0.088323504,-0.012894258,0.0,0.0,-0.07499518,0.022247663,0.0,0.0,0.12957852,0.16461588,0.0,0.0,1,1,0,0,1,1,0,0
554163882,-0.088319525,-0.012886503,0.0,0.0,-0.0750029,0.022243362,0.0,0.0,0.12958154,0.16461663,0.0,0.0,1,1,0,0,1,1,0,0
554363853,-0.08831919,-0.0128939105,0.0,0.0,-0.07499751,0.022235492,0.0,0.0,0.12958793,0.16462332,0.0,0.0,1,1,0,0,1,1,0,0
554563856,-0.08831381,-0.01289335,0.0,0.0,-0.0749939,0.022242272,0.0,0.0,0.12959836,0.16463621,0.0,0.0,1,1,0,0,1,1,0,0
554764444,-0.088302135,-0.012897118,0.0,0.0,-0.074992865,0.02223354,0.0,0.0,0.12960106,0.16461317,0.0,0.0,1,1,0,0,1,1,0,0
554963857,-0.08831213,-0.012899145,0.0,0.0,-0.07499424,0.02224344,0.0,0.0,0.12957968,0.16461891,0.0,0.0,1,1,0,0,1,1,0,0
555143856,-0.08831103,-0.012895547,0.0,0.0,-0.07499658,0.02224142,0.0,0.0,0.12958989,0.16462643,0.0,0.0,1,1,0,0,1,1,0,0
555363877,-0.08831894,-0.012896616,0.0,0.0,-0.07496558,0.022265632,0.0,0.0,0.12957764,0.16460995,0.0,0.0,1,1,0,0,1,1,0,0
555563866,-0.088311434,-0.01288947,0.0,0.0,-0.074974954,0.022250133,0.0,0.0,0.12959598,0.1646142,0.0,0.0,1,1,0,0,1,1,0,0
555763857,-0.088317126,-0.012891675,0.0,0.0,-0.074955575,0.022259371,0.0,0.0,0.12958823,0.16460638,0.0,0.0,1,1,0,0,1,1,0,0
555963882,-0.088313326,-0.012894551,0.0,0.0,-0.074960135,0.022284413,0.0,0.0,0.12958878,0.16461189,0.0,0.0,1,1,0,0,1,1,0,0
556163857,-0.08831572,-0.012879352,0.0,0.0,-0.07496084,0.022298234,0.0,0.0,0.12958989,0.16461585,0.0,0.0,1,1,0,0,1,1,0,0
556363886,-0.08830306,-0.012882061,0.0,0.0,-0.07494173,0.022302382,0.0,0.0,0.12960424,0.16461149,0.0,0.0,1,1,0,0,1,1,0,0
556563857,-0.08829231,-0.0128780585,0.0,0.0,-0.07495001,0.022306893,0.0,0.0,0.12961765,0.16461009,0.0,0.0,1,1,0,0,1,1,0,0
556763856,-0.088287644,-0.012880559,0.0,0.0,-0.07492467,0.0223135,0.0,0.0,0.12960899,0.16460435,0.0,0.0,1,1,0,0,1,1,0,0
556964357,-0.08828686,-0.012874151,0.0,0.0,-0.07495447,0.022305062,0.0,0.0,0.12961459,0.16461368,0.0,0.0,1,1,0,0,1,1,0,0
557163857,-0.088281006,-0.012876324,0.0,0.0,-0.07494915,0.02231251,0.0,0.0,0.12961224,0.16461083,0.0,0.0,1,1,0,0,1,1,0,0
557363856,-0.08828407,-0.01287942,0.0,0.0,-0.07493749,0.022308312,0.0,0.0,0.1296084,0.16460143,0.0,0.0,1,1,0,0,1,1,0,0
557563856,-0.08829156,-0.012889005,0.0,0.0,-0.07493519,0.02230521,0.0,0.0,0.12960088,0.16458823,0.0,0.0,1,1,0,0,1,1,0,0
557763857,-0.088282116,-0.012860119,0.0,0.0,-0.074937604,0.022314576,0.0,0.0,0.1296108,0.16459295,0.0,0.0,1,1,0,0,1,1,0,0
557963866,-0.08829162,-0.01286728,0.0,0.0,-0.07492759,0.022299696,0.0,0.0,0.12959899,0.16459072,0.0,0.0,1,1,0,0,1,1,0,0
558163857,-0.08830045,-0.01286174,0.0,0.0,-0.07492723,0.022304395,0.0,0.0,0.1295866,0.16458526,0.0,0.0,1,1,0,0,1,1,0,0
558363858,-0.088298306,-0.012872304,0.0,0.0,-0.07493629,0.022297531,0.0,0.0,0.12958306,0.16458844,0.0,0.0,1,1,0,0,1,1,0,0
558563870,-0.08830123,-0.0128716845,0.0,0.0,-0.07495131,0.022276735,0.0,0.0,0.12959664,0.16461132,0.0,0.0,1,1,0,0,1,1,0,0
558763856,-0.08829622,-0.012864933,0.0,0.0,-0.07495379,0.022273611,0.0,0.0,0.129595,0.16461506,0.0,0.0,1,1,0,0,1,1,0,0
558963854,-0.08831555,-0.012871186,0.0,0.0,-0.07494261,0.02227846,0.0,0.0,0.12958838,0.16459398,0.0,0.0,1,1,0,0,1,1,0,0
559164219,-0.08827468,-0.012860351,0.0,0.0,-0.07489962,0.022292625,0.0,0.0,0.12960266,0.1646108,0.0,0.0,1,1,0,0,1,1,0,0
559363858,-0.08830505,-0.012876341,0.0,0.0,-0.074924916,0.022294914,0.0,0.0,0.1296025,0.16461025,0.0,0.0,1,1,0,0,1,1,0,0
559563871,-0.08830913,-0.012879917,0.0,0.0,-0.074911796,0.022298524,0.0,0.0,0.12959073,0.16459893,0.0,0.0,1,1,0,0,1,1,0,0
559763853,-0.08832072,-0.01287815,0.0,0.0,-0.07491439,0.022295441,0.0,0.0,0.12959,0.16459994,0.0,0.0,1,1,0,0,1,1,0,0
559963856,-0.0883131,-0.012871771,0.0,0.0,-0.0749191,0.022294858,0.0,0.0,0.12958625,0.16459617,0.0,0.0,1,1,0,0,1,1,0,0
560163898,-0.088309616,-0.012876472,0.0,0.0,-0.07492321,0.022304146,0.0,0.0,0.12958789,0.1645999,0.0,0.0,1,1,0,0,1,1,0,0
560363857,-0.088300146,-0.0128912525,0.0,0.0,-0.07492121,0.022297202,0.0,0.0,0.12959649,0.16459872,0.0,0.0,1,1,0,0,1,1,0,0
560543859,-0.088290595,-0.012882827,0.0,0.0,-0.07492768,0.022288289,0.0,0.0,0.12960924,0.1646217,0.0,0.0,1,1,0,0,1,1,0,0
560763856,-0.08831304,-0.012880525,0.0,0.0,-0.07491964,0.022301007,0.0,0.0,0.12959659,0.16464522,0.0,0.0,1,1,0,0,1,1,0,0
560963857,-0.088273644,-0.012873612,0.0,0.0,-0.07491552,0.022302216,0.0,0.0,0.12963259,0.16464828,0.0,0.0,1,1,0,0,1,1,0,0
561163857,-0.08827049,-0.012868142,0.0,0.0,-0.07491229,0.022305671,0.0,0.0,0.12963608,0.16464454,0.0,0.0,1,1,0,0,1,1,0,0
561364246,-0.08826979,-0.012884084,0.0,0.0,-0.07491306,0.022323195,0.0,0.0,0.1296316,0.16464537,0.0,0.0,1,1,0,0,1,1,0,0
561563858,-0.088274024,-0.012878611,0.0,0.0,-0.07492074,0.022318954,0.0,0.0,0.12963264,0.16464408,0.0,0.0,1,1,0,0,1,1,0,0
561763857,-0.088252306,-0.012871243,0.0,0.0,-0.07492598,0.022316083,0.0,0.0,0.12964791,0.16464452,0.0,0.0,1,1,0,0,1,1,0,0
561963857,-0.08826501,-0.012880128,0.0,0.0,-0.07494011,0.022312453,0.0,0.0,0.12964357,0.16463533,0.0,0.0,1,1,0,0,1,1,0,0
562163856,-0.088258475,-0.012864415,0.0,0.0,-0.07492438,0.022338936,0.0,0.0,0.12964252,0.1646375,0.0,0.0,1,1,0,0,1,1,0,0
562363857,-0.088255115,-0.012863028,0.0,0.0,-0.07492265,0.022334352,0.0,0.0,0.12964444,0.16463383,0.0,0.0,1,1,0,0,1,1,0,0
562563857,-0.088267036,-0.012880715,0.0,0.0,-0.07492155,0.022332584,0.0,0.0,0.1296361,0.1646403,0.0,0.0,1,1,0,0,1,1,0,0
562763867,-0.08834509,-0.012574214,0.0,0.0,-0.074883245,0.022368802,0.0,0.0,0.12989233,0.16472656,0.0,0.0,1,1,0,0,1,1,0,0
562963856,-0.08830996,-0.012621419,0.0,0.0,-0.07486182,0.022387668,0.0,0.0,0.1298961,0.16479798,0.0,0.0,1,1,0,0,1,1,0,0
563163857,-0.08830211,-0.012596118,0.0,0.0,-0.074853465,0.022383396,0.0,0.0,0.12989615,0.16480221,0.0,0.0,1,1,0,0,1,1,0,0
563363857,-0.08830997,-0.0125957,0.0,0.0,-0.07484423,0.02236814,0.0,0.0,0.1298876,0.16479257,0.0,0.0,1,1,0,0,1,1,0,0
563564218,-0.08831216,-0.012603378,0.0,0.0,-0.07484165,0.022356117,0.0,0.0,0.12987697,0.16478989,0.0,0.0,1,1,0,0,1,1,0,0
563763857,-0.08828677,-0.012593303,0.0,0.0,-0.074862294,0.022354672,0.0,0.0,0.1299064,0.16477981,0.0,0.0,1,1,0,0,1,1,0,0
563963856,-0.088235885,-0.012524143,0.0,0.0,-0.074870124,0.02236444,0.0,0.0,0.12997013,0.16484398,0.0,0.0,1,1,0,0,1,1,0,0
564163863,-0.08824915,-0.012524857,0.0,0.0,-0.074842386,0.02236742,0.0,0.0,0.12994973,0.1648429,0.0,0.0,1,1,0,0,1,1,0,0
564363854,-0.08824859,-0.012501284,0.0,0.0,-0.07485345,0.022334555,0.0,0.0,0.12996833,0.16485518,0.0,0.0,1,1,0,0,1,1,0,0
564563857,-0.088276066,-0.012531178,0.0,0.0,-0.07486465,0.02235087,0.0,0.0,0.12993881,0.16485927,0.0,0.0,1,1,0,0,1,1,0,0
564763857,-0.0882186,-0.012513174,0.0,0.0,-0.07487707,0.022372782,0.0,0.0,0.1299695,0.16483112,0.0,0.0,1,1,0,0,1,1,0,0
564963857,-0.0882292,-0.01255433,0.0,0.0,-0.0748823,0.02238922,0.0,0.0,0.12998186,0.16484213,0.0,0.0,1,1,0,0,1,1,0,0
565163853,-0.08823638,-0.012533331,0.0,0.0,-0.07488667,0.022352975,0.0,0.0,0.13001269,0.16485839,0.0,0.0,1,1,0,0,1,1,0,0
565363857,-0.088199526,-0.012512578,0.0,0.0,-0.07487803,0.02236478,0.0,0.0,0.13002881,0.16491196,0.0,0.0,1,1,0,0,1,1,0,0
565563881,-0.08818497,-0.0125196995,0.0,0.0,-0.07490382,0.02234382,0.0,0.0,0.13004386,0.16492589,0.0,0.0,1,1,0,0,1,1,0,0
565764211,-0.08817565,-0.01251534,0.0,0.0,-0.07490392,0.022361392,0.0,0.0,0.13005483,0.16493067,0.0,0.0,1,1,0,0,1,1,0,0
565963853,-0.088170014,-0.012516789,0.0,0.0,-0.07489731,0.02235071,0.0,0.0,0.13005808,0.16493003,0.0,0.0,1,1,0,0,1,1,0,0
566163858,-0.08817008,-0.012510186,0.0,0.0,-0.07490197,0.022347441,0.0,0.0,0.13005775,0.1649344,0.0,0.0,1,1,0,0,1,1,0,0
566363856,-0.08817109,-0.012453484,0.0,0.0,-0.07490886,0.02234152,0.0,0.0,0.13007356,0.16495474,0.0,0.0,1,1,0,0,1,1,0,0
566563856,-0.088223256,-0.01247278,0.0,0.0,-0.074912004,0.022320818,0.0,0.0,0.13003023,0.16493462,0.0,0.0,1,1,0,0,1,1,0,0
566763857,-0.08819836,-0.012460283,0.0,0.0,-0.07492977,0.022309797,0.0,0.0,0.13004722,0.16492534,0.0,0.0,1,1,0,0,1,1,0,0
566963856,-0.08819837,-0.012462433,0.0,0.0,-0.07491974,0.022307042,0.0,0.0,0.13004448,0.16493389,0.0,0.0,1,1,0,0,1,1,0,0
567163857,-0.08821739,-0.012433235,0.0,0.0,-0.07494216,0.02230221,0.0,0.0,0.13001363,0.1649276,0.0,0.0,1,1,0,0,1,1,0,0
567363857,-0.08821145,-0.012424443,0.0,0.0,-0.07497479,0.022293271,0.0,0.0,0.130029,0.1649071,0.0,0.0,1,1,0,0,1,1,0,0
567563857,-0.08819171,-0.012435864,0.0,0.0,-0.07499103,0.022302113,0.0,0.0,0.13002591,0.16491467,0.0,0.0,1,1,0,0,1,1,0,0
567763857,-0.08820226,-0.012437188,0.0,0.0,-0.0749849,0.022304941,0.0,0.0,0.13003573,0.16491815,0.0,0.0,1,1,0,0,1,1,0,0
567964162,-0.08820471,-0.012420909,0.0,0.0,-0.07498322,0.02230299,0.0,0.0,0.13002464,0.16491988,0.0,0.0,1,1,0,0,1,1,0,0
568163853,-0.08823081,-0.012448242,0.0,0.0,-0.07497327,0.022309609,0.0,0.0,0.13000818,0.16490628,0.0,0.0,1,1,0,0,1,1,0,0
568363857,-0.08822248,-0.012453532,0.0,0.0,-0.07499936,0.022303844,0.0,0.0,0.1300234,0.16490684,0.0,0.0,1,1,0,0,1,1,0,0
568563857,-0.08820903,-0.012401466,0.0,0.0,-0.074977554,0.022241594,0.0,0.0,0.13002364,0.16492808,0.0,0.0,1,1,0,0,1,1,0,0
568763857,-0.088219054,-0.012411987,0.0,0.0,-0.074958675,0.022256132,0.0,0.0,0.13002118,0.16491571,0.0,0.0,1,1,0,0,1,1,0,0
568963857,-0.08820579,-0.012434549,0.0,0.0,-0.07504248,0.02231531,0.0,0.0,0.13005026,0.16490576,0.0,0.0,1,1,0,0,1,1,0,0
569163857,-0.088229425,-0.01242933,0.0,0.0,-0.07500038,0.022289366,0.0,0.0,0.13004099,0.1648982,0.0,0.0,1,1,0,0,1,1,0,0
569363856,-0.088224664,-0.012446017,0.0,0.0,-0.075017735,0.022306101,0.0,0.0,0.13004008,0.16490932,0.0,0.0,1,1,0,0,1,1,0,0
569563857,-0.08819303,-0.012430356,0.0,0.0,-0.075034365,0.0222858,0.0,0.0,0.13004485,0.16489698,0.0,0.0,1,1,0,0,1,1,0,0
569763856,-0.08820729,-0.0124414805,0.0,0.0,-0.07501613,0.02229418,0.0,0.0,0.13004036,0.16490786,0.0,0.0,1,1,0,0,1,1,0,0
569963856,-0.08821357,-0.012445525,0.0,0.0,-0.07503414,0.022287615,0.0,0.0,0.13004036,0.16490465,0.0,0.0,1,1,0,0,1,1,0,0
570164217,-0.08821735,-0.0124474885,0.0,0.0,-0.07502906,0.022292404,0.0,0.0,0.13004,0.16490237,0.0,0.0,1,1,0,0,1,1,0,0
570363856,-0.08821882,-0.012449083,0.0,0.0,-0.07503018,0.022278093,0.0,0.0,0.1300293,0.16489795,0.0,0.0,1,1,0,0,1,1,0,0
570563853,-0.088187024,-0.012454174,0.0,0.0,-0.07503629,0.022271778,0.0,0.0,0.13006757,0.16491799,0.0,0.0,1,1,0,0,1,1,0,0
570763857,-0.08820545,-0.012421458,0.0,0.0,-0.07503761,0.022274695,0.0,0.0,0.13005589,0.16493693,0.0,0.0,1,1,0,0,1,1,0,0
570963887,-0.08820144,-0.012416458,0.0,0.0,-0.0750423,0.022277402,0.0,0.0,0.13005923,0.16494022,0.0,0.0,1,1,0,0,1,1,0,0
571164252,-0.08819953,-0.012424517,0.0,0.0,-0.07504524,0.022288775,0.0,0.0,0.13006343,0.16492657,0.0,0.0,1,1,0,0,1,1,0,0
571363853,-0.08821721,-0.012427391,0.0,0.0,-0.07506342,0.0223192,0.0,0.0,0.1300413,0.16491294,0.0,0.0,1,1,0,0,1,1,0,0
571563857,-0.08820015,-0.012425029,0.0,0.0,-0.075045496,0.02235588,0.0,0.0,0.13004413,0.16490346,0.0,0.0,1,1,0,0,1,1,0,0
571763857,-0.08818851,-0.012422947,0.0,0.0,-0.07502429,0.02235215,0.0,0.0,0.1300484,0.16491622,0.0,0.0,1,1,0,0,1,1,0,0
571963853,-0.08819582,-0.0124267945,0.0,0.0,-0.07498239,0.022362301,0.0,0.0,0.13003841,0.16490002,0.0,0.0,1,1,0,0,1,1,0,0
