timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
540188514,540088094,0.28872615,0.021323545,0.01991261,0.9569672,0.038673602,0.010453922,0.01629442,3.5184205,-3.0054047,5.3952913,3.2294232e-05,-6.732659e-05,1.0304623e-05,-0.003476804,0.0035201875,-0.0010037222,0.14261271,-0.03620441,0.26547378,0.0,0.0,0.0,0.0,0.0,9.3239345e-05,5.8197434e-06,5.8060505e-06,8.258645e-06,0.019272104,0.019270563,0.015763164,0.18837973,0.18837833,0.2076734,2.0438403e-11,2.0493465e-11,4.7807893e-11,5.0152167e-08,5.0082487e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
541188386,541087979,0.28912744,0.02019927,0.019800536,0.95687264,0.024909835,-0.031921368,0.013721331,3.5629792,-3.1175501,5.367791,3.1969867e-05,-6.723146e-05,1.0347623e-05,-0.0034767664,0.0035203418,-0.0009973153,0.14261271,-0.03620441,0.26547378,0.0,0.0,0.0,0.0,0.0,9.2720424e-05,5.4661923e-06,5.451804e-06,8.267748e-06,0.015694406,0.015693221,0.014509856,0.17153989,0.17153953,0.19981492,2.0129093e-11,2.0182097e-11,4.7464966e-11,5.0160935e-08,5.0089668e-08,5.000027e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
542188244,542087864,0.28942943,0.021808477,0.01975021,0.9567471,0.019091915,-0.04550326,0.012323448,3.600931,-3.2165222,5.330421,3.1847998e-05,-6.7128385e-05,1.0281634e-05,-0.0034767038,0.003520314,-0.0009864814,0.14261271,-0.03620441,0.26547378,0.0,0.0,0.0,0.0,0.0,9.2208815e-05,5.6862987e-06,5.679089e-06,8.284906e-06,0.016933644,0.01693226,0.014792914,0.17070726,0.17070684,0.1992953,2.0359499e-11,2.0410087e-11,4.714903e-11,5.0169753e-08,5.0097057e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
543188074,543087749,0.28989613,0.021904446,0.019599807,0.95660675,0.0060072374,-0.07042519,-0.01362679,3.6250408,-3.3344522,5.280268,3.17189e-05,-6.702198e-05,1.0284069e-05,-0.0034766595,0.0035203663,-0.0009758495,0.14261271,-0.03620441,0.26547378,0.0,0.0,0.0,0.0,0.0,9.172312e-05,5.720569e-06,5.7159414e-06,8.30343e-06,0.017304381,0.017302724,0.014977395,0.16916287,0.16916233,0.201341,2.0388566e-11,2.0437051e-11,4.6855863e-11,5.0178606e-08,5.010453e-08,5.000027e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
544188053,544087634,0.2904169,0.020420125,0.019154498,0.9564906,0.0097785555,-0.044172734,-0.0127715,3.677231,-3.3505805,5.2414684,3.2189924e-05,-6.69207e-05,1.0318066e-05,-0.0034766847,0.003520316,-0.0009777001,0.14261271,-0.03620441,0.26547378,0.0,0.0,0.0,0.0,0.0,9.086473e-05,5.7120697e-06,5.704194e-06,8.284984e-06,0.017307844,0.017306305,0.014938746,0.16714494,0.1671443,0.19955103,2.0376456e-11,2.0422627e-11,4.6488178e-11,5.018745e-08,5.0112032e-08,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
545187883,545087519,0.2906073,0.02127676,0.018636009,0.95642436,0.027392533,-0.033996332,0.00023110924,3.7285206,-3.3661203,5.223447,3.254569e-05,-6.702997e-05,1.0232752e-05,-0.0034766945,0.0035201835,-0.000983452,0.14261271,-0.03620441,0.26547378,0.0,0.0,0.0,0.0,0.0,9.042871e-05,5.859561e-06,5.8573937e-06,8.299193e-06,0.018614674,0.018613042,0.015457634,0.17036289,0.1703619,0.20428851,2.0516353e-11,2.0560621e-11,4.624041e-11,5.019633e-08,5.0119777e-08,5.000027e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
546187799,546087405,0.29122648,0.020898059,0.018427882,0.9562483,0.009402277,-0.0314388,-0.011337696,3.7201169,-3.4016588,5.200852,3.259744e-05,-6.693517e-05,1.0286402e-05,-0.0034767021,0.003520239,-0.0009860371,0.14261271,-0.03620441,0.26547378,0.0,0.0,0.0,0.0,0.0,9.0009555e-05,5.9024355e-06,5.900276e-06,8.321675e-06,0.019343115,0.019341616,0.01569141,0.17432505,0.17432392,0.20538309,2.054762e-11,2.059033e-11,4.6011465e-11,5.0205212e-08,5.01276e-08,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
547187606,547087291,0.29159766,0.022060568,0.017303932,0.9561301,0.022377545,0.014360002,-0.003018854,3.7749834,-3.3487914,5.2051554,3.3053584e-05,-6.687744e-05,1.0250425e-05,-0.0034767173,0.003520152,-0.0009971161,0.14261271,-0.03620441,0.26547378,0.0,0.0,0.0,0.0,0.0,8.960993e-05,5.995627e-06,6.000902e-06,8.340369e-06,0.02048037,0.020478942,0.016186815,0.1813977,0.18139641,0.21138293,2.0630771e-11,2.067218e-11,4.5800207e-11,5.0214098e-08,5.0135505e-08,5.000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
548187572,548087177,0.2916499,0.022185594,0.017575545,0.95610636,0.03056046,0.026023626,0.010379567,3.8306055,-3.3195934,5.216941,3.3148517e-05,-6.69149e-05,1.0093521e-05,-0.0034767145,0.003520019,-0.0010092608,0.14261271,-0.03620441,0.26547378,0.0,0.0,0.0,0.0,0.0,8.884734e-05,5.9222743e-06,5.9271756e-06,8.322406e-06,0.020115709,0.020114394,0.016072806,0.18351638,0.18351528,0.2107642,2.0555398e-11,2.0595909e-11,4.5514377e-11,5.022297e-08,5.0143395e-08,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
549187444,549087063,0.29182613,0.022241544,0.017484015,0.95605296,0.039383087,0.05322704,0.022383375,3.9016633,-3.25649,5.2451844,3.3267497e-05,-6.687061e-05,1.0016507e-05,-0.0034767285,0.0035199746,-0.0010259004,0.14261271,-0.03620441,0.26547378,0.0,0.0,0.0,0.0,0.0,8.849484e-05,6.0311563e-06,6.0361663e-06,8.336406e-06,0.021141408,0.021139944,0.016460303,0.1910759,0.19107476,0.2161848,2.0659047e-11,2.0698887e-11,4.5336283e-11,5.023184e-08,5.0151453e-08,5.000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
