timestamp,voltage_v,rssi_v,free_memory_bytes,pwm[0],pwm[1],pwm[2],pwm[3],pwm[4],pwm[5],pwm[6],pwm[7],pwm_disarmed[0],pwm_disarmed[1],pwm_disarmed[2],pwm_disarmed[3],pwm_disarmed[4],pwm_disarmed[5],pwm_disarmed[6],pwm_disarmed[7],pwm_failsafe[0],pwm_failsafe[1],pwm_failsafe[2],pwm_failsafe[3],pwm_failsafe[4],pwm_failsafe[5],pwm_failsafe[6],pwm_failsafe[7],pwm_rate_hz[0],pwm_rate_hz[1],pwm_rate_hz[2],pwm_rate_hz[3],pwm_rate_hz[4],pwm_rate_hz[5],pwm_rate_hz[6],pwm_rate_hz[7],raw_inputs[0],raw_inputs[1],raw_inputs[2],raw_inputs[3],raw_inputs[4],raw_inputs[5],raw_inputs[6],raw_inputs[7],raw_inputs[8],raw_inputs[9],raw_inputs[10],raw_inputs[11],raw_inputs[12],raw_inputs[13],raw_inputs[14],raw_inputs[15],raw_inputs[16],raw_inputs[17],status_arm_sync,status_failsafe,status_fmu_initialized,status_fmu_ok,status_init_ok,status_outputs_armed,status_raw_pwm,status_rc_ok,status_rc_dsm,status_rc_ppm,status_rc_sbus,status_rc_st24,status_rc_sumd,status_safety_off,alarm_pwm_error,alarm_rc_lost,arming_failsafe_custom,arming_fmu_armed,arming_fmu_prearmed,arming_force_failsafe,arming_io_arm_ok,arming_lockdown,arming_termination_failsafe
548609519,0.0,1.115,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
549625215,0.0,1.4510001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
550635186,0.0,1.148,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
551655760,0.0,1.427,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
552680991,0.0,1.1090001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
553691244,0.0,1.164,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
554701790,0.0,1.4280001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
555717283,0.0,1.1750001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
556732451,0.0,1.1290001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
557762644,0.0,1.4280001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
558773122,0.0,1.4640001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
559793333,0.0,1.4590001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
560813908,0.0,1.4890001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
561839200,0.0,1.427,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
562849457,0.0,1.4300001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
563879829,0.0,1.1680001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
564890075,0.0,1.483,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
565920735,0.0,1.0940001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
566950744,0.0,1.202,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
567971213,0.0,1.44,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
569001353,0.0,1.4360001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
570017018,0.0,1.442,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
571047427,0.0,1.4350001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
572077542,0.0,1.1620001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
573092906,0.0,1.107,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
574108118,0.0,1.1290001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
575133590,0.0,1.1140001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
576163988,0.0,1.452,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
577179255,0.0,1.138,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
578204672,0.0,1.429,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
579219904,0.0,1.4890001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
580230422,0.0,1.4760001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
581245625,0.0,1.417,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
582256258,0.0,1.1290001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
583266527,0.0,1.429,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
584281679,0.0,1.4510001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
585307076,0.0,1.434,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
586317883,0.0,1.4770001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
587333099,0.0,1.138,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
588358428,0.0,1.121,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
589388648,0.0,1.4410001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
590399039,0.0,1.4460001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
591409282,0.0,1.4460001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
592417626,0.0,1.113,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
593437451,0.0,1.113,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
594460626,0.0,1.1120001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
595470864,0.0,1.4640001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
596481292,0.0,1.121,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
597491519,0.0,1.0910001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
598512033,0.0,1.48,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
599542226,0.0,1.1040001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
600562691,0.0,1.2030001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
601592741,0.0,1.1290001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
602603395,0.0,1.1370001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
603613799,0.0,1.442,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
604628904,0.0,1.463,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
605649517,0.0,1.4120001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
606664843,0.0,1.4280001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
607685109,0.0,1.1600001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
608700511,0.0,1.4280001,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
609731002,0.0,1.463,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
