timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
540044538,540043598,396321,-0.19621211,-0.12499999,0.47575757,nan,0
541059826,541058886,396321,-0.19848484,-0.12272727,0.47121212,nan,0
542053423,542052483,396321,-0.18787879,-0.12424242,0.4780303,nan,0
543047056,543046064,396321,-0.20378788,-0.12499999,0.47424242,nan,0
544062231,544061291,396321,-0.19393939,-0.12575758,0.46969697,nan,0
545055802,545054850,396321,-0.19242424,-0.12727273,0.47954544,nan,0
546049527,546048587,396321,-0.20378788,-0.12727273,0.47575757,nan,0
547064694,547063754,396321,-0.18787879,-0.12651515,0.47424242,nan,0
548058268,548057328,396321,-0.19696969,-0.12651515,0.47575757,nan,0
549051824,549050884,396321,-0.19393939,-0.12575758,0.47651514,nan,0
550045471,550044531,396321,-0.18712121,-0.12348484,0.47575757,nan,0
551060685,551059745,396321,-0.2030303,-0.12424242,0.48257574,nan,0
552054246,552053272,396321,-0.18863636,-0.12196969,0.47272727,nan,0
553047903,553046963,396321,-0.19469696,-0.12424242,0.47575757,nan,0
554041412,554040472,396321,-0.20075756,-0.12424242,0.47575757,nan,0
555056674,555055734,396321,-0.19166666,-0.12878788,0.47954544,nan,0
556050268,556049268,396321,-0.19848484,-0.12575758,0.4780303,nan,0
557043794,557042854,396321,-0.19621211,-0.12651515,0.47651514,nan,0
558059025,558058086,396321,-0.19318181,-0.12651515,0.48257574,nan,0
559052684,559051744,396321,-0.20530303,-0.12651515,0.4780303,nan,0
560046195,560045255,396321,-0.19166666,-0.12651515,0.47954544,nan,0
561061431,561060473,396321,-0.19090909,-0.12651515,0.47575757,nan,0
562055026,562054087,396321,-0.20151514,-0.13030303,0.4780303,nan,0
563048677,563047738,396321,-0.2121212,-0.11742424,0.47272727,nan,0
564063845,564062905,396321,-0.2219697,-0.12045454,0.4643939,nan,0
565057402,565056462,396321,-0.2189394,-0.11893939,0.4674242,nan,0
566051024,566050085,396321,-0.21136363,-0.11742424,0.47272727,nan,0
567044641,567043702,396321,-0.23030302,-0.11893939,0.4674242,nan,0
568059841,568058902,396321,-0.21439393,-0.11818182,0.47272727,nan,0
569053457,569052516,396321,-0.21439393,-0.11818182,0.4780303,nan,0
570046989,570046050,396321,-0.21136363,-0.11893939,0.47121212,nan,0
571062230,571061290,396321,-0.21969697,-0.11969697,0.46969697,nan,0
572055817,572054878,396321,-0.21818182,-0.11666666,0.47424242,nan,0
573049462,573048515,396321,-0.20984848,-0.11742424,0.4689394,nan,0
574043004,574042065,396321,-0.22575757,-0.10530303,0.47121212,nan,0
575058245,575057306,396321,-0.21363635,-0.09015151,0.47651514,nan,0
576051807,576050867,396321,-0.20984848,-0.08712121,0.47575757,nan,0
577045403,577044464,396321,-0.2189394,-0.09166666,0.47575757,nan,0
578060664,578059724,396321,-0.20984848,-0.087878786,0.47272727,nan,0
579054202,579053262,396321,-0.22348484,-0.08257575,0.46590906,nan,0
580047863,580046923,396321,-0.20984848,-0.08257575,0.4689394,nan,0
581063040,581062100,396321,-0.19772726,-0.073484845,0.47651514,nan,0
582056629,582055689,396321,-0.23030302,-0.089393936,0.4613636,nan,0
583050198,583049258,396321,-0.22272727,-0.087878786,0.47121212,nan,0
584043879,584042940,396321,-0.21363635,-0.089393936,0.47651514,nan,0
585059067,585058127,396321,-0.20984848,-0.08712121,0.47651514,nan,0
586052692,586051747,396321,-0.22045454,-0.08560606,0.4674242,nan,0
587046210,587045271,396321,-0.20227273,-0.08030303,0.47575757,nan,0
588061444,588060505,396321,-0.21287878,-0.0810606,0.46590906,nan,0
589055091,589054151,396321,-0.21136363,-0.08030303,0.47272727,nan,0
590048643,590047704,396321,-0.20833333,-0.093939394,0.47424242,nan,0
591063786,591062846,396321,-0.22727272,-0.09166666,0.46590906,nan,0
592057439,592056499,396321,-0.2151515,-0.09015151,0.4643939,nan,0
593051015,593050075,396321,-0.21666665,-0.06742424,0.47272727,nan,0
594044709,594043759,396321,-0.2090909,-0.08333333,0.47272727,nan,0
595059778,595058838,396321,-0.20075756,-0.0810606,0.46969697,nan,0
596053405,596052465,396321,-0.2151515,-0.0780303,0.47575757,nan,0
597047017,597046063,396321,-0.20227273,-0.076515146,0.47651514,nan,0
598062188,598061248,396321,-0.21287878,-0.08181818,0.47651514,nan,0
599055787,599054847,396321,-0.19848484,-0.07727273,0.47651514,nan,0
600049430,600048491,396321,-0.2090909,-0.0810606,0.47272727,nan,0
601043049,601042109,396321,-0.21439393,-0.08863636,0.47651514,nan,0
602058207,602057267,396321,-0.20833333,-0.08333333,0.47575757,nan,0
603051815,603050875,396321,-0.2121212,-0.08560606,0.47651514,nan,0
604045404,604044464,396321,-0.2121212,-0.074999996,0.47424242,nan,0
605060717,605059777,396321,-0.22045454,-0.074999996,0.47651514,nan,0
606054233,606053293,396321,-0.20681818,-0.076515146,0.4674242,nan,0
607047780,607046840,396321,-0.21136363,-0.074999996,0.46969697,nan,0
608063021,608062082,396321,-0.21363635,-0.0780303,0.46969697,nan,0
609056629,609055689,396321,-0.20227273,-0.07575757,0.47954544,nan,0
610050291,610049351,396321,-0.2189394,-0.07954545,0.47424242,nan,0
611043863,611042924,396321,-0.20833333,-0.076515146,0.47651514,nan,0
612059012,612058073,396321,-0.20833333,-0.073484845,0.47424242,nan,0
613052673,613051724,396321,-0.2151515,-0.071969695,0.47272727,nan,0
614046199,614045259,396321,-0.20757575,-0.0780303,0.46969697,nan,0
615061402,615060462,396321,-0.21287878,-0.07727273,0.47272727,nan,0
616054986,616054046,396321,-0.2151515,-0.076515146,0.46590906,nan,0
617048670,617047730,396321,-0.21666665,-0.06969697,0.46590906,nan,0
618042235,618041295,396321,-0.2189394,-0.073484845,0.4643939,nan,0
619057433,619056494,396321,-0.20757575,-0.07121212,0.4810606,nan,0
620051039,620050099,396321,-0.21969697,-0.08030303,0.47272727,nan,0
621044666,621043727,396321,-0.22121212,-0.08257575,0.4674242,nan,0
622059796,622058854,396321,-0.22272727,-0.08333333,0.4643939,nan,0
623053403,623052463,396321,-0.22651514,-0.08181818,0.4674242,nan,0
624047004,624046064,396321,-0.23636363,-0.08257575,0.46590906,nan,0
625062249,625061310,396321,-0.22272727,-0.0810606,0.46287876,nan,0
626055812,626054873,396321,-0.2280303,-0.08181818,0.4689394,nan,0
627049403,627048463,396321,-0.22727272,-0.08030303,0.4674242,nan,0
628064666,628063726,396321,-0.22121212,-0.08257575,0.4643939,nan,0
629058192,629057252,396321,-0.23484848,-0.07954545,0.47272727,nan,0
630051825,630050885,396321,-0.22272727,-0.0810606,0.4643939,nan,0
631045423,631044483,396321,-0.22272727,-0.0810606,0.4674242,nan,0
632060623,632059684,396321,-0.23181817,-0.07954545,0.47121212,nan,0
633054253,633053313,396321,-0.21969697,-0.07878788,0.46969697,nan,0
634047835,634046895,396321,-0.22954544,-0.08333333,0.4643939,nan,0
635041401,635040462,396321,-0.22424242,-0.08030303,0.46287876,nan,0
636056630,636055691,396321,-0.22121212,-0.0810606,0.4643939,nan,0
637050232,637049292,396321,-0.23787878,-0.08560606,0.4674242,nan,0
638043832,638042892,396321,-0.22272727,-0.08333333,0.4613636,nan,0
639059053,639058113,396321,-0.22878787,-0.08181818,0.4643939,nan,0
640052628,640051688,396321,-0.23181817,-0.08712121,0.4643939,nan,0
641046220,641045281,396321,-0.22348484,-0.086363636,0.4643939,nan,0
642061406,642060466,396321,-0.23181817,-0.0810606,0.4613636,nan,0
643055035,643054095,396321,-0.22727272,-0.08560606,0.47121212,nan,0
644048668,644047728,396321,-0.22121212,-0.08030303,0.47121212,nan,0
645063847,645062907,396321,-0.23181817,-0.08257575,0.46590906,nan,0
646057403,646056463,396321,-0.22272727,-0.08484848,0.46590906,nan,0
647050999,647050059,396321,-0.23181817,-0.086363636,0.4643939,nan,0
648044731,648043792,396321,-0.23560606,-0.08484848,0.4613636,nan,0
649059847,649058907,396321,-0.22348484,-0.0840909,0.4689394,nan,0
650053496,650052556,396321,-0.23333332,-0.08257575,0.4643939,nan,0
651047035,651046095,396321,-0.22878787,-0.08484848,0.46590906,nan,0
652062226,652061287,396321,-0.2280303,-0.08484848,0.46287876,nan,0
653055910,653054969,396321,-0.2340909,-0.08257575,0.4689394,nan,0
654049403,654048463,396321,-0.22575757,-0.08333333,0.4643939,nan,0
655064637,655063697,396321,-0.23030302,-0.087878786,0.4689394,nan,0
656058265,656057325,396321,-0.23484848,-0.08257575,0.46287876,nan,0
657051820,657050880,396321,-0.22651514,-0.08257575,0.4689394,nan,0
658045418,658044478,396321,-0.23712121,-0.08484848,0.4613636,nan,0
659060705,659059765,396321,-0.22878787,-0.07954545,0.4590909,nan,0
660054212,660053272,396321,-0.22878787,-0.0810606,0.46590906,nan,0
661047812,661046844,396321,-0.24393938,-0.08333333,0.46590906,nan,0
662063005,662062053,396321,-0.22575757,-0.07954545,0.4674242,nan,0
663056653,663055713,396321,-0.23712121,-0.07954545,0.46060604,nan,0
664050204,664049264,396321,-0.23484848,-0.07954545,0.4590909,nan,0
665043814,665042874,396321,-0.22651514,-0.076515146,0.4674242,nan,0
666059049,666058110,396321,-0.23712121,-0.08181818,0.4689394,nan,0
667052707,667051722,396321,-0.2310606,-0.08030303,0.46590906,nan,0
668046232,668045292,396321,-0.22878787,-0.08484848,0.4613636,nan,0
669061402,669060462,396321,-0.24166666,-0.0810606,0.46287876,nan,0
670055010,670054071,396321,-0.22651514,-0.0840909,0.4643939,nan,0
671048708,671047769,396321,-0.22954544,-0.0810606,0.4643939,nan,0
672063909,672062969,396321,-0.23257574,-0.0810606,0.4643939,nan,0
673057428,673056488,396321,-0.22575757,-0.08257575,0.46287876,nan,0
