timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
539374091,539373583,0.27521667,0.012105305,0.009079939,0.96126324,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
539378870,539378561,0.27521673,0.012096774,0.009097162,0.96126306,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
539423831,539423356,0.27523598,0.012060392,0.009166231,0.96125734,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
539478796,539478106,0.2752576,0.0120124845,0.009210379,0.9612514,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
539523450,539522902,0.27527675,0.012027566,0.009190066,0.9612459,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
539573093,539572675,0.27531332,0.0121045355,0.008922916,0.961237,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
539622908,539622449,0.2753262,0.012244593,0.008768819,0.9612329,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
539677500,539677202,0.27533463,0.012470307,0.008589789,0.96122926,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
539727267,539726971,0.27532816,0.01269569,0.008526463,0.9612287,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
539772225,539771767,0.27531114,0.012886342,0.008524598,0.9612311,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
539826847,539826518,0.27529863,0.013023638,0.008610192,0.96123207,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
539876596,539876291,0.27528638,0.013044088,0.008752625,0.961234,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
539926361,539926064,0.27528033,0.012976518,0.00893166,0.9612349,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
539971294,539970859,0.27527875,0.012848961,0.009157797,0.96123505,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
540025971,540025610,0.27528653,0.012733451,0.009276853,0.96123314,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
540075721,540075383,0.27528867,0.01268898,0.009261443,0.9612333,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
540125457,540125156,0.27528927,0.012763302,0.009131929,0.9612334,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
540175223,540174929,0.27529055,0.012958349,0.009032137,0.96123135,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
540225019,540224702,0.27529305,0.013170952,0.0088931965,0.961229,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
540274791,540274475,0.275296,0.013318837,0.008752403,0.9612274,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
540324550,540324248,0.27529323,0.013352811,0.008644191,0.9612288,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
540374306,540374021,0.27528906,0.013311616,0.008686477,0.96123016,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
540424095,540423794,0.27530095,0.01318356,0.00879269,0.96122754,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
540473858,540473567,0.27532148,0.012965265,0.008913371,0.96122354,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
540528722,540528317,0.27536008,0.012733279,0.009019358,0.9612146,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
540573397,540573113,0.27539092,0.012567076,0.009021816,0.96120787,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
540623281,540622886,0.27541733,0.012378994,0.008964459,0.96120334,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
540672975,540672659,0.2754543,0.012180778,0.008843637,0.96119636,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
540727843,540727409,0.27549118,0.012052023,0.008728121,0.9611885,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
540777619,540777182,0.27551204,0.012003206,0.008661895,0.9611837,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
540822288,540821978,0.275534,0.011982409,0.008678571,0.96117747,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
540877120,540876728,0.27555987,0.011917111,0.008813212,0.96116966,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
540926897,540926501,0.27557656,0.011803752,0.008965978,0.9611649,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
540976727,540976274,0.2756047,0.011693493,0.009159107,0.9611563,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
541021357,541021070,0.27562812,0.011583578,0.009306964,0.96114945,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
541076222,541075820,0.27566513,0.0115263555,0.009383995,0.9611389,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
541126037,541125593,0.27569407,0.011606003,0.009353106,0.96112984,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
541175795,541175366,0.27570766,0.01170274,0.009269783,0.9611256,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
541225578,541225140,0.27571157,0.011822933,0.009244444,0.96112335,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
541275360,541274912,0.2757098,0.011897814,0.009216527,0.96112317,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
541325080,541324686,0.27570552,0.01193603,0.0093086185,0.96112305,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
541374910,541374459,0.27569982,0.011972443,0.00946912,0.96112263,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
541424715,541424232,0.27569762,0.012008496,0.009623176,0.9611213,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
541474413,541474005,0.27569115,0.012006895,0.009808339,0.96112126,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
541524188,541523778,0.27569756,0.01194779,0.009932709,0.9611189,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
541578822,541578530,0.27570587,0.01190232,0.009940669,0.96111697,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
541623729,541623324,0.27572298,0.011938544,0.009853757,0.96111256,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
541673502,541673097,0.27573264,0.012040945,0.009691938,0.9611101,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
541723417,541722870,0.2757315,0.01215603,0.009517019,0.9611107,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
541777932,541777620,0.27573916,0.01231245,0.009333107,0.9611084,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
541822942,541822416,0.27574125,0.012475235,0.009224846,0.96110666,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
541872667,541872189,0.27573994,0.01264491,0.009172198,0.9611054,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
541927262,541926939,0.2757386,0.012786468,0.009221493,0.96110344,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
541977008,541976712,0.27575207,0.01285862,0.009324763,0.96109754,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
542026770,542026485,0.27577364,0.012896364,0.009418686,0.96109,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
542071728,542071281,0.27579448,0.012946103,0.009448841,0.96108305,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
542126321,542126031,0.27581483,0.013037522,0.009385899,0.9610766,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
542176090,542175804,0.2758451,0.013123718,0.009286544,0.9610677,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
542225867,542225577,0.27587184,0.01324377,0.009228365,0.9610589,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
542275699,542275350,0.2759046,0.013345722,0.0091944225,0.9610484,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
542325448,542325124,0.27593216,0.013377838,0.009187081,0.9610401,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
542375186,542374897,0.2759474,0.013367398,0.009247719,0.9610353,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
542424971,542424670,0.2759734,0.013285788,0.009290203,0.9610286,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
542474748,542474443,0.2760032,0.013154623,0.009330566,0.9610215,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
542524502,542524216,0.27603093,0.012988137,0.009386333,0.96101516,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
542574285,542573989,0.27606338,0.01282922,0.009420838,0.9610077,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
542629138,542628739,0.27609468,0.012708105,0.0094506955,0.96099997,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
542673840,542673535,0.27611342,0.012641193,0.009473839,0.9609952,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
542723622,542723308,0.27613854,0.012636898,0.009474845,0.96098804,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
542773364,542773081,0.27616462,0.012702093,0.009400162,0.9609805,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
542828472,542827831,0.27617794,0.012813842,0.009358293,0.9609755,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
542873017,542872627,0.2761773,0.012878906,0.009327899,0.9609752,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
542922709,542922400,0.27618062,0.012899733,0.009295011,0.9609743,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
542977567,542977150,0.2761914,0.01288574,0.009214125,0.9609721,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
543027370,543026923,0.27620563,0.012851221,0.009116537,0.96096945,0.99963945,-3.5592995e-09,2.0442933e-08,0.02685347,6
