timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
539559896,539546733,396321,-0.19526446,-0.053324755,0.30844688,3
540008240,540000352,396321,-0.19130097,-0.054269448,0.30334428,3
540456376,540453963,396321,-0.18535665,-0.052731097,0.30360454,3
541075754,541058886,396321,-0.19424705,-0.054194085,0.30321273,3
541523735,541512487,396321,-0.1990334,-0.052630916,0.31665856,3
541971950,541966099,396321,-0.18287806,-0.054007065,0.3106987,3
542591126,542570897,396321,-0.18802562,-0.05534094,0.302053,3
543039184,543024461,396321,-0.20099193,-0.057472624,0.3114329,3
543487253,543478048,396321,-0.1914992,-0.055730157,0.30877286,3
544085354,544082874,396321,-0.19006571,-0.05636882,0.3050272,3
544554695,544536463,396321,-0.20147403,-0.058491364,0.3098746,3
545002811,544990076,396321,-0.18930474,-0.056509025,0.30890417,3
545579593,545519278,396321,-0.18454109,-0.056947604,0.30753803,3
546070102,546048587,396321,-0.20031455,-0.05809383,0.30763066,3
546518475,546502136,396321,-0.1902698,-0.05997324,0.30214393,3
547094666,547031304,396321,-0.18470928,-0.056102045,0.30767035,3
547564219,547560509,396321,-0.18878828,-0.055215575,0.30205476,3
548033982,548014139,396321,-0.19529665,-0.055387598,0.30478925,3
548481974,548467717,396321,-0.18182805,-0.0569729,0.2971204,3
549080241,549072516,396321,-0.19185604,-0.05452698,0.31025082,3
549528354,549526090,396321,-0.19687694,-0.05634165,0.31313843,3
549998470,549979725,396321,-0.18462127,-0.054997813,0.30376083,3
550596489,550584471,396321,-0.18688518,-0.057184067,0.2999136,3
551044553,551038108,396321,-0.20184715,-0.055586703,0.3074594,3
551493040,551491745,396321,-0.1876087,-0.0549647,0.30357617,3
552090746,552020892,396321,-0.18627256,-0.054108463,0.306406,3
552559979,552550076,396321,-0.20207947,-0.0531033,0.31268153,3
553008500,553003792,396321,-0.19188704,-0.055947267,0.30645716,3
553478291,553457332,396321,-0.18697186,-0.056538835,0.30827612,3
554075566,554062056,396321,-0.20130415,-0.051649913,0.31648153,3
554524552,554515739,396321,-0.19083321,-0.053977497,0.30869707,3
554972595,554969252,396321,-0.18334357,-0.05849086,0.2970567,3
555591557,555574067,396321,-0.1946522,-0.051589582,0.3130008,3
556040075,556027690,396321,-0.19528253,-0.056328945,0.3085966,3
556488191,556481254,396321,-0.185951,-0.056077316,0.3067764,3
557085891,557010469,396321,-0.19188294,-0.05676145,0.30904692,3
557555654,557539686,396321,-0.19634129,-0.058311902,0.30635482,3
558003719,557993300,396321,-0.18937063,-0.057239227,0.30897892,3
558580126,558522478,396321,-0.19182226,-0.056831583,0.31008482,3
559070703,559051744,396321,-0.20228237,-0.056789506,0.30980223,3
559519036,559505319,396321,-0.18786809,-0.057239886,0.30903646,3
560095546,560034482,396321,-0.18801902,-0.057639472,0.30981433,3
560564867,560563689,396321,-0.1973832,-0.059614886,0.30785853,3
561034969,561017265,396321,-0.18922079,-0.05735877,0.3081622,3
561483034,561470899,396321,-0.18595639,-0.059255578,0.30688992,3
562080391,562075725,396321,-0.19931827,-0.05686052,0.30990472,3
562550508,562529257,396321,-0.21285406,-0.045184273,0.30174705,3
562998542,562982929,396321,-0.20527565,-0.04887829,0.29987502,3
563596297,563587789,396321,-0.21509084,-0.051781535,0.3002721,3
564044909,564041257,396321,-0.21665697,-0.052531146,0.30016375,3
564514289,564494900,396321,-0.20930234,-0.049287274,0.29657763,3
565090740,565024072,396321,-0.21204579,-0.050699703,0.29736888,3
565560521,565553251,396321,-0.21584252,-0.052373692,0.2916968,3
566008739,566006882,396321,-0.20758554,-0.050560948,0.30353516,3
566478298,566460473,396321,-0.21030709,-0.049954034,0.3018378,3
567075720,567065301,396321,-0.22258754,-0.052234903,0.2913143,3
567524165,567518886,396321,-0.20844333,-0.050337262,0.29967892,3
567993807,567972476,396321,-0.20405717,-0.05008543,0.2922207,3
568591235,568577319,396321,-0.22004043,-0.04976236,0.3013217,3
569040087,569030906,396321,-0.21194248,-0.049946472,0.30636668,3
569488312,569484479,396321,-0.22149521,-0.050585173,0.30130798,3
570085587,570013668,396321,-0.20791218,-0.04893584,0.3048842,3
570555750,570542881,396321,-0.21407494,-0.049699847,0.29780865,3
571003826,570996462,396321,-0.21609935,-0.047896896,0.30833054,3
571451980,571450105,396321,-0.20886144,-0.049196653,0.30190104,3
572071348,572054878,396321,-0.21464254,-0.047024272,0.30455872,3
572519392,572508463,396321,-0.22026725,-0.047377683,0.30658618,3
573095809,573037701,396321,-0.20637584,-0.04579998,0.30312663,3
573586907,573566879,396321,-0.20843124,-0.04554172,0.2994123,3
574034914,574020476,396321,-0.22192845,-0.036440697,0.29915938,3
574483295,574474067,396321,-0.20938364,-0.016392618,0.30759144,3
575080695,575078891,396321,-0.21060434,-0.018994322,0.30610293,3
575550909,575532475,396321,-0.22025391,-0.020422718,0.30566657,3
575999080,575986076,396321,-0.20795552,-0.018588707,0.30398417,3
576596412,576590928,396321,-0.2052373,-0.017743453,0.30943567,3
577066546,577044464,396321,-0.21574418,-0.02071799,0.3052233,3
577514647,577498121,396321,-0.21098617,-0.023365881,0.30405074,3
578091430,578027295,396321,-0.20383136,-0.01917418,0.2990114,3
578561646,578556468,396321,-0.20943034,-0.013682175,0.29527807,3
579031035,579010081,396321,-0.22037382,-0.019524481,0.30186123,3
579479501,579463771,396321,-0.2075796,-0.013610442,0.30532217,3
580077254,580068552,396321,-0.20774664,-0.011734764,0.30222723,3
580525234,580522132,396321,-0.2126106,-0.005694831,0.3003042,3
580995355,580975708,396321,-0.19914092,-0.0033669695,0.31628615,3
581592648,581580461,396321,-0.20786934,-0.015447237,0.2957424,3
582040558,582034051,396321,-0.22408392,-0.018723682,0.29800847,3
582489497,582487731,396321,-0.21269055,-0.018166393,0.29704583,3
583086778,583016893,396321,-0.21535441,-0.01688203,0.30114704,3
583556646,583546123,396321,-0.21855026,-0.017498428,0.30048537,3
584005131,583999770,396321,-0.21006677,-0.017104182,0.2993948,3
584474468,584453256,396321,-0.2182853,-0.024086613,0.29924536,3
585072058,585058127,396321,-0.2069416,-0.01595307,0.30640805,3
585520645,585511689,396321,-0.19725463,-0.015584016,0.29081148,3
586096659,586040890,396321,-0.214182,-0.015816968,0.29896817,3
586587696,586570100,396321,-0.20078221,-0.009976555,0.30948085,3
587035717,587023741,396321,-0.19967937,-0.01321107,0.29973942,3
587484144,587477399,396321,-0.20843177,-0.011796932,0.30228359,3
588081979,588006474,396321,-0.20792866,-0.0103144925,0.30172634,3
588551286,588535732,396321,-0.19500476,-0.0055546053,0.2988941,3
589000299,588989340,396321,-0.20166598,-0.0095807165,0.3025652,3
589597475,589594067,396321,-0.20948835,-0.013515675,0.29238075,3
590067307,590047704,396321,-0.20492397,-0.023578424,0.30460536,3
590515811,590501280,396321,-0.21023107,-0.02269704,0.30426794,3
591091784,591030479,396321,-0.22117737,-0.024348145,0.29510212,3
591561521,591559688,396321,-0.2087034,-0.018542165,0.29956,3
592031174,592013319,396321,-0.20862417,-0.01805256,0.30261743,3
592479354,592466880,396321,-0.1993206,-0.008264842,0.30207515,3
593077074,593071713,396321,-0.21253553,0.007877039,0.2986285,3
593546973,593525300,396321,-0.20392661,-0.004822395,0.30469,3
593995042,593978914,396321,-0.2015572,-0.007136137,0.3011217,3
594592809,594583700,396321,-0.20880033,-0.0072031533,0.30076614,3
595040896,595037256,396321,-0.19859198,-0.006236395,0.29818243,3
595510991,595490876,396321,-0.20060591,-0.001075834,0.30472147,3
596087034,596020084,396321,-0.20929836,-0.0052408315,0.30269974,3
596556350,596549321,396321,-0.19862017,-0.0014828667,0.30256516,3
597005313,597002879,396321,-0.19865891,-0.0054461546,0.3027416,3
597474647,597456463,396321,-0.19686387,-0.0058723716,0.3051613,3
598072247,598061248,396321,-0.20876491,-0.00811002,0.30461544,3
598520820,598514905,396321,-0.19335845,-0.013442512,0.29879758,3
598969762,598968462,396321,-0.19239141,-0.0028131995,0.30525053,3
599589180,599573266,396321,-0.20365244,-0.0051014787,0.30936623,3
600037347,600026900,396321,-0.2056593,-0.010699813,0.30414575,3
600485394,600480515,396321,-0.20035398,-0.01230756,0.29989862,3
601083660,601009717,396321,-0.20885454,-0.014569173,0.3030102,3
601552932,601538898,396321,-0.212096,-0.013153283,0.29966447,3
602000973,601992463,396321,-0.20174499,-0.009842682,0.30155182,3
602577815,602521688,396321,-0.2077171,-0.010490445,0.29892638,3
603068711,603050875,396321,-0.20781556,-0.012139465,0.305059,3
603517817,603504477,396321,-0.21674453,-0.014676008,0.2893665,3
604094369,604033676,396321,-0.20638373,-0.0058961855,0.29826424,3
604585773,604573690,396321,-0.20420593,-0.005850813,0.30007794,3
605055052,605027314,396321,-0.21259153,-0.0023352345,0.299026,3
605503147,605480897,396321,-0.20583057,-0.0008957451,0.30025473,3
606057952,606010082,396321,-0.1994474,-0.0010421266,0.29705593,3
606570466,606539310,396321,-0.21137103,-0.005295115,0.29748064,3
607018538,606992875,396321,-0.20541272,-0.0045892624,0.30007243,3
607573648,607522092,396321,-0.1992157,-0.00069784134,0.302977,3
608064722,608051278,396321,-0.20639145,-0.0035702,0.29920864,3
608534420,608504913,396321,-0.20930392,-0.0017941874,0.30472782,3
609089198,609034074,396321,-0.19679189,-0.001323957,0.30527306,3
609580202,609563266,396321,-0.20255947,-0.0012481054,0.3088666,3
610049919,610016958,396321,-0.21328172,-0.0038491134,0.30383435,3
610498008,610470517,396321,-0.20087585,-0.00017137732,0.30352718,3
