timestamp,timestamp_sample,device_id,pressure,temperature,error_count
540108168,540107571,4028193,99888.0,40.579998,0
541101880,541101300,4028193,99887.0,40.6,0
542106252,542105672,4028193,99889.0,40.61,0
543110689,543110109,4028193,99886.0,40.62,0
544104253,544103673,4028193,99887.0,40.629997,0
545097839,545097259,4028193,99886.0,40.64,0
546091573,546090993,4028193,99889.0,40.649998,0
547106695,547106115,4028193,99887.0,40.67,0
548100291,548099711,4028193,99888.0,40.68,0
549104684,549104104,4028193,99887.0,40.69,0
550109087,550108507,4028193,99883.0,40.7,0
551102657,551102077,4028193,99886.0,40.71,0
552096276,552095695,4028193,99888.0,40.73,0
553089929,553089349,4028193,99886.0,40.739998,0
554105046,554104466,4028193,99889.0,40.75,0
555098651,555098071,4028193,99889.0,40.76,0
556103103,556102522,4028193,99889.0,40.77,0
557107450,557106870,4028193,99885.0,40.79,0
558101066,558100470,4028193,99891.0,40.8,0
559094657,559094076,4028193,99881.0,40.8,0
560109899,560109318,4028193,99887.0,40.82,0
561103469,561102889,4028193,99889.0,40.829998,0
562107864,562107284,4028193,99886.0,40.84,0
563101525,563100945,4028193,99885.0,40.85,0
564105889,564105309,4028193,99887.0,40.86,0
565099444,565098864,4028193,99886.0,40.87,0
566093050,566092470,4028193,99890.0,40.879997,0
567108265,567107685,4028193,99883.0,40.89,0
568101862,568101283,4028193,99888.0,40.899998,0
569106281,569105701,4028193,99887.0,40.91,0
570099837,570099256,4028193,99886.0,40.92,0
571104283,571103702,4028193,99886.0,40.92,0
572097862,572097282,4028193,99891.0,40.93,0
573091486,573090895,4028193,99886.0,40.94,0
574106650,574106069,4028193,99889.0,40.94,0
575111058,575110478,4028193,99892.0,40.95,0
576104668,576104088,4028193,99894.0,40.96,0
577109111,577108531,4028193,99890.0,40.969997,0
578102687,578102107,4028193,99885.0,40.969997,0
579096254,579095673,4028193,99891.0,40.98,0
580089930,580089349,4028193,99888.0,40.98,0
581105091,581104511,4028193,99885.0,40.989998,0
582109480,582108900,4028193,99886.0,40.989998,0
583103049,583102469,4028193,99891.0,41.0,0
584107492,584106911,4028193,99891.0,41.0,0
585101113,585100533,4028193,99886.0,41.0,0
586094677,586094097,4028193,99891.0,41.01,0
587088266,587087686,4028193,99890.0,41.01,0
588103467,588102887,4028193,99890.0,41.01,0
589107907,589107327,4028193,99886.0,41.02,0
590101462,590100882,4028193,99892.0,41.02,0
591105839,591105259,4028193,99893.0,41.02,0
592099510,592098930,4028193,99889.0,41.02,0
593093096,593092516,4028193,99892.0,41.02,0
594108335,594107755,4028193,99888.0,41.03,0
595101872,595101292,4028193,99891.0,41.02,0
596106254,596105673,4028193,99890.0,41.02,0
597099897,597099317,4028193,99895.0,41.02,0
598104263,598103681,4028193,99890.0,41.02,0
599097840,599097260,4028193,99893.0,41.02,0
600091452,600090872,4028193,99888.0,41.02,0
601106700,601106120,4028193,99888.0,41.02,0
602100265,602099684,4028193,99891.0,41.02,0
603104630,603104050,4028193,99889.0,41.01,0
604098252,604097672,4028193,99889.0,41.02,0
605102657,605102077,4028193,99888.0,41.02,0
606096259,606095678,4028193,99893.0,41.01,0
607111489,607110909,4028193,99894.0,41.01,0
608105049,608104469,4028193,99891.0,41.01,0
609109482,609108890,4028193,99888.0,41.0,0
610103107,610102527,4028193,99887.0,41.0,0
611107490,611106909,4028193,99890.0,41.0,0
612101082,612100502,4028193,99894.0,40.989998,0
613094636,613094056,4028193,99892.0,40.989998,0
614109861,614109280,4028193,99891.0,40.98,0
615103496,615102863,4028193,99894.0,40.989998,0
616107929,616107349,4028193,99890.0,40.98,0
617101465,617100884,4028193,99887.0,40.969997,0
618105863,618105282,4028193,99890.0,40.969997,0
619099475,619098894,4028193,99891.0,40.969997,0
620093075,620092495,4028193,99889.0,40.96,0
621108253,621107673,4028193,99887.0,40.96,0
622101843,622101263,4028193,99891.0,40.95,0
623106256,623105676,4028193,99886.0,40.95,0
624110695,624110115,4028193,99890.0,40.94,0
625104283,625103699,4028193,99887.0,40.93,0
626097894,626097297,4028193,99889.0,40.92,0
627091433,627090853,4028193,99893.0,40.92,0
628106629,628106049,4028193,99890.0,40.92,0
629100254,629099673,4028193,99886.0,40.91,0
630104662,630104082,4028193,99893.0,40.899998,0
631109062,631108482,4028193,99887.0,40.89,0
632102640,632102060,4028193,99890.0,40.89,0
633096295,633095714,4028193,99888.0,40.879997,0
634089858,634089278,4028193,99894.0,40.879997,0
635105064,635104484,4028193,99891.0,40.86,0
636109436,636108856,4028193,99892.0,40.85,0
637103055,637102475,4028193,99889.0,40.85,0
638107486,638106905,4028193,99891.0,40.84,0
639101130,639100550,4028193,99889.0,40.829998,0
640094722,640094142,4028193,99889.0,40.82,0
641109859,641109279,4028193,99884.0,40.809998,0
642103427,642102847,4028193,99887.0,40.809998,0
643107876,643107296,4028193,99888.0,40.8,0
644101433,644100853,4028193,99890.0,40.78,0
645105885,645105305,4028193,99889.0,40.78,0
646099448,646098868,4028193,99891.0,40.77,0
647093115,647092535,4028193,99891.0,40.76,0
648108292,648107706,4028193,99891.0,40.75,0
649101914,649101334,4028193,99889.0,40.739998,0
650106332,650105752,4028193,99893.0,40.73,0
651110694,651110114,4028193,99886.0,40.719997,0
652104265,652103673,4028193,99891.0,40.71,0
653097931,653097351,4028193,99889.0,40.7,0
654091498,654090918,4028193,99887.0,40.69,0
655106639,655106058,4028193,99891.0,40.68,0
656111175,656110584,4028193,99889.0,40.67,0
657104693,657104113,4028193,99891.0,40.66,0
658109046,658108466,4028193,99888.0,40.64,0
659102679,659102098,4028193,99893.0,40.64,0
660096253,660095673,4028193,99886.0,40.62,0
661089892,661089312,4028193,99891.0,40.61,0
662105044,662104464,4028193,99887.0,40.6,0
663109425,663108845,4028193,99887.0,40.59,0
664103058,664102474,4028193,99888.0,40.579998,0
665107474,665106894,4028193,99885.0,40.57,0
666101070,666100490,4028193,99886.0,40.559998,0
667094637,667094056,4028193,99894.0,40.54,0
668088271,668087690,4028193,99890.0,40.53,0
669103428,669102848,4028193,99889.0,40.52,0
670107841,670107261,4028193,99889.0,40.51,0
671101542,671100961,4028193,99889.0,40.489998,0
672105958,672105378,4028193,99889.0,40.48,0
673099449,673098869,4028193,99890.0,40.46,0
674093096,674092502,4028193,99891.0,40.46,0
675108254,675107673,4028193,99892.0,40.44,0
676101896,676101315,4028193,99890.0,40.43,0
677106107,677105527,4028193,99889.0,40.42,0
678099652,678099072,4028193,99892.0,40.399998,0
679104076,679103496,4028193,99890.0,40.39,0
680097662,680097082,4028193,99893.0,40.379997,0
681091254,681090673,4028193,99888.0,40.37,0
682106485,682105905,4028193,99888.0,40.35,0
683100114,683099534,4028193,99891.0,40.34,0
684104476,684103896,4028193,99890.0,40.329998,0
685108891,685108310,4028193,99894.0,40.309998,0
686102491,686101910,4028193,99887.0,40.3,0
687096120,687095540,4028193,99893.0,40.29,0
688089720,688089140,4028193,99887.0,40.27,0
689104895,689104315,4028193,99889.0,40.26,0
690109254,690108673,4028193,99894.0,40.239998,0
691102880,691102299,4028193,99892.0,40.23,0
692107274,692106694,4028193,99891.0,40.219997,0
693100894,693100313,4028193,99888.0,40.21,0
694094493,694093913,4028193,99888.0,40.19,0
695088107,695087519,4028193,99893.0,40.18,0
696103253,696102673,4028193,99889.0,40.16,0
697107655,697107075,4028193,99888.0,40.149998,0
698101252,698100672,4028193,99890.0,40.14,0
699105683,699105103,4028193,99890.0,40.12,0
700099319,700098739,4028193,99889.0,40.11,0
701092879,701092299,4028193,99890.0,40.09,0
702108131,702107543,4028193,99888.0,40.079998,0
703101675,703101095,4028193,99887.0,40.059998,0
704106253,704105673,4028193,99892.0,40.05,0
705110672,705110091,4028193,99887.0,40.03,0
706104263,706103683,4028193,99889.0,40.02,0
707097845,707097264,4028193,99886.0,40.01,0
708091483,708090902,4028193,99889.0,39.989998,0
709106689,709106109,4028193,99889.0,39.969997,0
710100277,710099697,4028193,99891.0,39.96,0
711104643,711104063,4028193,99887.0,39.95,0
712109047,712108467,4028193,99888.0,39.94,0
713102727,713102136,4028193,99894.0,39.92,0
714096261,714095681,4028193,99893.0,39.91,0
715089936,715089355,4028193,99896.0,39.899998,0
716105063,716104483,4028193,99892.0,39.879997,0
717109525,717108945,4028193,99886.0,39.86,0
718103183,718102603,4028193,99892.0,39.85,0
719107476,719106896,4028193,99891.0,39.84,0
720101047,720100467,4028193,99886.0,39.82,0
721094666,721094085,4028193,99892.0,39.809998,0
722109872,722109292,4028193,99889.0,39.79,0
723103443,723102859,4028193,99889.0,39.78,0
724107877,724107297,4028193,99887.0,39.77,0
725101461,725100881,4028193,99892.0,39.75,0
726105854,726105274,4028193,99890.0,39.739998,0
727099459,727098879,4028193,99889.0,39.73,0
728093053,728092473,4028193,99888.0,39.719997,0
729108268,729107673,4028193,99894.0,39.7,0
730101883,730101303,4028193,99891.0,39.69,0
731106252,731105672,4028193,99894.0,39.68,0
732110670,732110090,4028193,99893.0,39.66,0
733104254,733103674,4028193,99888.0,39.649998,0
734098117,734097536,4028193,99889.0,39.629997,0
735091759,735091179,4028193,99888.0,39.629997,0
736106980,736106380,4028193,99890.0,39.61,0
737100667,737100087,4028193,99891.0,39.6,0
738105060,738104480,4028193,99891.0,39.59,0
739109443,739108863,4028193,99887.0,39.579998,0
740103089,740102508,4028193,99888.0,39.559998,0
741096735,741096155,4028193,99891.0,39.55,0
742090297,742089672,4028193,99889.0,39.54,0
743105501,743104921,4028193,99889.0,39.53,0
744099087,744098507,4028193,99890.0,39.52,0
745103468,745102888,4028193,99896.0,39.51,0
746107856,746107276,4028193,99891.0,39.489998,0
747101478,747100898,4028193,99893.0,39.48,0
748095070,748094478,4028193,99897.0,39.48,0
749110267,749109687,4028193,99892.0,39.46,0
750103902,750103305,4028193,99890.0,39.45,0
751108252,751107672,4028193,99889.0,39.44,0
752101896,752101316,4028193,99889.0,39.43,0
753106265,753105685,4028193,99892.0,39.42,0
754099876,754099296,4028193,99890.0,39.41,0
755093473,755092890,4028193,99892.0,39.399998,0
756108633,756108052,4028193,99889.0,39.379997,0
757102253,757101673,4028193,99891.0,39.37,0
758106667,758106086,4028193,99888.0,39.36,0
759100278,759099698,4028193,99885.0,39.35,0
760104639,760104059,4028193,99888.0,39.34,0
761098285,761097704,4028193,99893.0,39.329998,0
762091859,762091279,4028193,99889.0,39.32,0
763107306,763106725,4028193,99895.0,39.309998,0
764100840,764100259,4028193,99889.0,39.3,0
765105252,765104672,4028193,99892.0,39.29,0
766109672,766109090,4028193,99889.0,39.28,0
767103274,767102679,4028193,99889.0,39.27,0
768096888,768096308,4028193,99887.0,39.26,0
769090459,769089877,4028193,99886.0,39.25,0
770105740,770105159,4028193,99889.0,39.239998,0
771110189,771109550,4028193,99890.0,39.23,0
772103742,772103153,4028193,99891.0,39.219997,0
773108083,773107503,4028193,99889.0,39.21,0
774101640,774101060,4028193,99889.0,39.2,0
775095255,775094674,4028193,99889.0,39.19,0
776088712,776088132,4028193,99886.0,39.18,0
777103836,777103255,4028193,99890.0,39.17,0
778108265,778107685,4028193,99890.0,39.16,0
779101883,779101303,4028193,99891.0,39.149998,0
780106190,780105610,4028193,99888.0,39.14,0
781099842,781099261,4028193,99885.0,39.129997,0
782093470,782092890,4028193,99892.0,39.12,0
783108632,783108051,4028193,99889.0,39.11,0
784102271,784101674,4028193,99886.0,39.1,0
785106667,785106087,4028193,99888.0,39.09,0
786100319,786099738,4028193,99890.0,39.079998,0
787104633,787104053,4028193,99886.0,39.07,0
788098291,788097711,4028193,99889.0,39.059998,0
789091895,789091315,4028193,99886.0,39.05,0
790107042,790106461,4028193,99889.0,39.04,0
791100631,791100050,4028193,99888.0,39.04,0
792105046,792104466,4028193,99895.0,39.02,0
793098641,793098060,4028193,99890.0,39.02,0
794103047,794102466,4028193,99891.0,39.01,0
795096636,795096056,4028193,99890.0,39.0,0
796090266,796089686,4028193,99891.0,38.989998,0
797105588,797105001,4028193,99889.0,38.98,0
798109855,798109259,4028193,99893.0,38.969997,0
799103490,799102909,4028193,99887.0,38.96,0
800107882,800107301,4028193,99889.0,38.96,0
801101450,801100870,4028193,99888.0,38.94,0
802095083,802094503,4028193,99889.0,38.93,0
803110253,803109673,4028193,99896.0,38.93,0
804103829,804103249,4028193,99888.0,38.92,0
805108254,805107672,4028193,99888.0,38.91,0
806101888,806101308,4028193,99889.0,38.89,0
807106286,807105706,4028193,99886.0,38.89,0
808099849,808099268,4028193,99888.0,38.879997,0
809093518,809092938,4028193,99894.0,38.87,0
810108732,810108152,4028193,99892.0,38.86,0
811102253,811101673,4028193,99887.0,38.85,0
812106661,812106062,4028193,99894.0,38.84,0
813111046,813110466,4028193,99889.0,38.829998,0
814104646,814104066,4028193,99893.0,38.82,0
815098254,815097673,4028193,99887.0,38.809998,0
816091885,816091305,4028193,99889.0,38.8,0
817107200,817106620,4028193,99893.0,38.79,0
818100709,818100128,4028193,99891.0,38.79,0
819105158,819104577,4028193,99891.0,38.77,0
820109509,820108928,4028193,99890.0,38.77,0
821103107,821102526,4028193,99890.0,38.76,0
822096645,822096065,4028193,99892.0,38.75,0
823090256,823089672,4028193,99888.0,38.739998,0
824105437,824104857,4028193,99894.0,38.73,0
825099045,825098464,4028193,99893.0,38.719997,0
826103426,826102846,4028193,99891.0,38.719997,0
827107858,827107278,4028193,99892.0,38.7,0
828101479,828100898,4028193,99891.0,38.69,0
829095058,829094478,4028193,99895.0,38.68,0
830110293,830109712,4028193,99892.0,38.68,0
831103861,831103281,4028193,99892.0,38.67,0
832108254,832107673,4028193,99896.0,38.66,0
833101905,833101325,4028193,99894.0,38.649998,0
834106280,834105699,4028193,99892.0,38.64,0
835099889,835099309,4028193,99890.0,38.629997,0
836093423,836092843,4028193,99896.0,38.62,0
837108636,837108056,4028193,99894.0,38.62,0
838102253,838101673,4028193,99891.0,38.6,0
839106628,839106048,4028193,99896.0,38.6,0
840100265,840099685,4028193,99891.0,38.579998,0
841104707,841104127,4028193,99900.0,38.579998,0
842098302,842097722,4028193,99888.0,38.559998,0
843091909,843091328,4028193,99894.0,38.559998,0
844107096,844106516,4028193,99889.0,38.54,0
845100709,845100129,4028193,99891.0,38.54,0
846105113,846104533,4028193,99887.0,38.53,0
847109506,847108926,4028193,99890.0,38.52,0
848103092,848102512,4028193,99889.0,38.5,0
849096658,849096065,4028193,99888.0,38.5,0
850090254,850089674,4028193,99892.0,38.489998,0
