timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
540108756,539978619,0.05553048,0.17749296,0.012235897,1,0,0,0,0,0,0,0,0,0,0
541098683,540973618,0.06378787,0.17577313,0.0075520277,1,0,0,0,0,0,0,0,0,0,0
542108521,541974621,0.057103336,0.16354533,0.0022252314,1,0,0,0,0,0,0,0,0,0,0
543118337,542985612,0.056370877,0.14614537,0.0064741825,1,0,0,0,0,0,0,0,0,0,0
544108342,543982630,0.042435426,0.10481459,0.0016280686,1,0,0,0,0,0,0,0,0,0,0
545108281,544981614,0.03650835,0.07886705,0.009528589,1,0,0,0,0,0,0,0,0,0,0
546108095,545979612,0.036581397,0.05252161,0.009603955,1,0,0,0,0,0,0,0,0,0,0
547107939,546981615,0.036129665,0.016867789,0.017637597,1,0,0,0,0,0,0,0,0,0,0
548107790,547980613,0.0372159,0.008813653,0.022305649,1,0,0,0,0,0,0,0,0,0,0
549107728,548981616,0.040891003,0.024163641,0.028780982,1,0,0,0,0,0,0,0,0,0,0
550097652,549972613,0.046299867,0.041901324,0.03081104,1,0,0,0,0,0,0,0,0,0,0
551107442,550980723,0.043303926,0.046823043,0.029066728,1,0,0,0,0,0,0,0,0,0,0
552107492,551978615,0.051321615,0.076886885,0.031090725,1,0,0,0,0,0,0,0,0,0,0
553107271,552980612,0.04443644,0.10080124,0.03100225,1,0,0,0,0,0,0,0,0,0,0
554097354,553970616,0.038883824,0.106406435,0.02681077,1,0,0,0,0,0,0,0,0,0,0
555107090,554979650,0.01138837,0.10602975,0.030188456,1,0,0,0,0,0,0,0,0,0,0
556126926,555993611,0.01898116,0.107631125,0.028586311,1,0,0,0,0,0,0,0,0,0,0
557116777,556982614,0.03307157,0.09620966,0.03088609,1,0,0,0,0,0,0,0,0,0,0
558116701,557982614,0.03741391,0.08927789,0.02958876,1,0,0,0,0,0,0,0,0,0,0
559106636,558981610,0.02471279,0.07901093,0.02370564,1,0,0,0,0,0,0,0,0,0,0
560106510,559980615,0.017031677,0.079927504,0.025918197,1,0,0,0,0,0,0,0,0,0,0
561106307,560976615,0.01356348,0.059000954,0.025883589,1,0,0,0,0,0,0,0,0,0,0
562106268,561977618,0.015510537,0.056247197,0.02458882,1,0,0,0,0,0,0,0,0,0,0
563106308,562979615,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
564116048,563985614,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
565115860,564982615,0.016758384,0.008983375,0.0074897134,1,0,0,0,0,0,0,0,0,0,0
