timestamp,timestamp_sample,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
539368405,539268188,0.00045083743,0.0059353695,0.016353626,67240471,0,0.61966634,0.46031186,0.056040175,0.019721678,0.02301954,0.0030948299,0.0,0.0,0.0,0.004999,4259850,4325386,4028193,396809,0,0,895,8,28,8,21,4,0,0,0,0,0,0,0
539378438,539278187,0.00042625167,0.0058696116,0.016308956,67240471,0,0.6209181,0.45727968,0.056040175,0.019721678,0.02301954,0.009056483,0.0,0.0,0.0,0.004999,4259850,4325386,4028193,396809,0,0,895,8,28,8,21,4,0,0,0,0,0,0,0
539568403,539468167,0.0005676066,0.009286892,0.017368076,67240471,0,0.6204099,0.45968416,0.06776661,0.05716855,0.024346989,0.0011536328,0.0,0.0,0.0,0.004999,4259850,4325386,4028193,396809,0,0,895,8,28,8,21,4,0,0,0,0,0,0,0
539768347,539668142,0.00048433433,0.010012829,0.015710192,67240471,0,0.62237865,0.45952702,0.06756617,0.049318884,0.024408251,0.0152966585,0.0,0.0,0.0,0.004999,4259850,4325386,4028193,396809,0,0,895,8,28,8,21,4,0,0,0,0,0,0,0
539968315,539868119,0.0005798037,0.005850854,0.015514671,67240471,0,0.62092274,0.46214622,0.07965189,0.0126414,0.027314842,0.002353028,0.0,0.0,0.0,0.004999,4259850,4325386,4028193,396809,0,0,895,8,28,8,21,4,0,0,0,0,0,0,0
540178320,540078095,0.00068314164,0.0056501343,0.017831631,67240471,0,0.61262065,0.45864493,0.08710986,0.032360367,0.029821709,0.0116231395,0.0,0.0,0.0,0.004999,4259850,4325386,4028193,396809,0,0,895,8,28,8,21,4,0,0,0,0,0,0,0
540378362,540278072,0.0007379552,0.0022465703,0.011396942,67240471,0,0.60518754,0.4548085,0.07665552,0.015538485,0.031665213,0.0011732952,0.0,0.0,0.0,0.004999,4259850,4325386,4028193,396809,0,0,895,8,28,8,21,4,0,0,0,0,0,0,0
540568347,540468050,0.000618248,0.0081908265,0.021563806,67240471,0,0.5956147,0.44942328,0.07739865,0.028715793,0.034529686,0.011444904,0.0,0.0,0.0,0.004999,4259850,4325386,4028193,396809,0,0,895,8,28,8,21,4,0,0,0,0,0,0,0
540778260,540678026,0.00075691997,0.012126709,0.028497407,67240471,0,0.5913922,0.4471104,0.093242235,0.035349958,0.034077737,0.0018861005,0.0,0.0,0.0,0.004999,4259850,4325386,4028193,396809,0,0,895,8,28,8,21,4,0,0,0,0,0,0,0
540968307,540868004,0.00090782467,0.01738884,0.03758627,67240471,0,0.5852014,0.44669697,0.091555566,0.062272932,0.03288445,0.012357853,0.0,0.0,0.0,0.004999,4259850,4325386,4028193,396809,0,0,895,8,28,8,21,4,0,0,0,0,0,0,0
