timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
539758365,539658143,0.34379232,0.3437908,0.7398208,4.1308565,4.1308556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.463993,0.0,0.0,nan,0.0,0.0,0.0903541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540258276,540158085,0.14682588,0.14682448,0.29692036,4.0726123,4.072612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.461764,0.0,0.0,nan,0.0,0.0,0.09035426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540758225,540658028,0.1518385,0.15183759,0.31670466,3.9618251,3.961825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4519,0.0,0.0,nan,0.0,0.0,0.09035421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541258159,541157970,0.2048871,0.20488626,0.43860778,3.891433,3.891433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.451286,0.0,0.0,nan,0.0,0.0,0.09035425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541758151,541657913,0.3268361,0.32683533,0.7127261,3.8291984,3.8291981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.449952,0.0,0.0,nan,0.0,0.0,0.09035422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542258061,542157858,0.2952621,0.29526123,0.639878,3.8067122,3.806712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.453109,0.0,0.0,nan,0.0,0.0,0.0903542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542757991,542657798,0.17724258,0.17724153,0.37180838,3.7794318,3.7794316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.452016,0.0,0.0,nan,0.0,0.0,0.09035424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543257932,543157741,0.23646235,0.23646128,0.50590307,3.76386,3.7638595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.45363,0.0,0.0,nan,0.0,0.0,0.0903544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543757871,543657683,0.16921958,0.16921844,0.35402778,3.7346706,3.7346702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.451177,0.0,0.0,nan,0.0,0.0,0.090354346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544257891,544157626,0.24197237,0.24197125,0.5186175,3.700748,3.7007475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.453395,0.0,0.0,nan,0.0,0.0,0.09035431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544757777,544657569,0.28156805,0.28156692,0.60743153,3.6894197,3.6894193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.452465,0.0,0.0,nan,0.0,0.0,0.09035436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545257769,545157512,0.2725827,0.27258152,0.5848625,3.7339056,3.7339048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.456455,0.0,0.0,nan,0.0,0.0,0.090354316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545757698,545657454,0.40076655,0.4007653,0.87235624,3.7870162,3.7870152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.457048,0.0,0.0,nan,0.0,0.0,0.09035447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546257606,546157397,0.23510578,0.23510446,0.4983941,3.8136246,3.8136237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.459432,0.0,0.0,nan,0.0,0.0,0.09035432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546757548,546657340,0.29594833,0.295947,0.6341284,3.8457606,3.8457594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4597025,0.0,0.0,nan,0.0,0.0,0.09035443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547257506,547157283,0.33392584,0.33392462,0.7193587,3.8743737,3.8743722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.463629,0.0,0.0,nan,0.0,0.0,0.09035439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547757421,547657226,0.31678525,0.3167841,0.6798944,3.9090366,3.9090354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.463626,0.0,0.0,nan,0.0,0.0,0.090354435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548257358,548157169,0.2674475,0.2674465,0.5699528,3.9421456,3.9421446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.464097,0.0,0.0,nan,0.0,0.0,0.09035439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548757301,548657112,0.32328266,0.32328162,0.694717,4.016891,4.0168896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.464721,0.0,0.0,nan,0.0,0.0,0.09035434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549257294,549157055,0.30965778,0.30965677,0.6630192,4.047324,4.047323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.468427,0.0,0.0,nan,0.0,0.0,0.09035439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549757192,549656998,0.20913786,0.209137,0.43831664,4.0052333,4.0052323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.464635,0.0,0.0,nan,0.0,0.0,0.090354525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550257181,550156941,0.22115472,0.22115396,0.46772873,3.9819858,3.981985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.464121,0.0,0.0,nan,0.0,0.0,0.090354554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550757189,550656885,0.16216294,0.16216211,0.33581874,3.9163685,3.916368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.459918,0.0,0.0,nan,0.0,0.0,0.090354435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551267028,551166827,0.26045057,0.2604499,0.5600485,3.8635185,3.8635178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.460359,0.0,0.0,nan,0.0,0.0,0.090354465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551757037,551656771,0.20342216,0.20342146,0.4314383,3.8266745,3.8266742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.456258,0.0,0.0,nan,0.0,0.0,0.09035441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
