timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
17064927,17063639,3932210,3932210,2.063117e-05,-2.0862324e-05,-3.4925329e-06,-0.0012640745,0.0007636668,-0.048810486,4996,4996,0,2,1
17563571,17563185,3932210,3932210,2.1743452e-05,-2.2796472e-05,7.177675e-07,-0.001264185,0.0009447842,-0.04900116,4995,4995,0,2,1
18058124,18057736,3932210,3932210,3.2223765e-05,-2.3586861e-05,-1.6539468e-06,-0.0012394411,0.0007223372,-0.048909463,4995,4995,0,2,1
18557666,18557284,3932210,3932210,2.1290502e-05,-2.0668922e-05,-1.2681487e-06,-0.001359381,0.00074978726,-0.048853837,4996,4996,0,2,1
19062211,19061826,3932210,3932210,4.1855397e-05,-2.1144371e-05,-8.214729e-06,-0.0012566032,0.0008846967,-0.048918795,4995,4995,0,2,1
19561758,19561375,3932210,3932210,1.720025e-05,-1.4187835e-05,-6.494052e-06,-0.0013157206,0.0007947531,-0.048925593,4996,4996,0,2,1
20061375,20060922,3932210,3932210,3.210454e-05,-2.5521509e-05,-3.249522e-06,-0.0013064968,0.0009877135,-0.048770856,4995,4995,0,2,1
20561016,20560595,3932210,3932210,2.084473e-05,-1.4475315e-05,6.1317496e-06,-0.001216121,0.0009021585,-0.048908647,4995,4995,0,2,1
21060530,21060144,3932210,3932210,3.244569e-05,-2.3800196e-05,-3.0573208e-06,-0.0012132943,0.0007145082,-0.04878983,4996,4996,0,2,1
21560089,21559692,3932210,3932210,2.6149151e-05,-1.6152046e-05,-7.1591234e-07,-0.0014423159,0.00089953473,-0.04887699,4995,4995,0,2,1
22059625,22059242,3932210,3932210,2.4881489e-05,-2.3177405e-05,-4.252688e-06,-0.0013035835,0.00090503955,-0.048935603,4996,4996,0,2,1
22559181,22558790,3932210,3932210,3.0852843e-05,-1.9407877e-05,-1.0410461e-05,-0.001345304,0.0007864446,-0.04874294,4995,4995,0,2,1
23058727,23058340,3932210,3932210,2.8692395e-05,-2.3593431e-05,-5.3033023e-06,-0.0012647515,0.000866618,-0.048963048,4996,4996,0,2,1
23563444,23563010,3932210,3932210,1.6411987e-05,-3.0250994e-05,-3.0408437e-06,-0.0014091771,0.00039860184,-0.04896481,4996,4996,0,2,1
24062943,24062559,3932210,3932210,3.127257e-05,-3.751285e-05,-6.0119532e-06,-0.0010602766,0.00073114684,-0.05001983,4995,4995,0,2,1
24557501,24557114,3932210,3932210,1.5852596e-05,-2.1377033e-05,-2.5446284e-06,-0.0015698167,0.0009745162,-0.048119918,4996,4996,0,2,1
25057576,25056664,3932210,3932210,4.332343e-05,-4.1063504e-05,8.413055e-06,-0.0010411991,0.0007148156,-0.04875738,4995,4995,0,2,1
25562193,25561210,3932210,3932210,1.3978689e-05,-5.1492323e-05,2.1130332e-05,-0.0016594733,0.00085585966,-0.048500527,4995,4995,0,2,1
26061142,26060761,3932210,3932210,5.0950686e-05,2.0605497e-05,-1.0419366e-05,-0.0018927745,0.0007101742,-0.048807256,4996,4996,0,2,1
26560692,26560311,3932210,3932210,2.0872956e-05,-2.9180233e-05,-5.0384683e-06,-0.0011189273,0.00091600814,-0.048710983,4995,4995,0,2,1
27060244,27059862,3932210,3932210,3.426064e-05,-1.5364192e-05,-9.319839e-06,-0.0017345024,0.0011295768,-0.050014846,5120,5120,0,2,1
27559899,27559416,3932210,3932210,4.891122e-05,-9.997497e-06,-1.0466538e-05,-0.0014090406,0.0007652764,-0.048797157,4995,4995,0,2,1
28064346,28063961,3932210,3932210,8.5742e-06,-2.0605472e-05,-4.704091e-06,-0.0015229115,0.0010567986,-0.048950624,4996,4996,0,2,1
28558911,28558517,3932210,3932210,3.8004422e-05,-2.2650282e-05,-1.36187155e-05,-0.0013338018,0.00086667784,-0.048694156,4996,4996,0,2,1
29058451,29058069,3932210,3932210,3.1829462e-05,-2.3774948e-05,-4.479933e-06,-0.0014339534,0.00083417783,-0.04893734,4996,4996,0,2,1
29563320,29562616,3932210,3932210,3.862041e-05,-1.3882931e-05,-8.844808e-06,-0.0012099055,0.00097366376,-0.04923003,4995,4995,0,2,1
30062550,30062168,3932210,3932210,2.4097973e-05,-2.4599663e-05,-2.5691077e-06,-0.00138843,0.0006378909,-0.048480336,4995,4995,0,2,1
30562103,30561720,3932210,3932210,2.8184073e-05,-1.0828878e-05,-8.364424e-06,-0.0013282306,0.0013604353,-0.048933968,4995,4995,0,2,1
31061656,31061273,3932210,3932210,6.261229e-06,-1.8423385e-05,7.4067552e-06,-0.0014406026,0.00029818923,-0.049040586,4996,4996,0,2,1
31561209,31560826,3932210,3932210,4.3042968e-05,-1.0227118e-05,-6.9404e-06,-0.0014123078,0.00078200334,-0.04883019,4996,4996,0,2,1
32060809,32060378,3932210,3932210,3.4498426e-05,-2.948425e-05,-8.670632e-06,-0.001365984,0.001011385,-0.04894177,4995,4995,0,2,1
32560312,32559931,3932210,3932210,1.0667195e-05,-2.0248175e-05,-2.0943894e-06,-0.0015041749,0.0008194081,-0.048827697,4995,4995,0,2,1
