timestamp,timestamp_sample,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
16902930,16801144,0.00011409468,0.0026908633,0.001592605,67240471,0,0.14783539,0.21034323,0.0041299392,0.005885513,0.020432826,0.004695346,0.0,0.0,0.0,0.0,2490402,2490402,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
16913122,16811248,0.00011000465,0.002640644,0.0020974095,67240471,0,0.1478354,0.2099644,0.0041299392,0.005885513,0.020432826,0.009037062,0.0,0.0,0.0,0.0,2490402,2490402,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
17105035,17003222,0.00020578377,0.0025004838,0.0017320627,67240471,0,0.14177425,0.20884214,0.0025686396,0.016177367,0.022977952,0.014119911,0.0,0.0,0.0,0.0,2490402,2490402,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
17307124,17205299,0.00012172505,0.0013990332,0.0019066302,67240471,0,0.13901396,0.20737281,0.003623967,0.01095003,0.026422955,0.004770548,0.0,0.0,0.0,0.0,2490402,2490402,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
17509195,17407377,0.00016424831,0.0013233208,0.0012823029,67240471,0,0.1339401,0.20593412,0.0053087506,0.014250948,0.024499772,0.00024534969,0.0,0.0,0.0,0.0,2490402,2490402,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
17701256,17599350,0.00024333967,0.0012884048,0.002807401,67240471,0,0.1293997,0.20452993,0.003907425,0.0075862324,0.02287494,0.019216612,0.0,0.0,0.0,0.0,2490402,2490402,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
17903390,17801428,0.00024219682,0.0017187775,0.0020185113,67240471,0,0.1272944,0.20314945,0.005952048,0.033721495,0.026459487,0.0046887374,0.0,0.0,0.0,0.0,2490402,2490402,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
18105263,18003506,0.0001554288,0.0013377427,0.0022566111,67240471,0,0.12336782,0.20179662,0.00028434294,0.010054604,0.029177131,0.00015331335,0.0,0.0,0.0,0.0,2490402,2490402,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
18307306,18205583,0.00013811118,0.0015697263,0.0011827163,67240471,0,0.12154067,0.20047052,0.0019804402,0.019932384,0.02829194,0.009654817,0.0,0.0,0.0,0.0,2490402,2490402,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
18509390,18407661,0.00018735667,0.00122986,0.0004709709,67240471,0,0.11811044,0.19917026,0.0018950086,0.025655758,0.03107701,0.004885999,0.0,0.0,0.0,0.0,2490402,2490402,3997730,396809,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
