timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
17680798,17551002,0.024843147,0.02260883,0.00087562716,1,0,0,0,0,0,0,0,0,0,0
18681783,18552000,0.025561612,0.023573501,0.00028425874,1,0,0,0,0,0,0,0,0,0,0
19681339,19549993,0.025365401,0.02147981,0.00023238124,1,0,0,0,0,0,0,0,0,0,0
20681671,20548995,0.024332773,0.02196633,0.00076107547,1,0,0,0,0,0,0,0,0,0,0
21681894,21550992,0.024485389,0.022468863,0.0009300794,1,0,0,0,0,0,0,0,0,0,0
22682168,22550992,0.021984853,0.015718251,0.0008772262,1,0,0,0,0,0,0,0,0,0,0
23682670,23550990,0.020610562,0.012521106,0.000789922,1,0,0,0,0,0,0,0,0,0,0
24682787,24552037,0.01998979,0.009817813,0.00056121935,1,0,0,0,0,0,0,0,0,0,0
25683076,25555272,0.019006105,0.007624005,0.0023149194,1,0,0,0,0,0,0,0,0,0,0
26683314,26552997,0.01710637,0.0056383903,0.0012490744,1,0,0,0,0,0,0,0,0,0,0
27693706,27562992,0.015603685,0.004681145,0.0012662751,1,0,0,0,0,0,0,0,0,0,0
28684685,28552991,0.013192696,0.0015430383,0.0013777737,1,0,0,0,0,0,0,0,0,0,0
29684499,29551992,0.012043973,0.0008788169,0.001589576,1,0,0,0,0,0,0,0,0,0,0
30684512,30554206,0.0104051,0.0015400846,0.0010960664,1,0,0,0,0,0,0,0,0,0,0
31684777,31553992,0.009043528,0.0018721193,0.0008668254,1,0,0,0,0,0,0,0,0,0,0
32685027,32553992,0.007926565,7.8663594e-05,0.00051753095,1,0,0,0,0,0,0,0,0,0,0
33685471,33552993,0.0070590144,0.0019623083,0.0010916735,1,0,0,0,0,0,0,0,0,0,0
34685580,34553990,0.0071860654,0.0045418753,0.0019318272,1,0,0,0,0,0,0,0,0,0,0
35685969,35552992,0.0032251999,0.007189117,0.0061083715,1,0,0,0,0,0,0,0,0,0,0
36686165,36553290,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
37696447,37553993,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
38686597,38553992,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
39687170,39552992,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
40687088,40553991,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
41687398,41553012,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
42687651,42553992,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
43677798,43553020,0.24886496,0.016573409,0.24670383,1,0,0,0,0,0,0,0,0,0,0
44678080,44550541,0.8708409,0.038545184,0.8696274,1,0,0,0,0,0,0,1,0,1,0
45678354,45551991,1.4227735,0.05043662,1.4237479,1,0,0,0,0,0,0,1,0,1,0
46678620,46553230,1.9064251,0.058419958,1.9069804,1,0,0,0,0,0,0,1,0,1,0
47688998,47552992,2.3205655,0.06440785,2.322223,1,0,0,0,0,0,0,1,0,1,0
48689359,48556019,2.6807065,0.068343125,2.682464,1,0,0,0,0,0,0,1,0,1,0
49679634,49553997,3.0067387,0.068946354,3.0090983,1,0,0,0,0,0,0,1,0,1,0
50679912,50553991,3.306889,0.072201185,3.310209,1,0,0,0,0,0,0,1,0,1,0
51680098,51552993,3.567726,0.07103021,3.5709581,1,0,0,0,0,0,0,1,0,1,0
52700642,52553993,nan,nan,nan,1,0,0,0,0,0,0,1,0,1,0
53680710,53551994,nan,nan,nan,1,0,0,0,0,0,0,1,0,1,0
54681020,54553991,nan,nan,nan,1,0,0,0,0,0,0,1,0,1,0
55691263,55560210,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
56681440,56551993,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
57681793,57552074,0.59682584,0.005934666,0.5997147,1,0,0,0,0,0,0,1,0,1,0
58682096,58552992,1.1479424,0.0041392134,1.1520926,1,0,0,0,0,0,0,1,0,1,0
59682352,59552124,1.641004,0.0008619219,1.6438204,1,0,0,0,0,0,0,1,0,1,0
60683086,60553993,2.0766356,0.0028740407,2.0810397,1,0,0,0,0,0,0,1,0,1,0
61682923,61552993,2.4784687,0.00012959832,2.4834242,1,0,0,0,0,0,0,1,0,1,0
62683272,62554047,nan,nan,nan,1,0,0,0,0,0,0,1,0,1,0
63683522,63553993,0.3896656,0.0038240307,0.3897069,1,0,0,0,0,0,0,0,0,0,0
64683770,64552992,0.953513,0.007958847,0.9525913,1,0,0,0,0,0,0,1,0,1,0
65684145,65552991,1.4666287,0.013933652,1.4669467,1,0,0,0,0,0,0,1,0,1,0
66684406,66557992,1.9346194,0.023440864,1.9364533,1,0,0,0,0,0,0,1,0,1,0
67684660,67554992,2.346991,0.025883984,2.3476875,1,0,0,0,0,0,0,1,0,1,0
68684850,68552343,2.7143579,0.024847627,2.7137952,1,0,0,0,0,0,0,1,0,1,0
69675042,69550025,nan,nan,nan,1,0,0,0,0,0,0,1,0,1,0
70675346,70550426,nan,nan,nan,1,0,0,0,0,0,0,1,0,1,0
71675723,71550722,0.5847073,0.00014832527,0.5848943,1,0,0,0,0,0,0,1,0,1,0
72686035,72550992,1.1149968,0.0014807512,1.1168541,1,0,0,0,0,0,0,1,0,1,0
73686391,73551992,1.5938245,0.00041653065,1.5964034,1,0,0,0,0,0,0,1,0,1,0
74686562,74552993,2.023455,0.0021176497,2.0273244,1,0,0,0,0,0,0,1,0,1,0
75676751,75552012,2.4167979,0.0004887759,2.420527,1,0,0,0,0,0,0,1,0,1,0
76687133,76552992,2.7649229,0.0010405745,2.7691228,1,0,0,0,0,0,0,1,0,1,0
77687443,77552994,3.0700912,0.007409937,3.0740275,1,0,0,0,0,0,0,1,0,1,0
78677705,78551993,3.3453043,0.01617279,3.3480792,1,0,0,0,0,0,0,1,0,1,0
79688007,79553991,3.597838,0.029241864,3.6023521,1,0,0,0,0,0,0,1,0,1,0
80688322,80554203,3.8248277,0.0303164,3.8304515,1,0,0,0,0,0,0,1,0,1,0
81678902,81553913,4.0376053,0.027219186,4.04297,1,0,0,0,0,0,0,1,0,1,0
82688893,82552993,4.245887,0.018188715,4.2534966,1,0,0,0,0,0,0,1,0,1,0
83679116,83552991,4.4333634,0.0023841364,4.4404626,1,0,0,0,0,0,0,1,0,1,0
84679470,84552990,4.6054015,0.013633027,4.612998,1,0,0,0,0,0,0,1,0,1,0
85679681,85552992,4.767718,0.014702232,4.775637,1,0,0,0,0,0,0,1,0,1,0
86680042,86551997,4.916536,0.010832521,4.924811,1,0,0,0,0,0,0,1,0,1,0
87690384,87552218,5.051664,0.007885531,5.061657,1,0,0,0,0,0,0,1,0,1,0
88680655,88553992,5.1743593,0.00060307706,5.18157,1,0,0,0,0,0,0,1,0,1,0
89680824,89553991,5.2781134,0.0128994845,5.284286,1,0,0,0,0,0,0,1,0,1,0
90681129,90553991,5.366477,0.021681055,5.370795,1,0,0,0,0,0,0,1,0,1,0
91701944,91557992,5.4424214,0.027349155,5.4491754,1,0,0,0,0,0,0,1,0,1,0
92681690,92551993,5.5150247,0.031522207,5.5175495,1,0,0,0,0,0,0,1,0,1,0
93681958,93549241,5.5731173,0.043618623,5.575856,1,0,0,0,0,0,0,1,0,1,0
94682254,94549992,5.617632,0.052813377,5.6206336,1,0,0,0,0,0,0,1,0,1,0
