timestamp,load,ram_usage
16850033,0.3763535,0.4184894
17349335,0.38156217,0.41870415
17849281,0.37293273,0.41870415
18349280,0.36189127,0.41870415
18849317,0.3599959,0.41870415
19349280,0.36237484,0.41870415
19849281,0.36126202,0.41870415
20349285,0.36065125,0.41870415
20849282,0.36079675,0.41877022
21349364,0.3617512,0.41877022
21849284,0.36102796,0.41877022
22349616,0.36073774,0.41877022
22849282,0.36102515,0.41877022
23349408,0.3612815,0.41877022
23849282,0.36226803,0.41877022
24349451,0.35994178,0.41877022
24849377,0.36314988,0.41877022
25349853,0.36024106,0.41877022
25849302,0.35750782,0.41877022
26349286,0.35362685,0.41877022
26849282,0.36058074,0.41877022
27349282,0.35918927,0.41877022
27849300,0.361301,0.41877022
28349569,0.35924745,0.41877022
28849373,0.36330712,0.41877022
29349330,0.3603708,0.41877022
29849283,0.3632716,0.41877022
30349283,0.35970598,0.41877022
30849281,0.362346,0.41877022
31349283,0.35630202,0.41746515
31849282,0.34783602,0.41746515
32349282,0.34761,0.41746515
32849297,0.34760487,0.41746515
33349307,0.3475111,0.41746515
33849444,0.3487591,0.41746515
34349494,0.34744525,0.41746515
34849281,0.3487665,0.41746515
35349288,0.3486684,0.41746515
35849598,0.34877187,0.41746515
36349377,0.34820712,0.41746515
36849284,0.3464952,0.41746515
37349282,0.35952002,0.41746515
37849283,0.34523797,0.41746515
38349282,0.343926,0.41746515
38849280,0.34445602,0.4149045
39349661,0.34201145,0.4149045
39849499,0.34339935,0.4149045
40349284,0.3429401,0.4149045
40849281,0.3441087,0.4149045
41349282,0.3444066,0.4149045
41849548,0.34225667,0.4149045
42349280,0.34408766,0.4149045
42849708,0.34268606,0.4149045
43349593,0.34056097,0.4149045
43849281,0.34455168,0.4149045
44349281,0.3449813,0.4149045
44849281,0.34374267,0.4149045
45349463,0.34672987,0.4149045
45849284,0.345455,0.4149045
46349280,0.3452307,0.4149045
46849298,0.34333563,0.4149045
47349283,0.34595978,0.4149045
47849282,0.343894,0.4149045
48349282,0.34626472,0.4149045
48849281,0.3427133,0.4149045
49349327,0.34657884,0.4149045
49849282,0.34454834,0.4149045
50349336,0.3457983,0.4149045
50849835,0.34430486,0.4149045
51349640,0.34428704,0.4149045
51849368,0.34432125,0.4149045
52349351,0.34321636,0.4149045
52849313,0.3468089,0.4149045
53349284,0.3489123,0.4149045
53849321,0.3472649,0.4149045
54349292,0.34714746,0.4149045
54849344,0.34703606,0.4149045
55349283,0.3489977,0.4149045
55849283,0.34315133,0.4149045
56349285,0.34336472,0.4149045
56849281,0.3436507,0.4149045
57349330,0.34483904,0.4149045
57849501,0.3450716,0.4149045
58349281,0.3450954,0.4149045
58849305,0.342072,0.4149045
59349391,0.34593922,0.4149045
59849337,0.34360558,0.4149045
60349604,0.34635836,0.4149045
60849463,0.3437789,0.4149045
61349882,0.34483021,0.4149045
61849296,0.3462913,0.4149045
62349406,0.33911812,0.4149045
62849284,0.33789963,0.4149045
63349282,0.3411827,0.4149045
63849281,0.3442766,0.4149045
64349299,0.3427204,0.4149045
64849283,0.34507567,0.4149045
65349507,0.3435061,0.4149045
65849282,0.34556484,0.4149045
66349283,0.3452707,0.4149045
66849280,0.34554797,0.4149045
67349308,0.34484,0.4149045
67849298,0.34338504,0.4149045
68349307,0.34282696,0.4149045
68849304,0.34313202,0.4149045
69349283,0.344338,0.4149045
69849282,0.34295666,0.4149045
70349281,0.341398,0.4149045
70849296,0.34468263,0.4149045
71349294,0.34330177,0.4149045
71849283,0.34369296,0.4149045
72349283,0.344756,0.4149045
72849325,0.34594697,0.4149045
