timestamp,timestamp_sample,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
16899333,16798879,6.7008594e-05,0.0025641476,0.0023019717,67240471,0,0.1478359,0.20314854,0.00053710974,0.005965627,0.020540074,0.0066196374,0.0,0.0,0.0,0.0,3932210,3932210,3997730,458770,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
16909378,16808872,9.227599e-05,0.002540694,0.0023183853,67240471,0,0.14783621,0.20314865,0.003200517,0.005965627,0.020540074,0.0066196374,0.0,0.0,0.0,0.0,3932210,3932210,3997730,458770,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
17109132,17008689,0.00014727219,0.0016770669,0.001746594,67240471,0,0.14177513,0.20179582,0.0011847608,0.016479552,0.02300279,0.01602228,0.0,0.0,0.0,0.0,3932210,3932210,3997730,458770,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
17309238,17208507,6.836891e-05,0.0008834616,0.0032682936,67240471,0,0.13640402,0.20046976,0.0045817494,0.02141488,0.025453104,0.0029162818,0.0,0.0,0.0,0.0,3932210,3932210,3997730,458770,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
17509344,17408326,0.00010167615,0.0012656176,0.0011851647,67240471,0,0.13394149,0.19916959,0.002288094,0.01366242,0.024550464,0.0016299358,0.0,0.0,0.0,0.0,3932210,3932210,3997730,458770,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
17708615,17608144,0.00013631064,0.0016194144,0.002613825,67240471,0,0.1293865,0.19789451,0.00020749797,0.009169308,0.022887183,0.017381663,0.0,0.0,0.0,0.0,3932210,3932210,3997730,458770,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
17908380,17807963,6.689543e-05,0.0013685155,0.0018974737,67240471,0,0.12728071,0.19664367,0.0020022825,0.033399902,0.026486808,0.0029057986,0.0,0.0,0.0,0.0,3932210,3932210,3997730,458770,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
18108199,18007782,0.00013506021,0.0022170772,0.0022647379,67240471,0,0.1233544,0.19541632,0.00088347297,0.010535061,0.029212149,0.0018817383,0.0,0.0,0.0,0.0,3932210,3932210,3997730,458770,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
18308098,18207600,0.00017495625,0.0028136375,0.0013286065,67240471,0,0.12152713,0.19421174,0.00014797375,0.020024458,0.028342804,0.011346909,0.0,0.0,0.0,0.0,3932210,3932210,3997730,458770,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
18507834,18407419,0.00011124494,0.0018885664,0.0010379165,67240471,0,0.11811624,0.19303505,0.001845894,0.02537285,0.031123318,0.006536057,0.0,0.0,0.0,0.0,3932210,3932210,3997730,458770,0,0,895,2,1,2,0,3,0,0,0,0,0,0,0
