timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
32544044,1662721345249963,11075589,387273750,-775185424,62424,27830,0.09200001,1.2895983,0.24900001,0.4,0.48,0.78999996,108,11,0.009000001,0.007,0.006,0.002,0.0,0,nan,0.0,0.0,3159,3,1,1,28
33543044,1662721346249963,11075589,387273751,-775185424,62402,27809,0.11400001,1.2896109,0.24700001,0.39400002,0.48,0.78999996,108,13,0.016,-0.014,-0.008,0.027,0.0,0,nan,0.0,0.0,3159,3,1,1,28
34544433,1662721347249963,11075589,387273751,-775185425,62376,27782,0.072000004,1.2896214,0.24400002,0.38900003,0.48,0.78999996,108,12,0.025,0.002,-0.024,-0.006,0.0,0,nan,0.0,0.0,3159,3,1,1,28
35544043,1662721348249963,11075589,387273750,-775185422,62341,27748,0.07300001,0.6697514,0.24200001,0.38500002,0.48,0.78999996,108,13,0.124000005,-0.1,0.07300001,-0.001,1.9803748,0,nan,0.0,0.0,3159,3,1,1,28
36544042,1662721349249962,11075589,387273721,-775185396,62316,27722,0.076000005,0.097773336,0.24100001,0.38200003,0.48,0.78999996,108,20,0.82900006,-0.69900006,0.44500002,0.026,2.5888293,0,nan,0.0,0.0,3159,3,1,1,28
37545047,1662721350249962,11075589,387273598,-775185305,62283,27690,0.078,0.033051472,0.23900001,0.379,0.48,0.78999996,108,14,2.421,-2.115,1.1780001,0.0,2.6311586,0,nan,0.0,0.0,3159,3,1,1,28
38544072,1662721351249962,11075589,387273338,-775185115,62257,27663,0.076000005,0.018662805,0.238,0.37500003,0.48,0.78999996,108,9,4.254,-3.7110002,2.078,0.076000005,2.6298952,0,nan,0.0,0.0,3159,3,1,1,28
39543043,1662721352249962,11075589,387272933,-775184820,62236,27643,0.074,0.012897634,0.23600002,0.372,0.48,0.78999996,108,11,6.0090003,-5.2110004,2.992,0.037,2.6211894,0,nan,0.0,0.0,3159,3,1,1,28
40544043,1662721353249961,11075589,387272407,-775184429,62183,27589,0.074,0.01070742,0.23500001,0.36900002,0.48,0.78999996,108,13,7.4280005,-6.3770003,3.8090003,0.081,2.6046312,0,nan,0.0,0.0,3159,3,1,1,28
41544069,1662721354249961,11075589,387271780,-775183945,62156,27562,0.07300001,0.00880955,0.23300001,0.367,0.48,0.78999996,108,17,8.729,-7.4170003,4.6010003,0.048,2.586356,0,nan,0.0,0.0,3159,3,1,1,28
42544047,1662721355249961,11075589,387271097,-775183398,62346,27752,0.068,0.009244485,0.23200001,0.363,0.47,0.76,108,12,9.168,-7.7950006,4.826,-0.671,2.587261,0,nan,0.0,0.0,3159,3,1,1,29
43544044,1662721356249961,11075589,387270429,-775182845,62897,28303,0.074,0.009980665,0.231,0.36,0.47,0.76,107,17,8.54,-7.1780005,4.6260004,-0.492,2.5691707,0,nan,0.0,0.0,3159,3,1,1,29
44543069,1662721357249960,11075589,387269793,-775182321,63165,28571,0.066,0.009121789,0.22900002,0.356,0.47,0.76,107,16,8.245001,-6.8950005,4.5220003,-0.231,2.5610914,0,nan,0.0,0.0,3159,3,1,1,29
45544548,1662721358249960,11075589,387269179,-775181816,63346,28752,0.066,0.009299464,0.22700001,0.35200003,0.47,0.76,107,12,8.033,-6.7120004,4.413,-0.202,2.5599592,0,nan,0.0,0.0,3159,3,1,1,29
46543655,1662721359249960,11075589,387268574,-775181336,63480,28886,0.068,0.009400518,0.22500001,0.35000002,0.47,0.76,107,16,7.8490005,-6.7720003,3.9680002,-0.149,2.6080217,0,nan,0.0,0.0,3159,3,1,1,29
47548043,1662721360249959,11075589,387267967,-775180901,63580,28986,0.07300001,0.009441533,0.224,0.34800002,0.47,0.76,107,9,7.714,-6.808,3.6260002,-0.21200001,2.649671,0,nan,0.0,0.0,3159,3,1,1,29
48545042,1662721361249959,11075589,387267351,-775180496,63702,29108,0.082,0.009314124,0.223,0.347,0.47,0.76,107,12,7.7260003,-6.912,3.4520001,-0.15400001,2.6778834,0,nan,0.0,0.0,3159,3,1,1,29
49568043,1662721362249959,11075589,387266721,-775180094,63788,29194,0.072000004,0.008836078,0.22100002,0.344,0.47,0.76,107,12,7.827,-6.9600005,3.581,-0.126,2.666898,0,nan,0.0,0.0,3159,3,1,1,29
50542043,1662721363249959,11075589,387266099,-775179683,63882,29288,0.071,0.00901445,0.22000001,0.342,0.47,0.76,107,20,7.774,-6.8830004,3.6150002,-0.08800001,2.6586733,0,nan,0.0,0.0,3159,3,1,1,29
51541257,1662721364249958,11075589,387265482,-775179287,63956,29362,0.07300001,0.009837199,0.21900001,0.33900002,0.47,0.76,107,17,7.6010003,-6.8410006,3.3140001,-0.066,2.6894546,0,nan,0.0,0.0,3159,3,1,1,29
52544046,1662721365249958,11075589,387264867,-775178913,63995,29401,0.067,0.009297368,0.21800001,0.33800003,0.47,0.76,107,11,7.531,-6.702,3.4350002,-0.075,2.6700962,0,nan,0.0,0.0,3159,3,1,1,29
53537939,1662721366249958,11075589,387264278,-775178502,64045,29451,0.072000004,0.009822189,0.21700001,0.33600003,0.47,0.76,107,19,7.3940005,-6.4140005,3.6780002,-0.022000002,2.6216323,0,nan,0.0,0.0,3159,3,1,1,29
54544263,1662721367249958,11075589,387263704,-775178085,64002,29408,0.067,0.009918182,0.216,0.335,0.47,0.76,107,12,7.294,-6.341,3.6050003,0.043,2.625201,0,nan,0.0,0.0,3159,3,1,1,29
55543047,1662721368249957,11075589,387263124,-775177695,63915,29321,0.123,0.017617004,0.22100002,0.33900002,0.47,0.76,107,10,7.3320003,-6.556,3.282,0.172,2.674764,0,nan,0.0,0.0,3159,3,1,1,29
56543048,1662721369249957,11075589,387262535,-775177311,63863,29269,0.12200001,0.01852632,0.23,0.35000002,0.47,0.76,83,12,7.3240004,-6.4570003,3.456,0.057000004,2.6542294,0,nan,0.0,0.0,3159,3,1,1,29
57543046,1662721370249957,11075589,387261962,-775176891,63811,29217,0.11800001,0.017476505,0.24000001,0.36100003,0.47,0.76,77,11,7.3450003,-6.268,3.8300002,0.141,2.5970252,0,nan,0.0,0.0,3159,3,1,1,29
58543044,1662721371249957,11075589,387261395,-775176441,63810,29216,0.112,0.015972555,0.24700001,0.36900002,0.47,0.76,77,11,7.4070005,-6.2770004,3.933,0.025,2.5807846,0,nan,0.0,0.0,3159,3,1,1,29
59543055,1662721372249956,11075589,387260828,-775175994,63851,29257,0.11000001,0.016073609,0.252,0.37500003,0.47,0.76,76,12,7.3640003,-6.3310003,3.762,0.008,2.6022518,0,nan,0.0,0.0,3159,3,1,1,29
60544044,1662721373249956,11075589,387260259,-775175573,63827,29233,0.113000005,0.01908692,0.25800002,0.38200003,0.47,0.76,76,11,7.2820005,-6.3150005,3.627,-0.018000001,2.621456,0,nan,0.0,0.0,3159,3,1,1,29
61544248,1662721374249956,11075589,387259689,-775175140,63849,29255,0.12100001,0.020229412,0.266,0.38900003,0.48999998,0.82,76,14,7.379,-6.2440004,3.933,-0.010000001,2.5825427,0,nan,0.0,0.0,3159,3,1,1,28
62544312,1662721375249956,11075589,387259133,-775174670,63844,29249,0.119,0.017316807,0.27100003,0.395,0.48999998,0.82,76,12,7.406,-6.17,4.096,0.021000002,2.5530748,0,nan,0.0,0.0,3159,3,1,1,28
63544044,1662721376249955,11075589,387258577,-775174205,63780,29185,0.13100001,0.016842077,0.275,0.39900002,0.47,0.76,76,12,7.3740005,-6.2400002,3.9290001,0.034,2.576259,0,nan,0.0,0.0,3159,3,1,1,29
64544043,1662721377249955,11075589,387258017,-775173763,63726,29131,0.11000001,0.016151102,0.279,0.40300003,0.47,0.76,76,10,7.301,-6.228,3.8100002,0.013,2.5935228,0,nan,0.0,0.0,3159,3,1,1,29
65543043,1662721378249955,11075589,387257461,-775173320,63662,29067,0.10700001,0.018037802,0.28300002,0.40500003,0.47,0.76,76,16,7.2180004,-6.084,3.8830001,0.061000004,2.5751197,0,nan,0.0,0.0,3159,3,2,1,29
66545046,1662721379249955,11075589,387256915,-775172869,63555,28961,0.108,0.017069843,0.286,0.40600002,0.47,0.76,75,11,7.227,-6.097,3.88,0.07,2.5721219,0,nan,0.0,0.0,3159,3,1,1,29
67544047,1662721380249954,11075589,387256357,-775172436,63488,28893,0.108,0.016404523,0.28800002,0.407,0.47,0.76,75,10,7.2730002,-6.2850003,3.66,0.023000002,2.6118834,0,nan,0.0,0.0,3159,3,1,1,29
68545043,1662721381249954,11075589,387255786,-775172016,63478,28883,0.10300001,0.016964251,0.29000002,0.409,0.47,0.76,75,12,7.3300004,-6.3490005,3.6640003,0.057000004,2.6195354,0,nan,0.0,0.0,3159,3,1,1,29
69543085,1662721382249954,11075589,387255214,-775171578,63431,28836,0.10300001,0.016750447,0.291,0.409,0.47,0.76,75,11,7.3980002,-6.2730002,3.923,0.074,2.5860114,0,nan,0.0,0.0,3159,3,1,1,29
70543042,1662721383249954,11075589,387254635,-775171142,63374,28779,0.104,0.015497477,0.29200003,0.409,0.47,0.76,75,15,7.497,-6.5460005,3.6540003,0.095000006,2.629474,0,nan,0.0,0.0,3159,3,1,1,29
71543044,1662721384249953,11075589,387254038,-775170735,63365,28771,0.105000004,0.015318754,0.29200003,0.409,0.47,0.76,75,17,7.5050006,-6.649,3.4800003,-0.024,2.6584942,0,nan,0.0,0.0,3159,3,1,1,29
72542280,1662721385249953,11075589,387253438,-775170332,63385,28790,0.106000006,0.014757457,0.293,0.41000003,0.47,0.76,74,14,7.517,-6.6340003,3.5360003,0.025,2.652099,0,nan,0.0,0.0,3159,3,1,1,29
73543042,1662721386249953,11075589,387252848,-775169926,63371,28776,0.12100001,0.014971958,0.293,0.411,0.47,0.76,74,12,7.392,-6.5080004,3.5070002,0.046000004,2.646521,0,nan,0.0,0.0,3159,3,1,1,29
74543611,1662721387249952,11075589,387252264,-775169526,63344,28750,0.14400001,0.01702778,0.296,0.41900003,0.47,0.76,74,11,7.346,-6.479,3.4610002,-0.043,2.6501021,0,nan,0.0,0.0,3159,3,1,1,29
75541043,1662721388249952,11075589,387251685,-775169116,63362,28767,0.115,0.015763814,0.29900002,0.42200002,0.47,0.76,74,10,7.3180003,-6.386,3.5730002,-0.026,2.6299014,0,nan,0.0,0.0,3159,3,1,1,29
76541043,1662721389249952,11075589,387251108,-775168720,63358,28763,0.113000005,0.01653647,0.3,0.42200002,0.47,0.76,74,12,7.2230005,-6.4090004,3.3300002,0.059000004,2.661131,0,nan,0.0,0.0,3159,3,1,1,29
77543044,1662721390249952,11075589,387250529,-775168346,63306,28711,0.112,0.016106421,0.29900002,0.42200002,0.47,0.76,74,20,7.1930003,-6.4370003,3.2120001,0.068,2.678399,0,nan,0.0,0.0,3159,3,1,1,29
78542042,1662721391249951,11075589,387249950,-775167975,63212,28617,0.119,0.016341342,0.29900002,0.423,0.47,0.76,74,11,7.1770005,-6.4,3.249,0.19100001,2.6722677,0,nan,0.0,0.0,3159,3,1,1,29
79544043,1662721392249951,11075589,387249369,-775167598,63046,28451,0.132,0.015915656,0.303,0.42700002,0.47,0.76,74,12,7.3170004,-6.5190005,3.321,0.043,2.6699834,0,nan,0.0,0.0,3159,3,1,1,29
80544057,1662721393249951,11075589,387248779,-775167220,63003,28408,0.13800001,0.017555568,0.305,0.432,0.47,0.76,74,12,7.347,-6.583,3.262,-0.028,2.6811056,0,nan,0.0,0.0,3159,3,1,1,29
81544043,1662721394249951,11075589,387248183,-775166833,63006,28411,0.108,0.015932761,0.30600002,0.432,0.47,0.76,74,11,7.4660006,-6.5930004,3.5030003,0.071,2.6555212,0,nan,0.0,0.0,3159,3,2,1,29
82544043,1662721395249950,11075589,387247590,-775166410,63060,28465,0.106000006,0.01824445,0.30600002,0.43100002,0.47,0.76,74,8,7.5670004,-6.5610003,3.7690003,-0.074,2.6202183,0,nan,0.0,0.0,3159,3,1,1,29
83543068,1662721396249950,11075589,387246993,-775165985,63189,28594,0.112,0.017677218,0.30600002,0.43100002,0.47,0.76,74,15,7.6380005,-6.7130003,3.6450002,-0.14600001,2.6401517,0,nan,0.0,0.0,3159,3,1,1,29
84544042,1662721397249950,11075589,387246398,-775165558,63359,28764,0.112,0.015889827,0.307,0.43100002,0.47,0.76,74,15,7.5400004,-6.517,3.7920003,-0.127,2.6165767,0,nan,0.0,0.0,3159,3,1,1,29
85543246,1662721398249950,11075589,387245820,-775165116,63408,28813,0.119,0.017660461,0.30900002,0.432,0.47,0.76,74,14,7.38,-6.287,3.864,0.010000001,2.5910063,0,nan,0.0,0.0,3159,3,1,1,29
86543087,1662721399249949,11075589,387245258,-775164669,63375,28780,0.116000004,0.016980655,0.31,0.432,0.47,0.76,74,13,7.3670006,-6.2390003,3.9180002,-0.05,2.5814083,0,nan,0.0,0.0,3159,3,1,1,29
87543042,1662721400249949,11075589,387244703,-775164220,63364,28769,0.106000006,0.017146463,0.31100002,0.43100002,0.47,0.76,74,12,7.215,-6.056,3.9220002,0.065000005,2.5689085,0,nan,0.0,0.0,3159,3,1,1,29
88544104,1662721401249949,11075589,387244158,-775163772,63294,28699,0.112,0.016861625,0.30800003,0.42900002,0.47,0.76,74,12,7.1640005,-6.0410004,3.851,0.076000005,2.574229,0,nan,0.0,0.0,3159,3,1,1,29
89545042,1662721402249949,11075589,387243607,-775163336,63162,28567,0.11100001,0.017416466,0.307,0.42900002,0.47,0.76,74,11,7.228,-6.176,3.755,0.07,2.593929,0,nan,0.0,0.0,3159,3,1,1,29
90544047,1662721403249948,11075589,387243042,-775162911,63060,28464,0.10700001,0.017594315,0.307,0.42700002,0.47,0.76,74,10,7.2830005,-6.321,3.617,0.076000005,2.6207342,0,nan,0.0,0.0,3159,3,1,1,29
91547042,1662721404249948,11075589,387242469,-775162493,62972,28377,0.112,0.017490467,0.307,0.42600003,0.47,0.76,74,10,7.2900004,-6.3150005,3.6410003,0.128,2.6196427,0,nan,0.0,0.0,3159,3,1,1,29
92543185,1662721405249948,11075589,387241901,-775162072,62908,28313,0.112,0.018522829,0.30800003,0.425,0.47,0.76,74,11,7.2310004,-6.2690005,3.6030002,0.104,2.620285,0,nan,0.0,0.0,3159,3,1,1,29
93543043,1662721406249948,11075589,387241336,-775161665,62761,28165,0.11100001,0.016245175,0.30800003,0.42600003,0.47,0.76,74,14,7.208,-6.2890005,3.5230002,0.18200001,2.6306112,0,nan,0.0,0.0,3159,3,1,1,29
94543045,1662721407249947,11075589,387240768,-775161271,62613,28017,0.124000005,0.019680157,0.31,0.42800003,0.47,0.77,74,11,7.1740003,-6.3620005,3.3160002,0.185,2.6566815,0,nan,0.0,0.0,3159,3,1,1,29
95543043,1662721408249947,11075589,387240189,-775160910,62441,27846,0.108,0.016138537,0.30900002,0.42700002,0.47,0.77,74,12,7.13,-6.4370003,3.0660002,0.171,2.6962764,0,nan,0.0,0.0,3159,3,1,1,29
96546046,1662721409249947,11075589,387239609,-775160553,62251,27656,0.120000005,0.016481493,0.30900002,0.42600003,0.47,0.77,74,18,7.1540003,-6.3940005,3.209,0.15100001,2.6781259,0,nan,0.0,0.0,3159,3,1,1,29
97544191,1662721410249947,11075589,387239035,-775160163,62064,27468,0.109000005,0.016057726,0.30800003,0.42600003,0.47,0.77,74,11,7.2850003,-6.3830004,3.512,0.104,2.6396897,0,nan,0.0,0.0,3159,3,1,1,29
98544046,1662721411249946,11075589,387238460,-775159767,61919,27324,0.13000001,0.016351815,0.30900002,0.43,0.47,0.77,74,11,7.2460003,-6.4430003,3.3170002,0.155,2.661826,0,nan,0.0,0.0,3159,3,1,1,29
99542467,1662721412249946,11075589,387237885,-775159389,61757,27161,0.108,0.018050719,0.307,0.42900002,0.47,0.77,74,10,7.162,-6.326,3.3590002,0.209,2.6570952,0,nan,0.0,0.0,3159,3,1,1,29
100541066,1662721413249946,11075589,387237324,-775158985,61569,26973,0.134,0.01684749,0.30800003,0.42900002,0.47,0.77,74,12,7.11,-6.1470003,3.5740001,0.201,2.6191175,0,nan,0.0,0.0,3159,3,1,1,29
101540313,1662721414249945,11075589,387236766,-775158579,61345,26750,0.102000006,0.014685549,0.30800003,0.43100002,0.47,0.77,74,13,7.1730003,-6.2890005,3.4490001,0.24300002,2.6367362,0,nan,0.0,0.0,3159,3,1,1,29
102540043,1662721415249945,11075589,387236203,-775158177,61133,26537,0.133,0.015960163,0.30800003,0.43100002,0.47,0.77,74,9,7.1850004,-6.2580004,3.5300002,0.14600001,2.630762,0,nan,0.0,0.0,3159,3,1,1,29
103542044,1662721416249945,11075589,387235644,-775157766,60885,26290,0.120000005,0.018725637,0.30800003,0.43100002,0.47,0.77,74,11,7.235,-6.2500005,3.6450002,0.24100001,2.6133974,0,nan,0.0,0.0,3159,3,1,1,29
104542044,1662721417249945,11075589,387235086,-775157337,60624,26028,0.119,0.02017618,0.30900002,0.43300003,0.47,0.77,74,7,7.2710004,-6.215,3.7740002,0.171,2.5949512,0,nan,0.0,0.0,3159,3,1,1,29
105543042,1662721418249944,11075589,387234526,-775156899,60365,25769,0.116000004,0.017204931,0.30800003,0.43100002,0.47,0.77,74,12,7.3630004,-6.301,3.8090003,0.22100002,2.5977352,0,nan,0.0,0.0,3159,3,1,1,29
106543043,1662721419249944,11075589,387233960,-775156469,60185,25589,0.11100001,0.01660541,0.30800003,0.432,0.47,0.77,74,17,7.287,-6.2910004,3.6770003,0.128,2.6117506,0,nan,0.0,0.0,3159,3,1,1,29
107542047,1662721420249944,11075589,387233394,-775156050,60028,25433,0.12100001,0.017708983,0.30800003,0.43300003,0.47,0.77,74,22,7.2500005,-6.262,3.6520002,0.186,2.6150331,0,nan,0.0,0.0,3159,3,1,1,29
108543041,1662721421249944,11075589,387232832,-775155627,59763,25168,0.109000005,0.0161703,0.307,0.43100002,0.47,0.77,74,15,7.3,-6.3110003,3.6680002,0.22800002,2.6126542,0,nan,0.0,0.0,3159,3,1,1,29
109543233,1662721422249943,11075589,387232259,-775155212,59477,24882,0.112,0.0187396,0.30900002,0.43300003,0.47,0.77,74,11,7.3210006,-6.4820004,3.404,0.186,2.6524117,0,nan,0.0,0.0,3159,3,1,1,29
110543044,1662721423249943,11075589,387231672,-775154822,59255,24659,0.142,0.017033542,0.30800003,0.43500003,0.47,0.77,74,13,7.3480005,-6.5070004,3.4140003,0.17400001,2.6600165,0,nan,0.0,0.0,3159,3,2,1,29
111543043,1662721424249943,11075589,387231092,-775154420,59101,24506,0.106000006,0.015631167,0.30900002,0.43600002,0.47,0.77,75,12,7.293,-6.3630004,3.5640001,0.148,2.633762,0,nan,0.0,0.0,3159,3,1,1,29
112542044,1662721425249943,11075589,387230519,-775154010,58929,24333,0.128,0.016764062,0.30800003,0.43500003,0.47,0.77,75,18,7.2990003,-6.352,3.5970001,0.117000006,2.6274784,0,nan,0.0,0.0,3159,3,1,1,29
113542043,1662721426249942,11075589,387229946,-775153600,58747,24151,0.116000004,0.015605861,0.30800003,0.43600002,0.47,0.77,75,15,7.327,-6.4140005,3.5430002,0.19000001,2.6373508,0,nan,0.0,0.0,3159,3,1,1,29
114542047,1662721427249942,11075589,387229367,-775153191,58566,23970,0.115,0.0170393,0.30800003,0.43500003,0.47,0.77,75,11,7.3550005,-6.412,3.6030002,0.18,2.6320446,0,nan,0.0,0.0,3159,3,1,1,29
115545553,1662721428249942,11075589,387228789,-775152774,58389,23793,0.108,0.017667968,0.30900002,0.43600002,0.47,0.77,75,13,7.412,-6.465,3.624,0.102000006,2.629647,0,nan,0.0,0.0,3159,3,1,1,29
116545043,1662721429249942,11075589,387228204,-775152371,58223,23627,0.113000005,0.016619723,0.30900002,0.43500003,0.47,0.77,75,21,7.3370004,-6.5390005,3.3270001,0.087000005,2.6678,0,nan,0.0,0.0,3159,3,2,1,29
117542044,1662721430249941,11075589,387227614,-775151988,58095,23499,0.113000005,0.015589455,0.30800003,0.43500003,0.47,0.77,75,18,7.3190002,-6.4900002,3.384,0.15900001,2.6633112,0,nan,0.0,0.0,3159,3,1,1,29
118542044,1662721431249941,11075589,387227036,-775151589,57918,23322,0.11000001,0.018798942,0.30800003,0.43400002,0.47,0.77,75,12,7.2690005,-6.3580003,3.5240002,0.21300001,2.6366694,0,nan,0.0,0.0,3159,3,1,1,29
119542046,1662721432249941,11075589,387226463,-775151182,57753,23157,0.132,0.01884432,0.31,0.437,0.47,0.77,75,11,7.2660003,-6.3650002,3.5040002,0.09900001,2.6367564,0,nan,0.0,0.0,3159,3,1,1,29
120543083,1662721433249941,11075589,387225895,-775150788,57649,23053,0.11100001,0.016548164,0.30900002,0.43600002,0.47,0.77,75,12,7.0800004,-6.2590003,3.3090003,0.187,2.6537228,0,nan,0.0,0.0,3159,3,1,1,29
121543043,1662721434249940,11075589,387225329,-775150422,57537,22941,0.120000005,0.01710894,0.30900002,0.43500003,0.47,0.77,75,15,6.997,-6.2570004,3.131,0.15100001,2.6784213,0,nan,0.0,0.0,3159,3,1,1,29
122545044,1662721435249940,11075589,387224771,-775150055,57459,22862,0.113000005,0.018410256,0.31,0.437,0.47,0.77,75,10,6.886,-6.024,3.3350003,0.066,2.643106,0,nan,0.0,0.0,3159,3,1,1,29
123542046,1662721436249940,11075589,387224235,-775149673,57400,22804,0.112,0.020621762,0.31,0.43600002,0.47,0.77,75,12,6.701,-5.841,3.285,0.18,2.630231,0,nan,0.0,0.0,3159,3,2,1,29
124540044,1662721437249940,11075589,387223710,-775149299,57293,22697,0.124000005,0.01794146,0.31100002,0.43600002,0.47,0.77,74,23,6.5750003,-5.755,3.1790001,0.14500001,2.635982,0,nan,0.0,0.0,3159,3,1,1,29
125540044,1662721438249939,11075589,387223200,-775148944,57271,22675,0.127,0.021238212,0.312,0.44000003,0.47,0.77,74,17,6.3120003,-5.57,2.9680002,-0.023000002,2.6498196,0,nan,0.0,0.0,3159,3,1,1,29
126542044,1662721439249939,11075589,387222710,-775148600,57256,22660,0.123,0.023721293,0.31500003,0.44400004,0.47,0.77,74,14,6.057,-5.269,2.9880002,0.079,2.6290343,0,nan,0.0,0.0,3159,3,1,1,29
127541040,1662721440249939,11075589,387222241,-775148260,57244,22648,0.120000005,0.023830552,0.316,0.44700003,0.47,0.77,74,14,5.94,-5.168,2.9280002,0.037,2.6259375,0,nan,0.0,0.0,3159,3,1,1,29
128543043,1662721441249939,11075589,387221782,-775147940,57230,22633,0.12100001,0.024569,0.31800002,0.45000002,0.47,0.77,74,15,5.676,-4.991,2.7040002,0.025,2.6450002,0,nan,0.0,0.0,3159,3,2,1,29
129544043,1662721442249938,11075589,387221335,-775147640,57233,22637,0.12100001,0.026392346,0.32000002,0.453,0.47,0.77,74,11,5.5000005,-4.892,2.515,-0.082,2.6652462,0,nan,0.0,0.0,3159,3,1,1,29
130542065,1662721443249938,11075589,387220905,-775147352,57217,22621,0.120000005,0.028086012,0.323,0.45600003,0.47,0.77,74,10,5.2920003,-4.649,2.528,-0.023000002,2.6468635,0,nan,0.0,0.0,3159,3,1,1,29
131542043,1662721444249938,11075589,387220494,-775147070,57196,22599,0.11800001,0.028235761,0.32500002,0.45900002,0.47,0.77,74,15,5.0950003,-4.4820004,2.423,-0.030000001,2.64604,0,nan,0.0,0.0,3159,3,1,1,29
132542044,1662721445249937,11075589,387220098,-775146800,57195,22598,0.11800001,0.029259922,0.326,0.46100003,0.47,0.77,74,12,4.872,-4.282,2.3240001,0.017,2.6460562,0,nan,0.0,0.0,3159,3,1,1,29
133542066,1662721446249937,11075589,387219722,-775146542,57212,22616,0.117000006,0.030228402,0.32700002,0.462,0.47,0.77,74,11,4.642,-4.0600004,2.2510002,-0.0050000004,2.6407154,0,nan,0.0,0.0,3159,3,2,1,29
134541045,1662721447249937,11075589,387219365,-775146293,57204,22608,0.11800001,0.03274936,0.32700002,0.46400002,0.47,0.77,74,11,4.394,-3.854,2.112,0.024,2.63969,0,nan,0.0,0.0,3159,3,1,1,29
