timestamp,timestamp_sample,device_id,pressure,temperature,error_count
17555630,17555619,3997746,100998.0,29.06,0
18541772,18541761,3997746,100995.0,29.09,0
19546914,19546903,3997746,100996.0,29.119999,0
20552437,20552427,3997746,101000.0,29.15,0
21557783,21557772,3997746,100997.0,29.179998,0
22553010,22553000,3997746,100996.0,29.21,0
23559093,23559082,3997746,100999.0,29.24,0
24553575,24553564,3997746,101001.0,29.269999,0
25558557,25558546,3997746,100998.0,29.289999,0
26544040,26544028,3997746,100993.0,29.32,0
27549351,27549340,3997746,100995.0,29.34,0
28554713,28554702,3997746,100999.0,29.369999,0
29560621,29560609,3997746,100995.0,29.38,0
30555270,30555260,3997746,100995.0,29.41,0
31561821,31561788,3997746,100995.0,29.429998,0
32555839,32555828,3997746,100999.0,29.46,0
33561313,33561301,3997746,100998.0,29.47,0
34546296,34546286,3997746,100999.0,29.49,0
35552197,35552186,3997746,100998.0,29.51,0
36556964,36556953,3997746,101003.0,29.529999,0
37553794,37553783,3997746,101003.0,29.55,0
38557565,38557554,3997746,101002.0,29.58,0
39553193,39553181,3997746,101003.0,29.619999,0
40558318,40558307,3997746,101006.0,29.64,0
41544051,41544039,3997746,101014.0,29.66,0
42548555,42548545,3997746,101002.0,29.679998,0
43554934,43554922,3997746,100998.0,29.699999,0
44559188,44559133,3997746,100993.0,29.71,0
45562842,45562830,3997746,100990.0,29.73,0
46556913,46556903,3997746,100987.0,29.74,0
47560390,47560379,3997746,100988.0,29.75,0
48554687,48554676,3997746,100983.0,29.769999,0
49540441,49540430,3997746,100984.0,29.779999,0
50550825,50550813,3997746,100978.0,29.8,0
51557028,51557017,3997746,100980.0,29.81,0
52560647,52560634,3997746,100983.0,29.82,0
53553659,53553648,3997746,100979.0,29.83,0
54558469,54558458,3997746,100973.0,29.84,0
55562522,55562511,3997746,100975.0,29.849998,0
56556100,56556088,3997746,100980.0,29.869999,0
57559647,57559635,3997746,100977.0,29.88,0
58543181,58543170,3997746,100981.0,29.89,0
59550868,59550857,3997746,100978.0,29.9,0
60554439,60554428,3997746,100979.0,29.9,0
61560683,61560672,3997746,100975.0,29.91,0
62554227,62554215,3997746,100981.0,29.92,0
63551473,63551461,3997746,100982.0,29.929998,0
64554804,64554793,3997746,100981.0,29.939999,0
65542672,65542661,3997746,100983.0,29.949999,0
66546350,66546338,3997746,100976.0,29.949999,0
67552594,67552582,3997746,100982.0,29.96,0
68556109,68556098,3997746,100987.0,29.97,0
69561266,69561255,3997746,100980.0,30.0,0
70555972,70555961,3997746,100984.0,30.01,0
71559437,71559426,3997746,100983.0,30.029999,0
72553117,72553106,3997746,100987.0,30.039999,0
73557322,73557311,3997746,100989.0,30.039999,0
74541696,74541685,3997746,100984.0,30.05,0
75545331,75545319,3997746,100991.0,30.05,0
76548200,76548188,3997746,100985.0,30.05,0
77552500,77552488,3997746,100984.0,30.05,0
78558051,78558040,3997746,100993.0,30.06,0
79561596,79561585,3997746,100991.0,30.07,0
80555845,80555834,3997746,100991.0,30.07,0
81559811,81559800,3997746,100996.0,30.07,0
82555101,82555089,3997746,100989.0,30.08,0
83558261,83558250,3997746,100991.0,30.09,0
84541366,84541353,3997746,100990.0,30.09,0
85550177,85550165,3997746,100985.0,30.099998,0
86553472,86553461,3997746,100987.0,30.099998,0
