timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
16592426,16491985,3932170,-0.0034575528,0.0015959117,-0.0011807707,0.34906584,3.8915837e-07,3.6907662e-07,3.7694943e-05,3932170,-0.004365732,0.0002750174,0.009233318,0.4,0.013027471,0.013033752,0.00050068455,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
17601736,17501295,3932170,-0.0034677878,0.0016004203,-0.0011575321,0.34906584,3.4671336e-07,3.3044037e-07,3.0002602e-05,3932170,-0.004328181,0.0003953993,0.009187087,0.4,0.013022781,0.013029069,0.00050068705,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
18611046,18510606,3932170,-0.0034594955,0.0015924036,-0.0011424879,0.34906584,3.145203e-07,3.0139438e-07,2.4293142e-05,3932170,-0.0043916404,0.00030714972,0.009422696,0.4,0.013019224,0.013025446,0.0005006892,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
19620406,19519915,3932170,-0.0034752658,0.0015779121,-0.0011252556,0.34906584,2.8941125e-07,2.7858158e-07,1.9954643e-05,3932170,-0.004550916,0.0004479571,0.008783021,0.4,0.013016178,0.013022389,0.00050069083,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
20629661,20529226,3932170,-0.0034850026,0.0015777296,-0.0011116437,0.34906584,2.6962124e-07,2.6051146e-07,1.6590304e-05,3932170,-0.0045708846,0.0005481197,0.008564451,0.4,0.013013796,0.013019983,0.0005006866,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
21639042,21538535,3932170,-0.0034903754,0.0015645211,-0.0010819003,0.34906584,2.579429e-07,2.503626e-07,1.3958636e-05,3932170,-0.0046933354,0.0005820795,0.008785765,0.4,0.013012394,0.013018573,0.00050069246,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
22648284,22547844,3932170,-0.0034925228,0.0015727365,-0.0010557196,0.34906584,2.4467457e-07,2.3812002e-07,1.1984582e-05,3932170,-0.0046196366,0.0006211987,0.00861993,0.4,0.013010805,0.013016946,0.00050069514,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
23657645,23557153,3932170,-0.0035083331,0.0015615898,-0.0011639133,0.34906584,2.3340294e-07,2.2786284e-07,1.025119e-05,3932170,-0.004729367,0.0007274242,0.008478046,0.4,0.013009528,0.013015695,0.00050069595,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
23757603,23657085,3932170,-0.003515056,0.0015622801,-0.0012866596,0.34906584,2.3062523e-07,2.251454e-07,1.01408905e-05,3932170,-0.0047423677,0.0007544995,0.00997161,0.4,0.013009496,0.013015655,0.00050068577,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
23967578,23866941,3932170,-0.003526999,0.0015608073,-0.0015014784,0.34906584,2.2868967e-07,2.2340919e-07,9.818439e-06,3932170,-0.004831553,0.0007583857,0.008487643,0.4,0.013008694,0.013014867,0.000500686,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
24976687,24876251,3932170,-0.0035554147,0.0015634134,-0.002173632,0.34906584,2.2333123e-07,2.1881543e-07,8.487707e-06,3932170,-0.005020201,0.0006888927,0.008176962,0.4,0.01300554,0.013011899,0.0005006897,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
25436631,25335936,3932170,-0.0035672972,0.0014464564,-0.0023741382,0.34906584,2.1681605e-07,2.1318824e-07,7.979605e-06,3932170,-0.0060534608,-0.0016958996,0.008609346,0.4,0.012998386,0.013007553,0.0005006855,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
25646359,25545792,3932170,-0.003571044,0.0014771157,-0.002410548,0.34906584,2.1563683e-07,2.1191478e-07,7.7458535e-06,3932170,-0.00589386,-0.0009902084,0.007413104,0.4,0.012995747,0.0130055165,0.0005006859,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
25856224,25755649,3932170,-0.003569205,0.001590899,-0.002399391,0.34906584,2.149285e-07,2.1070247e-07,7.4947443e-06,3932170,-0.0050792973,0.0015909332,0.007229275,0.4,0.012984958,0.013003603,0.00050068524,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
26066025,25965506,3932170,-0.003556069,0.0015927998,-0.0024301847,0.34906584,2.1365501e-07,2.0961289e-07,7.2835787e-06,3932170,-0.004603844,0.0014462596,0.009017577,0.4,0.012983163,0.013001738,0.0005006846,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
26275879,26175361,3932170,-0.0035641312,0.0016425594,-0.0024416565,0.34906584,2.127483e-07,2.0849664e-07,7.142834e-06,3932170,-0.004385749,0.0025230087,0.009434688,0.4,0.012979288,0.013000325,0.000500686,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
26485776,26385218,3932170,-0.0035730272,0.0016255861,-0.002466504,0.34906584,2.1140556e-07,2.073594e-07,6.9440534e-06,3932170,-0.0046907896,0.0022698138,0.008362787,0.4,0.012977683,0.012998763,0.00050068524,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
26695741,26595074,3932170,-0.0035725231,0.0015642608,-0.0024859284,0.34906584,2.098919e-07,2.0629706e-07,6.7462547e-06,3932170,-0.005085114,0.0011221542,0.007603722,0.4,0.012974369,0.012997375,0.0005006856,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
27325211,27224643,3932170,-0.0035744952,0.0016027406,-0.002502697,0.34906584,2.0687322e-07,2.0336418e-07,6.213784e-06,3932170,-0.0048054457,0.001743648,0.008897613,0.4,0.012969405,0.012994075,0.00050068554,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
27744869,27644355,3932170,-0.0035698845,0.0015937389,-0.0025298023,0.34906584,2.048189e-07,2.0156735e-07,5.893505e-06,3932170,-0.0047966135,0.0015731213,0.007843423,0.4,0.0129676815,0.01299222,0.0005006861,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
28584327,28483781,3932170,-0.0035764812,0.001585871,-0.0025496585,0.34906584,2.0126772e-07,1.9832082e-07,5.3632352e-06,3932170,-0.0049096155,0.0014886017,0.00893681,0.4,0.01296492,0.012989976,0.00050068536,458770,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
