timestamp,timestamp_sample,device_id,differential_pressure_pa,temperature,error_count
17634562,17630813,4728841,56.288273,13.898388,0
18609774,18606767,4728841,27.881016,13.898388,0
19625032,19622052,4728841,22.620413,13.898388,0
20627366,20623800,4728841,39.45434,13.898388,0
21628737,21625758,4728841,27.881016,13.898388,0
22630328,22627348,4728841,27.881016,13.898388,0
23632541,23629531,4728841,17.35981,13.898388,0
24634102,24631122,4728841,27.881016,13.898388,0
25622931,25619950,4728841,22.620413,13.898388,0
26624989,26622010,4728841,22.620413,13.898388,0
27613393,27610413,4728841,27.881016,13.898388,0
28628722,28625743,4728841,22.620413,13.996092,0
29630936,29627956,4728841,27.881016,13.898388,0
30619363,30616371,4728841,27.881016,13.898388,0
31608404,31605424,4728841,22.620413,13.898388,0
32623677,32620697,4728841,27.881016,13.898388,0
33612414,33609412,4728841,34.19374,13.996092,0
34628118,34624412,4728841,44.714947,13.996092,0
35629561,35626581,4728841,22.620413,13.898388,0
36631661,36628663,4728841,27.881016,13.996092,0
37606862,37603882,4728841,39.45434,13.898388,0
38622461,38619470,4728841,34.19374,13.898388,0
39624760,39621773,4728841,44.714947,13.898388,0
40626598,40623615,4728841,51.02767,13.800684,0
41614660,41611680,4728841,56.288273,13.800684,0
42629991,42626969,4728841,61.548878,13.70298,0
43632413,43629433,4728841,67.8616,13.605276,0
44607352,44604364,4728841,61.548878,13.605276,0
45622401,45619421,4728841,61.548878,13.507572,0
46611312,46608332,4728841,61.548878,13.507572,0
47626686,47623679,4728841,56.288273,13.409868,0
48629044,48625352,4728841,61.548878,13.409868,0
49630649,49627668,4728841,56.288273,13.409868,0
50619478,50616485,4728841,51.02767,13.312164,0
51621567,51617721,4728841,73.1222,13.312164,0
52622902,52619878,4728841,56.288273,13.21446,0
53624641,53621661,4728841,51.02767,13.21446,0
54626820,54623829,4728841,44.714947,13.21446,0
55628469,55625481,4728841,61.548878,13.21446,0
56630676,56627696,4728841,56.288273,13.21446,0
57619699,57616708,4728841,51.02767,13.21446,0
58621179,58618198,4728841,56.288273,13.116756,0
59622979,59619998,4728841,56.288273,13.116756,0
60625006,60622026,4728841,51.02767,13.116756,0
61626827,61623825,4728841,51.02767,13.116756,0
62614887,62611906,4728841,56.288273,13.0190525,0
63630424,63627429,4728841,56.288273,13.0190525,0
64632664,64629679,4728841,51.02767,13.0190525,0
65621863,65618194,4728841,67.8616,13.0190525,0
66610206,66607227,4728841,56.288273,12.921349,0
67625511,67622529,4728841,56.288273,12.921349,0
68614627,68610914,4728841,67.8616,12.921349,0
69629493,69626512,4728841,61.548878,12.921349,0
70631675,70628696,4728841,61.548878,12.921349,0
71620559,71617567,4728841,56.288273,12.921349,0
72621795,72618815,4728841,56.288273,12.921349,0
73623380,73620400,4728841,56.288273,12.921349,0
74625395,74622412,4728841,56.288273,12.921349,0
75613632,75610651,4728841,56.288273,12.921349,0
76629211,76625479,4728841,73.1222,12.921349,0
77630461,77627467,4728841,44.714947,12.921349,0
78632650,78629669,4728841,44.714947,12.921349,0
79621374,79617717,4728841,73.1222,12.823645,0
80623067,80620087,4728841,44.714947,12.823645,0
81625118,81622138,4728841,56.288273,12.823645,0
82627198,82624192,4728841,51.02767,12.823645,0
83628646,83625665,4728841,56.288273,12.823645,0
84630547,84627567,4728841,61.548878,12.823645,0
85619020,85616041,4728841,56.288273,12.823645,0
86607392,86604412,4728841,56.288273,12.823645,0
87622709,87619728,4728841,56.288273,12.823645,0
88624924,88621945,4728841,56.288273,12.823645,0
89626977,89623996,4728841,56.288273,12.823645,0
90629077,90625448,4728841,73.1222,12.725941,0
91630905,91627925,4728841,51.02767,12.823645,0
92632812,92629832,4728841,56.288273,12.823645,0
93622033,93618374,4728841,73.1222,12.725941,0
94623385,94620391,4728841,51.02767,12.725941,0
95625641,95622636,4728841,56.288273,12.725941,0
96614779,96611158,4728841,73.1222,12.725941,0
97629042,97626062,4728841,56.288273,12.725941,0
98631193,98628202,4728841,56.288273,12.725941,0
99620032,99617050,4728841,44.714947,12.725941,0
