timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
17347325,17346753,0.24744403,0.0105703585,-0.01719357,0.968692,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
17847262,17846895,0.24736518,0.010569828,-0.01710906,0.9687136,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
18347558,18347037,0.24719237,0.010680541,-0.017019685,0.9687581,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
18847536,18847179,0.24698035,0.010628318,-0.017062308,0.9688119,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
19347846,19347321,0.24673799,0.010650077,-0.01703294,0.9688741,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
19847826,19847463,0.24665976,0.0104923,-0.017528035,0.9688868,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
20348182,20347604,0.24645525,0.010575622,-0.017521746,0.96893805,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
20848089,20847746,0.2463132,0.010531675,-0.017649822,0.9689724,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
21348521,21347888,0.24623615,0.010631377,-0.017374478,0.9689958,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
21848387,21848029,0.24635169,0.0105817765,-0.017353132,0.9689674,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
22349283,22348171,0.24610825,0.0105879195,-0.017494056,0.9690266,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
22848737,22848313,0.24608533,0.010605597,-0.017342657,0.96903497,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
23348948,23348454,0.24606493,0.0106345285,-0.017239438,0.96904165,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
23848937,23848595,0.24601859,0.0105698155,-0.017378097,0.9690517,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
24349269,24348737,0.2459558,0.010855776,-0.01747706,0.96906275,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
24849274,24848878,0.2456679,0.0109104095,-0.017671842,0.9691315,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
25344339,25343968,0.24538086,0.010846888,-0.017630475,0.9692058,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
25844589,25844109,0.24488565,0.011495333,-0.018483749,0.96930766,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
26349804,26349303,0.24507315,0.011383888,-0.018296,0.96926516,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
26849785,26849444,0.24486731,0.011528025,-0.018565511,0.9693103,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
27350188,27349585,0.24493855,0.011536572,-0.018266965,0.9692978,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
27850068,27849727,0.24500042,0.011660299,-0.017957157,0.96928656,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
28350362,28349868,0.24503604,0.011643645,-0.01793989,0.96927804,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
28845455,28844957,0.24514031,0.011744018,-0.017571917,0.9692573,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
29345460,29345099,0.24526623,0.011816206,-0.017301597,0.9692294,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
29845795,29845240,0.24537244,0.01183232,-0.017138124,0.96920526,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
30345719,30345381,0.24525037,0.011739473,-0.017561892,0.96922964,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
30846086,30845522,0.24520622,0.011702637,-0.017578822,0.9692409,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
31351255,31350716,0.245002,0.01144564,-0.018186953,0.9692845,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
31851200,31850857,0.24499393,0.011331657,-0.018410472,0.9692836,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
32346354,32345946,0.24490225,0.011286183,-0.019172054,0.9692925,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
32846661,32846087,0.2450324,0.011054209,-0.019824905,0.9692492,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
33346569,33346229,0.24537739,0.011074924,-0.019529287,0.96916765,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
33846939,33846370,0.24567825,0.011275764,-0.01864923,0.96910644,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
34346871,34346511,0.24563423,0.0114614535,-0.017686862,0.96913344,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
34847200,34846652,0.24534789,0.011867067,-0.017336728,0.96920747,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
35347151,35346793,0.24420077,0.011413455,-0.017110707,0.9695066,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
35847461,35846935,0.24005933,0.008875586,-0.018609824,0.9705392,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
36347413,36347076,0.23531684,0.007122591,-0.021030294,0.9716651,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
36847708,36847217,0.2337399,0.007599385,-0.023634536,0.97198224,0.9999991,-2.2249977e-09,1.0338698e-09,-0.0013239303,3
