timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
87890609,5.159573,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
88390607,5.1602783,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
88890653,5.15202,3.3312194,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
89390642,5.158667,3.3297088,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
89890612,5.1657166,3.330011,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
90390694,5.1604795,3.3295074,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
90890652,5.1587677,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
91390612,5.158264,3.3305144,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
91890610,5.162796,3.3298094,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
92390607,5.157962,3.330011,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
92890894,5.157257,3.3295074,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
93390610,5.1604795,3.3301117,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
93890609,5.156854,3.3298094,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
94390607,5.15202,3.3295074,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
94890610,5.057153,3.3298094,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
95390609,5.1598754,3.3301117,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
95890629,5.1632996,3.3298094,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
96390628,5.154437,3.3301117,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
96890609,5.1588683,3.3297088,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
97390631,5.160983,3.3301117,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
97890626,5.1574583,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
98390611,5.158667,3.3306153,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
98890608,5.1504087,3.329306,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
99390842,5.162091,3.3298094,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
99890782,5.15343,3.330313,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
100390621,5.1602783,3.3294067,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
100890962,5.1580625,3.3291047,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
101390610,5.15625,3.3295074,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
101890610,5.1604795,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
102390606,5.157962,3.330011,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
102890610,5.157962,3.3301117,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
103390609,5.1604795,3.3304138,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
103890608,5.1588683,3.3297088,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
104390607,5.057959,3.3294067,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
104890609,5.156955,3.3299103,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
105390607,5.159573,3.3294067,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
105890608,5.1553435,3.3299103,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
106391115,5.163199,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
106891492,5.1557465,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
107390977,5.160983,3.3267882,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
107890661,5.1592712,3.3294067,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
108390666,5.1592712,3.3301117,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
108890708,5.1580625,3.3299103,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
109390623,5.163501,3.3299103,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
109890609,5.1489987,3.329306,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
110390608,5.155646,3.330011,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
110890608,5.1588683,3.3301117,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
111390608,5.156653,3.3298094,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
111890608,5.0522184,3.3292053,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
112390857,5.1551423,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
112890610,5.1608825,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
113390607,5.1602783,3.330313,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
113890608,5.1594725,3.330011,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
114390610,5.161587,3.3301117,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
114890651,5.1606812,3.3302124,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
115390608,5.1581635,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
115890611,5.1632996,3.3299103,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
116390609,5.156854,3.3288023,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
116890875,5.1574583,3.3297088,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
117390726,5.157257,3.3287017,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
117891547,5.154135,3.3298094,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
118391027,5.1610837,3.330011,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
118890788,5.1602783,3.3297088,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
119390610,5.158566,3.3299103,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
119890606,5.145877,3.3302124,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
120390631,5.16058,3.3295074,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
120890622,5.1626954,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
121390608,5.154135,3.3299103,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
121890607,5.158365,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
122390794,5.159674,3.3308165,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
122890675,5.1567535,3.3297088,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
123390625,5.1543365,3.3299103,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
123890843,5.1516175,3.330011,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
124390610,5.1559477,3.330313,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
124890609,5.1600766,3.3298094,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
125390631,5.1610837,3.3297088,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
125890645,5.158365,3.3295074,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
126390611,5.153833,3.3299103,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
126890607,5.143561,3.330011,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
127390610,5.1518188,3.329306,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
127890608,5.1545377,3.3297088,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
128390608,5.1587677,3.3297088,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
128890610,5.156955,3.3295074,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
129390608,5.154236,3.3305144,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
129891057,5.155646,3.330313,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
130390610,5.1508117,3.3299103,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
130890610,5.15625,3.3299103,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
131390608,5.1567535,3.3298094,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
131890610,5.1590695,3.3295074,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
132390609,5.1601777,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
132890608,5.1467834,3.3301117,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
133390657,5.1555448,3.3290038,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
133890610,5.1560483,3.3302124,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
134390841,5.1553435,3.3299103,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
134890695,5.050406,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
135390710,5.157861,3.3298094,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
135890609,5.1571565,3.329306,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
136390686,5.156552,3.330011,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
136891136,5.1553435,3.330313,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
137391001,5.1533294,3.330011,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
137890706,5.16058,3.3297088,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
138390627,5.154236,3.3299103,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
138890609,5.158264,3.3299103,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
139390608,5.157861,3.329306,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
139890607,5.157962,3.3295074,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
140390610,5.15484,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
140890610,5.157962,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
141390964,5.157861,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
141890609,5.1563506,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
142390608,5.155444,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
142890642,5.1555448,3.3291047,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
143390639,5.150107,3.3292053,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
143890664,5.1570554,3.3298094,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
144390864,5.1516175,3.329306,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
144890678,5.1559477,3.3299103,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
145390608,5.154236,3.3295074,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
145890607,5.1574583,3.3297088,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
146390609,5.156854,3.3297088,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
146890633,5.1567535,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
147390625,5.1598754,3.330011,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
147890611,5.1543365,3.329306,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
148390610,5.158365,3.3297088,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
148890608,5.15484,3.3294067,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
149390607,5.1588683,3.3297088,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
149890610,5.156451,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
150390660,5.1606812,3.3298094,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
150890680,5.1604795,3.3302124,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
151390609,5.158969,3.3299103,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
151891489,5.055844,3.3294067,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
152391005,5.1601777,3.330011,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
152890609,5.1570554,3.330011,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
153390638,5.1567535,3.3291047,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
153890608,5.161587,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
154390610,5.1547394,3.330011,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
154890610,5.1598754,3.3299103,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
155390608,5.155243,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
155890628,5.1624937,3.3302124,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
156390611,5.154034,3.3298094,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
156890608,5.1616883,3.3298094,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
157390608,5.1502075,3.3297088,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
157890625,5.016064,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
158390631,5.1518188,3.3298094,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
158890644,5.1634,3.3295074,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
159390748,5.1551423,3.3301117,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
159890606,5.1639037,3.3298094,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
160390608,5.1570554,3.3297088,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
160890639,5.159372,3.3295074,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
161390623,5.155243,3.3299103,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
161890607,5.159372,3.3296082,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
162390629,5.147287,3.3306153,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
162890656,5.1537323,3.330011,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
163390608,5.1584654,3.3298094,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
163890608,5.1587677,3.3297088,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
164390664,5.1557465,3.3304138,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
164890937,5.1581635,3.3295074,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
165390608,5.0446653,3.329306,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
165890610,5.154639,3.3297088,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
166390608,5.161789,3.3301117,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
166890999,5.159573,3.330011,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
167390987,5.1506104,3.3299103,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
167890643,5.155444,3.3298094,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
168391074,5.1571565,3.3298094,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0
