timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
16904944,16904709,-0.29097158,0.25687313,-9.806885
16909974,16909761,-0.2890288,0.25905827,-9.802307
16955456,16955228,-0.29003766,0.3031089,-9.801216
17011011,17010799,-0.28076276,0.26347655,-9.797291
17056536,17056267,-0.283751,0.26061356,-9.800196
17106998,17106786,-0.28421965,0.30112875,-9.79062
17157536,17157306,-0.27666387,0.2546378,-9.79999
17208040,17207825,-0.2897634,0.28842366,-9.796976
17258577,17258344,-0.28063533,0.2751316,-9.793554
17309102,17308864,-0.2792274,0.27602983,-9.802522
17359611,17359383,-0.28091896,0.29054126,-9.792238
17410141,17409903,-0.2930047,0.29285738,-9.795821
17455584,17455370,-0.29999548,0.30491304,-9.803188
17506125,17505890,-0.30376992,0.28347686,-9.800609
17556643,17556409,-0.2947398,0.3102695,-9.800237
17607142,17606929,-0.2769888,0.28852898,-9.792406
17657658,17657448,-0.27763516,0.29287478,-9.79999
17708212,17707967,-0.27576047,0.28194317,-9.802094
17758705,17758487,-0.28976136,0.28326654,-9.798368
17809212,17809006,-0.28213495,0.3034322,-9.796716
17854700,17854473,-0.26977348,0.26962408,-9.807207
17910253,17910045,-0.2747225,0.28527558,-9.798437
17955757,17955512,-0.27472788,0.27360797,-9.797834
18006257,18006031,-0.29453105,0.27285925,-9.80769
18056777,18056551,-0.27915087,0.28407902,-9.795798
18107323,18107070,-0.2907576,0.27111718,-9.801799
18157822,18157590,-0.2841154,0.27323672,-9.797449
18208383,18208109,-0.2876445,0.2755871,-9.7967205
18258895,18258628,-0.28739578,0.28433794,-9.792607
18309396,18309148,-0.29325438,0.28621894,-9.795083
18354822,18354615,-0.28943416,0.2826161,-9.79838
18405349,18405135,-0.2921342,0.29221535,-9.794785
18455868,18455654,-0.29214656,0.28557253,-9.788469
18506382,18506173,-0.29745904,0.27947485,-9.806945
18556900,18556693,-0.2873741,0.26396003,-9.803712
18607419,18607212,-0.28605554,0.26016793,-9.796508
18657940,18657732,-0.29372704,0.25562862,-9.799022
18708456,18708251,-0.2838258,0.29848373,-9.791649
18758984,18758770,-0.27945152,0.28139183,-9.7979355
18809498,18809290,-0.2779382,0.2786006,-9.795533
18854981,18854757,-0.27825585,0.277485,-9.795469
18905503,18905276,-0.27805746,0.290198,-9.797392
18961059,18960848,-0.27494243,0.3010449,-9.802471
19006543,19006315,-0.2728813,0.29445165,-9.797213
19057042,19056835,-0.2835775,0.2892762,-9.796974
19107584,19107354,-0.28529546,0.28102952,-9.802642
19158090,19157873,-0.30462798,0.289291,-9.806181
19208620,19208393,-0.28750643,0.28990924,-9.794649
19254067,19253860,-0.283774,0.25421074,-9.802783
19309657,19309431,-0.2898788,0.29294804,-9.801014
19360179,19359951,-0.27887172,0.27461094,-9.795368
19405626,19405418,-0.29039615,0.27864125,-9.796274
19461217,19460990,-0.28800344,0.28669262,-9.804766
19506662,19506457,-0.2918441,0.27979273,-9.802855
19557186,19556976,-0.2885281,0.284228,-9.796454
19607723,19607496,-0.28323355,0.2772393,-9.797217
19658224,19658015,-0.28863022,0.28079805,-9.805617
19708765,19708534,-0.2907622,0.28180677,-9.802317
19754233,19754002,-0.28672263,0.3128256,-9.788963
19809800,19809573,-0.27976438,0.29602507,-9.795442
19860303,19860093,-0.2862177,0.29359016,-9.798294
19905786,19905560,-0.27416447,0.29237792,-9.801407
19956305,19956079,-0.27789104,0.28929856,-9.809126
20006829,20006599,-0.27679247,0.30377412,-9.785565
20057345,20057118,-0.2713273,0.31673765,-9.794979
20107860,20107637,-0.28249738,0.29916215,-9.799974
20158391,20158158,-0.2884595,0.28524816,-9.795979
20208901,20208676,-0.29554334,0.26600495,-9.800921
20259467,20259196,-0.29530957,0.33363125,-9.799689
20304873,20304663,-0.28936243,0.26629815,-9.799091
20360482,20360234,-0.29449025,0.2917573,-9.7968
20405915,20405702,-0.3074737,0.31177223,-9.790564
20456433,20456221,-0.29511395,0.30493924,-9.8011465
20506976,20506740,-0.29262206,0.25715655,-9.80361
20557467,20557260,-0.28875336,0.30440703,-9.785032
20607988,20607779,-0.29645237,0.3112935,-9.802183
20658505,20658299,-0.2976042,0.2936766,-9.79741
20709031,20708818,-0.28774768,0.30941993,-9.792184
20759544,20759337,-0.27780506,0.271849,-9.80262
20805055,20804805,-0.27742198,0.32812414,-9.797018
20855551,20855324,-0.27156526,0.2951546,-9.799914
20906226,20905843,-0.28203854,0.28177646,-9.803329
20956587,20956363,-0.27826408,0.30705252,-9.803006
21007112,21006882,-0.27463767,0.31006745,-9.796882
21057628,21057401,-0.27479616,0.28880346,-9.792426
21108151,21107922,-0.28513986,0.2598486,-9.803708
21158665,21158440,-0.2925467,0.31950137,-9.8067
21209206,21208960,-0.28166133,0.29441455,-9.795064
21259705,21259479,-0.2799732,0.26604667,-9.7948065
21305152,21304947,-0.28885013,0.2862469,-9.797073
21355677,21355466,-0.29289085,0.29321635,-9.801748
21411269,21411037,-0.29874992,0.28949192,-9.798264
21456714,21456504,-0.29753542,0.28570247,-9.789445
21507234,21507024,-0.29269844,0.28028098,-9.801622
21557750,21557543,-0.30302373,0.30403516,-9.79939
21608268,21608062,-0.29297075,0.27873734,-9.794772
21658788,21658582,-0.30097473,0.2809972,-9.808571
21704276,21704049,-0.28241405,0.28779587,-9.79483
21759826,21759621,-0.27932024,0.2986173,-9.797568
21805316,21805088,-0.2749214,0.2706298,-9.8061
21855858,21855607,-0.2796554,0.26249877,-9.797917
21911386,21911179,-0.27253833,0.2866649,-9.806752
21956897,21956646,-0.27997205,0.29583058,-9.8016
22007388,22007165,-0.2648463,0.2869171,-9.807579
22057912,22057685,-0.27818593,0.31832606,-9.799497
22108441,22108204,-0.2878305,0.29903176,-9.79227
22158959,22158724,-0.29785147,0.29652068,-9.805677
22204396,22204191,-0.2875452,0.31834844,-9.791884
22259993,22259762,-0.28823888,0.30285257,-9.800225
22310554,22310281,-0.28262076,0.2937718,-9.810714
22355958,22355749,-0.28941542,0.29802892,-9.795981
22406499,22406268,-0.29344743,0.27697775,-9.805516
22457002,22456788,-0.28196833,0.27771807,-9.801369
22507514,22507307,-0.30040956,0.28016388,-9.80365
22558057,22557826,-0.29738373,0.27873236,-9.796016
22603543,22603294,-0.29225388,0.3084309,-9.789616
22659100,22658865,-0.29440558,0.25432754,-9.804955
22709593,22709384,-0.2950775,0.32093784,-9.791398
22755101,22754852,-0.2870414,0.2956733,-9.802333
22810630,22810423,-0.27666634,0.2716953,-9.804
22856214,22855890,-0.26785278,0.28370932,-9.795045
22906661,22906410,-0.2859216,0.27959186,-9.805173
22957135,22956929,-0.288738,0.28835848,-9.803328
23007676,23007448,-0.2818055,0.26373124,-9.800848
23058193,23057968,-0.26885033,0.30412576,-9.788806
23108738,23108487,-0.26799878,0.2934651,-9.797057
23159236,23159006,-0.28872553,0.3046222,-9.800587
23209752,23209526,-0.29621744,0.29090458,-9.7957325
23255201,23254993,-0.29359543,0.28899243,-9.7870455
23305718,23305513,-0.285738,0.32002512,-9.803186
23356240,23356032,-0.2896636,0.2664536,-9.7972975
23406760,23406551,-0.29122582,0.29370916,-9.802671
23457299,23457071,-0.30016497,0.2538178,-9.800523
23507799,23507590,-0.29796335,0.30103043,-9.813346
23558320,23558112,-0.27933612,0.21509822,-9.849764
23608834,23608629,-0.27161053,0.28824824,-9.586111
23654334,23654096,-0.31035462,0.39079654,-9.546637
23709873,23709667,-0.32280424,0.2718852,-9.384088
23755382,23755135,-0.22270401,0.3343602,-9.871344
23805882,23805656,-0.27823755,0.38562462,-9.74129
23856405,23856173,-0.27641574,0.19999349,-9.688003
23906945,23906693,-0.27163103,0.19367905,-9.93084
23957441,23957212,-0.27954608,0.3073241,-9.850561
24007980,24007731,-0.29775012,0.3356891,-9.768075
24058479,24058251,-0.25047466,0.25048023,-9.695373
24109001,24108770,-0.27484292,0.2731804,-9.780388
24154465,24154237,-0.2955558,0.2841738,-9.789892
24204985,24204757,-0.26105136,0.29425067,-9.722785
24255482,24255276,-0.2803019,0.24929205,-9.803036
24306004,24305796,-0.2770131,0.29668346,-9.804204
24361594,24361367,-0.29388118,0.304987,-9.792778
24407045,24406834,-0.31794977,0.25140554,-9.764521
24457582,24457354,-0.29815686,0.28622076,-9.809348
24508083,24507873,-0.29102677,0.25702137,-9.755264
24558617,24558392,-0.3271123,0.32702133,-9.746836
24609120,24608912,-0.2800879,0.26026618,-9.8142
24654627,24654379,-0.3049714,0.25514385,-9.777136
24710160,24709950,-0.29837513,0.30656397,-9.798061
24760677,24760470,-0.27356848,0.2655198,-9.8196745
24806224,24805937,-0.29754126,0.32326123,-9.78164
24856702,24856456,-0.24982634,0.34885326,-9.79518
24907207,24906976,-0.2816826,0.31081238,-9.834912
24957719,24957495,-0.2764317,0.29849106,-9.809006
25008259,25008014,-0.25562787,0.26127452,-9.799974
25058762,25058534,-0.24297565,0.2708965,-9.769916
25109279,25109053,-0.24711183,0.29459086,-9.791632
25154744,25154520,-0.20565718,0.25091404,-9.7987175
25205246,25205040,-0.2292851,0.27488646,-9.80337
25261057,25260611,-0.20284271,0.23482372,-9.7808075
25306286,25306078,-0.10872819,0.26652798,-9.780305
25356824,25356598,-0.07915112,0.34317157,-9.770495
25407323,25407117,-0.25843143,0.2879544,-9.794163
25457848,25457636,-0.45771906,0.30060342,-9.797689
25508409,25508156,-0.41780496,0.23292397,-9.830811
25553871,25553623,-0.37342462,0.24614704,-9.773008
25609401,25609194,-0.35136613,0.3653161,-9.803284
25659924,25659714,-0.49988776,0.23604244,-9.819685
25705408,25705181,-0.5573052,0.37768358,-9.803954
25760964,25760752,-0.48122028,0.21924768,-9.793827
25806445,25806220,-0.33113742,0.33107182,-9.799684
25856971,25856739,-0.24788259,0.3320831,-9.773255
25907485,25907258,-0.28137362,0.30748764,-9.787161
25958004,25957778,-0.4161043,0.3653935,-9.782806
26008519,26008297,-0.44914085,0.30466118,-9.805196
26059042,26058817,-0.40681085,0.26779142,-9.820277
26109564,26109336,-0.3420846,0.28506428,-9.768057
26160087,26159855,-0.34472156,0.29758513,-9.822434
26205532,26205322,-0.351467,0.30253962,-9.820187
26256051,26255842,-0.3278711,0.26006657,-9.82401
26311677,26311413,-0.27781153,0.3494536,-9.825913
26357091,26356880,-0.21419579,0.26768875,-9.821172
26407611,26407400,-0.15313241,0.2528263,-9.804978
26458129,26457919,-0.18938118,0.35232013,-9.7902565
26508646,26508438,-0.22010697,0.30165327,-9.784996
26559164,26558958,-0.26425508,0.29325184,-9.811839
26604675,26604425,-0.24937518,0.2924385,-9.800122
26660205,26659996,-0.24260217,0.33420897,-9.776019
26705719,26705464,-0.2681579,0.34603298,-9.825814
26756240,26755983,-0.29493105,0.30859578,-9.795422
26806752,26806503,-0.33708277,0.31905526,-9.792645
26857251,26857022,-0.34690058,0.33596987,-9.785588
26907786,26907541,-0.3518606,0.23018019,-9.80285
26958291,26958061,-0.36379033,0.38619608,-9.762808
27008809,27008580,-0.34381172,0.2481217,-9.765505
27059330,27059099,-0.34866917,0.33763936,-9.791022
27104795,27104567,-0.36094153,0.22765875,-9.797923
27155295,27155086,-0.376025,0.33176637,-9.792537
27205813,27205605,-0.32523775,0.26754653,-9.799372
27256333,27256124,-0.317298,0.2695339,-9.812545
27306851,27306644,-0.30045044,0.38804874,-9.804753
27357370,27357163,-0.31860432,0.26137722,-9.820245
27407890,27407682,-0.3108605,0.37323192,-9.800844
27458409,27458202,-0.3061956,0.22450602,-9.789865
27508936,27508721,-0.27431533,0.37258306,-9.767044
27559492,27559240,-0.29264796,0.26152158,-9.809595
27604937,27604708,-0.2994957,0.2879569,-9.818531
27655454,27655227,-0.29238024,0.28688893,-9.82652
27711004,27710798,-0.27155286,0.2459767,-9.821226
27756494,27756266,-0.23280883,0.35133085,-9.802997
27807014,27806785,-0.2718225,0.22995907,-9.797569
27857531,27857304,-0.29695502,0.34658983,-9.780208
27908052,27907824,-0.3208003,0.27132386,-9.767115
27958572,27958345,-0.31184793,0.27790058,-9.769525
28004198,28003811,-0.30330315,0.3027096,-9.804272
28059611,28059382,-0.3374885,0.30957174,-9.797904
28110133,28109901,-0.36091596,0.32036784,-9.807957
28155576,28155369,-0.3471384,0.29331636,-9.817297
28211167,28210940,-0.32005903,0.31794772,-9.822224
28256614,28256407,-0.3205936,0.2548238,-9.779836
28307132,28306926,-0.3068617,0.3244292,-9.773723
28357657,28357446,-0.31487542,0.27546808,-9.767268
28408176,28407965,-0.29652208,0.34423473,-9.762783
28458691,28458484,-0.3113106,0.24190612,-9.800205
28509217,28509004,-0.29394302,0.28666818,-9.808654
28559733,28559523,-0.30204126,0.3230813,-9.794047
28610251,28610042,-0.3000256,0.26018712,-9.837521
28655759,28655510,-0.28352013,0.39044818,-9.793531
28706263,28706029,-0.31071106,0.21250476,-9.793956
28756801,28756548,-0.2961103,0.29808655,-9.772172
28807318,28807068,-0.29451764,0.28641966,-9.767983
28857837,28857587,-0.29511687,0.26944533,-9.796778
28908338,28908106,-0.30892485,0.31292135,-9.795883
28958879,28958626,-0.3032489,0.28859594,-9.799525
29009375,29009145,-0.30689907,0.27923936,-9.797595
29054819,29054612,-0.31803337,0.27025184,-9.813468
29110411,29110184,-0.3369427,0.3225984,-9.819128
29155877,29155651,-0.33871758,0.27367422,-9.802602
29206377,29206170,-0.3165563,0.30948812,-9.770481
29256897,29256690,-0.33737034,0.2757114,-9.775894
29307417,29307209,-0.32549062,0.2857525,-9.803751
29357939,29357728,-0.32186526,0.23962194,-9.78218
29408462,29408248,-0.31095973,0.2442234,-9.803988
29458975,29458767,-0.30264634,0.34044352,-9.788463
29509494,29509286,-0.28292602,0.24418437,-9.8107815
29554984,29554754,-0.2746525,0.3595633,-9.80006
29605515,29605273,-0.29725817,0.20053136,-9.814469
29656040,29655792,-0.29054594,0.34716463,-9.768494
29706540,29706312,-0.30667675,0.107807115,-9.828163
29757057,29756831,-0.28073058,0.45049033,-9.821805
29807574,29807350,-0.29934913,0.25653955,-9.801851
29858102,29857870,-0.3039312,0.18004559,-9.826353
29908617,29908389,-0.33581716,0.3719374,-9.785957
29959133,29958908,-0.28981483,0.17259403,-9.797625
30009673,30009428,-0.2955429,0.35406107,-9.7832775
30055102,30054895,-0.2968461,0.23710923,-9.794195
30105626,30105414,-0.31902716,0.296013,-9.792368
30161216,30160986,-0.34607282,0.24581505,-9.781321
30206663,30206453,-0.34742454,0.24719359,-9.767277
30257179,30256972,-0.3529732,0.3293501,-9.775545
30307728,30307492,-0.31934902,0.19625166,-9.76859
30358219,30358013,-0.32709,0.41527504,-9.819784
30408744,30408530,-0.30860168,0.22165047,-9.816982
30454247,30453998,-0.30164036,0.3320576,-9.803652
30509779,30509569,-0.30805287,0.17648022,-9.78634
30555285,30555036,-0.29245874,0.41743794,-9.823479
30605805,30605556,-0.27068344,0.2334291,-9.803715
30661337,30661129,-0.31055713,0.37118828,-9.792906
30706821,30706594,-0.30637744,0.32901552,-9.7880335
30757390,30757113,-0.30824795,0.11308616,-9.83456
30807882,30807633,-0.3085294,0.4040855,-9.778276
30858398,30858152,-0.29710805,0.29456353,-9.802159
30908944,30908671,-0.29872835,0.28493756,-9.786496
30954345,30954139,-0.29402956,0.27416486,-9.766912
31009959,31009710,-0.32101175,0.27896336,-9.785959
