timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
15903138,15802456,3932170,-0.003407221,0.0015729369,-0.0004928533,0.34906584,4.2477507e-07,3.9793247e-07,4.43854e-05,3932170,-0.005171708,0.012880862,0.009216935,0.4,0.016186146,0.016194759,0.000500691,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
16912555,16811767,3932170,-0.003419661,0.0015721896,-0.0005503318,0.34906584,3.7301496e-07,3.5144086e-07,3.533526e-05,3932170,-0.0051825056,0.012967784,0.009369713,0.4,0.01618364,0.016192254,0.00050068984,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
17921803,17821077,3932170,-0.0034163764,0.0015654273,-0.00063398806,0.34906584,3.341718e-07,3.1709635e-07,2.8153061e-05,3932170,-0.0052301567,0.0129199745,0.009527116,0.4,0.016181761,0.016190372,0.0005006878,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
18931506,18830387,3932170,-0.0034373102,0.0015580963,-0.0006990423,0.34906584,3.0493706e-07,2.9078248e-07,2.3131523e-05,3932170,-0.0053105373,0.013038099,0.009837022,0.4,0.016180286,0.016188836,0.0005006855,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
19940254,19839697,3932170,-0.0034443615,0.0015491568,-0.0007376539,0.34906584,2.873021e-07,2.7554427e-07,1.9241941e-05,3932170,-0.005390535,0.013054139,0.009046069,0.4,0.016178979,0.01618755,0.00050068606,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
20949575,20849006,3932170,-0.003455928,0.0015510268,-0.0007747702,0.34906584,2.681339e-07,2.5828592e-07,1.5977024e-05,3932170,-0.005418686,0.013129487,0.00882895,0.4,0.016177677,0.016186241,0.0005006878,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
21959096,21858316,3932170,-0.0034643684,0.0015491843,-0.00077775406,0.34906584,2.5280323e-07,2.4442443e-07,1.3580449e-05,3932170,-0.0054571345,0.013161162,0.009013363,0.4,0.01617664,0.016185299,0.00050068815,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
22968191,22867625,3932170,-0.0034707652,0.0015526782,-0.0008155264,0.34906584,2.4007434e-07,2.3296933e-07,1.1511646e-05,3932170,-0.0054508946,0.0131950695,0.008851209,0.4,0.016175838,0.016184378,0.00050069124,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
23977512,23876935,3932170,-0.003486535,0.0015252456,-0.0008255604,0.34906584,2.2948498e-07,2.2347061e-07,9.956081e-06,3932170,-0.0056275115,0.013220558,0.008278368,0.4,0.016175019,0.016183464,0.00050068786,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
24986858,24886244,3932170,-0.003493636,0.0015102567,-0.00084461796,0.34906584,2.2400208e-07,2.1886423e-07,8.582084e-06,3932170,-0.00572433,0.013229009,0.008594138,0.4,0.016174207,0.016182935,0.00050069083,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
