timestamp,timestamp_sample,windspeed_north,windspeed_east,variance_north,variance_east,tas_innov,tas_innov_var,tas_scale_raw,tas_scale_raw_var,tas_scale_validated,beta_innov,beta_innov_var,source
17817027,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
18817094,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
19817027,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
20817027,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
21817027,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
22817027,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
23817027,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
24817027,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
25817027,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
26817027,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
27817145,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
28817028,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
29817027,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
30817027,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
31817029,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
32817027,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
33817027,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
34817027,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
35817058,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
36817027,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
37817028,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
38817027,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0
39817028,0,0.09772684,0.16072604,0.08289071,0.03803163,nan,nan,nan,nan,nan,0.0015727953,0.0901907,0
40817027,0,0.09685818,0.16517627,0.09469613,0.04973385,nan,nan,nan,nan,nan,0.046981324,0.09132345,0
41817028,0,0.12223225,0.19695516,0.103232846,0.05748914,nan,nan,nan,nan,nan,0.082835786,0.09183856,0
42817027,0,0.17134662,0.24329688,0.11182295,0.06648474,nan,nan,nan,nan,nan,0.13202368,0.09381067,0
43817027,0,0.35040402,0.1633511,0.09330564,0.01639586,nan,nan,nan,nan,nan,-0.6064626,0.8508735,0
44817043,0,0.19504215,0.15117808,0.010624433,0.025827194,nan,nan,nan,nan,nan,0.7995163,0.2833544,0
