timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
15267063,38.72737595348181,-77.51854053694227,62.419575,-0.016292078,-0.0032046186,-0.9276514,2.171453,1,1,1,0
26411418,38.72737474592906,-77.51854109738623,62.449085,-0.15056582,-0.05182127,-0.95716196,2.1987536,1,1,1,0
36432475,38.72737387062548,-77.51854045747308,62.448807,-0.24789514,0.0036890693,-0.9568815,2.2647905,1,1,1,0
36641064,38.72737311500417,-77.51853947420935,62.447166,-0.3319164,0.08898393,-0.9552418,2.276167,1,1,1,0
36795065,38.72737232520523,-77.51853846301725,62.4457,-0.41973802,0.17670149,-0.95377755,2.2853706,1,1,1,0
36935083,38.72737136665582,-77.51853727004014,62.444954,-0.52632385,0.2801883,-0.9530306,2.2952983,1,1,1,0
37045085,38.727370440843515,-77.51853618922748,62.44423,-0.6292695,0.3739452,-0.9523049,2.3025744,1,1,1,0
37295102,38.727365999999996,-77.51853489999999,62.306004,0.0,0.0,0.0,0.0,1,1,0,0
37427103,38.7273621,-77.5185321,62.295002,0.0,0.0,0.0,0.0,1,1,0,0
37710089,38.727357399999995,-77.51852869999999,62.284004,0.0,0.0,0.0,0.0,1,1,0,0
37930129,38.7273518,-77.5185245,62.274002,0.0,0.0,0.0,0.0,1,1,0,0
38183107,38.727345299999996,-77.51851979999999,62.263004,0.0,0.0,0.0,0.0,1,1,0,0
38433070,38.7273378,-77.5185144,62.257004,0.0,0.0,0.0,0.0,1,1,0,0
38554069,38.7273338,-77.5185115,62.257004,0.0,0.0,0.0,0.0,1,1,0,0
38686069,38.727329399999995,-77.5185084,62.255,0.0,0.0,0.0,0.0,1,1,0,0
38697063,38.727329399999995,-77.5185084,62.255,0.0,0.0,0.0,0.3290453,1,1,0,0
38804088,38.7273249,-77.5185051,62.249004,0.0,0.0,0.0,0.0,1,1,0,0
38936090,38.7273202,-77.5185016,62.242004,0.0,0.0,0.0,0.0,1,1,0,0
39057089,38.7273152,-77.518498,62.237003,0.0,0.0,0.0,0.0,1,1,0,0
39189257,38.727309999999996,-77.5184943,62.242004,0.0,0.0,0.0,0.0,1,1,0,0
39306100,38.7273046,-77.5184903,62.236004,0.0,0.0,0.0,0.0,1,1,0,0
39427348,38.727299099999996,-77.51848629999999,62.237003,0.0,0.0,0.0,0.0,1,1,0,0
39559476,38.7272933,-77.51848199999999,62.236004,0.0,0.0,0.0,0.0,1,1,0,0
39680069,38.7272873,-77.51847769999999,62.227,0.0,0.0,0.0,0.0,1,1,0,0
39809301,38.7272812,-77.5184731,62.217003,0.0,0.0,0.0,0.0,1,1,0,0
39930069,38.7272749,-77.5184685,62.216003,0.0,0.0,0.0,0.0,1,1,0,0
40062070,38.7272684,-77.5184637,62.203003,0.0,0.0,0.0,0.0,1,1,0,0
40183069,38.7272617,-77.5184587,62.208004,0.0,0.0,0.0,0.0,1,1,0,0
40312071,38.7272548,-77.5184536,62.195004,0.0,0.0,0.0,0.0,1,1,0,0
40433070,38.7272478,-77.5184484,62.191,0.0,0.0,0.0,0.0,1,1,0,0
40554070,38.727240699999996,-77.5184429,62.183002,0.0,0.0,0.0,0.0,1,1,0,0
40686439,38.7272333,-77.5184374,62.180004,0.0,0.0,0.0,0.0,1,1,0,0
40814069,38.7272259,-77.5184317,62.175003,0.0,0.0,0.0,0.0,1,1,0,0
40935069,38.7272183,-77.5184259,62.167004,0.0,0.0,0.0,0.0,1,1,0,0
41056479,38.7272105,-77.5184199,62.164,0.0,0.0,0.0,0.0,1,1,0,0
41177163,38.7272025,-77.5184137,62.156002,0.0,0.0,0.0,0.0,1,1,0,0
41317090,38.727194499999996,-77.5184074,62.156002,0.0,0.0,0.0,0.0,1,1,0,0
41438069,38.7271863,-77.518401,62.152004,0.0,0.0,0.0,0.0,1,1,0,0
41559070,38.727177999999995,-77.5183945,62.156002,0.0,0.0,0.0,0.0,1,1,0,0
41680155,38.727169599999996,-77.5183879,62.151005,0.0,0.0,0.0,0.0,1,1,0,0
41809069,38.7271611,-77.5183811,62.156002,0.0,0.0,0.0,0.0,1,1,0,0
41930396,38.7271526,-77.51837429999999,62.156002,0.0,0.0,0.0,0.0,1,1,0,0
42062072,38.727143999999996,-77.5183675,62.174004,0.0,0.0,0.0,0.0,1,1,0,0
42183069,38.727135499999996,-77.5183607,62.198,0.0,0.0,0.0,0.0,1,1,0,0
42311278,38.7271269,-77.5183538,62.231003,0.0,0.0,0.0,0.0,1,1,0,0
42432069,38.7271183,-77.5183467,62.272003,0.0,0.0,0.0,0.0,1,1,0,0
42553109,38.7271097,-77.51833979999999,62.346004,0.0,0.0,0.0,0.0,1,1,0,0
42685415,38.7271011,-77.5183327,62.426003,0.0,0.0,0.0,0.0,1,1,0,0
42803100,38.7270926,-77.5183258,62.487003,0.0,0.0,0.0,0.0,1,1,0,0
42935226,38.7270842,-77.5183188,62.565002,0.0,0.0,0.0,0.0,1,1,0,0
43056755,38.7270758,-77.51831179999999,62.640003,0.0,0.0,0.0,0.0,1,1,0,0
43177068,38.7270675,-77.51830489999999,62.709003,0.0,0.0,0.0,0.0,1,1,0,0
43317084,38.7270593,-77.5182981,62.781002,0.0,0.0,0.0,0.0,1,1,0,0
43427101,38.727050999999996,-77.5182913,62.850002,0.0,0.0,0.0,0.0,1,1,0,0
43438038,38.727050999999996,-77.5182913,62.850002,0.0,0.0,0.0,0.21829128,1,1,0,0
43559153,38.7270429,-77.5182845,62.897003,0.0,0.0,0.0,0.0,1,1,0,0
43680073,38.7270348,-77.5182779,62.949,0.0,0.0,0.0,0.0,1,1,0,0
43809441,38.727026699999996,-77.5182712,62.986004,0.0,0.0,0.0,0.0,1,1,0,0
43941412,38.727018699999995,-77.5182646,63.021004,0.0,0.0,0.0,0.0,1,1,0,0
44062070,38.727010799999995,-77.518258,63.059002,0.0,0.0,0.0,0.0,1,1,0,0
44183234,38.7270028,-77.51825149999999,63.090004,0.0,0.0,0.0,0.0,1,1,0,0
44312069,38.7269949,-77.518245,63.119003,0.0,0.0,0.0,0.0,1,1,0,0
44434099,38.726987099999995,-77.5182385,63.147003,0.0,0.0,0.0,0.0,1,1,0,0
44556101,38.726979299999996,-77.51823209999999,63.165005,0.0,0.0,0.0,0.0,1,1,0,0
44677070,38.7269715,-77.5182257,63.196003,0.0,0.0,0.0,0.0,1,1,0,0
44806070,38.7269638,-77.51821939999999,63.216003,0.0,0.0,0.0,0.0,1,1,0,0
44927098,38.726956099999995,-77.5182131,63.237003,0.0,0.0,0.0,0.0,1,1,0,0
45059072,38.7269484,-77.5182067,63.255005,0.0,0.0,0.0,0.0,1,1,0,0
45180071,38.7269408,-77.5182004,63.276005,0.0,0.0,0.0,0.0,1,1,0,0
45319338,38.7269331,-77.5181941,63.307003,0.0,0.0,0.0,0.0,1,1,0,0
45429399,38.7269255,-77.5181879,63.327003,0.0,0.0,0.0,0.0,1,1,0,0
45561069,38.7269179,-77.51818159999999,63.346004,0.0,0.0,0.0,0.0,1,1,0,0
