timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
17682305,17551057,0.024840202,0.022607228,0.0008828256,1,0,0,0,0,0,0,0,0,0,0
18681491,18552055,0.025561072,0.023574028,0.00029475056,1,0,0,0,0,0,0,0,0,0,0
19680703,19550048,0.02536704,0.02148242,0.00026759104,1,0,0,0,0,0,0,0,0,0,0
20680101,20549050,0.024336398,0.021970768,0.0007870982,1,0,0,0,0,0,0,0,0,0,0
21679462,21551047,0.024479173,0.02246437,0.00096621277,1,0,0,0,0,0,0,0,0,0,0
22688764,22551047,0.021981653,0.015716497,0.00091311435,1,0,0,0,0,0,0,0,0,0,0
23678015,23551045,0.020609288,0.012520929,0.00082723616,1,0,0,0,0,0,0,0,0,0,0
24677487,24552092,0.019990453,0.009818823,0.00057538046,1,0,0,0,0,0,0,0,0,0,0
25686667,25555327,0.019008711,0.0076256134,0.0022663886,1,0,0,0,0,0,0,0,0,0,0
26686060,26553052,0.017101781,0.0056374804,0.0012209553,1,0,0,0,0,0,0,0,0,0,0
27695232,27563047,0.01560111,0.004680975,0.001256593,1,0,0,0,0,0,0,0,0,0,0
28684653,28553046,0.013191358,0.0015430738,0.0013659146,1,0,0,0,0,0,0,0,0,0,0
29684095,29552047,0.01204366,0.0008794146,0.0016006803,1,0,0,0,0,0,0,0,0,0,0
30683445,30554261,0.0104007,0.0015399043,0.001108434,1,0,0,0,0,0,0,0,0,0,0
31682677,31554047,0.009040557,0.0018720308,0.00087474077,1,0,0,0,0,0,0,0,0,0,0
32691934,32554047,0.007924747,7.896539e-05,0.00051952136,1,0,0,0,0,0,0,0,0,0,0
33681276,33553048,0.007058027,0.0019619777,0.001107764,1,0,0,0,0,0,0,0,0,0,0
34680746,34554045,0.007185648,0.0045419387,0.001947581,1,0,0,0,0,0,0,0,0,0,0
35680028,35553047,0.0032253074,0.0071900357,0.0060965153,1,0,0,0,0,0,0,0,0,0,0
36679324,36553345,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
37698584,37554047,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
38687800,38554047,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
39687045,39553047,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
40686365,40554046,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
41685669,41553067,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
